cluster_id,n_stations,max_pairwise_km,site_ids,cap_km,countable_public_daily
uk_ea_s50_015,35,41.21679125716237,"E00312A,E00315A,E01114A,E01559A,E01560A,E01564A,E02070A,E03149A,E03152A,E03650A,E04083A,E04091A,E04112A,E04235A,E04441A,E04470A,E05063A,E05112A,E05235A,E05262A,E07083A,E07107A,E07143A,E07569A,E08139A,E09102A,E09211A,E10019A,E14026A,E15021A,E15039A,E16016A,E18016A,E18085A,E27058A",50.0,False
uk_ea_s50_016,34,47.16262741022911,"E01113A,E01115A,E01135A,E01211A,E01305A,E01355A,E01428A,E02006A,E02048A,E02087A,E02113A,E02428A,E03054A,E03084A,E03461A,E04077A,E04088A,E04089A,E04101A,E04461A,E05025A,E05037A,E05102A,E05142A,E05202A,E05635A,E06031A,E06141A,E06226A,E07049A,E07228A,E07248A,E11145A,EN0090A",50.0,False
uk_ea_s50_017,34,26.037328342185354,"E01156A,E01280A,E03009A,E03026A,E03119A,E03124A,E03126A,E03135A,E04052A,E05119A,E05123A,E05232A,E05326A,E06016A,E06061A,E06067A,E06090A,E07023A,E07135A,E08065A,E09003A,E09044A,E10001A,E10104A,E12057A,E13073A,E13085A,E13150A,E16065A,E16079A,E17051A,EP0110A,EP0123A,EP0125A",50.0,False
uk_ea_s50_018,33,45.68505303531604,"E01029A,E01047A,E01058A,E01101A,E01459A,E01491A,E01497A,E02015A,E02018A,E02489A,E02496A,E03019A,E03024A,E03037A,E03040A,E03048A,E03085A,E03573A,E03789A,E05120A,E06070A,E07035A,E10090A,E11035A,E11140A,E13217A,E16073A,E20058A,E29037A,EN0058A,EN0067A,EN0083A,EP0115A",50.0,False
uk_ea_s50_019,32,28.714441333335113,"001fc3f6-5980-42be-b553-6a09c6b69b69,E01089A,E01097A,E01105A,E01658A,E02055A,E02120A,E02131A,E02153A,E03034A,E03038A,E03057A,E03206A,E03268A,E03429A,E04100A,E04102A,E04153A,E06026A,E06107A,E08016A,E09006A,E09009A,E11001A,E11089A,E11132A,E13048A,E14073A,E14085A,E18017A,E23037A,EP0135A",50.0,False
uk_ea_s50_020,32,43.79222940510388,"E01165A,E01723A,E01800A,E02705A,E02770A,E03047A,E03209A,E03610A,E03785A,E04111A,E04145A,E04274A,E04303A,E05301A,E06651A,E07102A,E07281A,E07386A,E07691A,E08602A,E09333A,E10068A,E11113A,E12121A,E13058A,E13071A,E14035A,E14060A,E18076A,E19217A,E20217A,E21010A",50.0,False
uk_ea_s50_021,29,35.44352651376879,"8b07239d-fb98-4f27-b182-def7799b6c34_2044,8b07239d-fb98-4f27-b182-def7799b6c34_2052,E00528A,E00529A,E00530A,E00532A,E02202A,E02203A,E03223A,E04431A,E05095A,E05096A,E05115A,E05118A,E05226A,E06039A,E06161A,E07015A,E07145A,E08056A,E08082A,E08145A,E08230A,E13113A,E14062A,E16050A,E16057A,E19030A,E21033A",50.0,False
uk_ea_s50_022,29,46.09400581978817,"E00064A,E00304A,E00313A,E01207A,E01212A,E03127A,E03220A,E03240A,E03368A,E04065A,E04270A,E04313A,E08084A,E08102A,E09104A,E09163A,E15062A,E16096A,E19048A,E22020A,E24088A,E25020A,E27017A,GPR177A,GPRSB3A,GPRSE2A,GPRSE3A,ME1011,ME1011A",50.0,False
uk_ea_s50_023,29,30.692132050075006,"E00458A,E00459A,E00461A,E01150A,E01266A,E01441A,E02234A,E03006A,E04026A,E04105A,E04136A,E04236A,E04251A,E05109A,E06105A,E06214A,E07025A,E08053A,E09096A,E09121A,E10113A,E12034A,E12089A,E15073A,E17050A,E18044A,E18050A,E18060A,E19060A",50.0,False
uk_ea_s50_024,28,30.86336092817747,"E00091A,E01129A,E02049A,E02082A,E02109A,E02123A,E02129A,E02150A,E03105A,E03114A,E03120A,E03123A,E04021A,E04035A,E05013A,E05056A,E05136A,E06038A,E06047A,E06355A,E09114A,E09278A,E11049A,E11102A,E12322A,E12363A,E13054A,EN0068A",50.0,False
uk_ea_s50_025,28,40.21850223558475,"E01018A,E02001A,E02004A,E02024A,E02046A,E02231A,E02360A,E02529A,E03060A,E03079A,E03255A,E04015A,E05363A,E07031A,E11061A,E13031A,E15009A,E16036A,E18030A,EN0071A,EP0109A,EP0114A,EP0118A,EP0129A,EP0134A,GPRSC1A,GPRSC2A,GPRSC3A",50.0,False
uk_ea_s50_026,27,38.28195356291815,"01e18338-4de1-4617-b1b0-a09c53464961,E01330A,E01609A,E01611A,E01623A,E03153A,E03242A,E03273A,E03668A,E04253A,E04386A,E04409A,E04596A,E04646A,E05282A,E06008A,E06220A,E06235A,E06567A,E07149A,E09042A,E09480A,E11136A,E12071A,E16085A,E19044A,E21217A",50.0,False
uk_ea_s50_027,27,41.57277684982852,"E00278A,E00388A,E00431A,E01111A,E01591A,E01721A,E01725A,E02765A,E03083A,E03133A,E03564A,E03761A,E05105A,E06314A,E07048A,E08047A,E12085A,E13028A,E14096A,E15016A,E16140A,E20123A,E21073A,E35998A,EP0138A,P02019A,SHLFD2",50.0,False
uk_ea_s50_028,27,40.37241906822331,"E00310A,E01052A,E01227A,E01318A,E02141A,E04024A,E04107A,E04150A,E04798A,E05383A,E06011A,E06048A,E06130A,E07050A,E08343A,E09035A,E09145A,E09230A,E10145A,E11026A,E12009A,E12026A,E12217A,E14080A,E14107A,E15065A,E15076A",50.0,False
uk_ea_s50_029,27,35.94695832768023,"E00470A,E01218A,E01219A,E01730A,E02016A,E02319A,E02582A,E02614A,E02614B,E02671A,E03377A,E03624A,E04163A,E04568A,E04592A,E04763A,E06054A,E06072A,E06082A,E07140A,E07358A,E07623A,E08160A,E08228A,E09085A,E14036A,E19148A",50.0,False
uk_ea_s50_030,27,45.671154575474056,"E01103A,E01108A,E01131A,E01140A,E01166A,E01245A,E01306A,E02081A,E02111A,E04063A,E04117A,E04269A,E05101A,E05107A,E05141A,E06037A,E07085A,E07230A,E08020A,E08067A,E08076A,E08152A,E11062A,E14205A,E16056A,E19123A,GSML15",50.0,False
uk_ea_s50_031,27,44.27676584004107,"E01558A,E01593A,E02054A,E02429A,E02560A,E02650A,E02661A,E03051A,E03269A,E03370A,E03459A,E03773A,E04667A,E04799A,E05091A,E05154A,E05677A,E06035A,E06527A,E07433A,E07528A,E08313A,E10129A,E14132A,E15058A,E22017A,EP0122A",50.0,False
uk_ea_s50_032,27,24.66323276239447,"E01698A,E02127A,E02597A,E02710A,E02778A,E02789A,E03360A,E03430A,E03703A,E03799A,E05108A,E05564A,E05614A,E08132A,E08135A,E08206A,E09208A,E09233A,E10135A,E13002A,E14037A,E16148A,E16163A,E17007A,E18217A,E21123A,E79999A",50.0,False
uk_ea_s50_033,26,31.146410198846883,"E02062A,E02071A,E02074A,E02280A,E03073A,E03104A,E04233A,E05113A,E05166A,E06017A,E06044A,E06134A,E06137A,E07013A,E07637A,E08021A,E08274A,E08275A,E09026A,E11156A,E12039A,E15035A,E17160A,E21160A,E36998A,EP0159A",50.0,False
uk_ea_s50_034,25,31.935812681690667,"E00400A,E00401A,E01034A,E02011A,E02261A,E02507A,E03241A,E04096A,E04349A,E05048A,E05062A,E06002A,E06019A,E07216A,E08008A,E08208A,E10146A,E16007A,E16132A,E17060A,E18033A,E19088A,E22090A,E22102A,MCRO02A",50.0,False
uk_ea_s50_035,24,47.71388722925407,"E00281A,E01060A,E01144A,E01674A,E01681A,E01686A,E03112A,E03146A,E03212A,E03280A,E03560A,E04662A,E05717A,E06147A,E07006A,E07070A,E07148A,E08101A,E09015A,E09076A,E10136A,E13010A,E13102A,E15049A",50.0,False
uk_ea_s50_036,24,33.59516264531754,"E00379A,E01272A,E01273A,E01429A,E01605A,E01621A,E01707A,E02470A,E02586A,E02623A,E02764A,E03211A,E03469A,E03646A,E03667A,E04476A,E04494A,E04527A,E05667A,E07235A,E08073A,E11095A,E15056A,E26090A",50.0,False
uk_ea_s50_037,23,46.06389559343741,"553c2147-bb82-4d86-8f0a-00b892d3c314,E00469A,E02056A,E02563A,E02618A,E02703A,E03517A,E03614A,E04241A,E04517A,E04567A,E04678A,E05211A,E05491A,E06033A,E06239A,E15085A,E34999A,E35999A,E36999A,M04018A,c36a8cef-c677-4f3b-88ff-64dfcccd89b1,fe43947f-a0e9-49fe-9a11-5ef97f102fbd",50.0,False
uk_ea_s50_038,23,29.91587665304564,"E01107A,E01260A,E01261A,E01262A,E01263A,E04244A,E06428A,E07043A,E07222A,E08043A,E08569A,E10033A,E12161A,E14050A,E14076A,E15080A,E15113A,E16010A,E16015A,E20048A,E21044A,E23058A,P01018A",50.0,False
uk_ea_s50_039,22,36.69944381545342,"E01043A,E01063A,E01076A,E01278A,E02223A,E02517A,E03132A,E03141A,E03709A,E04048A,E05017A,E05051A,E05230A,E06049A,E07559A,E08166A,E10035A,E17005A,E17140A,EN0077A,EN0088A,EP0147A",50.0,False
uk_ea_s50_040,22,27.969726215889178,"E01523A,E01608A,E02050A,E02797A,E03096A,E03109A,E03662A,E04043A,E04078A,E04258A,E06010A,E06208A,E06222A,E06259A,E07084A,E08004A,E08057A,E11119A,E15089A,E21035A,E25058A,E25090A",50.0,False
uk_ea_s50_041,21,37.52022279136596,"E00333A,E01126A,E01229A,E01230A,E01308A,E01688A,E01691A,E01702A,E02621A,E02688A,E03302A,E03473A,E03637A,E04309A,E05308A,E05309A,E06156A,E07612A,E11077A,E11270A,E12065A",50.0,False
uk_ea_s50_042,21,29.549413820996918,"E01075A,E01393A,E02039A,E02047A,E02066A,E02101A,E02222A,E02226A,E03148A,E04051A,E05042A,E06106A,E06962A,E07113A,E10012A,E21085A,EN0008A,EN0024A,EN0030A,EN0040A,EN0053A",50.0,False
uk_ea_s50_043,20,26.08390510938819,"E01050A,E01128A,E01132A,E02020A,E02036A,E02053A,E02160A,E03043A,E04010A,E04029A,E04143A,E05015A,E05050A,E05052A,E06080A,E07133A,E08077A,E09034A,E09051A,E11363A",50.0,False
uk_ea_s50_044,20,34.37816367042536,"E01205A,E02254A,E03782A,E04050A,E04070A,E04126A,E04268A,E05147A,E05962A,E06078A,E06118A,E06349A,E06366A,E09090A,E10121A,E10154A,E12016A,E13065A,E13082A,E17021A",50.0,False
uk_ea_s50_045,19,33.47132699580816,"E00558A,E01565A,E03234A,E03781A,E05133A,E05233A,E07480A,E08129A,E09010A,E10161A,E12148A,E17074A,E25015A,EN0026A,EN0084A,EP0103A,EP0106A,b401b1e3-c946-4a3e-bca3-3427e64eebba,bbaa85be-3a06-4d2b-b5ad-7f1f55b6554d",50.0,False
uk_ea_s50_046,19,33.63572025842687,"E01221A,E01768A,E02378A,E03622A,E04068A,E04613A,E05005A,E05077A,E05571A,E06042A,E06143A,E06470A,E07044A,E07103A,E07202A,E08033A,E09021A,E09081A,E16076A",50.0,False
uk_ea_s50_047,18,38.43367445934001,"E00127A,E01646A,E01647A,E02058A,E02278A,E02329A,E02363A,E02572A,E03329A,E03363A,E06057A,E07152A,E09013A,E09066A,E15096A,E15148A,E16089A,EN0046A",50.0,False
uk_ea_s50_048,18,36.57827778323962,"E00494A,E01055A,E01081A,E01116A,E01122A,E01835A,E02275A,E04765A,E05588A,E07026A,E09030A,E09067A,E10061A,E10067A,E14095A,E20015A,EN0080A,M18900",50.0,False
uk_ea_s50_049,18,35.162446384134796,"E01012A,E01566A,E02664A,E02725A,E03022A,E03664A,E04022A,E04566A,E05360A,E07056A,E16035A,E17058A,E18058A,E20007A,EN0092A,EP0142A,EP0143A,EP0150A",50.0,False
uk_ea_s50_050,18,27.83504975736057,"E02658A,E03071A,E03092A,E03229A,E04062A,E04467A,E05319A,E06084A,E06248A,E06637A,E06687A,E07017A,E08431A,E09052A,E10002A,E13106A,E14150A,d1df8d19-d1f7-4e83-8aa6-75820613be72",50.0,False
uk_ea_s50_051,17,36.119113711044704,"E00385A,E02229A,E02282A,E02609A,E03202A,E05081A,E06020A,E06152A,E09101A,E09146A,E11266A,E14005A,E15037A,E15051A,E16019A,E16037A,GSML36",50.0,False
uk_ea_s50_052,16,25.21526674033934,"E01368A,E02159A,E02568A,E02696A,E03386A,E03494A,E04115A,E05138A,E06036A,E06303A,E08034A,E09390A,E11066A,E14121A,EP0108A,a473e348-c00a-46c6-a93b-921f9747f96f",50.0,False
uk_ea_s50_053,15,38.17745160365183,"E00383A,E01432A,E01479A,E01529A,E02089A,E02164A,E02558A,E03029A,E04480A,E04623A,E05079A,E06140A,E08278A,E09080A,E09141A",50.0,False
uk_ea_s50_054,15,22.355505156791168,"E00515A,E01515A,E01568A,E02386A,E02788A,E03686A,E03731A,E04390A,E04471A,E06257A,E07313A,E10163A,E13023A,E17132A,E23044A",50.0,False
uk_ea_s50_055,15,23.85301891189845,"E01612A,E02368A,E03658A,E04363A,E05362A,E05605A,E06094A,E06329A,E06588A,E10057A,E10993A,E11073A,E14001A,E31058A,GPRS90A",50.0,False
uk_ea_s50_056,14,28.825103455366406,"E00275A,E01590A,E01602A,E01624A,E02333A,E02393A,E03137A,E03315A,E03602A,E03659A,E04141A,E05148A,E12999A,E25999A",50.0,False
uk_ea_s50_057,14,19.400316267529636,"E01130A,E01138A,E02128A,E03088A,E03089A,E04084A,E05117A,E05259A,E06099A,E09062A,E10089A,E14030A,E17085A,P01001A",50.0,False
uk_ea_s50_058,14,38.7759167732777,"E02021A,E02035A,E03145A,E03217A,E04280A,E06092A,E07001A,E07109A,E08123A,E08222A,E08378A,E10013A,E16095A,E17107A",50.0,False
uk_ea_s50_059,13,30.543264894592635,"E01016A,E01077A,E01831A,E02076A,E03244A,E03585A,E04009A,E06685A,E08665A,E09386A,E10618A,E12058A,EN0081A",50.0,False
uk_ea_s50_060,12,15.10117603798997,"E00493A,E00571A,E00573A,E01471A,E03215A,E03479A,E04151A,E05116A,E05431A,E12266A,E13266A,E17889A",50.0,False
uk_ea_s50_061,11,20.587312862151986,"E00555A,E00563A,E04133A,E04301A,E06071A,E06111A,E06763A,E07077A,E12079A,E13062A,E29015A",50.0,False
uk_ea_s50_062,11,31.15186293865397,"E02147A,E02476A,E02515A,E02665A,E02694A,E04705A,E05027A,E05439A,E09388A,E12044A,E14090A",50.0,False
uk_ea_s50_063,11,35.67410308497255,"E02276A,E03339A,E03636A,E06006A,E06202A,E10008A,E11115A,E12008A,E13121A,E20057A,E44999A",50.0,False
uk_ea_s50_064,10,26.75593697649131,"E01013A,E01635A,E02017A,E02037A,E04033A,E04080A,E05040A,E05733A,E13051A,EN0063A",50.0,False
uk_ea_s50_065,10,30.612351423795793,"E01362A,E02262A,E05100A,E05355A,E05581A,E07088A,E11037A,E13090A,E13148A,E29998A",50.0,False
uk_ea_s50_066,10,39.65828149818353,"E01473A,E02564A,E03216A,E03328A,E03471A,E03611A,E04429A,E09056A,E11056A,E12074A",50.0,False
uk_ea_s50_067,9,35.33882023125177,"E01255A,E01256A,E01388A,E01587A,E02157A,E02206A,E11030A,E11146A,E17202A",50.0,False
uk_ea_s50_068,9,19.824704266310363,"E01275A,E05152A,E05370A,E06610A,E09129A,E09154A,E13005A,E13050A,E15095A",50.0,False
uk_ea_s50_069,8,18.973448542611095,"E01780A,E01802A,E02780A,E04120A,E04696A,E05696A,E06387A,E07471A",50.0,False
uk_ea_s50_070,8,30.869093594940942,"E02027A,E03097A,E04027A,E04205A,E08216A,E18089A,E20010A,EP0139A",50.0,False
uk_ea_s50_071,8,14.550194792551205,"E02213A,E03570A,E04011A,E04081A,E05145A,E07038A,E18057A,P02036A",50.0,False
uk_ea_s50_072,8,11.855463346073607,"E03576A,E03576B,E05524A,E05602A,E05602B,E06319A,E95999A,E96999A",50.0,False
uk_ea_s50_073,7,29.87966683995956,"E01458A,E01461A,E03584A,E03717A,E06616A,E07515A,E13390A",50.0,False
uk_ea_s50_074,7,29.602028038327582,"E01480A,E03431A,E06388A,E07156A,E08138A,E09235A,E13043A",50.0,False
uk_ea_s50_075,7,19.66009197658723,"E01814A,E02134A,E03100A,E04131A,E06310A,E07679A,E08618A",50.0,False
uk_ea_s50_076,7,27.663598155035025,"E03594A,E04571A,E06691A,E07310A,E08302A,E08644A,E20065A",50.0,False
uk_ea_s50_077,7,49.58441918462643,"E04261A,E05251A,E06378A,E10066A,E12019A,E14217A,E19057A",50.0,False
uk_ea_s50_078,7,3.755199033275526,"E05281A,E06228A,E06232A,E09038A,E10054A,E16005A,E22057A",50.0,False
uk_ea_s50_079,6,12.583442447122698,"E01092A,E04242A,E05076A,E05085A,E08079A,E14043A",50.0,False
uk_ea_s50_080,6,14.2620853943998,"E01202A,E01206A,E03136A,E04121A,E05132A,E06077A",50.0,False
uk_ea_s50_081,5,16.45104503086698,"E01033A,E01112A,E07051A,EN0078A,GPRSB9A",50.0,False
uk_ea_s50_082,3,27.406417257212965,"E01530A,E02569A,E04581A",50.0,False
uk_ea_s50_083,3,1.5523217812873236,"E01531A,E03559A,E07368A",50.0,False
uk_ea_s50_084,3,25.953897765239148,"E02793A,E04563A,E06203A",50.0,False
uk_ea_s50_085,3,18.2364722534497,"E06572A,E12233A,E23089A",50.0,False
