site_id,file_name,file_number,metadata_start_year,metadata_end_year,temporal_resolution,station_name,river_name,catchment_area_km2
203588,WT-Monatsmittel-203588.csv,5,2002,2023,monthly_mean,Wallersee (Seepegel),Wallersee,"109,8"
203463,WT-Monatsmittel-203463.csv,8,2000,2023,monthly_mean,Viehhofen,Saalach,"150,8"
203497,WT-Monatsmittel-203497.csv,8,1976,2023,monthly_mean,Weißbach,Saalach,"543,2"
203570,WT-Monatsmittel-203570.csv,8,1976,2023,monthly_mean,Siezenheim,Saalach,"1139,1"
203539,WT-Monatsmittel-203539.csv,8,1976,2023,monthly_mean,Oberndorf,Salzach,6120
204537,WT-Monatsmittel-204537.csv,5,1976,2023,monthly_mean,Holzöster,Holzöstersee,"1,9"
203547,WT-Monatsmittel-203547.csv,8,1976,2023,monthly_mean,Au St. Georgen,Moosache,"88,1"
204560,WT-Monatsmittel-204560.csv,5,1984,2023,monthly_mean,Ettenau,Salzach,"6627,6"
206847,WT-Monatsmittel-206847.csv,5,1997,2023,monthly_mean,Ach,Salzach,"6690,5"
206623,WT-Monatsmittel-206623.csv,5,1994,2023,monthly_mean,Österlehen,Enknach,"113,5"
203604,WT-Monatsmittel-203604.csv,5,1976,2023,monthly_mean,Mattsee (Seepegel),Mattsee,"10,4"
203612,WT-Monatsmittel-203612.csv,5,1998,2023,monthly_mean,Obertrum (Seepegel),Obertrumer See,"58,4"
204131,WT-Monatsmittel-204131.csv,5,2003,2023,monthly_mean,Perwang Strandbad (Seepegel),Grabensee,"64,5"
204586,WT-Monatsmittel-204586.csv,8,1976,2023,monthly_mean,Laimhausmühle,Mattig,"66,6"
206078,WT-Monatsmittel-206078.csv,8,1977,2023,monthly_mean,Furth (Bundesstraße),Schwemmbach,"185,1"
206086,WT-Monatsmittel-206086.csv,8,1977,2023,monthly_mean,Furth (Ort),Schalchener Brunnbach,35
204677,WT-Monatsmittel-204677.csv,8,1976,2023,monthly_mean,Jahrsdorf,Mattig,"446,9"
204719,WT-Monatsmittel-204719.csv,8,1976,2023,monthly_mean,Mamling,Ach,"314,9"
204750,WT-Monatsmittel-204750.csv,8,1979,2023,monthly_mean,Haging,Antiesen,"164,9"
206201,WT-Monatsmittel-206201.csv,8,1976,2023,monthly_mean,Schärding (Schreibpegel),Inn,25520
206102,WT-Monatsmittel-206102.csv,8,1981,2023,monthly_mean,Pram,Pram,"14,7"
206326,WT-Monatsmittel-206326.csv,8,1978,2023,monthly_mean,Winertsham (Steg),Pram,"128,1"
204867,WT-Monatsmittel-204867.csv,8,1976,2023,monthly_mean,Pramerdorf,Pram,"340,9"
207027,WT-Monatsmittel-207027.csv,5,1952,2023,monthly_mean,Engelhartszell,Donau,"77089,7"
204875,WT-Monatsmittel-204875.csv,8,1979,2023,monthly_mean,Oberkappel,Ranna,"132,5"
206771,WT-Monatsmittel-206771.csv,8,1989,2023,monthly_mean,Koblmühle,Kleine Mühl,"45,2"
204883,WT-Monatsmittel-204883.csv,8,1981,2023,monthly_mean,Obermühl,Kleine Mühl,"200,2"
204925,WT-Monatsmittel-204925.csv,8,1983,2023,monthly_mean,Hartmannsdorf,Steinerne Mühl,138
204933,WT-Monatsmittel-204933.csv,8,1976,2023,monthly_mean,Teufelmühle,Große Mühl,"453,2"
207043,WT-Monatsmittel-207043.csv,5,1965,2023,monthly_mean,Aschach an der Donau (Agentie),Donau,"78194,9"
206565,WT-Monatsmittel-206565.csv,5,1981,2023,monthly_mean,HWR-Becken Leithen (Ausfluß),Trattnach,"19,8"
204974,WT-Monatsmittel-204974.csv,8,1979,2023,monthly_mean,Strötting,Trattnach,54
205013,WT-Monatsmittel-205013.csv,8,1993,2023,monthly_mean,Grieskirchen,Trattnach,"135,9"
205054,WT-Monatsmittel-205054.csv,8,1976,2023,monthly_mean,Kropfmühle,Aschach,"312,2"
205062,WT-Monatsmittel-205062.csv,2,2002,2023,monthly_mean,Bad Mühllacken,Pesenbach,"65,7"
206656,WT-Monatsmittel-206656.csv,8,1984,2023,monthly_mean,Zwettl an der Rodl,Große Rodl,"59,6"
206664,WT-Monatsmittel-206664.csv,8,1984,2023,monthly_mean,Zwettl an der Rodl (Gemeindeamt),Diestlbach,"27,9"
205088,WT-Monatsmittel-205088.csv,8,1980,2023,monthly_mean,Rottenegg,Große Rodl,"227,4"
207068,WT-Monatsmittel-207068.csv,5,1951,2023,monthly_mean,Linz,Donau,"79490,1"
205096,WT-Monatsmittel-205096.csv,8,1990,2023,monthly_mean,Asberg,Großer Haselbach,"27,6"
210526,WT-Monatsmittel-210526.csv,8,1999,2023,monthly_mean,Archkogl,Grundlseer-Traun,"114,4"
210542,WT-Monatsmittel-210542.csv,8,2015,2023,monthly_mean,Altaussee (Traun),Altausseer-Traun,"48,2"
210591,WT-Monatsmittel-210591.csv,8,2014,2023,monthly_mean,Bad Aussee (Hadeksteg),Koppentraun,"305,8"
205104,WT-Monatsmittel-205104.csv,8,1976,2023,monthly_mean,Obertraun,Traun,"317,4"
205112,WT-Monatsmittel-205112.csv,5,1976,2023,monthly_mean,Lahn,Hallstätter See,"614,4"
205146,WT-Monatsmittel-205146.csv,8,1979,2023,monthly_mean,Steeg (Seeausfluss),Traun,"615,2"
205153,WT-Monatsmittel-205153.csv,8,1992,2023,monthly_mean,Bad Ischl (Maxquelle),Traun,"720,2"
205161,WT-Monatsmittel-205161.csv,5,1977,2023,monthly_mean,Strobl,Wolfgangsee (Abersee),"125,2"
203646,WT-Monatsmittel-203646.csv,5,1976,2023,monthly_mean,St. Gilgen (Seepegel),Wolfgangsee (Abersee),"124,8"
205187,WT-Monatsmittel-205187.csv,8,1976,2023,monthly_mean,Bad Ischl (Giselabrücke),Ischl,"251,8"
205203,WT-Monatsmittel-205203.csv,8,1976,2023,monthly_mean,Ebensee,Traun,"1223,4"
205237,WT-Monatsmittel-205237.csv,5,1976,2023,monthly_mean,Ebensee (Landungssteg),Traunsee,"1395,3"
205245,WT-Monatsmittel-205245.csv,5,1976,2023,monthly_mean,Gmunden (Esplanade),Traunsee,"1395,3"
205260,WT-Monatsmittel-205260.csv,5,1981,2023,monthly_mean,Zell am Moos,Zeller See (Irrsee),"27,5"
205286,WT-Monatsmittel-205286.csv,5,1976,2023,monthly_mean,Mondsee (Limnolog.Institut),Mondsee,"246,8"
203653,WT-Monatsmittel-203653.csv,5,1976,2023,monthly_mean,Fuschl (Seepegel),Fuschlsee,"29,5"
206185,WT-Monatsmittel-206185.csv,8,1979,2023,monthly_mean,See am Mondsee (Au),Seeache,"247,4"
216002,WT-Monatsmittel-216002.csv,2,2018,2023,monthly_mean,Weißenbach am Attersee (Seepegel),Attersee,0
205351,WT-Monatsmittel-205351.csv,5,1989,2023,monthly_mean,Kammer,Attersee,"459,7"
205369,WT-Monatsmittel-205369.csv,8,1976,2023,monthly_mean,Raudaschlsäge,Ager,"462,9"
206276,WT-Monatsmittel-206276.csv,5,1993,2023,monthly_mean,Dürnau,Ager,"497,2"
205393,WT-Monatsmittel-205393.csv,8,1983,2023,monthly_mean,Timelkam,Vöckla,"331,5"
205419,WT-Monatsmittel-205419.csv,8,1979,2023,monthly_mean,Vöcklabruck,Vöckla,"447,1"
205427,WT-Monatsmittel-205427.csv,8,1976,2023,monthly_mean,Schalchham,Ager,"949,9"
205435,WT-Monatsmittel-205435.csv,8,1976,2023,monthly_mean,Aurachkirchen,Aurach,81
205450,WT-Monatsmittel-205450.csv,8,1992,2023,monthly_mean,Fischerau,Ager,"1256,1"
206508,WT-Monatsmittel-206508.csv,8,1989,2023,monthly_mean,Grünau,Alm,"181,9"
205500,WT-Monatsmittel-205500.csv,8,1978,2023,monthly_mean,Friedlmühle,Alm,"326,1"
205518,WT-Monatsmittel-205518.csv,8,1979,2023,monthly_mean,Penningersteg,Alm,445
206391,WT-Monatsmittel-206391.csv,5,1981,2023,monthly_mean,Wels-Lichtenegg,Traun,"3387,1"
205641,WT-Monatsmittel-205641.csv,8,1976,2023,monthly_mean,Kremsmünster (Ort),Krems,"147,2"
206813,WT-Monatsmittel-206813.csv,8,1990,2023,monthly_mean,Unterrohr,Sulzbach,"74,8"
205658,WT-Monatsmittel-205658.csv,8,1976,2023,monthly_mean,Kremsdorf,Krems,"365,3"
205682,WT-Monatsmittel-205682.csv,5,1976,2023,monthly_mean,Ebelsberg,Traun,3985
206573,WT-Monatsmittel-206573.csv,8,1983,2023,monthly_mean,Engerwitzdorf,Große Gusen,107
206854,WT-Monatsmittel-206854.csv,8,1993,2023,monthly_mean,Unterweitersdorf,Kleine Gusen,"76,6"
206375,WT-Monatsmittel-206375.csv,8,1980,2023,monthly_mean,St. Georgen an der Gusen (Bad),Gusen,"257,7"
203703,WT-Monatsmittel-203703.csv,5,1999,2023,monthly_mean,Flachau,Enns,"89,6"
203711,WT-Monatsmittel-203711.csv,8,1998,2023,monthly_mean,Altenmarkt im Pongau,Enns,"134,5"
203919,WT-Monatsmittel-203919.csv,8,1999,2023,monthly_mean,Forstau,Forstaubach,"57,2"
210641,WT-Monatsmittel-210641.csv,8,1976,2023,monthly_mean,Schladming,Enns,"648,8"
210740,WT-Monatsmittel-210740.csv,8,2011,2023,monthly_mean,Trautenfels,Enns,"1517,4"
210799,WT-Monatsmittel-210799.csv,8,2006,2023,monthly_mean,Liezen (Röthelbrücke),Enns,2132
210823,WT-Monatsmittel-210823.csv,8,2008,2023,monthly_mean,Admont (Enns),Enns,2651
210864,WT-Monatsmittel-210864.csv,8,1977,2023,monthly_mean,Gußwerk,Salza,280
210880,WT-Monatsmittel-210880.csv,8,2001,2023,monthly_mean,Weichselboden,Radmerbach,"54,1"
210898,WT-Monatsmittel-210898.csv,8,1976,2023,monthly_mean,Wildalpen,Salza,"592,3"
205740,WT-Monatsmittel-205740.csv,8,1983,2023,monthly_mean,Reichraming,Reichramingbach,"169,4"
205757,WT-Monatsmittel-205757.csv,8,1994,2023,monthly_mean,Jägerberg,Enns,"4998,3"
205765,WT-Monatsmittel-205765.csv,8,1983,2023,monthly_mean,Dietlgut,Steyr,"25,9"
205823,WT-Monatsmittel-205823.csv,8,1980,2023,monthly_mean,Teichlbrücke,Teichl,"147,2"
205864,WT-Monatsmittel-205864.csv,8,1976,2023,monthly_mean,Klaus an der Pyhrnbahn,Steyr,"545,9"
205914,WT-Monatsmittel-205914.csv,8,1976,2023,monthly_mean,Pergern,Steyr,"897,8"
205922,WT-Monatsmittel-205922.csv,8,1976,2023,monthly_mean,Steyr (Ortskai),Enns,"5918,9"
207084,WT-Monatsmittel-207084.csv,5,1951,2023,monthly_mean,"Mauthausen (Strom-km 2110,98)",Donau,"90601,2"
206581,WT-Monatsmittel-206581.csv,8,1982,2023,monthly_mean,Kefermarkt,Feldaist,187
206680,WT-Monatsmittel-206680.csv,8,1984,2023,monthly_mean,Weitersfelden,Wald-(Schwarze) Aist,"104,5"
205971,WT-Monatsmittel-205971.csv,8,1977,2023,monthly_mean,Pfahnlmühle,Waldaist,"272,8"
207431,WT-Monatsmittel-207431.csv,5,2005,2023,monthly_mean,Wallsee,Donau,"91461,3"
205997,WT-Monatsmittel-205997.csv,8,1982,2023,monthly_mean,Königswiesen (Ort),Große Naarn,77
206029,WT-Monatsmittel-206029.csv,8,1976,2023,monthly_mean,Haid,Naarn,"312,3"
206227,WT-Monatsmittel-206227.csv,5,1977,2023,monthly_mean,Waldhausen (Seeausfluß),Sarmingbach,42
