gap_length,n,median_mae_49pct_model,median_mae_70pct_model,median_difference,pooled_spearman
7,98,0.47626729165935616,0.43944158865937166,0.015341346945081491,0.9431172656504025
14,98,0.6032612820182528,0.5928692686983517,0.008317215251071097,0.9473251343648987
30,98,0.7538019398599862,0.7483576056063175,0.0023745481570561777,0.966745086038164
60,98,0.988047654031543,1.0133072042018174,0.00042997279763229423,0.9667195838035307
90,98,1.2237870402402349,1.2518109622465239,-0.003315353565745971,0.9565569433021567
180,87,2.579611738350656,2.5480965766575605,0.02344595582183029,0.9426077130567907
365,58,4.795069078546681,4.635180961104493,0.031933554500750194,0.8654526438832324
