date,t2m_deg_c
2015-05-31,13.17
2015-06-01,17.14
2015-06-02,18.21
2015-06-03,20.17
2015-06-04,15.98
2015-06-05,17.76
2015-06-06,21.92
2015-06-07,18.63
2015-06-08,15.22
2015-06-09,10.94
2015-06-10,14.13
2015-06-11,16.73
2015-06-12,20.53
2015-06-13,21.65
2015-06-14,20.52
2015-06-15,15.46
2015-06-16,13.45
2015-06-17,13.44
2015-06-18,14.43
2015-06-19,12.31
2015-06-20,11.12
2015-06-21,12.5
2015-06-22,13.68
2015-06-23,12.02
2015-06-24,11.62
2015-06-25,14.62
2015-06-26,17.31
2015-06-27,16.99
2015-06-28,16.87
2015-06-29,17.85
2015-06-30,19.35
2015-07-01,20.29
2015-07-02,21.16
2015-07-03,22.72
2015-07-04,25.23
2015-07-05,26.3
2015-07-06,21.88
2015-07-07,24.03
2015-07-08,20.23
2015-07-09,14.94
2015-07-10,13.23
2015-07-11,16.06
2015-07-12,19.6
2015-07-13,16.66
2015-07-14,18.22
2015-07-15,18.95
2015-07-16,20.93
2015-07-17,24.88
2015-07-18,25.45
2015-07-19,23.91
2015-07-20,21.16
2015-07-21,24.41
2015-07-22,27.2
2015-07-23,21.28
2015-07-24,22.14
2015-07-25,21.64
2015-07-26,16.66
2015-07-27,16.99
2015-07-28,17.0
2015-07-29,16.32
2015-07-30,15.28
2015-07-31,15.27
2015-08-01,18.62
2015-08-02,19.97
2015-08-03,22.43
2015-08-04,25.53
2015-08-05,23.4
2015-08-06,26.89
2015-08-07,28.69
2015-08-08,29.24
2015-08-09,24.07
2015-08-10,27.4
2015-08-11,27.8
2015-08-12,27.68
2015-08-13,25.67
2015-08-14,27.5
2015-08-15,24.98
2015-08-16,21.22
2015-08-17,19.62
2015-08-18,16.29
2015-08-19,16.39
2015-08-20,16.11
2015-08-21,17.4
2015-08-22,16.78
2015-08-23,16.98
2015-08-24,19.41
2015-08-25,17.54
2015-08-26,17.72
2015-08-27,19.46
2015-08-28,20.15
2015-08-29,20.79
2015-08-30,24.3
2015-08-31,24.81
2015-09-01,25.04
2015-09-02,16.54
2015-09-03,15.3
2015-09-04,15.58
2015-09-05,13.78
2015-09-06,11.02
2015-09-07,10.43
2015-09-08,11.46
2015-09-09,11.87
2015-09-10,11.47
2015-09-11,12.64
2015-09-12,14.38
2015-09-13,16.91
2015-09-14,16.44
2015-09-15,15.55
2015-09-16,18.05
2015-09-17,20.83
2015-09-18,15.23
2015-09-19,15.35
2015-09-20,11.92
2015-09-21,11.56
2015-09-22,12.41
2015-09-23,11.83
2015-09-24,12.26
2015-09-25,13.16
2015-09-26,12.12
2015-09-27,10.19
2015-09-28,10.47
2015-09-29,9.92
2015-09-30,8.2
2015-10-01,7.93
2015-10-02,9.6
2015-10-03,12.45
2015-10-04,13.51
2015-10-05,13.28
2015-10-06,12.07
2015-10-07,12.95
2015-10-08,10.29
2015-10-09,9.34
2015-10-10,6.74
2015-10-11,2.91
2015-10-12,1.35
2015-10-13,2.01
2015-10-14,5.19
2015-10-15,7.73
2015-10-16,8.3
2015-10-17,6.45
2015-10-18,6.24
2015-10-19,5.52
2015-10-20,4.68
2015-10-21,6.5
2015-10-22,6.92
2015-10-23,7.89
2015-10-24,6.41
2015-10-25,7.18
2015-10-26,7.04
2015-10-27,7.52
2015-10-28,6.79
2015-10-29,7.35
2015-10-30,6.85
2015-10-31,7.44
2015-11-01,5.5
2015-11-02,2.18
2015-11-03,1.33
2015-11-04,3.01
2015-11-05,8.19
2015-11-06,8.55
2015-11-07,11.28
2015-11-08,11.49
2015-11-09,10.52
2015-11-10,12.18
2015-11-11,10.63
2015-11-12,7.46
2015-11-13,7.27
2015-11-14,5.73
2015-11-15,7.18
2015-11-16,9.11
2015-11-17,8.26
2015-11-18,9.7
2015-11-19,8.22
2015-11-20,5.14
2015-11-21,1.57
2015-11-22,-1.33
2015-11-23,-1.92
2015-11-24,-1.95
2015-11-25,-1.63
2015-11-26,-0.16
2015-11-27,-0.11
2015-11-28,-1.05
2015-11-29,0.73
2015-11-30,4.24
2015-12-01,4.23
2015-12-02,5.47
2015-12-03,2.9
2015-12-04,2.05
2015-12-05,3.12
2015-12-06,4.24
2015-12-07,5.48
2015-12-08,3.18
2015-12-09,2.33
2015-12-10,0.13
2015-12-11,-0.86
2015-12-12,1.7
2015-12-13,2.38
2015-12-14,-0.32
2015-12-15,0.8
2015-12-16,2.49
2015-12-17,5.4
2015-12-18,5.66
2015-12-19,5.33
2015-12-20,3.06
2015-12-21,2.81
2015-12-22,5.99
2015-12-23,5.03
2015-12-24,3.16
2015-12-25,4.35
2015-12-26,6.41
2015-12-27,4.75
2015-12-28,4.75
2015-12-29,0.38
2015-12-30,-2.37
2015-12-31,-3.99
2016-01-01,-0.97
2016-01-02,-2.75
2016-01-03,-7.08
2016-01-04,-7.86
2016-01-05,-3.88
2016-01-06,-2.74
2016-01-07,-3.36
2016-01-08,-1.28
2016-01-09,-2.84
2016-01-10,0.04
2016-01-11,0.51
2016-01-12,0.92
2016-01-13,0.17
2016-01-14,-2.31
2016-01-15,-2.48
2016-01-16,-4.76
2016-01-17,-6.63
2016-01-18,-7.96
2016-01-19,-10.13
2016-01-20,-7.33
2016-01-21,-7.3
2016-01-22,-10.8
2016-01-23,-5.8
2016-01-24,-0.22
2016-01-25,1.33
2016-01-26,1.57
2016-01-27,2.96
2016-01-28,3.13
2016-01-29,1.16
2016-01-30,2.78
2016-01-31,1.07
2016-02-01,4.52
2016-02-02,7.2
2016-02-03,1.32
2016-02-04,-0.02
2016-02-05,0.32
2016-02-06,2.16
2016-02-07,1.46
2016-02-08,4.74
2016-02-09,5.86
2016-02-10,1.8
2016-02-11,0.89
2016-02-12,-0.73
2016-02-13,0.31
2016-02-14,3.1
2016-02-15,2.08
2016-02-16,-0.67
2016-02-17,-0.76
2016-02-18,0.76
2016-02-19,0.18
2016-02-20,-0.05
2016-02-21,5.52
2016-02-22,7.61
2016-02-23,1.28
2016-02-24,-0.23
2016-02-25,-0.87
2016-02-26,-1.02
2016-02-27,-0.59
2016-02-28,1.24
2016-02-29,0.55
2016-03-01,-1.87
2016-03-02,0.25
2016-03-03,1.59
2016-03-04,0.74
2016-03-05,1.89
2016-03-06,1.89
2016-03-07,1.0
2016-03-08,0.5
2016-03-09,0.1
2016-03-10,2.16
2016-03-11,1.82
2016-03-12,1.32
2016-03-13,0.89
2016-03-14,0.82
2016-03-15,0.94
2016-03-16,0.95
2016-03-17,3.39
2016-03-18,2.94
2016-03-19,2.56
2016-03-20,2.0
2016-03-21,3.62
2016-03-22,3.19
2016-03-23,3.14
2016-03-24,2.45
2016-03-25,3.71
2016-03-26,5.0
2016-03-27,6.34
2016-03-28,8.72
2016-03-29,6.16
2016-03-30,5.98
2016-03-31,8.0
2016-04-01,4.77
2016-04-02,5.74
2016-04-03,9.13
2016-04-04,11.69
2016-04-05,14.22
2016-04-06,10.48
2016-04-07,9.57
2016-04-08,8.58
2016-04-09,6.59
2016-04-10,4.88
2016-04-11,7.46
2016-04-12,10.33
2016-04-13,11.61
2016-04-14,8.4
2016-04-15,7.29
2016-04-16,10.11
2016-04-17,8.52
2016-04-18,6.91
2016-04-19,6.64
2016-04-20,5.5
2016-04-21,8.67
2016-04-22,7.34
2016-04-23,6.44
2016-04-24,2.29
2016-04-25,1.78
2016-04-26,2.77
2016-04-27,2.91
2016-04-28,3.83
2016-04-29,5.88
2016-04-30,8.71
2016-05-01,9.28
2016-05-02,9.76
2016-05-03,10.28
2016-05-04,7.38
2016-05-05,10.71
2016-05-06,12.97
2016-05-07,13.5
2016-05-08,12.7
2016-05-09,13.56
2016-05-10,13.85
2016-05-11,14.05
2016-05-12,14.9
2016-05-13,14.42
2016-05-14,10.52
2016-05-15,6.11
2016-05-16,6.36
2016-05-17,7.77
2016-05-18,11.76
2016-05-19,12.58
2016-05-20,14.61
2016-05-21,15.96
2016-05-22,17.88
2016-05-23,16.61
2016-05-24,16.55
2016-05-25,13.41
2016-05-26,14.93
2016-05-27,16.17
2016-05-28,17.5
2016-05-29,19.43
2016-05-30,19.35
2016-05-31,19.04
2016-06-01,17.7
2016-06-02,16.56
2016-06-03,16.12
2016-06-04,18.04
2016-06-05,19.19
2016-06-06,17.26
2016-06-07,16.63
2016-06-08,18.58
2016-06-09,16.16
2016-06-10,15.74
2016-06-11,14.41
2016-06-12,15.31
2016-06-13,15.73
2016-06-14,16.25
2016-06-15,15.13
2016-06-16,17.35
2016-06-17,15.85
2016-06-18,16.41
2016-06-19,16.15
2016-06-20,15.82
2016-06-21,17.77
2016-06-22,20.37
2016-06-23,22.67
2016-06-24,24.56
2016-06-25,24.31
2016-06-26,18.69
2016-06-27,17.3
2016-06-28,17.46
2016-06-29,19.65
2016-06-30,19.92
2016-07-01,20.74
2016-07-02,20.24
2016-07-03,15.8
2016-07-04,15.92
2016-07-05,18.74
2016-07-06,15.41
2016-07-07,15.65
2016-07-08,18.75
2016-07-09,18.3
2016-07-10,21.57
2016-07-11,24.42
2016-07-12,20.07
2016-07-13,18.78
2016-07-14,13.78
2016-07-15,13.97
2016-07-16,15.72
2016-07-17,17.99
2016-07-18,18.08
2016-07-19,19.1
2016-07-20,19.84
2016-07-21,20.39
2016-07-22,21.5
2016-07-23,21.33
2016-07-24,20.35
2016-07-25,22.17
2016-07-26,22.09
2016-07-27,21.27
2016-07-28,20.74
2016-07-29,19.95
2016-07-30,21.24
2016-07-31,20.05
2016-08-01,16.89
2016-08-02,16.91
2016-08-03,17.97
2016-08-04,22.24
2016-08-05,16.33
2016-08-06,16.72
2016-08-07,18.11
2016-08-08,20.97
2016-08-09,16.16
2016-08-10,12.2
2016-08-11,12.19
2016-08-12,14.49
2016-08-13,18.54
2016-08-14,18.08
2016-08-15,16.67
2016-08-16,15.23
2016-08-17,14.18
2016-08-18,16.21
2016-08-19,18.63
2016-08-20,19.95
2016-08-21,17.1
2016-08-22,16.64
2016-08-23,18.25
2016-08-24,19.63
2016-08-25,18.85
2016-08-26,19.48
2016-08-27,20.08
2016-08-28,21.51
2016-08-29,19.56
2016-08-30,15.96
2016-08-31,15.94
2016-09-01,18.24
2016-09-02,19.64
2016-09-03,19.46
2016-09-04,18.77
2016-09-05,15.06
2016-09-06,15.17
2016-09-07,18.33
2016-09-08,19.89
2016-09-09,20.54
2016-09-10,21.34
2016-09-11,21.8
2016-09-12,22.02
2016-09-13,21.04
2016-09-14,20.1
2016-09-15,18.45
2016-09-16,19.64
2016-09-17,17.08
2016-09-18,15.39
2016-09-19,12.24
2016-09-20,10.92
2016-09-21,11.53
2016-09-22,11.1
2016-09-23,12.95
2016-09-24,13.19
2016-09-25,13.09
2016-09-26,12.34
2016-09-27,13.33
2016-09-28,13.9
2016-09-29,16.05
2016-09-30,16.63
2016-10-01,16.88
2016-10-02,13.28
2016-10-03,10.32
2016-10-04,9.58
2016-10-05,5.33
2016-10-06,5.94
2016-10-07,6.16
2016-10-08,5.99
2016-10-09,6.24
2016-10-10,5.69
2016-10-11,5.33
2016-10-12,5.28
2016-10-13,5.39
2016-10-14,6.92
2016-10-15,9.57
2016-10-16,10.24
2016-10-17,8.0
2016-10-18,9.26
2016-10-19,7.55
2016-10-20,6.65
2016-10-21,5.2
2016-10-22,3.47
2016-10-23,5.22
2016-10-24,7.88
2016-10-25,8.29
2016-10-26,7.11
2016-10-27,7.04
2016-10-28,8.0
2016-10-29,7.44
2016-10-30,4.94
2016-10-31,4.04
2016-11-01,6.85
2016-11-02,5.39
2016-11-03,1.73
2016-11-04,1.6
2016-11-05,2.68
2016-11-06,3.3
2016-11-07,1.31
2016-11-08,-0.67
2016-11-09,-1.29
2016-11-10,-0.34
2016-11-11,-0.62
2016-11-12,-2.47
2016-11-13,-2.65
2016-11-14,-2.36
2016-11-15,-1.27
2016-11-16,2.1
2016-11-17,3.62
2016-11-18,5.58
2016-11-19,4.37
2016-11-20,3.37
2016-11-21,6.3
2016-11-22,7.34
2016-11-23,6.25
2016-11-24,5.69
2016-11-25,1.85
2016-11-26,0.35
2016-11-27,1.35
2016-11-28,-2.35
2016-11-29,-3.52
2016-11-30,-2.24
2016-12-01,1.36
2016-12-02,0.42
2016-12-03,-2.92
2016-12-04,-3.22
2016-12-05,-6.16
2016-12-06,-4.26
2016-12-07,-2.39
2016-12-08,-0.59
2016-12-09,1.18
2016-12-10,2.27
2016-12-11,2.23
2016-12-12,-0.04
2016-12-13,-2.04
2016-12-14,0.04
2016-12-15,-1.75
2016-12-16,-2.8
2016-12-17,-4.21
2016-12-18,-1.21
2016-12-19,-1.92
2016-12-20,-4.91
2016-12-21,-5.51
2016-12-22,-4.4
2016-12-23,-2.13
2016-12-24,0.09
2016-12-25,2.47
2016-12-26,3.41
2016-12-27,1.38
2016-12-28,1.52
2016-12-29,-1.57
2016-12-30,-2.76
2016-12-31,-5.37
2017-01-01,-7.26
2017-01-02,-4.15
2017-01-03,-1.52
2017-01-04,-0.44
2017-01-05,-5.65
2017-01-06,-9.75
2017-01-07,-10.55
2017-01-08,-8.48
2017-01-09,-6.14
2017-01-10,-9.23
2017-01-11,-10.72
2017-01-12,-0.59
2017-01-13,-0.11
2017-01-14,-4.0
2017-01-15,-3.85
2017-01-16,-5.29
2017-01-17,-8.35
2017-01-18,-9.96
2017-01-19,-11.79
2017-01-20,-8.22
2017-01-21,-7.58
2017-01-22,-8.53
2017-01-23,-8.78
2017-01-24,-9.16
2017-01-25,-6.29
2017-01-26,-6.18
2017-01-27,-8.96
2017-01-28,-10.5
2017-01-29,-8.32
2017-01-30,-8.09
2017-01-31,-7.03
2017-02-01,-6.76
2017-02-02,-5.4
2017-02-03,-2.22
2017-02-04,-1.07
2017-02-05,0.74
2017-02-06,-2.67
2017-02-07,-6.09
2017-02-08,-8.53
2017-02-09,-8.68
2017-02-10,-3.7
2017-02-11,-2.6
2017-02-12,-3.09
2017-02-13,-5.73
2017-02-14,-4.57
2017-02-15,-0.76
2017-02-16,-0.29
2017-02-17,1.6
2017-02-18,0.98
2017-02-19,0.09
2017-02-20,2.39
2017-02-21,4.04
2017-02-22,4.88
2017-02-23,6.67
2017-02-24,1.68
2017-02-25,0.28
2017-02-26,2.09
2017-02-27,2.92
2017-02-28,3.23
2017-03-01,2.66
2017-03-02,4.44
2017-03-03,3.18
2017-03-04,5.98
2017-03-05,5.46
2017-03-06,2.64
2017-03-07,1.59
2017-03-08,1.91
2017-03-09,4.91
2017-03-10,3.12
2017-03-11,1.91
2017-03-12,0.87
2017-03-13,2.2
2017-03-14,3.42
2017-03-15,4.81
2017-03-16,4.26
2017-03-17,5.28
2017-03-18,4.4
2017-03-19,4.42
2017-03-20,8.59
2017-03-21,7.86
2017-03-22,4.38
2017-03-23,3.99
2017-03-24,5.48
2017-03-25,4.74
2017-03-26,3.78
2017-03-27,6.85
2017-03-28,9.12
2017-03-29,10.14
2017-03-30,10.56
2017-03-31,11.55
2017-04-01,11.78
2017-04-02,11.79
2017-04-03,9.9
2017-04-04,7.75
2017-04-05,7.71
2017-04-06,5.2
2017-04-07,5.5
2017-04-08,8.7
2017-04-09,10.78
2017-04-10,11.76
2017-04-11,5.37
2017-04-12,7.41
2017-04-13,7.14
2017-04-14,6.9
2017-04-15,8.17
2017-04-16,4.97
2017-04-17,3.29
2017-04-18,2.41
2017-04-19,0.81
2017-04-20,1.19
2017-04-21,4.82
2017-04-22,5.74
2017-04-23,3.8
2017-04-24,5.71
2017-04-25,7.75
2017-04-26,3.97
2017-04-27,5.48
2017-04-28,4.44
2017-04-29,5.89
2017-04-30,7.11
2017-05-01,9.43
2017-05-02,9.4
2017-05-03,10.42
2017-05-04,10.18
2017-05-05,10.05
2017-05-06,12.19
2017-05-07,10.54
2017-05-08,8.62
2017-05-09,4.02
2017-05-10,6.8
2017-05-11,11.28
2017-05-12,13.87
2017-05-13,14.64
2017-05-14,14.91
2017-05-15,14.21
2017-05-16,14.04
2017-05-17,15.86
2017-05-18,16.72
2017-05-19,17.81
2017-05-20,12.12
2017-05-21,13.94
2017-05-22,14.46
2017-05-23,17.07
2017-05-24,12.59
2017-05-25,12.55
2017-05-26,14.85
2017-05-27,16.84
2017-05-28,17.63
2017-05-29,19.57
2017-05-30,21.33
2017-05-31,18.1
2017-06-01,15.44
2017-06-02,17.64
2017-06-03,19.41
2017-06-04,15.79
2017-06-05,16.05
2017-06-06,16.87
2017-06-07,13.02
2017-06-08,15.02
2017-06-09,18.68
2017-06-10,16.8
2017-06-11,19.45
2017-06-12,19.15
2017-06-13,15.54
2017-06-14,15.95
2017-06-15,19.02
2017-06-16,17.28
2017-06-17,14.45
2017-06-18,17.84
2017-06-19,21.33
2017-06-20,22.89
2017-06-21,20.57
2017-06-22,22.27
2017-06-23,19.74
2017-06-24,20.85
2017-06-25,20.12
2017-06-26,19.28
2017-06-27,18.5
2017-06-28,21.49
2017-06-29,17.7
2017-06-30,16.83
2017-07-01,16.23
2017-07-02,16.75
2017-07-03,16.53
2017-07-04,17.02
2017-07-05,18.46
2017-07-06,18.49
2017-07-07,20.05
2017-07-08,20.4
2017-07-09,22.48
2017-07-10,22.22
2017-07-11,18.42
2017-07-12,18.37
2017-07-13,14.02
2017-07-14,14.64
2017-07-15,14.06
2017-07-16,16.59
2017-07-17,18.65
2017-07-18,19.69
2017-07-19,22.88
2017-07-20,21.89
2017-07-21,21.17
2017-07-22,22.47
2017-07-23,20.07
2017-07-24,17.1
2017-07-25,15.45
2017-07-26,15.69
2017-07-27,17.3
2017-07-28,17.93
2017-07-29,19.91
2017-07-30,22.82
2017-07-31,23.27
2017-08-01,25.64
2017-08-02,23.34
2017-08-03,22.27
2017-08-04,22.68
2017-08-05,21.63
2017-08-06,17.52
2017-08-07,17.73
2017-08-08,19.05
2017-08-09,19.95
2017-08-10,22.2
2017-08-11,18.57
2017-08-12,15.28
2017-08-13,16.47
2017-08-14,17.25
2017-08-15,19.6
2017-08-16,18.0
2017-08-17,19.82
2017-08-18,22.43
2017-08-19,17.33
2017-08-20,15.2
2017-08-21,14.03
2017-08-22,13.46
2017-08-23,13.99
2017-08-24,16.82
2017-08-25,18.9
2017-08-26,20.53
2017-08-27,19.1
2017-08-28,16.45
2017-08-29,17.06
2017-08-30,19.03
2017-08-31,19.67
2017-09-01,13.19
2017-09-02,12.2
2017-09-03,11.17
2017-09-04,12.54
2017-09-05,14.29
2017-09-06,15.72
2017-09-07,12.54
2017-09-08,13.04
2017-09-09,15.34
2017-09-10,12.73
2017-09-11,13.05
2017-09-12,11.56
2017-09-13,12.88
2017-09-14,13.0
2017-09-15,11.81
2017-09-16,10.74
2017-09-17,10.4
2017-09-18,9.55
2017-09-19,9.72
2017-09-20,9.92
2017-09-21,10.2
2017-09-22,11.11
2017-09-23,10.5
2017-09-24,11.58
2017-09-25,11.94
2017-09-26,11.55
2017-09-27,13.81
2017-09-28,13.98
2017-09-29,12.5
2017-09-30,10.81
2017-10-01,10.37
2017-10-02,11.5
2017-10-03,10.83
2017-10-04,9.49
2017-10-05,10.03
2017-10-06,8.27
2017-10-07,8.89
2017-10-08,7.94
2017-10-09,6.48
2017-10-10,9.33
2017-10-11,11.7
2017-10-12,11.21
2017-10-13,10.64
2017-10-14,12.24
2017-10-15,13.37
2017-10-16,12.97
2017-10-17,12.65
2017-10-18,10.72
2017-10-19,10.14
2017-10-20,10.31
2017-10-21,10.28
2017-10-22,9.07
2017-10-23,7.26
2017-10-24,7.66
2017-10-25,11.53
2017-10-26,11.32
2017-10-27,8.43
2017-10-28,6.9
2017-10-29,6.28
2017-10-30,3.21
2017-10-31,2.8
2017-11-01,3.72
2017-11-02,5.92
2017-11-03,5.99
2017-11-04,4.5
2017-11-05,6.13
2017-11-06,5.27
2017-11-07,5.48
2017-11-08,4.92
2017-11-09,5.01
2017-11-10,4.1
2017-11-11,2.97
2017-11-12,2.2
2017-11-13,1.17
2017-11-14,1.02
2017-11-15,1.66
2017-11-16,1.32
2017-11-17,0.16
2017-11-18,0.49
2017-11-19,1.21
2017-11-20,1.69
2017-11-21,2.42
2017-11-22,4.22
2017-11-23,3.04
2017-11-24,4.46
2017-11-25,3.56
2017-11-26,-0.11
2017-11-27,0.09
2017-11-28,1.26
2017-11-29,1.16
2017-11-30,-0.74
2017-12-01,-2.17
2017-12-02,-1.86
2017-12-03,-2.32
2017-12-04,-0.44
2017-12-05,1.08
2017-12-06,1.1
2017-12-07,-0.8
2017-12-08,-0.32
2017-12-09,-2.3
2017-12-10,-2.27
2017-12-11,1.66
2017-12-12,0.37
2017-12-13,-1.55
2017-12-14,0.62
2017-12-15,-0.68
2017-12-16,-1.9
2017-12-17,-2.0
2017-12-18,-4.96
2017-12-19,-6.0
2017-12-20,-2.86
2017-12-21,0.0
2017-12-22,1.07
2017-12-23,1.71
2017-12-24,3.41
2017-12-25,1.04
2017-12-26,-0.78
2017-12-27,0.21
2017-12-28,0.38
2017-12-29,-2.23
2017-12-30,-1.51
2017-12-31,3.5
2018-01-01,1.99
2018-01-02,0.84
2018-01-03,1.67
2018-01-04,2.93
2018-01-05,3.67
2018-01-06,3.66
2018-01-07,1.89
2018-01-08,0.02
2018-01-09,2.79
2018-01-10,2.67
2018-01-11,2.15
2018-01-12,0.21
2018-01-13,-2.45
2018-01-14,-2.72
2018-01-15,-3.34
2018-01-16,-0.96
2018-01-17,-0.99
2018-01-18,0.38
2018-01-19,-0.79
2018-01-20,-1.76
2018-01-21,-2.6
2018-01-22,-3.89
2018-01-23,-0.38
2018-01-24,1.34
2018-01-25,0.8
2018-01-26,-0.07
2018-01-27,0.67
2018-01-28,2.48
2018-01-29,4.8
2018-01-30,1.63
2018-01-31,1.7
2018-02-01,1.84
2018-02-02,-0.76
2018-02-03,-0.8
2018-02-04,-1.95
2018-02-05,-3.29
2018-02-06,-4.98
2018-02-07,-2.13
2018-02-08,-2.35
2018-02-09,-2.75
2018-02-10,-2.32
2018-02-11,-0.97
2018-02-12,-0.35
2018-02-13,-1.93
2018-02-14,-3.31
2018-02-15,-2.68
2018-02-16,0.39
2018-02-17,-1.07
2018-02-18,-1.3
2018-02-19,-2.5
2018-02-20,-2.66
2018-02-21,-3.33
2018-02-22,-4.83
2018-02-23,-6.72
2018-02-24,-7.66
2018-02-25,-9.98
2018-02-26,-10.77
2018-02-27,-11.75
2018-02-28,-11.62
2018-03-01,-9.41
2018-03-02,-7.78
2018-03-03,-8.48
2018-03-04,-6.56
2018-03-05,-3.48
2018-03-06,-1.21
2018-03-07,0.34
2018-03-08,1.6
2018-03-09,1.78
2018-03-10,4.71
2018-03-11,6.62
2018-03-12,6.09
2018-03-13,6.01
2018-03-14,2.21
2018-03-15,2.78
2018-03-16,0.89
2018-03-17,-4.39
2018-03-18,-5.84
2018-03-19,-5.67
2018-03-20,-3.53
2018-03-21,-2.03
2018-03-22,-1.67
2018-03-23,0.48
2018-03-24,1.16
2018-03-25,0.57
2018-03-26,1.62
2018-03-27,1.83
2018-03-28,2.92
2018-03-29,4.28
2018-03-30,4.7
2018-03-31,5.8
2018-04-01,1.65
2018-04-02,3.37
2018-04-03,8.41
2018-04-04,10.71
2018-04-05,8.72
2018-04-06,4.59
2018-04-07,7.46
2018-04-08,8.58
2018-04-09,10.99
2018-04-10,11.96
2018-04-11,12.47
2018-04-12,14.31
2018-04-13,13.15
2018-04-14,11.88
2018-04-15,13.26
2018-04-16,13.24
2018-04-17,11.91
2018-04-18,13.91
2018-04-19,15.6
2018-04-20,15.92
2018-04-21,15.66
2018-04-22,15.39
2018-04-23,15.38
2018-04-24,13.59
2018-04-25,13.6
2018-04-26,9.51
2018-04-27,9.97
2018-04-28,14.48
2018-04-29,17.26
2018-04-30,16.09
2018-05-01,13.4
2018-05-02,12.93
2018-05-03,14.62
2018-05-04,12.62
2018-05-05,11.87
2018-05-06,12.14
2018-05-07,13.97
2018-05-08,15.4
2018-05-09,16.04
2018-05-10,16.69
2018-05-11,15.3
2018-05-12,16.58
2018-05-13,17.14
2018-05-14,15.58
2018-05-15,12.99
2018-05-16,12.69
2018-05-17,13.17
2018-05-18,12.74
2018-05-19,13.74
2018-05-20,13.88
2018-05-21,14.6
2018-05-22,16.53
2018-05-23,17.63
2018-05-24,17.21
2018-05-25,17.74
2018-05-26,18.53
2018-05-27,20.0
2018-05-28,20.67
2018-05-29,21.34
2018-05-30,20.13
2018-05-31,21.59
2018-06-01,20.63
2018-06-02,19.66
2018-06-03,19.03
2018-06-04,19.83
2018-06-05,19.37
2018-06-06,18.33
2018-06-07,19.03
2018-06-08,20.95
2018-06-09,20.57
2018-06-10,20.84
2018-06-11,20.58
2018-06-12,17.75
2018-06-13,14.26
2018-06-14,14.98
2018-06-15,16.81
2018-06-16,19.13
2018-06-17,20.9
2018-06-18,18.72
2018-06-19,19.59
2018-06-20,21.73
2018-06-21,20.59
2018-06-22,11.2
2018-06-23,11.95
2018-06-24,11.72
2018-06-25,14.92
2018-06-26,15.87
2018-06-27,15.86
2018-06-28,17.87
2018-06-29,20.84
2018-06-30,14.93
2018-07-01,13.88
2018-07-02,15.79
2018-07-03,18.55
2018-07-04,22.13
2018-07-05,23.62
2018-07-06,19.5
2018-07-07,18.11
2018-07-08,18.7
2018-07-09,19.16
2018-07-10,16.95
2018-07-11,16.36
2018-07-12,15.81
2018-07-13,19.51
2018-07-14,19.78
2018-07-15,19.96
2018-07-16,20.16
2018-07-17,19.12
2018-07-18,19.64
2018-07-19,19.9
2018-07-20,20.48
2018-07-21,21.76
2018-07-22,20.42
2018-07-23,21.54
2018-07-24,22.5
2018-07-25,22.75
2018-07-26,23.26
2018-07-27,23.24
2018-07-28,24.57
2018-07-29,24.23
2018-07-30,25.65
2018-07-31,26.62
2018-08-01,27.14
2018-08-02,26.91
2018-08-03,26.96
2018-08-04,27.17
2018-08-05,23.53
2018-08-06,21.77
2018-08-07,25.05
2018-08-08,26.1
2018-08-09,27.05
2018-08-10,19.78
2018-08-11,19.37
2018-08-12,19.85
2018-08-13,23.96
2018-08-14,20.75
2018-08-15,19.85
2018-08-16,21.35
2018-08-17,23.35
2018-08-18,22.45
2018-08-19,24.24
2018-08-20,24.61
2018-08-21,20.92
2018-08-22,22.95
2018-08-23,25.84
2018-08-24,20.92
2018-08-25,16.35
2018-08-26,14.39
2018-08-27,16.89
2018-08-28,17.77
2018-08-29,19.42
2018-08-30,17.49
2018-08-31,15.81
2018-09-01,14.33
2018-09-02,17.83
2018-09-03,17.65
2018-09-04,18.48
2018-09-05,18.87
2018-09-06,18.67
2018-09-07,17.58
2018-09-08,16.52
2018-09-09,17.75
2018-09-10,19.61
2018-09-11,19.77
2018-09-12,20.88
2018-09-13,17.64
2018-09-14,15.49
2018-09-15,15.36
2018-09-16,15.68
2018-09-17,16.51
2018-09-18,19.05
2018-09-19,19.59
2018-09-20,20.64
2018-09-21,20.06
2018-09-22,12.67
2018-09-23,12.34
2018-09-24,8.34
2018-09-25,6.79
2018-09-26,7.77
2018-09-27,12.98
2018-09-28,11.87
2018-09-29,7.95
2018-09-30,8.14
2018-10-01,7.0
2018-10-02,7.61
2018-10-03,9.35
2018-10-04,9.11
2018-10-05,9.96
2018-10-06,10.56
2018-10-07,12.46
2018-10-08,9.46
2018-10-09,12.04
2018-10-10,13.96
2018-10-11,14.7
2018-10-12,13.72
2018-10-13,12.9
2018-10-14,14.32
2018-10-15,13.56
2018-10-16,12.15
2018-10-17,11.72
2018-10-18,11.61
2018-10-19,10.62
2018-10-20,8.85
2018-10-21,7.24
2018-10-22,6.89
2018-10-23,5.98
2018-10-24,7.54
2018-10-25,9.43
2018-10-26,8.17
2018-10-27,6.02
2018-10-28,2.68
2018-10-29,6.21
2018-10-30,12.5
2018-10-31,7.08
2018-11-01,9.19
2018-11-02,9.51
2018-11-03,8.23
2018-11-04,9.49
