date,t2m_deg_c
2015-05-29,13.27
2015-05-30,14.88
2015-05-31,14.25
2015-06-01,17.29
2015-06-02,18.7
2015-06-03,21.35
2015-06-04,17.46
2015-06-05,16.81
2015-06-06,19.74
2015-06-07,21.54
2015-06-08,17.8
2015-06-09,16.66
2015-06-10,16.59
2015-06-11,18.53
2015-06-12,22.2
2015-06-13,23.13
2015-06-14,21.72
2015-06-15,17.66
2015-06-16,14.91
2015-06-17,13.25
2015-06-18,15.28
2015-06-19,14.58
2015-06-20,12.06
2015-06-21,12.49
2015-06-22,14.17
2015-06-23,13.27
2015-06-24,13.81
2015-06-25,14.75
2015-06-26,18.07
2015-06-27,17.89
2015-06-28,15.31
2015-06-29,16.34
2015-06-30,19.56
2015-07-01,20.84
2015-07-02,21.16
2015-07-03,22.29
2015-07-04,24.14
2015-07-05,26.35
2015-07-06,25.61
2015-07-07,25.95
2015-07-08,21.04
2015-07-09,16.77
2015-07-10,14.21
2015-07-11,17.03
2015-07-12,21.52
2015-07-13,18.01
2015-07-14,19.15
2015-07-15,20.24
2015-07-16,23.1
2015-07-17,26.0
2015-07-18,26.91
2015-07-19,27.07
2015-07-20,23.4
2015-07-21,26.22
2015-07-22,28.28
2015-07-23,24.48
2015-07-24,24.2
2015-07-25,23.99
2015-07-26,18.43
2015-07-27,17.72
2015-07-28,19.39
2015-07-29,18.77
2015-07-30,17.76
2015-07-31,17.71
2015-08-01,19.37
2015-08-02,20.13
2015-08-03,23.36
2015-08-04,25.23
2015-08-05,24.94
2015-08-06,26.37
2015-08-07,27.87
2015-08-08,28.39
2015-08-09,28.22
2015-08-10,28.71
2015-08-11,29.1
2015-08-12,29.09
2015-08-13,27.0
2015-08-14,27.26
2015-08-15,27.12
2015-08-16,22.35
2015-08-17,19.54
2015-08-18,18.69
2015-08-19,18.05
2015-08-20,17.14
2015-08-21,17.38
2015-08-22,16.88
2015-08-23,17.18
2015-08-24,19.33
2015-08-25,17.23
2015-08-26,18.47
2015-08-27,19.58
2015-08-28,22.96
2015-08-29,23.24
2015-08-30,24.29
2015-08-31,24.33
2015-09-01,23.06
2015-09-02,17.6
2015-09-03,17.92
2015-09-04,17.2
2015-09-05,15.07
2015-09-06,12.48
2015-09-07,11.52
2015-09-08,11.56
2015-09-09,10.98
2015-09-10,13.28
2015-09-11,14.04
2015-09-12,14.5
2015-09-13,16.22
2015-09-14,18.31
2015-09-15,17.02
2015-09-16,19.42
2015-09-17,22.53
2015-09-18,17.57
2015-09-19,15.75
2015-09-20,13.56
2015-09-21,11.57
2015-09-22,12.39
2015-09-23,14.69
2015-09-24,13.48
2015-09-25,14.02
2015-09-26,11.29
2015-09-27,11.06
2015-09-28,10.16
2015-09-29,9.7
2015-09-30,8.44
2015-10-01,8.52
2015-10-02,10.34
2015-10-03,12.06
2015-10-04,13.56
2015-10-05,13.85
2015-10-06,12.95
2015-10-07,13.32
2015-10-08,11.72
2015-10-09,8.41
2015-10-10,6.06
2015-10-11,3.16
2015-10-12,1.28
2015-10-13,2.82
2015-10-14,6.75
2015-10-15,8.94
2015-10-16,10.69
2015-10-17,8.33
2015-10-18,6.6
2015-10-19,7.46
2015-10-20,5.49
2015-10-21,6.29
2015-10-22,5.39
2015-10-23,7.89
2015-10-24,6.77
2015-10-25,6.06
2015-10-26,7.04
2015-10-27,7.38
2015-10-28,7.12
2015-10-29,7.6
2015-10-30,7.82
2015-10-31,6.79
2015-11-01,4.94
2015-11-02,3.1
2015-11-03,2.79
2015-11-04,3.13
2015-11-05,5.34
2015-11-06,6.23
2015-11-07,8.16
2015-11-08,10.61
2015-11-09,8.34
2015-11-10,11.8
2015-11-11,10.7
2015-11-12,8.12
2015-11-13,6.43
2015-11-14,6.41
2015-11-15,5.9
2015-11-16,8.81
2015-11-17,7.02
2015-11-18,9.72
2015-11-19,7.49
2015-11-20,6.46
2015-11-21,2.02
2015-11-22,-0.45
2015-11-23,-2.21
2015-11-24,-1.73
2015-11-25,-2.25
2015-11-26,-1.18
2015-11-27,-1.52
2015-11-28,-1.36
2015-11-29,0.24
2015-11-30,3.13
2015-12-01,3.22
2015-12-02,3.55
2015-12-03,3.89
2015-12-04,1.34
2015-12-05,3.56
2015-12-06,0.38
2015-12-07,1.29
2015-12-08,1.81
2015-12-09,1.12
2015-12-10,1.91
2015-12-11,-1.54
2015-12-12,1.36
2015-12-13,1.39
2015-12-14,-1.06
2015-12-15,-0.84
2015-12-16,0.88
2015-12-17,-0.69
2015-12-18,0.27
2015-12-19,2.57
2015-12-20,1.03
2015-12-21,0.26
2015-12-22,3.95
2015-12-23,2.78
2015-12-24,2.85
2015-12-25,2.29
2015-12-26,2.94
2015-12-27,1.73
2015-12-28,2.66
2015-12-29,-0.28
2015-12-30,-3.31
2015-12-31,-5.73
2016-01-01,-5.37
2016-01-02,-5.52
2016-01-03,-9.09
2016-01-04,-8.88
2016-01-05,-8.19
2016-01-06,-5.98
2016-01-07,-4.95
2016-01-08,-2.53
2016-01-09,-0.81
2016-01-10,-0.15
2016-01-11,0.38
2016-01-12,0.98
2016-01-13,0.72
2016-01-14,-1.1
2016-01-15,-1.74
2016-01-16,-3.91
2016-01-17,-7.8
2016-01-18,-8.23
2016-01-19,-7.77
2016-01-20,-7.18
2016-01-21,-7.0
2016-01-22,-8.89
2016-01-23,-8.84
2016-01-24,-1.02
2016-01-25,-0.43
2016-01-26,1.39
2016-01-27,1.7
2016-01-28,2.21
2016-01-29,1.26
2016-01-30,0.67
2016-01-31,1.19
2016-02-01,3.21
2016-02-02,5.15
2016-02-03,2.17
2016-02-04,-0.25
2016-02-05,-0.58
2016-02-06,1.14
2016-02-07,3.02
2016-02-08,4.19
2016-02-09,5.85
2016-02-10,2.07
2016-02-11,0.33
2016-02-12,-0.33
2016-02-13,0.78
2016-02-14,2.12
2016-02-15,2.51
2016-02-16,0.5
2016-02-17,2.06
2016-02-18,4.62
2016-02-19,0.43
2016-02-20,0.46
2016-02-21,4.88
2016-02-22,7.77
2016-02-23,3.32
2016-02-24,-0.42
2016-02-25,-0.78
2016-02-26,-1.56
2016-02-27,-0.25
2016-02-28,2.72
2016-02-29,1.95
2016-03-01,-0.41
2016-03-02,-0.56
2016-03-03,1.42
2016-03-04,0.71
2016-03-05,3.02
2016-03-06,3.66
2016-03-07,2.24
2016-03-08,2.66
2016-03-09,2.08
2016-03-10,2.83
2016-03-11,3.07
2016-03-12,2.52
2016-03-13,2.33
2016-03-14,1.08
2016-03-15,0.23
2016-03-16,0.76
2016-03-17,3.23
2016-03-18,3.92
2016-03-19,2.02
2016-03-20,1.84
2016-03-21,2.78
2016-03-22,2.89
2016-03-23,2.29
2016-03-24,1.93
2016-03-25,3.57
2016-03-26,4.86
2016-03-27,5.33
2016-03-28,6.01
2016-03-29,6.96
2016-03-30,7.5
2016-03-31,10.81
2016-04-01,5.16
2016-04-02,5.29
2016-04-03,8.34
2016-04-04,12.81
2016-04-05,14.28
2016-04-06,11.19
2016-04-07,10.38
2016-04-08,7.82
2016-04-09,4.48
2016-04-10,5.19
2016-04-11,7.47
2016-04-12,9.84
2016-04-13,11.28
2016-04-14,9.12
2016-04-15,7.85
2016-04-16,11.71
2016-04-17,12.57
2016-04-18,7.74
2016-04-19,7.64
2016-04-20,5.94
2016-04-21,7.51
2016-04-22,9.08
2016-04-23,8.03
2016-04-24,3.75
2016-04-25,2.58
2016-04-26,4.85
2016-04-27,2.88
2016-04-28,3.44
2016-04-29,6.35
2016-04-30,8.89
2016-05-01,9.74
2016-05-02,10.38
2016-05-03,10.8
2016-05-04,9.79
2016-05-05,11.03
2016-05-06,12.8
2016-05-07,12.82
2016-05-08,11.48
2016-05-09,12.8
2016-05-10,13.16
2016-05-11,13.99
2016-05-12,14.4
2016-05-13,12.51
2016-05-14,12.74
2016-05-15,7.49
2016-05-16,6.24
2016-05-17,6.94
2016-05-18,9.94
2016-05-19,12.09
2016-05-20,13.89
2016-05-21,15.44
2016-05-22,16.54
2016-05-23,17.54
2016-05-24,17.48
2016-05-25,16.0
2016-05-26,15.06
2016-05-27,16.83
2016-05-28,18.12
2016-05-29,19.94
2016-05-30,18.75
2016-05-31,17.87
2016-06-01,16.38
2016-06-02,15.2
2016-06-03,16.46
2016-06-04,17.39
2016-06-05,17.58
2016-06-06,15.73
2016-06-07,14.22
2016-06-08,17.2
2016-06-09,16.08
2016-06-10,16.33
2016-06-11,14.99
2016-06-12,16.39
2016-06-13,17.25
2016-06-14,17.24
2016-06-15,15.32
2016-06-16,18.33
2016-06-17,18.37
2016-06-18,18.23
2016-06-19,18.59
2016-06-20,15.14
2016-06-21,18.26
2016-06-22,21.35
2016-06-23,23.2
2016-06-24,25.48
2016-06-25,25.67
2016-06-26,20.08
2016-06-27,16.74
2016-06-28,18.76
2016-06-29,21.42
2016-06-30,23.2
2016-07-01,22.35
2016-07-02,24.12
2016-07-03,17.36
2016-07-04,17.76
2016-07-05,20.05
2016-07-06,16.99
2016-07-07,16.31
2016-07-08,19.5
2016-07-09,19.44
2016-07-10,21.15
2016-07-11,24.46
2016-07-12,22.83
2016-07-13,20.73
2016-07-14,15.67
2016-07-15,14.48
2016-07-16,13.69
2016-07-17,16.56
2016-07-18,18.29
2016-07-19,18.2
2016-07-20,18.39
2016-07-21,21.48
2016-07-22,21.74
2016-07-23,21.83
2016-07-24,22.54
2016-07-25,22.92
2016-07-26,22.53
2016-07-27,21.18
2016-07-28,19.65
2016-07-29,21.01
2016-07-30,21.81
2016-07-31,22.64
2016-08-01,18.41
2016-08-02,18.52
2016-08-03,19.18
2016-08-04,22.67
2016-08-05,21.16
2016-08-06,17.18
2016-08-07,17.94
2016-08-08,20.18
2016-08-09,18.81
2016-08-10,11.88
2016-08-11,12.74
2016-08-12,13.98
2016-08-13,17.18
2016-08-14,19.82
2016-08-15,18.09
2016-08-16,16.71
2016-08-17,15.62
2016-08-18,16.65
2016-08-19,18.35
2016-08-20,19.61
2016-08-21,17.09
2016-08-22,15.04
2016-08-23,17.29
2016-08-24,18.02
2016-08-25,17.96
2016-08-26,18.95
2016-08-27,19.74
2016-08-28,20.87
2016-08-29,19.68
2016-08-30,16.76
2016-08-31,15.73
2016-09-01,18.67
2016-09-02,19.64
2016-09-03,19.26
2016-09-04,20.62
2016-09-05,16.36
2016-09-06,15.57
2016-09-07,19.02
2016-09-08,19.83
2016-09-09,21.66
2016-09-10,21.87
2016-09-11,22.72
2016-09-12,21.9
2016-09-13,21.19
2016-09-14,20.22
2016-09-15,18.5
2016-09-16,19.82
2016-09-17,16.83
2016-09-18,14.62
2016-09-19,12.38
2016-09-20,10.48
2016-09-21,10.74
2016-09-22,10.79
2016-09-23,12.07
2016-09-24,13.24
2016-09-25,12.85
2016-09-26,12.03
2016-09-27,13.46
2016-09-28,14.18
2016-09-29,16.23
2016-09-30,16.77
2016-10-01,15.73
2016-10-02,13.66
2016-10-03,11.94
2016-10-04,9.31
2016-10-05,4.75
2016-10-06,4.95
2016-10-07,4.29
2016-10-08,5.32
2016-10-09,6.27
2016-10-10,6.06
2016-10-11,4.68
2016-10-12,5.49
2016-10-13,5.79
2016-10-14,6.47
2016-10-15,8.98
2016-10-16,8.17
2016-10-17,7.15
2016-10-18,6.28
2016-10-19,6.21
2016-10-20,4.45
2016-10-21,4.55
2016-10-22,4.03
2016-10-23,5.95
2016-10-24,8.83
2016-10-25,11.16
2016-10-26,7.06
2016-10-27,4.92
2016-10-28,6.05
2016-10-29,7.26
2016-10-30,5.04
2016-10-31,2.89
2016-11-01,6.08
2016-11-02,4.94
2016-11-03,1.48
2016-11-04,0.97
2016-11-05,3.7
2016-11-06,5.34
2016-11-07,1.82
2016-11-08,0.35
2016-11-09,-1.03
2016-11-10,-0.5
2016-11-11,0.66
2016-11-12,-1.47
2016-11-13,-1.94
2016-11-14,-1.67
2016-11-15,-1.87
2016-11-16,-0.58
2016-11-17,-0.07
2016-11-18,2.92
2016-11-19,5.54
2016-11-20,6.15
2016-11-21,7.83
2016-11-22,6.61
2016-11-23,5.8
2016-11-24,5.44
2016-11-25,4.41
2016-11-26,4.41
2016-11-27,2.13
2016-11-28,-2.21
2016-11-29,-2.75
2016-11-30,-2.22
2016-12-01,0.38
2016-12-02,0.19
2016-12-03,-2.58
2016-12-04,-3.93
2016-12-05,-5.37
2016-12-06,-4.25
2016-12-07,-2.75
2016-12-08,-3.29
2016-12-09,-0.12
2016-12-10,2.34
2016-12-11,1.78
2016-12-12,-0.68
2016-12-13,-4.44
2016-12-14,-2.83
2016-12-15,-1.72
2016-12-16,-3.07
2016-12-17,-5.25
2016-12-18,-1.94
2016-12-19,-2.78
2016-12-20,-4.69
2016-12-21,-5.97
2016-12-22,-7.25
2016-12-23,-4.81
2016-12-24,-2.58
2016-12-25,1.25
2016-12-26,2.93
2016-12-27,0.53
2016-12-28,-1.38
2016-12-29,-3.21
2016-12-30,-4.85
2016-12-31,-6.45
2017-01-01,-8.58
2017-01-02,-6.31
2017-01-03,-3.4
2017-01-04,-1.03
2017-01-05,-5.59
2017-01-06,-10.9
2017-01-07,-13.89
2017-01-08,-13.69
2017-01-09,-13.56
2017-01-10,-12.5
2017-01-11,-11.57
2017-01-12,-2.46
2017-01-13,-0.76
2017-01-14,-3.36
2017-01-15,-4.72
2017-01-16,-5.13
2017-01-17,-5.49
2017-01-18,-7.47
2017-01-19,-10.72
2017-01-20,-9.02
2017-01-21,-8.25
2017-01-22,-7.2
2017-01-23,-7.08
2017-01-24,-7.66
2017-01-25,-5.64
2017-01-26,-5.5
2017-01-27,-9.37
2017-01-28,-9.8
2017-01-29,-9.93
2017-01-30,-9.08
2017-01-31,-6.31
2017-02-01,-3.62
2017-02-02,-4.01
2017-02-03,-1.22
2017-02-04,-0.05
2017-02-05,0.15
2017-02-06,-1.96
2017-02-07,-4.92
2017-02-08,-8.07
2017-02-09,-6.87
2017-02-10,-2.8
2017-02-11,-2.79
2017-02-12,-2.94
2017-02-13,-5.07
2017-02-14,-2.82
2017-02-15,0.42
2017-02-16,-1.06
2017-02-17,-0.92
2017-02-18,0.31
2017-02-19,0.18
2017-02-20,0.96
2017-02-21,2.69
2017-02-22,4.07
2017-02-23,7.65
2017-02-24,3.45
2017-02-25,-0.74
2017-02-26,0.01
2017-02-27,3.2
2017-02-28,4.81
2017-03-01,3.37
2017-03-02,3.56
2017-03-03,3.47
2017-03-04,7.65
2017-03-05,7.49
2017-03-06,3.83
2017-03-07,2.63
2017-03-08,2.33
2017-03-09,4.19
2017-03-10,3.03
2017-03-11,2.84
2017-03-12,1.19
2017-03-13,1.41
2017-03-14,2.83
2017-03-15,3.62
2017-03-16,3.75
2017-03-17,5.96
2017-03-18,4.43
2017-03-19,3.92
2017-03-20,7.92
2017-03-21,7.77
2017-03-22,4.0
2017-03-23,6.19
2017-03-24,5.95
2017-03-25,4.4
2017-03-26,2.7
2017-03-27,6.53
2017-03-28,9.56
2017-03-29,10.1
2017-03-30,9.56
2017-03-31,9.97
2017-04-01,11.33
2017-04-02,12.62
2017-04-03,10.57
2017-04-04,10.62
2017-04-05,10.07
2017-04-06,5.33
2017-04-07,5.2
2017-04-08,8.46
2017-04-09,8.94
2017-04-10,10.74
2017-04-11,6.62
2017-04-12,7.01
2017-04-13,7.64
2017-04-14,7.14
2017-04-15,8.65
2017-04-16,5.82
2017-04-17,4.08
2017-04-18,2.25
2017-04-19,0.34
2017-04-20,0.37
2017-04-21,3.3
2017-04-22,5.91
2017-04-23,3.76
2017-04-24,5.25
2017-04-25,8.88
2017-04-26,4.63
2017-04-27,3.34
2017-04-28,1.75
2017-04-29,5.65
2017-04-30,6.47
2017-05-01,9.62
2017-05-02,10.49
2017-05-03,10.79
2017-05-04,11.18
2017-05-05,11.83
2017-05-06,12.82
2017-05-07,11.81
2017-05-08,9.76
2017-05-09,3.94
2017-05-10,5.79
2017-05-11,10.73
2017-05-12,14.69
2017-05-13,14.79
2017-05-14,14.68
2017-05-15,13.85
2017-05-16,13.41
2017-05-17,15.02
2017-05-18,15.88
2017-05-19,16.93
2017-05-20,13.24
2017-05-21,13.69
2017-05-22,14.87
2017-05-23,17.09
2017-05-24,13.32
2017-05-25,12.04
2017-05-26,14.67
2017-05-27,15.18
2017-05-28,16.31
2017-05-29,18.52
2017-05-30,21.24
2017-05-31,19.22
2017-06-01,16.79
2017-06-02,17.85
2017-06-03,18.26
2017-06-04,19.0
2017-06-05,16.7
2017-06-06,19.0
2017-06-07,14.74
2017-06-08,15.13
2017-06-09,17.99
2017-06-10,15.9
2017-06-11,17.55
2017-06-12,20.36
2017-06-13,17.25
2017-06-14,15.95
2017-06-15,18.25
2017-06-16,17.71
2017-06-17,13.57
2017-06-18,16.99
2017-06-19,20.49
2017-06-20,23.57
2017-06-21,21.75
2017-06-22,23.25
2017-06-23,21.11
2017-06-24,22.25
2017-06-25,21.91
2017-06-26,21.56
2017-06-27,22.17
2017-06-28,24.81
2017-06-29,20.35
2017-06-30,19.61
2017-07-01,19.13
2017-07-02,17.99
2017-07-03,17.53
2017-07-04,18.4
2017-07-05,20.97
2017-07-06,19.01
2017-07-07,20.27
2017-07-08,21.62
2017-07-09,23.0
2017-07-10,23.88
2017-07-11,20.7
2017-07-12,21.12
2017-07-13,16.0
2017-07-14,16.26
2017-07-15,15.33
2017-07-16,17.32
2017-07-17,20.13
2017-07-18,21.88
2017-07-19,23.56
2017-07-20,25.17
2017-07-21,21.41
2017-07-22,23.55
2017-07-23,21.24
2017-07-24,18.32
2017-07-25,15.72
2017-07-26,15.07
2017-07-27,15.85
2017-07-28,18.1
2017-07-29,19.46
2017-07-30,23.14
2017-07-31,24.96
2017-08-01,26.33
2017-08-02,25.78
2017-08-03,26.7
2017-08-04,25.25
2017-08-05,24.48
2017-08-06,19.88
2017-08-07,18.24
2017-08-08,19.33
2017-08-09,23.14
2017-08-10,24.77
2017-08-11,23.95
2017-08-12,17.34
2017-08-13,17.72
2017-08-14,18.37
2017-08-15,20.35
2017-08-16,21.67
2017-08-17,21.56
2017-08-18,24.13
2017-08-19,18.53
2017-08-20,16.2
2017-08-21,15.03
2017-08-22,14.7
2017-08-23,14.75
2017-08-24,17.54
2017-08-25,21.35
2017-08-26,23.36
2017-08-27,21.46
2017-08-28,17.38
2017-08-29,17.82
2017-08-30,18.66
2017-08-31,21.42
2017-09-01,17.32
2017-09-02,13.28
2017-09-03,11.86
2017-09-04,13.25
2017-09-05,14.71
2017-09-06,15.87
2017-09-07,13.95
2017-09-08,14.53
2017-09-09,17.25
2017-09-10,16.93
2017-09-11,16.68
2017-09-12,13.76
2017-09-13,14.08
2017-09-14,15.44
2017-09-15,12.52
2017-09-16,11.33
2017-09-17,10.7
2017-09-18,11.32
2017-09-19,10.1
2017-09-20,10.06
2017-09-21,9.51
2017-09-22,10.84
2017-09-23,9.52
2017-09-24,11.78
2017-09-25,12.22
2017-09-26,13.04
2017-09-27,14.14
2017-09-28,12.86
2017-09-29,10.98
2017-09-30,9.54
2017-10-01,9.15
2017-10-02,9.25
2017-10-03,8.49
2017-10-04,9.53
2017-10-05,10.45
2017-10-06,8.24
2017-10-07,7.86
2017-10-08,8.05
2017-10-09,6.1
2017-10-10,7.74
2017-10-11,10.63
2017-10-12,11.8
2017-10-13,10.28
2017-10-14,11.4
2017-10-15,13.42
2017-10-16,12.2
2017-10-17,12.29
2017-10-18,11.42
2017-10-19,10.38
2017-10-20,9.65
2017-10-21,9.24
2017-10-22,8.06
2017-10-23,6.72
2017-10-24,7.33
2017-10-25,7.66
2017-10-26,10.74
2017-10-27,7.99
2017-10-28,6.22
2017-10-29,5.87
2017-10-30,2.8
2017-10-31,1.74
2017-11-01,3.35
2017-11-02,5.33
2017-11-03,5.86
2017-11-04,5.32
2017-11-05,5.91
2017-11-06,6.29
2017-11-07,6.34
2017-11-08,4.54
2017-11-09,5.35
2017-11-10,4.43
2017-11-11,3.25
2017-11-12,3.0
2017-11-13,1.76
2017-11-14,0.54
2017-11-15,0.87
2017-11-16,1.5
2017-11-17,2.29
2017-11-18,1.67
2017-11-19,0.94
2017-11-20,1.45
2017-11-21,1.03
2017-11-22,3.92
2017-11-23,2.3
2017-11-24,2.11
2017-11-25,4.05
2017-11-26,0.65
2017-11-27,-1.33
2017-11-28,-0.69
2017-11-29,-0.86
2017-11-30,-0.72
2017-12-01,-3.85
2017-12-02,-5.52
2017-12-03,-4.32
2017-12-04,-3.42
2017-12-05,-0.66
2017-12-06,0.33
2017-12-07,-1.3
2017-12-08,-1.72
2017-12-09,-2.76
2017-12-10,-3.98
2017-12-11,3.2
2017-12-12,3.9
2017-12-13,-1.12
2017-12-14,0.04
2017-12-15,0.68
2017-12-16,-1.21
2017-12-17,-1.18
2017-12-18,-2.32
2017-12-19,-4.34
2017-12-20,-3.29
2017-12-21,-1.29
2017-12-22,0.51
2017-12-23,1.32
2017-12-24,2.84
2017-12-25,1.17
2017-12-26,-0.83
2017-12-27,1.23
2017-12-28,1.79
2017-12-29,-2.1
2017-12-30,-3.92
2017-12-31,1.93
2018-01-01,0.14
2018-01-02,-0.06
2018-01-03,0.14
2018-01-04,2.08
2018-01-05,3.13
2018-01-06,4.32
2018-01-07,3.93
2018-01-08,0.92
2018-01-09,2.51
2018-01-10,1.56
2018-01-11,0.76
2018-01-12,-0.52
2018-01-13,-2.42
2018-01-14,-2.81
2018-01-15,-3.73
2018-01-16,-3.17
2018-01-17,-0.84
2018-01-18,-0.81
2018-01-19,-1.47
2018-01-20,-2.66
2018-01-21,-2.16
2018-01-22,-4.63
2018-01-23,-2.61
2018-01-24,-0.36
2018-01-25,-0.85
2018-01-26,-1.21
2018-01-27,-0.24
2018-01-28,0.71
2018-01-29,3.23
2018-01-30,1.14
2018-01-31,0.26
2018-02-01,0.93
2018-02-02,-0.32
2018-02-03,-0.54
2018-02-04,-1.33
2018-02-05,-3.16
2018-02-06,-5.12
2018-02-07,-2.8
2018-02-08,-2.77
2018-02-09,-4.3
2018-02-10,-3.33
2018-02-11,-3.27
2018-02-12,-1.04
2018-02-13,-1.7
2018-02-14,-2.41
2018-02-15,-2.65
2018-02-16,-2.0
2018-02-17,-2.29
2018-02-18,-2.62
2018-02-19,-4.5
2018-02-20,-3.78
2018-02-21,-3.8
2018-02-22,-4.08
2018-02-23,-5.46
2018-02-24,-8.23
2018-02-25,-12.1
2018-02-26,-12.11
2018-02-27,-12.31
2018-02-28,-12.22
2018-03-01,-10.73
2018-03-02,-8.79
2018-03-03,-9.6
2018-03-04,-7.64
2018-03-05,-3.59
2018-03-06,-0.75
2018-03-07,0.27
2018-03-08,1.41
2018-03-09,2.08
2018-03-10,4.11
2018-03-11,6.91
2018-03-12,8.14
2018-03-13,5.66
2018-03-14,2.29
2018-03-15,3.14
2018-03-16,1.97
2018-03-17,-3.84
2018-03-18,-6.92
2018-03-19,-5.93
2018-03-20,-4.33
2018-03-21,-2.94
2018-03-22,-1.48
2018-03-23,0.37
2018-03-24,1.71
2018-03-25,0.45
2018-03-26,1.26
2018-03-27,1.17
2018-03-28,3.09
2018-03-29,5.63
2018-03-30,5.78
2018-03-31,8.76
2018-04-01,3.44
2018-04-02,3.6
2018-04-03,7.39
2018-04-04,9.12
2018-04-05,9.43
2018-04-06,4.89
2018-04-07,7.51
2018-04-08,11.91
2018-04-09,13.85
2018-04-10,11.38
2018-04-11,11.21
2018-04-12,14.24
2018-04-13,13.07
2018-04-14,12.53
2018-04-15,14.54
2018-04-16,14.88
2018-04-17,12.24
2018-04-18,12.05
2018-04-19,14.48
2018-04-20,14.05
2018-04-21,15.46
2018-04-22,15.33
2018-04-23,16.16
2018-04-24,15.41
2018-04-25,15.69
2018-04-26,11.25
2018-04-27,10.93
2018-04-28,14.64
2018-04-29,18.36
2018-04-30,18.49
2018-05-01,14.95
2018-05-02,16.23
2018-05-03,18.9
2018-05-04,14.37
2018-05-05,13.61
2018-05-06,12.97
2018-05-07,13.97
2018-05-08,14.22
2018-05-09,15.5
2018-05-10,17.82
2018-05-11,16.49
2018-05-12,17.21
2018-05-13,16.81
2018-05-14,15.12
2018-05-15,11.5
2018-05-16,12.96
2018-05-17,12.78
2018-05-18,14.27
2018-05-19,13.87
2018-05-20,13.59
2018-05-21,14.87
2018-05-22,16.52
2018-05-23,18.31
2018-05-24,18.0
2018-05-25,17.72
2018-05-26,18.61
2018-05-27,20.43
2018-05-28,20.64
2018-05-29,20.55
2018-05-30,19.75
2018-05-31,21.73
2018-06-01,21.86
2018-06-02,20.22
2018-06-03,18.78
2018-06-04,20.67
2018-06-05,20.7
2018-06-06,17.95
2018-06-07,19.12
2018-06-08,19.88
2018-06-09,20.69
2018-06-10,21.7
2018-06-11,22.45
2018-06-12,19.22
2018-06-13,17.23
2018-06-14,15.52
2018-06-15,17.23
2018-06-16,19.47
2018-06-17,20.68
2018-06-18,20.28
2018-06-19,20.85
2018-06-20,22.4
2018-06-21,23.24
2018-06-22,13.46
2018-06-23,12.73
2018-06-24,13.26
2018-06-25,14.69
2018-06-26,15.36
2018-06-27,15.38
2018-06-28,18.33
2018-06-29,21.28
2018-06-30,15.08
2018-07-01,13.61
2018-07-02,16.22
2018-07-03,19.25
2018-07-04,22.59
2018-07-05,23.83
2018-07-06,20.79
2018-07-07,19.89
2018-07-08,19.75
2018-07-09,21.23
2018-07-10,19.2
2018-07-11,18.09
2018-07-12,17.75
2018-07-13,19.23
2018-07-14,20.25
2018-07-15,20.75
2018-07-16,21.33
2018-07-17,18.2
2018-07-18,18.65
2018-07-19,19.92
2018-07-20,20.33
2018-07-21,22.7
2018-07-22,21.32
2018-07-23,21.83
2018-07-24,22.48
2018-07-25,21.87
2018-07-26,22.14
2018-07-27,22.13
2018-07-28,23.62
2018-07-29,23.72
2018-07-30,24.07
2018-07-31,24.1
2018-08-01,23.87
2018-08-02,25.2
2018-08-03,25.12
2018-08-04,25.96
2018-08-05,24.73
2018-08-06,22.17
2018-08-07,23.97
2018-08-08,25.62
2018-08-09,26.28
2018-08-10,23.39
2018-08-11,20.5
2018-08-12,20.58
2018-08-13,23.28
2018-08-14,21.44
2018-08-15,20.51
2018-08-16,20.49
2018-08-17,22.64
2018-08-18,23.12
2018-08-19,23.91
2018-08-20,25.19
2018-08-21,22.47
2018-08-22,22.67
2018-08-23,25.06
2018-08-24,22.32
2018-08-25,18.34
2018-08-26,12.52
2018-08-27,14.62
2018-08-28,18.02
2018-08-29,18.88
2018-08-30,19.45
2018-08-31,18.74
2018-09-01,18.75
2018-09-02,18.82
2018-09-03,18.09
2018-09-04,17.44
2018-09-05,17.94
2018-09-06,17.02
2018-09-07,18.71
2018-09-08,17.55
2018-09-09,17.13
2018-09-10,18.84
2018-09-11,19.65
2018-09-12,19.78
2018-09-13,20.27
2018-09-14,16.67
2018-09-15,15.84
2018-09-16,15.55
2018-09-17,17.11
2018-09-18,18.15
2018-09-19,17.78
2018-09-20,19.4
2018-09-21,18.95
2018-09-22,13.97
2018-09-23,12.85
2018-09-24,9.01
2018-09-25,6.59
2018-09-26,7.78
2018-09-27,11.74
2018-09-28,12.51
2018-09-29,8.19
2018-09-30,7.56
2018-10-01,8.6
2018-10-02,7.13
2018-10-03,9.19
2018-10-04,8.54
2018-10-05,9.33
2018-10-06,12.51
2018-10-07,13.66
2018-10-08,11.19
2018-10-09,13.13
2018-10-10,13.95
2018-10-11,13.84
2018-10-12,13.43
2018-10-13,12.69
2018-10-14,12.74
2018-10-15,11.9
2018-10-16,12.21
2018-10-17,12.05
2018-10-18,13.09
2018-10-19,10.83
2018-10-20,9.0
2018-10-21,5.95
2018-10-22,7.07
2018-10-23,5.85
2018-10-24,6.68
2018-10-25,7.4
2018-10-26,7.8
2018-10-27,6.8
2018-10-28,6.48
2018-10-29,14.6
2018-10-30,14.52
2018-10-31,9.47
2018-11-01,11.34
