fit_scope,n_networks,n_units,intercept,coef_gap_length,coef_acf_only,coef_donor_r2_only,coef_additive_d_over_4_heuristic,coef_nearest_donor_correlation
development_plus_first_panel_97_networks,97,2700,2.1468255148910687,0.01194280766337842,-1.5060633058229704,2.047831352498998,-2.6295724135453233,-0.716971565855201
development_only_55_networks,55,1260,2.4651799998425483,0.014061149481358432,-2.0816354013431675,2.5179857955938645,-3.070673096486098,-0.7942071723610211
