scenario_id,model,mask_type,mask_seed,stations,variables,protocol,horizon_bin,horizon_order,minimum_horizon_days,maximum_horizon_days,hidden_cells,MAE,RMSE,climatology_MAE,skill
PNT-P3-T-SYNC-P30-test-R0110,climatology,point,110,P3,T,online_causal,1,1,1,1,238,1.4250000264464306,1.900019343609794,1.4250000264464306,0.0
PNT-P3-T-SYNC-P30-test-R0110,climatology,point,110,P3,T,online_causal,2-3,2,2,3,89,1.1910111609469638,1.6103945445569887,1.1910111609469638,0.0
PNT-P3-T-SYNC-P30-test-R0110,climatology,point,110,P3,T,online_causal,4-7,3,4,4,2,0.7999992370605469,0.8062250650975495,0.7999992370605469,0.0
PNT-P3-T-SYNC-P30-test-R0110,persistence,point,110,P3,T,online_causal,1,1,1,1,238,0.11638652977823209,0.16890646468833578,1.4250000264464306,0.9183252437766833
PNT-P3-T-SYNC-P30-test-R0110,persistence,point,110,P3,T,online_causal,2-3,2,2,3,89,0.21685390258103274,0.2916438815233098,1.1910111609469638,0.8179245420264459
PNT-P3-T-SYNC-P30-test-R0110,persistence,point,110,P3,T,online_causal,4-7,3,4,4,2,0.14999961853027344,0.15811327985297224,0.7999992370605469,0.8125002980235081
PNT-P3-T-SYNC-P30-test-R0110,causal_gru,point,110,P3,T,online_causal,1,1,1,1,238,1.0912362827974207,1.4571164961978795,1.4250000264464306,0.23422016663489298
PNT-P3-T-SYNC-P30-test-R0110,causal_gru,point,110,P3,T,online_causal,2-3,2,2,3,89,0.9524189595426067,1.3240568366753285,1.1910111609469638,0.20032742700299655
PNT-P3-T-SYNC-P30-test-R0110,causal_gru,point,110,P3,T,online_causal,4-7,3,4,4,2,0.9431953430175781,1.1387181893543494,0.7999992370605469,-0.1789953031495124
PNT-P3-T-SYNC-P30-test-R0111,climatology,point,111,P3,T,online_causal,1,1,1,1,227,1.325330309930877,1.7555857160748392,1.325330309930877,0.0
PNT-P3-T-SYNC-P30-test-R0111,climatology,point,111,P3,T,online_causal,2-3,2,2,3,94,1.3563831106145332,1.7424609831205689,1.3563831106145332,0.0
PNT-P3-T-SYNC-P30-test-R0111,climatology,point,111,P3,T,online_causal,4-7,3,4,4,8,1.1187493801116943,1.3058756332918822,1.1187493801116943,0.0
PNT-P3-T-SYNC-P30-test-R0111,persistence,point,111,P3,T,online_causal,1,1,1,1,227,0.09955950665578968,0.1376326257841621,1.325330309930877,0.9248794765276422
PNT-P3-T-SYNC-P30-test-R0111,persistence,point,111,P3,T,online_causal,2-3,2,2,3,94,0.17553191489361702,0.23086331697186763,1.3563831106145332,0.8705882478777776
PNT-P3-T-SYNC-P30-test-R0111,persistence,point,111,P3,T,online_causal,4-7,3,4,4,8,0.38750016689300537,0.4860557387773988,1.1187493801116943,0.6536309438184289
PNT-P3-T-SYNC-P30-test-R0111,causal_gru,point,111,P3,T,online_causal,1,1,1,1,227,1.0032986082169453,1.3355810055484663,1.325330309930877,0.2429822205837332
PNT-P3-T-SYNC-P30-test-R0111,causal_gru,point,111,P3,T,online_causal,2-3,2,2,3,94,1.006601465509293,1.274163064211117,1.3563831106145332,0.2578782073943442
PNT-P3-T-SYNC-P30-test-R0111,causal_gru,point,111,P3,T,online_causal,4-7,3,4,4,8,0.9511656761169434,1.2850167442736362,1.1187493801116943,0.14979557260449128
PNT-P3-T-SYNC-P30-test-R0112,climatology,point,112,P3,T,online_causal,1,1,1,1,237,1.4892404813806719,1.9561624743512669,1.4892404813806719,0.0
PNT-P3-T-SYNC-P30-test-R0112,climatology,point,112,P3,T,online_causal,2-3,2,2,3,86,1.3337208836577659,1.701059800507752,1.3337208836577659,0.0
PNT-P3-T-SYNC-P30-test-R0112,climatology,point,112,P3,T,online_causal,4-7,3,4,5,6,0.9999993642171224,1.227462843716792,0.9999993642171224,0.0
PNT-P3-T-SYNC-P30-test-R0112,persistence,point,112,P3,T,online_causal,1,1,1,1,237,0.09156118867769523,0.13794758784384692,1.4892404813806719,0.9385181978179851
PNT-P3-T-SYNC-P30-test-R0112,persistence,point,112,P3,T,online_causal,2-3,2,2,3,86,0.22674424149269282,0.3051877748376962,1.3337208836577659,0.8299912340947676
PNT-P3-T-SYNC-P30-test-R0112,persistence,point,112,P3,T,online_causal,4-7,3,4,5,6,0.26666688919067383,0.3651488069610876,0.9999993642171224,0.7333329412669762
PNT-P3-T-SYNC-P30-test-R0112,causal_gru,point,112,P3,T,online_causal,1,1,1,1,237,1.1287163199251715,1.4933209195095094,1.4892404813806719,0.2420859263248466
PNT-P3-T-SYNC-P30-test-R0112,causal_gru,point,112,P3,T,online_causal,2-3,2,2,3,86,1.0878210622210835,1.3937258942536708,1.3337208836577659,0.18437127621657645
PNT-P3-T-SYNC-P30-test-R0112,causal_gru,point,112,P3,T,online_causal,4-7,3,4,5,6,0.6138277053833008,0.7758377957616786,0.9999993642171224,0.38617190435530624
PNT-P3-T-SYNC-P30-test-R0113,climatology,point,113,P3,T,online_causal,1,1,1,1,221,1.3807691902057078,1.839341897739216,1.3807691902057078,0.0
PNT-P3-T-SYNC-P30-test-R0113,climatology,point,113,P3,T,online_causal,2-3,2,2,3,95,1.4889473463359633,2.0767826103408877,1.4889473463359633,0.0
PNT-P3-T-SYNC-P30-test-R0113,climatology,point,113,P3,T,online_causal,4-7,3,4,6,13,1.6346150178175707,2.0435167540716277,1.6346150178175707,0.0
PNT-P3-T-SYNC-P30-test-R0113,persistence,point,113,P3,T,online_causal,1,1,1,1,221,0.11312217194570136,0.17097009143556824,1.3807691902057078,0.9180730764068915
PNT-P3-T-SYNC-P30-test-R0113,persistence,point,113,P3,T,online_causal,2-3,2,2,3,95,0.21789473483436986,0.2968252898895969,1.4889473463359633,0.8536585357631549
PNT-P3-T-SYNC-P30-test-R0113,persistence,point,113,P3,T,online_causal,4-7,3,4,6,13,0.14615337665264422,0.19806719493432257,1.6346150178175707,0.9105885024549827
PNT-P3-T-SYNC-P30-test-R0113,causal_gru,point,113,P3,T,online_causal,1,1,1,1,221,1.0478429190173948,1.4043547580072966,1.3807691902057078,0.2411165266069657
PNT-P3-T-SYNC-P30-test-R0113,causal_gru,point,113,P3,T,online_causal,2-3,2,2,3,95,1.0431310151752673,1.4492693266396066,1.4889473463359633,0.29941712328362136
PNT-P3-T-SYNC-P30-test-R0113,causal_gru,point,113,P3,T,online_causal,4-7,3,4,6,13,1.0840071898240309,1.3009467611091328,1.6346150178175707,0.336842511534413
PNT-P3-T-SYNC-P30-test-R0114,climatology,point,114,P3,T,online_causal,1,1,1,1,224,1.4674106964043208,1.9622952284340256,1.4674106964043208,0.0
PNT-P3-T-SYNC-P30-test-R0114,climatology,point,114,P3,T,online_causal,2-3,2,2,3,95,1.4131579047755192,1.9055803818103565,1.4131579047755192,0.0
PNT-P3-T-SYNC-P30-test-R0114,climatology,point,114,P3,T,online_causal,4-7,3,4,5,10,0.9350001335144043,1.0296846825617867,0.9350001335144043,0.0
PNT-P3-T-SYNC-P30-test-R0114,persistence,point,114,P3,T,online_causal,1,1,1,1,224,0.10758935127939497,0.15454435179281303,1.4674106964043208,0.9266808184354747
PNT-P3-T-SYNC-P30-test-R0114,persistence,point,114,P3,T,online_causal,2-3,2,2,3,95,0.2463159259996916,0.32052601333723707,1.4131579047755192,0.8256982286499548
PNT-P3-T-SYNC-P30-test-R0114,persistence,point,114,P3,T,online_causal,4-7,3,4,5,10,0.4600001335144043,0.5796552245007566,0.9350001335144043,0.508021317830841
PNT-P3-T-SYNC-P30-test-R0114,causal_gru,point,114,P3,T,online_causal,1,1,1,1,224,1.0701461264065333,1.425667998045592,1.4674106964043208,0.2707248699844067
PNT-P3-T-SYNC-P30-test-R0114,causal_gru,point,114,P3,T,online_causal,2-3,2,2,3,95,1.1999840485422235,1.541225101600612,1.4131579047755192,0.15084928266891617
PNT-P3-T-SYNC-P30-test-R0114,causal_gru,point,114,P3,T,online_causal,4-7,3,4,5,10,1.462252426147461,1.7365582128915409,0.9350001335144043,-0.563906114805848
PNT-P3-T-SYNC-P30-test-R0115,climatology,point,115,P3,T,online_causal,1,1,1,1,231,1.3917748876464315,1.8417006639130054,1.3917748876464315,0.0
PNT-P3-T-SYNC-P30-test-R0115,climatology,point,115,P3,T,online_causal,2-3,2,2,3,87,1.5270115205611305,1.9339005725810623,1.5270115205611305,0.0
PNT-P3-T-SYNC-P30-test-R0115,climatology,point,115,P3,T,online_causal,4-7,3,4,5,11,1.7181817835027522,1.9832250751085276,1.7181817835027522,0.0
PNT-P3-T-SYNC-P30-test-R0115,persistence,point,115,P3,T,online_causal,1,1,1,1,231,0.1151515498305812,0.16514461226815916,1.3917748876464315,0.9172628053195377
PNT-P3-T-SYNC-P30-test-R0115,persistence,point,115,P3,T,online_causal,2-3,2,2,3,87,0.21609183563583198,0.27122534486699174,1.5270115205611305,0.8584870953976662
PNT-P3-T-SYNC-P30-test-R0115,persistence,point,115,P3,T,online_causal,4-7,3,4,5,11,0.45454528115012427,0.5526791947392039,1.7181817835027522,0.7354498310280821
PNT-P3-T-SYNC-P30-test-R0115,causal_gru,point,115,P3,T,online_causal,1,1,1,1,231,1.0536095466448632,1.4187160047239584,1.3917748876464315,0.24297416486183676
PNT-P3-T-SYNC-P30-test-R0115,causal_gru,point,115,P3,T,online_causal,2-3,2,2,3,87,1.1721196996754613,1.5174046213761352,1.5270115205611305,0.2324093931886364
PNT-P3-T-SYNC-P30-test-R0115,causal_gru,point,115,P3,T,online_causal,4-7,3,4,5,11,1.214399511163885,1.4239403583124082,1.7181817835027522,0.2932066194485179
PNT-P3-T-SYNC-P30-test-R0116,climatology,point,116,P3,T,online_causal,1,1,1,1,237,1.5012658678529636,1.9716450006063828,1.5012658678529636,0.0
PNT-P3-T-SYNC-P30-test-R0116,climatology,point,116,P3,T,online_causal,2-3,2,2,3,82,1.471951252076684,1.8887503765227804,1.471951252076684,0.0
PNT-P3-T-SYNC-P30-test-R0116,climatology,point,116,P3,T,online_causal,4-7,3,4,7,10,1.2999995231628418,1.7791850631206851,1.2999995231628418,0.0
PNT-P3-T-SYNC-P30-test-R0116,persistence,point,116,P3,T,online_causal,1,1,1,1,237,0.11434597305104702,0.15818051548269008,1.5012658678529636,0.9238336290063138
PNT-P3-T-SYNC-P30-test-R0116,persistence,point,116,P3,T,online_causal,2-3,2,2,3,82,0.20365844121793422,0.26800974019981955,1.471951252076684,0.8616404986709952
PNT-P3-T-SYNC-P30-test-R0116,persistence,point,116,P3,T,online_causal,4-7,3,4,7,10,0.18999967575073243,0.2846049693111415,1.2999995231628418,0.8538463496598279
PNT-P3-T-SYNC-P30-test-R0116,causal_gru,point,116,P3,T,online_causal,1,1,1,1,237,1.1176239488497062,1.441569630245125,1.5012658678529636,0.2555456213441548
PNT-P3-T-SYNC-P30-test-R0116,causal_gru,point,116,P3,T,online_causal,2-3,2,2,3,82,1.0416769283573801,1.3526571176851585,1.471951252076684,0.29231560699599035
PNT-P3-T-SYNC-P30-test-R0116,causal_gru,point,116,P3,T,online_causal,4-7,3,4,7,10,0.9500271797180175,1.1084541430133132,1.2999995231628418,0.26920959370304764
PNT-P3-T-SYNC-P30-test-R0117,climatology,point,117,P3,T,online_causal,1,1,1,1,241,1.4516596972200386,1.9099297412991207,1.4516596972200386,0.0
PNT-P3-T-SYNC-P30-test-R0117,climatology,point,117,P3,T,online_causal,2-3,2,2,3,85,1.4576471665326287,1.8776080549330092,1.4576471665326287,0.0
PNT-P3-T-SYNC-P30-test-R0117,climatology,point,117,P3,T,online_causal,4-7,3,4,5,3,0.900000254313151,0.9433984097342063,0.900000254313151,0.0
PNT-P3-T-SYNC-P30-test-R0117,persistence,point,117,P3,T,online_causal,1,1,1,1,241,0.10248962576458563,0.14927205776612532,1.4516596972200386,0.9293983114907333
PNT-P3-T-SYNC-P30-test-R0117,persistence,point,117,P3,T,online_causal,2-3,2,2,3,85,0.2270586462581859,0.28635623241447855,1.4576471665326287,0.8442293502354891
PNT-P3-T-SYNC-P30-test-R0117,persistence,point,117,P3,T,online_causal,4-7,3,4,5,3,0.13333257039388022,0.16329838177936282,0.900000254313151,0.8518527414243511
PNT-P3-T-SYNC-P30-test-R0117,causal_gru,point,117,P3,T,online_causal,1,1,1,1,241,1.0671150199605222,1.4143331571363926,1.4516596972200386,0.2649000161648961
PNT-P3-T-SYNC-P30-test-R0117,causal_gru,point,117,P3,T,online_causal,2-3,2,2,3,85,1.1031747817993165,1.4429077852831822,1.4576471665326287,0.2431811983530361
PNT-P3-T-SYNC-P30-test-R0117,causal_gru,point,117,P3,T,online_causal,4-7,3,4,5,3,0.3538564046223958,0.417464500778568,0.900000254313151,0.6068263281853773
PNT-P3-T-SYNC-P30-test-R0118,climatology,point,118,P3,T,online_causal,1,1,1,1,223,1.4432735357583906,1.9027799541376278,1.4432735357583906,0.0
PNT-P3-T-SYNC-P30-test-R0118,climatology,point,118,P3,T,online_causal,2-3,2,2,3,95,1.5863158376593338,2.1433373138270384,1.5863158376593338,0.0
PNT-P3-T-SYNC-P30-test-R0118,climatology,point,118,P3,T,online_causal,4-7,3,4,5,11,0.9863635843450372,1.3984569294415539,0.9863635843450372,0.0
PNT-P3-T-SYNC-P30-test-R0118,persistence,point,118,P3,T,online_causal,1,1,1,1,223,0.10179367407555003,0.1459466582282844,1.4432735357583906,0.9294702829688753
PNT-P3-T-SYNC-P30-test-R0118,persistence,point,118,P3,T,online_causal,2-3,2,2,3,95,0.19684215344880757,0.24942044269729471,1.5863158376593338,0.8759123821525635
PNT-P3-T-SYNC-P30-test-R0118,persistence,point,118,P3,T,online_causal,4-7,3,4,5,11,0.2818185632879084,0.34509584384770925,0.9863635843450372,0.7142853124742629
PNT-P3-T-SYNC-P30-test-R0118,causal_gru,point,118,P3,T,online_causal,1,1,1,1,223,1.052717542434487,1.3995130884034859,1.4432735357583906,0.2706042781548543
PNT-P3-T-SYNC-P30-test-R0118,causal_gru,point,118,P3,T,online_causal,2-3,2,2,3,95,1.364090919494629,1.7287650824609233,1.5863158376593338,0.14008869664480295
PNT-P3-T-SYNC-P30-test-R0118,causal_gru,point,118,P3,T,online_causal,4-7,3,4,5,11,0.814577276056463,0.9597341786944288,0.9863635843450372,0.17416124339448658
PNT-P3-T-SYNC-P30-test-R0119,climatology,point,119,P3,T,online_causal,1,1,1,1,223,1.4540358145675316,1.918201034491338,1.4540358145675316,0.0
PNT-P3-T-SYNC-P30-test-R0119,climatology,point,119,P3,T,online_causal,2-3,2,2,3,97,1.284020581196264,1.6500311372770533,1.284020581196264,0.0
PNT-P3-T-SYNC-P30-test-R0119,climatology,point,119,P3,T,online_causal,4-7,3,4,5,9,1.0111107296413846,1.4286748278909662,1.0111107296413846,0.0
PNT-P3-T-SYNC-P30-test-R0119,persistence,point,119,P3,T,online_causal,1,1,1,1,223,0.10134530174358009,0.14517659106289701,1.4540358145675316,0.9303006839802479
PNT-P3-T-SYNC-P30-test-R0119,persistence,point,119,P3,T,online_causal,2-3,2,2,3,97,0.1979380145515363,0.2592613531298558,1.284020581196264,0.8458451387382542
PNT-P3-T-SYNC-P30-test-R0119,persistence,point,119,P3,T,online_causal,4-7,3,4,5,9,0.24444399939643013,0.34960304032073336,1.0111107296413846,0.7582421071892609
PNT-P3-T-SYNC-P30-test-R0119,causal_gru,point,119,P3,T,online_causal,1,1,1,1,223,1.143179521432372,1.5199790925512202,1.4540358145675316,0.2137886082452629
PNT-P3-T-SYNC-P30-test-R0119,causal_gru,point,119,P3,T,online_causal,2-3,2,2,3,97,1.009957136567106,1.2955124911404057,1.284020581196264,0.2134416290849679
PNT-P3-T-SYNC-P30-test-R0119,causal_gru,point,119,P3,T,online_causal,4-7,3,4,5,9,1.0095948113335504,1.1583779363461841,1.0111107296413846,0.001499260430528504
PNT-P3-T-SYNC-P30-test-R0120,climatology,point,120,P3,T,online_causal,1,1,1,1,230,1.3891304638074793,1.8297362820378196,1.3891304638074793,0.0
PNT-P3-T-SYNC-P30-test-R0120,climatology,point,120,P3,T,online_causal,2-3,2,2,3,88,1.475567958571694,1.911114120175984,1.475567958571694,0.0
PNT-P3-T-SYNC-P30-test-R0120,climatology,point,120,P3,T,online_causal,4-7,3,4,7,11,0.7909090735695579,0.9182494357508352,0.7909090735695579,0.0
PNT-P3-T-SYNC-P30-test-R0120,persistence,point,120,P3,T,online_causal,1,1,1,1,230,0.11478259874426801,0.1563162552728255,1.3891304638074793,0.917370900909005
PNT-P3-T-SYNC-P30-test-R0120,persistence,point,120,P3,T,online_causal,2-3,2,2,3,88,0.18181818181818182,0.23110402723134488,1.475567958571694,0.8767808823971914
PNT-P3-T-SYNC-P30-test-R0120,persistence,point,120,P3,T,online_causal,4-7,3,4,7,11,0.3272724151611328,0.4285278692863702,0.7909090735695579,0.5862072821037749
PNT-P3-T-SYNC-P30-test-R0120,causal_gru,point,120,P3,T,online_causal,1,1,1,1,230,1.092429604737655,1.4413120831769817,1.3891304638074793,0.21358746842006082
PNT-P3-T-SYNC-P30-test-R0120,causal_gru,point,120,P3,T,online_causal,2-3,2,2,3,88,1.0157899314706975,1.3812477738062106,1.475567958571694,0.3115939353589977
PNT-P3-T-SYNC-P30-test-R0120,causal_gru,point,120,P3,T,online_causal,4-7,3,4,7,11,1.1250462965531782,1.4456059430734927,0.7909090735695579,-0.42247236016092327
BLK1-B1-T-D030-test-R0101,climatology,block,101,B1,T,online_causal,1,1,1,1,1,0.05000019073486328,0.05000019073486328,0.05000019073486328,0.0
BLK1-B1-T-D030-test-R0101,climatology,block,101,B1,T,online_causal,2-3,2,2,3,2,0.14999985694885254,0.15811373221926966,0.14999985694885254,0.0
BLK1-B1-T-D030-test-R0101,climatology,block,101,B1,T,online_causal,4-7,3,4,7,4,0.6125000715255737,0.6485561731049645,0.6125000715255737,0.0
BLK1-B1-T-D030-test-R0101,climatology,block,101,B1,T,online_causal,8-30,4,8,30,23,0.693478278491808,0.7059529659232686,0.693478278491808,0.0
BLK1-B1-T-D030-test-R0101,persistence,block,101,B1,T,online_causal,1,1,1,1,1,0.19999980926513672,0.19999980926513672,0.05000019073486328,-2.999980926586431
BLK1-B1-T-D030-test-R0101,persistence,block,101,B1,T,online_causal,2-3,2,2,3,2,0.19999980926513672,0.19999980926513672,0.14999985694885254,-0.33333333333333326
BLK1-B1-T-D030-test-R0101,persistence,block,101,B1,T,online_causal,4-7,3,4,7,4,0.44999992847442627,0.47434159876221643,0.6125000715255737,0.26530632502034346
BLK1-B1-T-D030-test-R0101,persistence,block,101,B1,T,online_causal,8-30,4,8,30,23,0.5782609193221383,0.6436986098382603,0.693478278491808,0.166144150066599
BLK1-B1-T-D030-test-R0101,causal_gru,block,101,B1,T,online_causal,1,1,1,1,1,0.6870269775390625,0.6870269775390625,0.05000019073486328,-12.740487134982548
BLK1-B1-T-D030-test-R0101,causal_gru,block,101,B1,T,online_causal,2-3,2,2,3,2,0.8053226470947266,0.8054102038699898,0.14999985694885254,-4.368822767406559
BLK1-B1-T-D030-test-R0101,causal_gru,block,101,B1,T,online_causal,4-7,3,4,7,4,0.4991861581802368,0.5385995967111906,0.6125000715255737,0.18500228589868128
BLK1-B1-T-D030-test-R0101,causal_gru,block,101,B1,T,online_causal,8-30,4,8,30,23,1.1405470267586086,1.2456354966121252,0.693478278491808,-0.6446759215574793
BLK1-B1-T-D030-test-R0102,climatology,block,102,B1,T,online_causal,1,1,1,1,1,1.5,1.5,1.5,0.0
BLK1-B1-T-D030-test-R0102,climatology,block,102,B1,T,online_causal,2-3,2,2,3,2,1.299999713897705,1.3152944045251294,1.299999713897705,0.0
BLK1-B1-T-D030-test-R0102,climatology,block,102,B1,T,online_causal,4-7,3,4,7,4,0.4250001907348633,0.48733981508545204,0.4250001907348633,0.0
BLK1-B1-T-D030-test-R0102,climatology,block,102,B1,T,online_causal,8-30,4,8,30,23,0.6217391801917035,0.7101745419194001,0.6217391801917035,0.0
BLK1-B1-T-D030-test-R0102,persistence,block,102,B1,T,online_causal,1,1,1,1,1,0.19999980926513672,0.19999980926513672,1.5,0.8666667938232422
BLK1-B1-T-D030-test-R0102,persistence,block,102,B1,T,online_causal,2-3,2,2,3,2,0.20000028610229492,0.22360701099814065,1.299999713897705,0.8461535922168422
BLK1-B1-T-D030-test-R0102,persistence,block,102,B1,T,online_causal,4-7,3,4,7,4,0.8999998569488525,0.9874208104698311,0.4250001907348633,-1.1176457718587667
BLK1-B1-T-D030-test-R0102,persistence,block,102,B1,T,online_causal,8-30,4,8,30,23,1.2826086956521738,1.3668434015981383,0.6217391801917035,-1.0629368978430822
BLK1-B1-T-D030-test-R0102,causal_gru,block,102,B1,T,online_causal,1,1,1,1,1,1.6338062286376953,1.6338062286376953,1.5,-0.08920415242513013
BLK1-B1-T-D030-test-R0102,causal_gru,block,102,B1,T,online_causal,2-3,2,2,3,2,1.5435905456542969,1.5663076446957873,1.299999713897705,-0.18737760412750326
BLK1-B1-T-D030-test-R0102,causal_gru,block,102,B1,T,online_causal,4-7,3,4,7,4,1.2885675430297852,1.3740197262776224,0.4250001907348633,-2.0319222699682484
BLK1-B1-T-D030-test-R0102,causal_gru,block,102,B1,T,online_causal,8-30,4,8,30,23,5.116462914840035,5.299700600845873,0.6217391801917035,-7.22927535829808
BLK1-B1-T-D030-test-R0103,climatology,block,103,B1,T,online_causal,1,1,1,1,1,0.6999988555908203,0.6999988555908203,0.6999988555908203,0.0
BLK1-B1-T-D030-test-R0103,climatology,block,103,B1,T,online_causal,2-3,2,2,3,2,0.6999988555908203,0.7071057022274314,0.6999988555908203,0.0
BLK1-B1-T-D030-test-R0103,climatology,block,103,B1,T,online_causal,4-7,3,4,7,4,0.19999980926513672,0.23452066599841764,0.19999980926513672,0.0
BLK1-B1-T-D030-test-R0103,climatology,block,103,B1,T,online_causal,8-30,4,8,30,23,2.2130434202111284,2.299149089390863,2.2130434202111284,0.0
BLK1-B1-T-D030-test-R0103,persistence,block,103,B1,T,online_causal,1,1,1,1,1,0.1999988555908203,0.1999988555908203,0.6999988555908203,0.7142868820520925
BLK1-B1-T-D030-test-R0103,persistence,block,103,B1,T,online_causal,2-3,2,2,3,2,0.14999866485595703,0.15811267669637508,0.6999988555908203,0.7857158427361233
BLK1-B1-T-D030-test-R0103,persistence,block,103,B1,T,online_causal,4-7,3,4,7,4,0.6250009536743164,0.6422625198548263,0.19999980926513672,-2.1250077486112104
BLK1-B1-T-D030-test-R0103,persistence,block,103,B1,T,online_causal,8-30,4,8,30,23,1.1391312143077021,1.3266506387519128,2.2130434202111284,0.4852648601901236
BLK1-B1-T-D030-test-R0103,causal_gru,block,103,B1,T,online_causal,1,1,1,1,1,1.105769157409668,1.105769157409668,0.6999988555908203,-0.5796728074310424
BLK1-B1-T-D030-test-R0103,causal_gru,block,103,B1,T,online_causal,2-3,2,2,3,2,1.7889714241027832,1.8304073997168484,0.6999988555908203,-1.5556776412053375
BLK1-B1-T-D030-test-R0103,causal_gru,block,103,B1,T,online_causal,4-7,3,4,7,4,3.9238717555999756,3.9371626477563173,0.19999980926513672,-18.619377488496294
BLK1-B1-T-D030-test-R0103,causal_gru,block,103,B1,T,online_causal,8-30,4,8,30,23,5.472406636113706,5.58808976017114,2.2130434202111284,-1.4727967766631656
BLK1-B1-T-D030-test-R0104,climatology,block,104,B1,T,online_causal,1,1,1,1,1,0.3999999761581421,0.3999999761581421,0.3999999761581421,0.0
BLK1-B1-T-D030-test-R0104,climatology,block,104,B1,T,online_causal,2-3,2,2,3,2,0.4500000476837158,0.45276931219762345,0.4500000476837158,0.0
BLK1-B1-T-D030-test-R0104,climatology,block,104,B1,T,online_causal,4-7,3,4,7,4,0.38749998807907104,0.42500000140246824,0.38749998807907104,0.0
BLK1-B1-T-D030-test-R0104,climatology,block,104,B1,T,online_causal,8-30,4,8,30,23,0.4478260848833167,0.5447376721610168,0.4478260848833167,0.0
BLK1-B1-T-D030-test-R0104,persistence,block,104,B1,T,online_causal,1,1,1,1,1,0.10000014305114746,0.10000014305114746,0.3999999761581421,0.749999627470948
BLK1-B1-T-D030-test-R0104,persistence,block,104,B1,T,online_causal,2-3,2,2,3,2,0.05000007152557373,0.07071077927109118,0.4500000476837158,0.8888887417169421
BLK1-B1-T-D030-test-R0104,persistence,block,104,B1,T,online_causal,4-7,3,4,7,4,0.1499999761581421,0.21213205683429834,0.38749998807907104,0.6129032754253041
BLK1-B1-T-D030-test-R0104,persistence,block,104,B1,T,online_causal,8-30,4,8,30,23,0.4999999896339748,0.7404463632875937,0.4478260848833167,-0.11650483639034159
BLK1-B1-T-D030-test-R0104,causal_gru,block,104,B1,T,online_causal,1,1,1,1,1,0.5132629871368408,0.5132629871368408,0.3999999761581421,-0.2831575443242518
BLK1-B1-T-D030-test-R0104,causal_gru,block,104,B1,T,online_causal,2-3,2,2,3,2,0.1456209421157837,0.1657781365374898,0.4500000476837158,0.6763979406994777
BLK1-B1-T-D030-test-R0104,causal_gru,block,104,B1,T,online_causal,4-7,3,4,7,4,0.9616373777389526,1.1251010035117621,0.38749998807907104,-1.4816449221224914
BLK1-B1-T-D030-test-R0104,causal_gru,block,104,B1,T,online_causal,8-30,4,8,30,23,0.7085007688273555,0.790017761693102,0.4478260848833167,-0.5820891027639867
BLK1-B1-T-D030-test-R0105,climatology,block,105,B1,T,online_causal,1,1,1,1,1,0.5999994277954102,0.5999994277954102,0.5999994277954102,0.0
BLK1-B1-T-D030-test-R0105,climatology,block,105,B1,T,online_causal,2-3,2,2,3,2,0.7999997138977051,0.8246208013035452,0.7999997138977051,0.0
BLK1-B1-T-D030-test-R0105,climatology,block,105,B1,T,online_causal,4-7,3,4,7,4,0.7250000238418579,0.7297260151731528,0.7250000238418579,0.0
BLK1-B1-T-D030-test-R0105,climatology,block,105,B1,T,online_causal,8-30,4,8,30,23,0.6673913416655167,0.7321053836688853,0.6673913416655167,0.0
BLK1-B1-T-D030-test-R0105,persistence,block,105,B1,T,online_causal,1,1,1,1,1,0.09999942779541016,0.09999942779541016,0.5999994277954102,0.8333341280626883
BLK1-B1-T-D030-test-R0105,persistence,block,105,B1,T,online_causal,2-3,2,2,3,2,0.5499997138977051,0.6041520382218017,0.7999997138977051,0.3125001117587489
BLK1-B1-T-D030-test-R0105,persistence,block,105,B1,T,online_causal,4-7,3,4,7,4,0.9999997615814209,1.022252186448945,0.7250000238418579,-0.37930997061532223
BLK1-B1-T-D030-test-R0105,persistence,block,105,B1,T,online_causal,8-30,4,8,30,23,2.2999997968259067,2.495996610639987,0.6673913416655167,-2.4462535745311196
BLK1-B1-T-D030-test-R0105,causal_gru,block,105,B1,T,online_causal,1,1,1,1,1,0.4852004051208496,0.4852004051208496,0.5999994277954102,0.1913318869259074
BLK1-B1-T-D030-test-R0105,causal_gru,block,105,B1,T,online_causal,2-3,2,2,3,2,0.39568543434143066,0.46671215350806494,0.7999997138977051,0.5053930301879752
BLK1-B1-T-D030-test-R0105,causal_gru,block,105,B1,T,online_causal,4-7,3,4,7,4,0.3514457941055298,0.42654056254663086,0.7250000238418579,0.5152471964853484
BLK1-B1-T-D030-test-R0105,causal_gru,block,105,B1,T,online_causal,8-30,4,8,30,23,0.7267423712688944,0.8002595975342585,0.6673913416655167,-0.0889298765178217
BLK1-B1-T-D030-test-R0106,climatology,block,106,B1,T,online_causal,1,1,1,1,1,0.8000001907348633,0.8000001907348633,0.8000001907348633,0.0
BLK1-B1-T-D030-test-R0106,climatology,block,106,B1,T,online_causal,2-3,2,2,3,2,0.75,0.8276474291804174,0.75,0.0
BLK1-B1-T-D030-test-R0106,climatology,block,106,B1,T,online_causal,4-7,3,4,7,4,0.7749996185302734,0.8046735388279304,0.7749996185302734,0.0
BLK1-B1-T-D030-test-R0106,climatology,block,106,B1,T,online_causal,8-30,4,8,30,23,1.7499999585358992,2.0076213619589622,1.7499999585358992,0.0
