scenario_id,model,mask_type,mask_seed,stations,variables,protocol,horizon_bin,horizon_order,minimum_horizon_days,maximum_horizon_days,hidden_cells,MAE,RMSE,climatology_MAE,skill
BLK1-P3-T-D030-test-R0112,climatology,block,112,P3,T,online_causal,4-7,3,4,7,4,0.40000104904174805,0.41833092515462733,0.40000104904174805,0.0
BLK1-P3-T-D030-test-R0112,climatology,block,112,P3,T,online_causal,8-30,4,8,30,23,0.3021741949993631,0.35646239117545303,0.3021741949993631,0.0
BLK1-P3-T-D030-test-R0112,persistence,block,112,P3,T,online_causal,1,1,1,1,1,0.10000038146972656,0.10000038146972656,0.10000038146972656,0.0
BLK1-P3-T-D030-test-R0112,persistence,block,112,P3,T,online_causal,2-3,2,2,3,2,0.20000076293945312,0.22360765074221892,0.20000076293945312,0.0
BLK1-P3-T-D030-test-R0112,persistence,block,112,P3,T,online_causal,4-7,3,4,7,4,0.40000104904174805,0.41833092515462733,0.40000104904174805,0.0
BLK1-P3-T-D030-test-R0112,persistence,block,112,P3,T,online_causal,8-30,4,8,30,23,0.30869641511336615,0.35324648579795975,0.3021741949993631,-0.02158430541700218
BLK1-P3-T-D030-test-R0112,causal_gru,block,112,P3,T,online_causal,1,1,1,1,1,0.038051605224609375,0.038051605224609375,0.10000038146972656,0.619485399301913
BLK1-P3-T-D030-test-R0112,causal_gru,block,112,P3,T,online_causal,2-3,2,2,3,2,0.1610860824584961,0.17513441469008875,0.20000076293945312,0.19457266016899044
BLK1-P3-T-D030-test-R0112,causal_gru,block,112,P3,T,online_causal,4-7,3,4,7,4,0.34600019454956055,0.3809955791633869,0.40000104904174805,0.1350017821742049
BLK1-P3-T-D030-test-R0112,causal_gru,block,112,P3,T,online_causal,8-30,4,8,30,23,1.9143525828485903,2.072917523109968,0.3021741949993631,-5.3352616289839885
BLK1-P3-T-D030-test-R0113,climatology,block,113,P3,T,online_causal,1,1,1,1,1,1.3999996185302734,1.3999996185302734,1.3999996185302734,0.0
BLK1-P3-T-D030-test-R0113,climatology,block,113,P3,T,online_causal,2-3,2,2,3,2,1.4000005722045898,1.4000005722045898,1.4000005722045898,0.0
BLK1-P3-T-D030-test-R0113,climatology,block,113,P3,T,online_causal,4-7,3,4,7,4,1.1749999523162842,1.1842718557572434,1.1749999523162842,0.0
BLK1-P3-T-D030-test-R0113,climatology,block,113,P3,T,online_causal,8-30,4,8,30,23,1.236956389054008,1.3301273297342908,1.236956389054008,0.0
BLK1-P3-T-D030-test-R0113,persistence,block,113,P3,T,online_causal,1,1,1,1,1,0.0,0.0,1.3999996185302734,1.0
BLK1-P3-T-D030-test-R0113,persistence,block,113,P3,T,online_causal,2-3,2,2,3,2,0.1999988555908203,0.1999988555908203,1.4000005722045898,0.857143732965851
BLK1-P3-T-D030-test-R0113,persistence,block,113,P3,T,online_causal,4-7,3,4,7,4,0.5749993324279785,0.6020790161545749,1.1749999523162842,0.5106388461595432
BLK1-P3-T-D030-test-R0113,persistence,block,113,P3,T,online_causal,8-30,4,8,30,23,2.052173199860946,2.0870192176967026,1.236956389054008,-0.6590505680078134
BLK1-P3-T-D030-test-R0113,causal_gru,block,113,P3,T,online_causal,1,1,1,1,1,2.9369544982910156,2.9369544982910156,1.3999996185302734,-1.0978252132484472
BLK1-P3-T-D030-test-R0113,causal_gru,block,113,P3,T,online_causal,2-3,2,2,3,2,2.5132627487182617,2.5132631455828656,1.4000005722045898,-0.7951869439314663
BLK1-P3-T-D030-test-R0113,causal_gru,block,113,P3,T,online_causal,4-7,3,4,7,4,2.3146119117736816,2.3287639979073558,1.1749999523162842,-0.96988255804681
BLK1-P3-T-D030-test-R0113,causal_gru,block,113,P3,T,online_causal,8-30,4,8,30,23,1.1930603773697563,1.3043536630992107,1.236956389054008,0.03548711342832567
BLK1-P3-T-D030-test-R0114,climatology,block,114,P3,T,online_causal,1,1,1,1,1,0.10000038146972656,0.10000038146972656,0.10000038146972656,0.0
BLK1-P3-T-D030-test-R0114,climatology,block,114,P3,T,online_causal,2-3,2,2,3,2,0.15000057220458984,0.15811448616501614,0.15000057220458984,0.0
BLK1-P3-T-D030-test-R0114,climatology,block,114,P3,T,online_causal,4-7,3,4,7,4,0.6749997138977051,0.701783129827206,0.6749997138977051,0.0
BLK1-P3-T-D030-test-R0114,climatology,block,114,P3,T,online_causal,8-30,4,8,30,23,0.513043445089589,0.5830952805064821,0.513043445089589,0.0
BLK1-P3-T-D030-test-R0114,persistence,block,114,P3,T,online_causal,1,1,1,1,1,0.20000076293945312,0.20000076293945312,0.10000038146972656,-1.0
BLK1-P3-T-D030-test-R0114,persistence,block,114,P3,T,online_causal,2-3,2,2,3,2,0.2500009536743164,0.25495194824042905,0.15000057220458984,-0.6666666666666667
BLK1-P3-T-D030-test-R0114,persistence,block,114,P3,T,online_causal,4-7,3,4,7,4,0.7750000953674316,0.7984360308550795,0.6749997138977051,-0.14814877608212051
BLK1-P3-T-D030-test-R0114,persistence,block,114,P3,T,online_causal,8-30,4,8,30,23,0.9869568866232167,1.0075803216058374,0.513043445089589,-0.9237296491545111
BLK1-P3-T-D030-test-R0114,causal_gru,block,114,P3,T,online_causal,1,1,1,1,1,1.1585979461669922,1.1585979461669922,0.10000038146972656,-10.585935264834347
BLK1-P3-T-D030-test-R0114,causal_gru,block,114,P3,T,online_causal,2-3,2,2,3,2,0.8798494338989258,0.9353784640522724,0.15000057220458984,-4.865640517016664
BLK1-P3-T-D030-test-R0114,causal_gru,block,114,P3,T,online_causal,4-7,3,4,7,4,0.33730030059814453,0.3905598295621686,0.6749997138977051,0.5002956391633941
BLK1-P3-T-D030-test-R0114,causal_gru,block,114,P3,T,online_causal,8-30,4,8,30,23,2.059765276701554,2.2944823525992244,0.513043445089589,-3.0147969853544714
BLK1-P3-T-D030-test-R0115,climatology,block,115,P3,T,online_causal,1,1,1,1,1,1.7000007629394531,1.7000007629394531,1.7000007629394531,0.0
BLK1-P3-T-D030-test-R0115,climatology,block,115,P3,T,online_causal,2-3,2,2,3,2,1.625,1.6267298397059688,1.625,0.0
BLK1-P3-T-D030-test-R0115,climatology,block,115,P3,T,online_causal,4-7,3,4,7,4,1.9250004291534424,1.942292884674412,1.9250004291534424,0.0
BLK1-P3-T-D030-test-R0115,climatology,block,115,P3,T,online_causal,8-30,4,8,30,23,3.345651916835619,3.3631148825975363,3.345651916835619,0.0
BLK1-P3-T-D030-test-R0115,persistence,block,115,P3,T,online_causal,1,1,1,1,1,0.0,0.0,1.7000007629394531,1.0
BLK1-P3-T-D030-test-R0115,persistence,block,115,P3,T,online_causal,2-3,2,2,3,2,0.35000038146972656,0.380788855651241,1.625,0.7846151498647836
BLK1-P3-T-D030-test-R0115,persistence,block,115,P3,T,online_causal,4-7,3,4,7,4,0.4250001907348633,0.471699238563645,1.9250004291534424,0.7792207293575693
BLK1-P3-T-D030-test-R0115,persistence,block,115,P3,T,online_causal,8-30,4,8,30,23,0.5434783023336659,0.7298008128203912,3.345651916835619,0.837556830225274
BLK1-P3-T-D030-test-R0115,causal_gru,block,115,P3,T,online_causal,1,1,1,1,1,0.147369384765625,0.147369384765625,1.7000007629394531,0.9133121655129083
BLK1-P3-T-D030-test-R0115,causal_gru,block,115,P3,T,online_causal,2-3,2,2,3,2,0.4063396453857422,0.420856153076138,1.625,0.7499448336087741
BLK1-P3-T-D030-test-R0115,causal_gru,block,115,P3,T,online_causal,4-7,3,4,7,4,0.48075246810913086,0.6138457402332408,1.9250004291534424,0.7502585138017079
BLK1-P3-T-D030-test-R0115,causal_gru,block,115,P3,T,online_causal,8-30,4,8,30,23,0.7296914225039275,0.8852206253424658,3.345651916835619,0.7818985834025186
BLK1-P3-T-D030-test-R0116,climatology,block,116,P3,T,online_causal,1,1,1,1,1,1.3000011444091797,1.3000011444091797,1.3000011444091797,0.0
BLK1-P3-T-D030-test-R0116,climatology,block,116,P3,T,online_causal,2-3,2,2,3,2,1.2999992370605469,1.303839749605792,1.2999992370605469,0.0
BLK1-P3-T-D030-test-R0116,climatology,block,116,P3,T,online_causal,4-7,3,4,7,4,1.3999996185302734,1.4040118093406164,1.3999996185302734,0.0
BLK1-P3-T-D030-test-R0116,climatology,block,116,P3,T,online_causal,8-30,4,8,30,23,0.806521871815557,0.9637451062303027,0.806521871815557,0.0
BLK1-P3-T-D030-test-R0116,persistence,block,116,P3,T,online_causal,1,1,1,1,1,0.3000011444091797,0.3000011444091797,1.3000011444091797,0.7692300920661703
BLK1-P3-T-D030-test-R0116,persistence,block,116,P3,T,online_causal,2-3,2,2,3,2,0.20000076293945312,0.22360765074221892,1.2999992370605469,0.8461531689882537
BLK1-P3-T-D030-test-R0116,persistence,block,116,P3,T,online_causal,4-7,3,4,7,4,0.20000076293945312,0.21213284357545567,1.3999996185302734,0.8571422732604635
BLK1-P3-T-D030-test-R0116,persistence,block,116,P3,T,online_causal,8-30,4,8,30,23,0.9782604549242102,1.209922108091659,0.806521871815557,-0.2129372917340151
BLK1-P3-T-D030-test-R0116,causal_gru,block,116,P3,T,online_causal,1,1,1,1,1,0.13805770874023438,0.13805770874023438,1.3000011444091797,0.893801855995305
BLK1-P3-T-D030-test-R0116,causal_gru,block,116,P3,T,online_causal,2-3,2,2,3,2,0.4515247344970703,0.4654778827939968,1.2999992370605469,0.6526730773180902
BLK1-P3-T-D030-test-R0116,causal_gru,block,116,P3,T,online_causal,4-7,3,4,7,4,0.5144438743591309,0.5661315903791321,1.3999996185302734,0.632539989618571
BLK1-P3-T-D030-test-R0116,causal_gru,block,116,P3,T,online_causal,8-30,4,8,30,23,1.0852946405825408,1.1173095001752047,0.806521871815557,-0.3456481200434651
BLK1-P3-T-D030-test-R0117,climatology,block,117,P3,T,online_causal,1,1,1,1,1,0.8999996185302734,0.8999996185302734,0.8999996185302734,0.0
BLK1-P3-T-D030-test-R0117,climatology,block,117,P3,T,online_causal,2-3,2,2,3,2,1.0500001907348633,1.0511900016727576,1.0500001907348633,0.0
BLK1-P3-T-D030-test-R0117,climatology,block,117,P3,T,online_causal,4-7,3,4,7,4,1.3000001907348633,1.3152948033109428,1.3000001907348633,0.0
BLK1-P3-T-D030-test-R0117,climatology,block,117,P3,T,online_causal,8-30,4,8,30,23,0.5760868735935377,0.7523150861611884,0.5760868735935377,0.0
BLK1-P3-T-D030-test-R0117,persistence,block,117,P3,T,online_causal,1,1,1,1,1,0.1999988555908203,0.1999988555908203,0.8999996185302734,0.7777789551539761
BLK1-P3-T-D030-test-R0117,persistence,block,117,P3,T,online_causal,2-3,2,2,3,2,0.2499990463256836,0.2549500779314923,1.0500001907348633,0.7619057134163787
BLK1-P3-T-D030-test-R0117,persistence,block,117,P3,T,online_causal,4-7,3,4,7,4,0.1999988555908203,0.223605944759366,1.3000001907348633,0.8461547490406405
BLK1-P3-T-D030-test-R0117,persistence,block,117,P3,T,online_causal,8-30,4,8,30,23,1.5608687193497368,1.7364373167957545,0.5760868735935377,-1.7094328839907211
BLK1-P3-T-D030-test-R0117,causal_gru,block,117,P3,T,online_causal,1,1,1,1,1,1.8407535552978516,1.8407535552978516,0.8999996185302734,-1.0452825950124933
BLK1-P3-T-D030-test-R0117,causal_gru,block,117,P3,T,online_causal,2-3,2,2,3,2,1.751755714416504,1.765108740660879,1.0500001907348633,-0.6683384725773271
BLK1-P3-T-D030-test-R0117,causal_gru,block,117,P3,T,online_causal,4-7,3,4,7,4,2.4625816345214844,2.549746568509494,1.3000001907348633,-0.8942932870874718
BLK1-P3-T-D030-test-R0117,causal_gru,block,117,P3,T,online_causal,8-30,4,8,30,23,1.3700149370276409,1.6601109196662938,0.5760868735935377,-1.3781394783076846
BLK1-P3-T-D030-test-R0118,climatology,block,118,P3,T,online_causal,1,1,1,1,1,0.3000001907348633,0.3000001907348633,0.3000001907348633,0.0
BLK1-P3-T-D030-test-R0118,climatology,block,118,P3,T,online_causal,2-3,2,2,3,2,0.3000001907348633,0.3000001907348633,0.3000001907348633,0.0
BLK1-P3-T-D030-test-R0118,climatology,block,118,P3,T,online_causal,4-7,3,4,7,4,0.4500002861022949,0.4527695096646854,0.4500002861022949,0.0
BLK1-P3-T-D030-test-R0118,climatology,block,118,P3,T,online_causal,8-30,4,8,30,23,1.3260869979858398,1.412367822995056,1.3260869979858398,0.0
BLK1-P3-T-D030-test-R0118,persistence,block,118,P3,T,online_causal,1,1,1,1,1,0.19999980926513672,0.19999980926513672,0.3000001907348633,0.33333439297078893
BLK1-P3-T-D030-test-R0118,persistence,block,118,P3,T,online_causal,2-3,2,2,3,2,0.19999980926513672,0.19999980926513672,0.3000001907348633,0.33333439297078893
BLK1-P3-T-D030-test-R0118,persistence,block,118,P3,T,online_causal,4-7,3,4,7,4,0.05000019073486328,0.07071094785848522,0.4500002861022949,0.8888885356764037
BLK1-P3-T-D030-test-R0118,persistence,block,118,P3,T,online_causal,8-30,4,8,30,23,0.1869565714960513,0.23125365777728907,1.3260869979858398,0.8590163603292884
BLK1-P3-T-D030-test-R0118,causal_gru,block,118,P3,T,online_causal,1,1,1,1,1,0.19817447662353516,0.19817447662353516,0.3000001907348633,0.3394188312410792
BLK1-P3-T-D030-test-R0118,causal_gru,block,118,P3,T,online_causal,2-3,2,2,3,2,0.4219179153442383,0.4471911855338343,0.3000001907348633,-0.40639215698740827
BLK1-P3-T-D030-test-R0118,causal_gru,block,118,P3,T,online_causal,4-7,3,4,7,4,0.9688212871551514,0.9854811412810361,0.4500002861022949,-1.1529348248790159
BLK1-P3-T-D030-test-R0118,causal_gru,block,118,P3,T,online_causal,8-30,4,8,30,23,3.3182190190190854,3.411741667270998,1.3260869979858398,-1.5022634442981833
BLK1-P3-T-D030-test-R0119,climatology,block,119,P3,T,online_causal,1,1,1,1,1,1.7999992370605469,1.7999992370605469,1.7999992370605469,0.0
BLK1-P3-T-D030-test-R0119,climatology,block,119,P3,T,online_causal,2-3,2,2,3,2,1.75,1.7507141454485147,1.75,0.0
BLK1-P3-T-D030-test-R0119,climatology,block,119,P3,T,online_causal,4-7,3,4,7,4,2.0500001907348633,2.053046695603719,2.0500001907348633,0.0
BLK1-P3-T-D030-test-R0119,climatology,block,119,P3,T,online_causal,8-30,4,8,30,23,2.186956281247346,2.198714795737847,2.186956281247346,0.0
BLK1-P3-T-D030-test-R0119,persistence,block,119,P3,T,online_causal,1,1,1,1,1,0.0,0.0,1.7999992370605469,1.0
BLK1-P3-T-D030-test-R0119,persistence,block,119,P3,T,online_causal,2-3,2,2,3,2,0.09999942779541016,0.09999942779541016,1.75,0.9428574698311942
BLK1-P3-T-D030-test-R0119,persistence,block,119,P3,T,online_causal,4-7,3,4,7,4,0.09999966621398926,0.158113430641043,2.0500001907348633,0.9512196795561554
BLK1-P3-T-D030-test-R0119,persistence,block,119,P3,T,online_causal,8-30,4,8,30,23,1.1913040409917417,1.2813033972057806,2.186956281247346,0.45526847006183735
BLK1-P3-T-D030-test-R0119,causal_gru,block,119,P3,T,online_causal,1,1,1,1,1,0.9198760986328125,0.9198760986328125,1.7999992370605469,0.48895750637372604
BLK1-P3-T-D030-test-R0119,causal_gru,block,119,P3,T,online_causal,2-3,2,2,3,2,1.7016782760620117,1.7017051545327615,1.75,0.027612413678850478
BLK1-P3-T-D030-test-R0119,causal_gru,block,119,P3,T,online_causal,4-7,3,4,7,4,1.7218408584594727,1.7463599318472933,2.0500001907348633,0.1600777081673126
BLK1-P3-T-D030-test-R0119,causal_gru,block,119,P3,T,online_causal,8-30,4,8,30,23,1.9121136872664741,1.923529940894625,2.186956281247346,0.12567356573955546
BLK1-P3-T-D030-test-R0120,climatology,block,120,P3,T,online_causal,1,1,1,1,1,2.3000001907348633,2.3000001907348633,2.3000001907348633,0.0
BLK1-P3-T-D030-test-R0120,climatology,block,120,P3,T,online_causal,2-3,2,2,3,2,2.1000003814697266,2.1000003814697266,2.1000003814697266,0.0
BLK1-P3-T-D030-test-R0120,climatology,block,120,P3,T,online_causal,4-7,3,4,7,4,2.125,2.127792287577341,2.125,0.0
BLK1-P3-T-D030-test-R0120,climatology,block,120,P3,T,online_causal,8-30,4,8,30,23,2.1282606954159946,2.1317219307137862,2.1282606954159946,0.0
BLK1-P3-T-D030-test-R0120,persistence,block,120,P3,T,online_causal,1,1,1,1,1,0.0,0.0,2.3000001907348633,1.0
BLK1-P3-T-D030-test-R0120,persistence,block,120,P3,T,online_causal,2-3,2,2,3,2,0.19999980926513672,0.19999980926513672,2.1000003814697266,0.9047620128882249
BLK1-P3-T-D030-test-R0120,persistence,block,120,P3,T,online_causal,4-7,3,4,7,4,0.25,0.2549510130858921,2.125,0.8823529411764706
BLK1-P3-T-D030-test-R0120,persistence,block,120,P3,T,online_causal,8-30,4,8,30,23,0.7391303103903065,0.8048763338596618,2.1282606954159946,0.6527068737479857
BLK1-P3-T-D030-test-R0120,causal_gru,block,120,P3,T,online_causal,1,1,1,1,1,2.7752580642700195,2.7752580642700195,2.3000001907348633,-0.20663384092299086
BLK1-P3-T-D030-test-R0120,causal_gru,block,120,P3,T,online_causal,2-3,2,2,3,2,2.2181854248046875,2.2208509685696463,2.1000003814697266,-0.05627858184113599
BLK1-P3-T-D030-test-R0120,causal_gru,block,120,P3,T,online_causal,4-7,3,4,7,4,1.153139591217041,1.4221350822196677,2.125,0.45734607472139244
BLK1-P3-T-D030-test-R0120,causal_gru,block,120,P3,T,online_causal,8-30,4,8,30,23,2.0992478495058804,2.4755040517872877,2.1282606954159946,0.013632186119211909
BLK1-B1-T-D090-test-R0101,climatology,block,101,B1,T,online_causal,1,1,1,1,1,0.6999998092651367,0.6999998092651367,0.6999998092651367,0.0
BLK1-B1-T-D090-test-R0101,climatology,block,101,B1,T,online_causal,2-3,2,2,3,2,0.8249998092651367,0.8284018690691848,0.8249998092651367,0.0
BLK1-B1-T-D090-test-R0101,climatology,block,101,B1,T,online_causal,4-7,3,4,7,4,0.8000000715255737,0.8860023272981181,0.8000000715255737,0.0
BLK1-B1-T-D090-test-R0101,climatology,block,101,B1,T,online_causal,8-30,4,8,30,23,0.47173916775247327,0.5500000343021346,0.47173916775247327,0.0
BLK1-B1-T-D090-test-R0101,climatology,block,101,B1,T,online_causal,31-90,5,31,90,60,0.3216666797796885,0.42209794730293604,0.3216666797796885,0.0
BLK1-B1-T-D090-test-R0101,persistence,block,101,B1,T,online_causal,1,1,1,1,1,0.20000028610229492,0.20000028610229492,0.6999998092651367,0.7142852277170529
BLK1-B1-T-D090-test-R0101,persistence,block,101,B1,T,online_causal,2-3,2,2,3,2,0.20000028610229492,0.22360701099814065,0.8249998092651367,0.7575753547380285
BLK1-B1-T-D090-test-R0101,persistence,block,101,B1,T,online_causal,4-7,3,4,7,4,1.0500001907348633,1.4247808656015075,0.8000000715255737,-0.3125001210719238
BLK1-B1-T-D090-test-R0101,persistence,block,101,B1,T,online_causal,8-30,4,8,30,23,2.7434784433116084,2.788095996529204,0.47173916775247327,-4.815668129450598
BLK1-B1-T-D090-test-R0101,persistence,block,101,B1,T,online_causal,31-90,5,31,90,60,4.436666854222616,4.459895552353381,0.3216666797796885,-12.792746134791818
BLK1-B1-T-D090-test-R0101,causal_gru,block,101,B1,T,online_causal,1,1,1,1,1,1.5457696914672852,1.5457696914672852,0.6999998092651367,-1.2082430180803074
BLK1-B1-T-D090-test-R0101,causal_gru,block,101,B1,T,online_causal,2-3,2,2,3,2,1.618600845336914,1.6251113371932762,0.8249998092651367,-0.9619408721787128
BLK1-B1-T-D090-test-R0101,causal_gru,block,101,B1,T,online_causal,4-7,3,4,7,4,1.026944637298584,1.167625718334399,0.8000000715255737,-0.28368068185323336
BLK1-B1-T-D090-test-R0101,causal_gru,block,101,B1,T,online_causal,8-30,4,8,30,23,1.1877812717271887,1.3109825331643512,0.47173916775247327,-1.517877151024336
BLK1-B1-T-D090-test-R0101,causal_gru,block,101,B1,T,online_causal,31-90,5,31,90,60,2.6100556373596193,2.641888455842314,0.3216666797796885,-7.114162272409635
BLK1-B1-T-D090-test-R0102,climatology,block,102,B1,T,online_causal,1,1,1,1,1,0.3000001907348633,0.3000001907348633,0.3000001907348633,0.0
BLK1-B1-T-D090-test-R0102,climatology,block,102,B1,T,online_causal,2-3,2,2,3,2,0.17499971389770508,0.17677642555685785,0.17499971389770508,0.0
BLK1-B1-T-D090-test-R0102,climatology,block,102,B1,T,online_causal,4-7,3,4,7,4,0.38750016689300537,0.4220487025076546,0.38750016689300537,0.0
BLK1-B1-T-D090-test-R0102,climatology,block,102,B1,T,online_causal,8-30,4,8,30,23,0.5826086168703826,0.7565654007839826,0.5826086168703826,0.0
BLK1-B1-T-D090-test-R0102,climatology,block,102,B1,T,online_causal,31-90,5,31,90,60,0.7058333396911621,0.7942239416737658,0.7058333396911621,0.0
BLK1-B1-T-D090-test-R0102,persistence,block,102,B1,T,online_causal,1,1,1,1,1,0.19999980926513672,0.19999980926513672,0.3000001907348633,0.33333439297078893
BLK1-B1-T-D090-test-R0102,persistence,block,102,B1,T,online_causal,2-3,2,2,3,2,0.4500000476837158,0.45276929903315793,0.17499971389770508,-1.5714330478663547
BLK1-B1-T-D090-test-R0102,persistence,block,102,B1,T,online_causal,4-7,3,4,7,4,0.5249999761581421,0.5408326384192774,0.38750016689300537,-0.3548380646326341
BLK1-B1-T-D090-test-R0102,persistence,block,102,B1,T,online_causal,8-30,4,8,30,23,2.217391242151675,2.419845409636985,0.5826086168703826,-2.805970557151912
BLK1-B1-T-D090-test-R0102,persistence,block,102,B1,T,online_causal,31-90,5,31,90,60,6.0366666158040365,6.316407149963384,0.7058333396911621,-7.552538221622379
BLK1-B1-T-D090-test-R0102,causal_gru,block,102,B1,T,online_causal,1,1,1,1,1,1.8494210243225098,1.8494210243225098,0.3000001907348633,-5.164732828310122
BLK1-B1-T-D090-test-R0102,causal_gru,block,102,B1,T,online_causal,2-3,2,2,3,2,2.516606330871582,2.5210611678159927,0.17499971389770508,-13.380631115446551
BLK1-B1-T-D090-test-R0102,causal_gru,block,102,B1,T,online_causal,4-7,3,4,7,4,2.1530613899230957,2.156879002984128,0.38750016689300537,-4.5562850648206
BLK1-B1-T-D090-test-R0102,causal_gru,block,102,B1,T,online_causal,8-30,4,8,30,23,4.4380909256313155,4.599843372252203,0.5826086168703826,-6.617619783022694
BLK1-B1-T-D090-test-R0102,causal_gru,block,102,B1,T,online_causal,31-90,5,31,90,60,8.434129722913106,8.612163216921106,0.7058333396911621,-10.949180137344412
BLK1-B1-T-D090-test-R0103,climatology,block,103,B1,T,online_causal,1,1,1,1,1,1.0999994277954102,1.0999994277954102,1.0999994277954102,0.0
BLK1-B1-T-D090-test-R0103,climatology,block,103,B1,T,online_causal,2-3,2,2,3,2,1.2999992370605469,1.315293860726224,1.2999992370605469,0.0
BLK1-B1-T-D090-test-R0103,climatology,block,103,B1,T,online_causal,4-7,3,4,7,4,1.4625005722045898,1.4656488933121667,1.4625005722045898,0.0
BLK1-B1-T-D090-test-R0103,climatology,block,103,B1,T,online_causal,8-30,4,8,30,23,0.6913044556327488,0.8020355977799187,0.6913044556327488,0.0
BLK1-B1-T-D090-test-R0103,climatology,block,103,B1,T,online_causal,31-90,5,31,90,60,1.7224998633066813,1.9563250939822827,1.7224998633066813,0.0
BLK1-B1-T-D090-test-R0103,persistence,block,103,B1,T,online_causal,1,1,1,1,1,0.19999980926513672,0.19999980926513672,1.0999994277954102,0.8181818969979184
BLK1-B1-T-D090-test-R0103,persistence,block,103,B1,T,online_causal,2-3,2,2,3,2,0.4499998092651367,0.5147813403170898,1.2999992370605469,0.6538460974156879
BLK1-B1-T-D090-test-R0103,persistence,block,103,B1,T,online_causal,4-7,3,4,7,4,0.75,0.7582875129635033,1.4625005722045898,0.487179687820948
BLK1-B1-T-D090-test-R0103,persistence,block,103,B1,T,online_causal,8-30,4,8,30,23,0.8086955443672512,1.0583003927814634,0.6913044556327488,-0.16981098237976022
BLK1-B1-T-D090-test-R0103,persistence,block,103,B1,T,online_causal,31-90,5,31,90,60,2.0733333428700766,2.4653600111832343,1.7224998633066813,-0.20367692737571574
BLK1-B1-T-D090-test-R0103,causal_gru,block,103,B1,T,online_causal,1,1,1,1,1,0.6070871353149414,0.6070871353149414,1.0999994277954102,0.4481023171697013
BLK1-B1-T-D090-test-R0103,causal_gru,block,103,B1,T,online_causal,2-3,2,2,3,2,0.7476987838745117,0.7576416236323568,1.2999992370605469,0.42484675178337206
BLK1-B1-T-D090-test-R0103,causal_gru,block,103,B1,T,online_causal,4-7,3,4,7,4,0.4786059856414795,0.6944185598879659,1.4625005722045898,0.6727481720434314
BLK1-B1-T-D090-test-R0103,causal_gru,block,103,B1,T,online_causal,8-30,4,8,30,23,4.308220241380774,4.932893711656428,0.6913044556327488,-5.232015729505857
BLK1-B1-T-D090-test-R0103,causal_gru,block,103,B1,T,online_causal,31-90,5,31,90,60,7.9800911029179895,8.304780682339311,1.7224998633066813,-3.6328544186927347
BLK1-B1-T-D090-test-R0104,climatology,block,104,B1,T,online_causal,1,1,1,1,1,0.8999999761581421,0.8999999761581421,0.8999999761581421,0.0
BLK1-B1-T-D090-test-R0104,climatology,block,104,B1,T,online_causal,2-3,2,2,3,2,0.9999998807907104,0.9999998807907104,0.9999998807907104,0.0
BLK1-B1-T-D090-test-R0104,climatology,block,104,B1,T,online_causal,4-7,3,4,7,4,0.5000000298023224,0.5787918853021634,0.5000000298023224,0.0
BLK1-B1-T-D090-test-R0104,climatology,block,104,B1,T,online_causal,8-30,4,8,30,23,0.45869564491769543,0.5661655845587672,0.45869564491769543,0.0
BLK1-B1-T-D090-test-R0104,climatology,block,104,B1,T,online_causal,31-90,5,31,90,60,0.40333332220713297,0.4746928678522849,0.40333332220713297,0.0
BLK1-B1-T-D090-test-R0104,persistence,block,104,B1,T,online_causal,1,1,1,1,1,0.30000007152557373,0.30000007152557373,0.8999999761581421,0.6666665783634869
BLK1-B1-T-D090-test-R0104,persistence,block,104,B1,T,online_causal,2-3,2,2,3,2,0.6000000238418579,0.6000000238418579,0.9999998807907104,0.39999990463255697
BLK1-B1-T-D090-test-R0104,persistence,block,104,B1,T,online_causal,4-7,3,4,7,4,0.30000004172325134,0.37416578009542545,0.5000000298023224,0.39999995231628704
BLK1-B1-T-D090-test-R0104,persistence,block,104,B1,T,online_causal,8-30,4,8,30,23,0.30434781572093134,0.36355728769141166,0.45869564491769543,0.3364929030979986
BLK1-B1-T-D090-test-R0104,persistence,block,104,B1,T,online_causal,31-90,5,31,90,60,1.2549999952316284,1.8679310941497118,0.40333332220713297,-2.111570321946074
BLK1-B1-T-D090-test-R0104,causal_gru,block,104,B1,T,online_causal,1,1,1,1,1,0.06469261646270752,0.06469261646270752,0.8999999761581421,0.9281193131372482
BLK1-B1-T-D090-test-R0104,causal_gru,block,104,B1,T,online_causal,2-3,2,2,3,2,0.1794884204864502,0.24713371993613722,0.9999998807907104,0.8205115581168602
BLK1-B1-T-D090-test-R0104,causal_gru,block,104,B1,T,online_causal,4-7,3,4,7,4,0.36390867829322815,0.42840571775943737,0.5000000298023224,0.27218268679483615
BLK1-B1-T-D090-test-R0104,causal_gru,block,104,B1,T,online_causal,8-30,4,8,30,23,1.1606388092041016,1.3058050760650592,0.45869564491769543,-1.5303026572496825
BLK1-B1-T-D090-test-R0104,causal_gru,block,104,B1,T,online_causal,31-90,5,31,90,60,1.5197192986806234,1.6286107043722915,0.40333332220713297,-2.7678991915777473
BLK1-B1-T-D090-test-R0105,climatology,block,105,B1,T,online_causal,1,1,1,1,1,1.25,1.25,1.25,0.0
BLK1-B1-T-D090-test-R0105,climatology,block,105,B1,T,online_causal,2-3,2,2,3,2,1.0249996185302734,1.0277398451831148,1.0249996185302734,0.0
