scenario_id,model,mask_type,mask_seed,stations,variables,protocol,hidden_cells,MAE,RMSE,climatology_MAE,skill
PNT-S2-T-SYNC-P30-test-R0116,persistence,point,116,S2,T,online_causal,329,0.26443766098254357,0.3859225048877034,0.7098784171339226,0.6274888000536916
PNT-S2-T-SYNC-P30-test-R0116,causal_gru,point,116,S2,T,online_causal,329,0.7328041462188072,0.8921223571762297,0.7098784171339226,-0.03229528963205475
PNT-S2-T-SYNC-P30-test-R0117,climatology,point,117,S2,T,online_causal,329,0.6882978456723291,0.8627067414259166,0.6882978456723291,0.0
PNT-S2-T-SYNC-P30-test-R0117,persistence,point,117,S2,T,online_causal,329,0.23920974615497068,0.3363942896520119,0.6882978456723291,0.6524618700189151
PNT-S2-T-SYNC-P30-test-R0117,causal_gru,point,117,S2,T,online_causal,329,0.6944386531516774,0.8602455619364258,0.6882978456723291,-0.00892172991381357
PNT-S2-T-SYNC-P30-test-R0118,climatology,point,118,S2,T,online_causal,329,0.6650455947342615,0.856656387725615,0.6650455947342615,0.0
PNT-S2-T-SYNC-P30-test-R0118,persistence,point,118,S2,T,online_causal,329,0.2477203502481107,0.32189594033776964,0.6650455947342615,0.6275137340815036
PNT-S2-T-SYNC-P30-test-R0118,causal_gru,point,118,S2,T,online_causal,329,0.716633379278212,0.8743795790333111,0.6650455947342615,-0.0775702973636927
PNT-S2-T-SYNC-P30-test-R0119,climatology,point,119,S2,T,online_causal,329,0.6896656624814297,0.8639433916823348,0.6896656624814297,0.0
PNT-S2-T-SYNC-P30-test-R0119,persistence,point,119,S2,T,online_causal,329,0.3161093862585746,0.4435967863868198,0.6896656624814297,0.5416483617276127
PNT-S2-T-SYNC-P30-test-R0119,causal_gru,point,119,S2,T,online_causal,329,0.703816245754439,0.8691780696329082,0.6896656624814297,-0.02051803365430027
PNT-S2-T-SYNC-P30-test-R0120,climatology,point,120,S2,T,online_causal,329,0.6802431413830232,0.8499955407724177,0.6802431413830232,0.0
PNT-S2-T-SYNC-P30-test-R0120,persistence,point,120,S2,T,online_causal,329,0.2826747618910027,0.39870613073267197,0.6802431413830232,0.5844504050179941
PNT-S2-T-SYNC-P30-test-R0120,causal_gru,point,120,S2,T,online_causal,329,0.7005338147056139,0.8624578031456109,0.6802431413830232,-0.02982855994892808
PNT-P3-T-SYNC-P30-test-R0101,climatology,point,101,P3,T,online_causal,329,1.4752279704827305,1.97224084725794,1.4752279704827305,0.0
PNT-P3-T-SYNC-P30-test-R0101,persistence,point,101,P3,T,online_causal,329,0.14255318743117312,0.20487963113036603,1.4752279704827305,0.9033687062044206
PNT-P3-T-SYNC-P30-test-R0101,causal_gru,point,101,P3,T,online_causal,329,1.0796644796354067,1.4576778326997963,1.4752279704827305,0.26813719558061644
PNT-P3-T-SYNC-P30-test-R0102,climatology,point,102,P3,T,online_causal,329,1.3957446715752042,1.8828614177387661,1.3957446715752042,0.0
PNT-P3-T-SYNC-P30-test-R0102,persistence,point,102,P3,T,online_causal,329,0.1595744680851064,0.2240142245307451,1.3957446715752042,0.885670730947506
PNT-P3-T-SYNC-P30-test-R0102,causal_gru,point,102,P3,T,online_causal,329,1.0690831326423806,1.4236851057573925,1.3957446715752042,0.23404104316884922
PNT-P3-T-SYNC-P30-test-R0103,climatology,point,103,P3,T,online_causal,329,1.4296352189362593,1.8674360674573693,1.4296352189362593,0.0
PNT-P3-T-SYNC-P30-test-R0103,persistence,point,103,P3,T,online_causal,329,0.13343458842361589,0.198397719666707,1.4296352189362593,0.9066652900990367
