request_ordinal,target_station_id,direction,status,response_sha256,http_status
292,02313272,UM,complete,13383d39f45ffffbf831c2ae892bbd50a48e507ac4d32877e6a2ae698ec68b96,200.0
293,02313272,DM,complete,13383d39f45ffffbf831c2ae892bbd50a48e507ac4d32877e6a2ae698ec68b96,200.0
294,02388975,UM,complete,7a56ec407947d1266fe58e8224f8b60e288d7c29377ec4d93c94813cf0141a61,200.0
295,02388975,DM,complete,9b2a10bf8ece6527f5520757cc065109e575ec8dee7349fb1051a711ccee8f74,200.0
296,02388985,UM,complete,f4dd61105808018e43e7a93db5e7ed0e69aa468c9e112ec6259d9490e08b9df1,200.0
297,02388985,DM,complete,733ffb5350d182ae44eb2a64b0c980ca8b649981d0e6f8b6a25ec6f196304b5f,200.0
300,02394000,UM,complete,de9134aa4046e438ded8ba7666593b988fa5da83e58d8d0f45d5a306399da152,200.0
301,02394000,DM,complete,b6a15bb646d5ea1d8d53d8f691651dd572d557ac5f904c4f7c74089f197ce9c6,200.0
302,02394682,UM,complete,50ad5215824fa5e9d91ba1fd6e5c3ee7ae2c92bc8eb81ae51e90daff46b10c20,200.0
303,02394682,DM,complete,5dbbe31b125f677de30a151cdd17f4dbb4a153f00ddd445e233944d936238d1c,200.0
304,02455980,UM,complete,cf5d3842b7ecd2d135641e371cf9166a7720758dbd5d07702c9c01ac4d668e34,200.0
305,02455980,DM,complete,b33e9a311459cb5f9e74617c39c1119af142f288cbe5a50a4064c588c410cdfd,200.0
306,02457595,UM,complete,d59e69453f8d49b76740de3cc77fb2d9e39a6113784e428b0fb1c04c13a3c486,200.0
307,02457595,DM,complete,60ee7350e46404862015c5aa8f061984bf4fd21130bf39112e689a5013c419fa,200.0
310,02458450,UM,complete,5c4b136a615c24c4506f7817d610d9f466fc29f54d02bf90193e2e42d761c88f,200.0
311,02458450,DM,complete,fd733e8a45161e05398a81bd1624a87f8466b7df6f62d1389eb83d064aaff5eb,200.0
312,03026480,UM,complete,a7d24019970b32493e13b1cb5f59308214ad7fc6d97f1c747e901544aac8f45e,200.0
313,03026480,DM,complete,3a3e3fa2dbc0ae954078b6e71f3e64e5692e049301f6a9aa7418818473cb09ab,200.0
314,03027500,UM,complete,465d24523766a0215da9c7c9a2844b53bcde81359af1eaa8c9f2059f34210fcf,200.0
315,03027500,DM,complete,5f24296479c0fd70ba8c0457505b1adb791f734c8aa12cd6318ef27b42ff7110,200.0
318,03028500,UM,complete,5f75aadb607a534ffaf05267267051a642a24fc7d4c92972cbaef08078828aba,200.0
319,03028500,DM,complete,75ff37a5dbda4cff6adcc03c4fa806adf6a75cc57bf1ed6ce48cec66cb98f2dc,200.0
320,03034000,UM,complete,fa7b3f82a547b8a7e16630b9075d61ccb418adbfe55ef20ff79a10568f89e708,200.0
321,03034000,DM,complete,6bd544c990d00e6adcb97cf8ac7c297c3d5189f9b7af67b7f0265ddbc8bce0f7,200.0
324,03036000,UM,complete,dd09291202dfe57cc524271e414f194111ed25b4650180c0b2d636ae87d70fae,200.0
325,03036000,DM,complete,1a4cca79bd086ebf1856eeeef355a581528d7ec496a93a9fea5feddd1c736ada,200.0
326,03038000,UM,complete,e3b631718e401de83a5cd9876b82ae4f4b7a2d4b7e31afb4b6485dadcf1a1ac2,200.0
327,03038000,DM,complete,1f8070034c4979ba06f0ce8dcf741b9dc7a38c0879dcaef2fbf87084ddfc9ff7,200.0
328,03039000,UM,complete,06501d4189651ad1b617484dec43e41dade278fee3b9bdcc24bc6b41eeb578e3,200.0
329,03039000,DM,complete,caee833aff3e1a32c1b476a657ce2e131eeb13b5824c6a2f698b9e6f626fde30,200.0
330,03041500,UM,complete,0b46e0522ef961e5ec6d093b5a26ecdbdf34ca56965c8227986bd0b4927cee3b,200.0
331,03041500,DM,complete,e44096f1269fbf845b09aad5072e8a2a59bb3de269f8ca2104e662d837592391,200.0
332,03042000,UM,complete,e3cb3b291bf838ce5b67b06066547156c6dea941e0f3e0872b2f1b2c6cac79cd,200.0
333,03042000,DM,complete,be6143528037dd907368526e97c75d52feca7cf88a21dc458a3ff33142345916,200.0
336,03044000,UM,complete,426c1756343e8f0b26cbda270a527c85e1cdfb6266d21e33aa7ebd62fe7d0dac,200.0
337,03044000,DM,complete,6d2bcc0798e89d52879c544ce122294fa452a51e7f8c9c716dfd8218c2149ae5,200.0
338,03054500,UM,complete,8b80bb1ccb17e4b79b7e90ce096bd96f9d6d6e70e9d8652cb701790c1efcb311,200.0
339,03054500,DM,complete,8b344504e68dd2d796eed5304859d6de6d07c2af7591f941f8222dce0e2f25cd,200.0
342,03057000,UM,complete,1a5f9e8668d9635bf6a57ab08c6d65c38c892f50c8893ea48bfdc27c495f32d6,200.0
343,03057000,DM,complete,692487ae02b94cf8e7a823bfa3ebd396cade006ccf1cc8fe669f9a2fafd3cc55,200.0
344,03072000,UM,complete,5606a41f05e31f5757d167ad250477476647d441d20a9a686bd93962cc3563d2,200.0
345,03072000,DM,complete,a847c8fb567e118e373c9538edc3ff36bdfea57e45dd71280b2165cb145bcad7,200.0
346,03072655,UM,complete,142e6fdbdf86c557d568759c90e77c9bd94b47a387c96a45f743df8205fddd22,200.0
347,03072655,DM,complete,996f432ab0960c0126187ee5a80316036e0e365857f3a7cd01aa2b6a358e4a97,200.0
350,03075070,UM,complete,2188c15fc8c78c811adfb37d05e9b315719c58266f46b0420d5baa245d2b5717,200.0
351,03075070,DM,complete,416258444f645dfeb8529f4e97be8ecb7842f4f13e1fab5a43ac9970e5028502,200.0
352,03076500,UM,complete,80c6dfd35f51ced28321cbbb9b27d2c5fe3a0bb95513c664c538d2cbb00d31bb,200.0
353,03076500,DM,complete,11cdb36b0d004833d0a08088b4eb96d7c077b12c0b16b23d6ccc6f8d180d7037,200.0
354,03077500,UM,complete,f4f0657fb0971b0e0cc594801f894ce9aa6d6f6023fd01d16c658a6b006942ab,200.0
355,03077500,DM,complete,32af6a4040c52728136cb8041c4acf1cbf83f9420600410d20b8f99ecd592bb5,200.0
356,03079000,UM,complete,47f4fec33f357c18c2497d0454f5885e26884e3ca47903b6bd4eaadde6b0c922,200.0
357,03079000,DM,complete,9c3b009365d8df4cc728c292e292331b2ca882c064aa7a1c5d7447354d4e753a,200.0
360,03083500,UM,complete,2ed0afa578b2cd1730d71baae087992f6e83a3586cb53818659fe7353baf462c,200.0
361,03083500,DM,complete,b93ab8cb9d01748e610a876a65b2b2cd4b4add7af31c1cd9e6a22bbe428aaadd,200.0
362,03094704,UM,complete,bafb7eec5e20102b769316a531cb10f23fd1e43a0561d8b926bbf8bbc310c425,200.0
363,03094704,DM,complete,04046383cf26b1b613bf9bb4bfe37da069fc31f3f275fb05920935c33ac035f5,200.0
366,03102950,UM,complete,3953b85c9d163a3ff64c01071e3596f9b3c55d9397c45bda76cb5ce7c767490a,200.0
367,03102950,DM,complete,05bb8dd9032d22ebafe4ff215945cf69af95fb008e8a88d068d38e12c8cb5a67,200.0
368,03103500,UM,complete,f520495f7f4c6938c32c5067a6620021ee40908b51c639ebc9a1a1ce5aefdbf2,200.0
369,03103500,DM,complete,1bebe1566e2e4bb13dad2361237f7796466cbb1817820cad2eccac7bd5fb0ecf,200.0
370,03104490,UM,complete,b8001cc174866404fa108dc52f75585eecb10a00c04e53c58593fdd7fce15511,200.0
371,03104490,DM,complete,22bd0eef3aaba4e8e31497ce6ab55a4dff57fb65fd5a1b8199e867092e2c8043,200.0
374,03119971,UM,complete,92012219fb8f3cfd541fcdfcd3bced5f858be9fcebd7ab6378ef0d28662bb085,200.0
375,03119971,DM,complete,37b266228078eaf5dbe763a3a5bb51bc83ce54a2ebf357eac24d747bafd910a1,200.0
376,03119979,UM,complete,a7ee41dd3ce605f12e580309d225d1c3e922c3d430a32a9f51d7c20e647af8fa,200.0
377,03119979,DM,complete,2c525379e453cccea7ce904572dfbdec71da8a1f584be199ee6412aab647683c,200.0
378,03120820,UM,complete,240db5b12d6d51e0db52815d9a4f1fbdba752a1ed67af952c557a886e84a24f4,200.0
379,03120820,DM,complete,72ada8a3097ad9e349e1ddda86243deb49a53d5e5706eacc3f1de63fd009fc19,200.0
380,03120869,UM,complete,1760ce2f31f2ef5ef68139f29b423d28cd357ffc64ebd6b621f01750e0415640,200.0
381,03120869,DM,complete,7eca3e3c40609186b60534bdef092ebbc73d7580d75dc2e1c8f257eb1ed78c81,200.0
382,03120961,UM,complete,ba4646bc9fd96e8ec0ba5305feac6b507047ff7c006ed20dac5e22527c99936b,200.0
383,03120961,DM,complete,93147d3dfa8274c80a586a196a6a83bef5ceb783d8bc5cbb8eaf77f9c5afce8d,200.0
384,03125338,UM,complete,ca7b64bbc8d34be0c8e08997cf863957bae7ad0699c14d0f4a377b4ded429943,200.0
385,03125338,DM,complete,c661b884f83498b54cc369a1fec6cde161a84b2ea2d18a931865988379619263,200.0
386,03126395,UM,complete,b87e3b2aca0329da68e2f608ea08929f72370e80ad7ba41b1091e55e2b937a0d,200.0
387,03126395,DM,complete,6bbd5a223d9391363e6360ae3a394a7454eba2db16eef97dd32f6998b55e17e1,200.0
388,03127980,UM,complete,1b271c509c33d2033c6e356ca0f2f8a9ec0f21c2913de5954d5bd3e02fdce620,200.0
389,03127980,DM,complete,55497f4ecfcef0bb54460caf43a25e008911aa6dfd0167bdb311f65a31ad98d6,200.0
390,03127986,UM,complete,66b0f403e6d79c2860d6f0314905d38974d979a26388899f5fb3fade42acc859,200.0
391,03127986,DM,complete,589b315ea9565fee4593350652e5e29eb045825da4b72ffb57cf80148730e4da,200.0
392,03127989,UM,complete,fc1c688a7e094affe5795cd61a9aab3702171a2ea41e4bb1be93c7de9118d2c7,200.0
393,03127989,DM,complete,e95620f6b47ea189360fd674f710543da3980e73087cb8a053c1cc58bb0fc48b,200.0
396,03140900,UM,complete,01a8a1c19fd1730478274258226f42652e1005d02e527255d901da01f7f5558d,200.0
397,03140900,DM,complete,bf8a74bd29768796cdf69b5a0d6c410768ea350bfb1f0b94664f835a5aa080ed,200.0
398,03140950,UM,complete,22b338bad2faa9c8b7b848c588f101586acb13221e686bd38fb030b3af6e36e6,200.0
399,03140950,DM,complete,b878a845c5b7f4534de680d9035445fd1fb5944d092ed9bf898bc540eabc765f,200.0
402,03277075,UM,complete,dbbd02eb0d7ac436c6053573daa013e82921e525c018eb26837c4155896682dc,200.0
403,03277075,DM,complete,30103f04e1af1286a16788dd1b5183670c6b2e2e8aa2f51206b97af9e25e8ac6,200.0
404,03277130,UM,complete,fc75a68dfd09c07860f31aaffdd54a49f437bec9012bd57e690af8963d330c6d,200.0
405,03277130,DM,complete,271af01361ee6329e33cb0f240b78165ef8409b86b1dd5e5b395163e9d80810f,200.0
406,03292470,UM,complete,6326df248a0ca83044fcf63ef2def7849f16095008607134c31cd5b1cdbc7934,200.0
407,03292470,DM,complete,2e25e35fb9f64aff7220003835c60938a4b0233cf45fed3ac477997b44ddcb51,200.0
410,03292475,UM,complete,473554b69efc44094f26e55177e6110aa32be9f80bdfff6232000a526284d737,200.0
411,03292475,DM,complete,0d3b04059cbff969db94cd436ff35b6c8563ca606461f557abe3f3553187e51e,200.0
412,03292480,UM,complete,f847dac51e08c409f50d03f3e62b4770bfd20508fd1abaaae567cd6fbf82068d,200.0
413,03292480,DM,complete,0ff3be78589d9a9ef0c901ed1d0ea02f8e989b03297faaa1e180ae6468dd0a08,200.0
414,03292500,UM,complete,5720d6044982558f31816f33f00fe7f08741af38dd7356124f8d46c9b7eda76b,200.0
415,03292500,DM,complete,5fc154c15fb11eb2331c823c9571e6651c061c1c727e2cf765f81affac2300f4,200.0
416,03293000,UM,complete,a8999a9c3aa83c60c467e3a40a5e88d1296b294e9634ec5ed320feb0f7028176,200.0
417,03293000,DM,complete,7ba700d4b323e8359f9b467da980846007fc0d3b18fa986bdd6c71a5807d435b,200.0
418,03293500,UM,complete,a8999a9c3aa83c60c467e3a40a5e88d1296b294e9634ec5ed320feb0f7028176,200.0
419,03293500,DM,complete,7ba700d4b323e8359f9b467da980846007fc0d3b18fa986bdd6c71a5807d435b,200.0
420,03293510,UM,complete,84e556e3bee58f4ee4c6ec036c197e2b5538fa4dd65fbe88d988f9251d0979cb,200.0
421,03293510,DM,complete,6fc24cc430303ebd2fdfd6e70ee895c65deae40443dda4596108b9efb244adba,200.0
422,03293530,UM,complete,475c9727e131b768241033115fff630632ba0d79c7476253df298c991bd71c76,200.0
423,03293530,DM,complete,06efefbe1277f1279828c116e8e37eb14bfd831936ee46032f9d026ed1ffcd8b,200.0
424,03297800,UM,complete,eb74a64b6cc9a549fe7da775c908566a4da9f2bfd565c73e3eb3e6466116dfaa,200.0
425,03297800,DM,complete,11d58b6f335caab0ede534e96aabede387925ee32e347410c12366074e06ec76,200.0
426,03297900,UM,complete,18793cc119f4ff2e7214e99cdb22033d059dffe821611ca94a50322ee10919da,200.0
427,03297900,DM,complete,b2dad5864359d3d556735a63a4b5ccce1d03010ee4e2f12a2c7a54cf09ab8c34,200.0
428,03298000,UM,complete,d6fc5782cf05d77ac2a0024eb25e9961aeb9dc87d301666e57de117ede29e3bd,200.0
429,03298000,DM,complete,8d18d4105668f0017b50a5f4f440c917034554ae0c820b32a61e62763e166e59,200.0
430,03298135,UM,complete,63c9e8dae31e2548175628ed3b6378aa51e4f93b39385671363e150732cb335f,200.0
431,03298135,DM,complete,b3d4bf9e1622c0fd7b14ef5fe85ec2bcca8309120ee5bfa5444a51d18bea9d3d,200.0
432,03298150,UM,complete,63c9e8dae31e2548175628ed3b6378aa51e4f93b39385671363e150732cb335f,200.0
433,03298150,DM,complete,b3d4bf9e1622c0fd7b14ef5fe85ec2bcca8309120ee5bfa5444a51d18bea9d3d,200.0
434,03298200,UM,complete,8f8566585e726742a92cdde209f3675b1e327874812b6c6f0d9ad4fa02ffab22,200.0
435,03298200,DM,complete,1051d9a10cf1ec1d2ca3188535a369cf04283c7c856855825176383847f59dfd,200.0
436,03298250,UM,complete,53d1860f237296fbd03acc15fa652216721fd91ebe59533b7cb36e40fab72685,200.0
437,03298250,DM,complete,0a9235ae0d89479e15ce876742d1a10a15250dd64917e2f85ff7a6d971a06366,200.0
438,03301900,UM,complete,657413003efba4481d9868c50ce9fd1fa06805de5f32e61b54223e2424753d3a,200.0
439,03301900,DM,complete,316cb5d76e686e3ed4dd53a1a36925fd898d97aa19b93ad8260785413fc70988,200.0
442,03302000,UM,complete,32d987a41783f9947a8ae98bc3cbd4078387ea616717ef587c356447a0f48139,200.0
443,03302000,DM,complete,ba09369521b97c1d4f4927594b06dfc26f4495844c720a4d0c3bc56aa30f7606,200.0
444,03302030,UM,complete,17706e6b7d2065226defdfbe6ca358530defd010d3d2b364dc244a6649d1cdee,200.0
445,03302030,DM,complete,9bcb987153b90c0a3e31e20c65814cc0b145945a61f8255a542c741e4f9bf48d,200.0
446,03302050,UM,complete,087f8d30f6f9064a852923bf83e188faae6646319ed9d73a9b3f0e02a6db4c16,200.0
447,03302050,DM,complete,54e36d45243769246425a762767dd6ccf5e5003a26de2b08cdec4d4f69e77714,200.0
448,03306000,UM,complete,16ee1dc3f68739e0a636f9d642300aef22d89fcbba01e3a09d43cde5de578e39,200.0
449,03306000,DM,complete,ec94ebe5a66826bd2d906c164e3f5745648613b10221faf77ea58010da174e99,200.0
450,03306500,UM,complete,e89e76dadd9630e5605cb5ad80e2bff119773507529385835724abe1578767b4,200.0
451,03306500,DM,complete,9922fa4c3500912656993c33efc006c62fbf88eae15862d295a2996852e3b86f,200.0
454,03353200,UM,complete,daf827250ec3d94b455998e6af640b8377e7bcfb567bb12c1c87bab7ce376f89,200.0
455,03353200,DM,complete,b4d4064a2d260b0ad5909f58fd2e72f93627df4e0d11c6b6d0bf1b46a56ec3a1,200.0
456,03353611,UM,complete,00f4c8a0ced100e678f6af744a2ca40906050fb640c61d4a43eea453a02007e4,200.0
457,03353611,DM,complete,47810f599ccb0ce7d9aec3d864495831605652ae2d1148be7b85c59030f075db,200.0
458,03354000,UM,complete,a66e828bdfa57981f7295a20b9bea51b0dd0e0e8af36203e410db1ceaaccabde,200.0
459,03354000,DM,complete,5178b55f982b0275519a29a7c7c9c54647762e3c369d923cde0dfb604320427d,200.0
460,03431083,UM,complete,d1e6147fa9462fe97f34a74f17baa68c251e7a0a2c96346350c9241da8ec0788,200.0
461,03431083,DM,complete,94e1cb8ea4b6ed5bda7a4926875d3ea790ba7320a5732c6ce740838ae504ae1a,200.0
464,03431514,UM,complete,0f3fbc752c4ce9ec95f62927cd12d7be93c8ca721f8c9d2cac00f955c09f5b0b,200.0
465,03431514,DM,complete,a57d50cf513703f96daed551b6f42d449fc551c758db5a5719303cdb9ee5dccd,200.0
466,04043097,UM,complete,2f4b7857ed5a4a3523950be9b713da40ffef69ae03655c51656a1c38e5c0a8a6,200.0
467,04043097,DM,complete,f17252d68c69c79fe63052348e3aa37dfa8169fce4adb35296eaab6a96639d6a,200.0
470,04043244,UM,complete,6f3afa7fb277051ab27e6830df42e9a20397d82128535077a10a279dfc7c20e9,200.0
471,04043244,DM,complete,58671f8ff1a4ac5f29a531e452ffe6308dc95504735e6bd10c9ebe1d1a40fc32,200.0
472,040871473,UM,provider_confirmed_unavailable,,404.0
473,040871473,DM,provider_confirmed_unavailable,,404.0
474,040871475,UM,complete,50e8e1033cd8ddc4d6038f3cc95d93c9d76ee901b3ed4425044ce7652e1fcb9b,200.0
475,040871475,DM,complete,0102b163e0cf35a3754eb0c12ee86061f120a2c83c70fcf5eb2fdb7ae23ec97a,200.0
476,040871488,UM,complete,9b8f152f38045779a8631fe73a2093f40226f2f4075577ceb9f6487a181ae241,200.0
477,040871488,DM,complete,dfe134d4ce9c817ef5cf76aaae277b6e2e3c77595e2710ac1a6c594229b7efba,200.0
478,04121650,UM,complete,2beccc181a31684a14f6cb0ed84058a3d4e3ab16b136069e5be634ba2a7e651b,200.0
479,04121650,DM,complete,7f9eb5c8c9cd74477d8af72a8601e2b258bc698937bd846d91864fdd0aaceeb1,200.0
480,04121660,UM,complete,e0f9c370f4e42abf69bf86f27b90ced032a149845fd76ef5961f01a403b2e9de,200.0
481,04121660,DM,complete,38290419a9e0e9529d7fb2bc7c9d4413dad861b91b817163ee0cd4dbf6589923,200.0
484,04121944,UM,complete,4aa9fbc9a0e250f4ab66fa511c15a609e7321a1387dbbe20a2079b554beb6f0b,200.0
485,04121944,DM,complete,a3a7513553c39bfe6e3b507cfbb0a37708df4203367e87788216523c832f1643,200.0
486,04121970,UM,complete,44701871f56fc36f499b38c9c1f81457b984dc4de6d3012e4e036a75088d7d90,200.0
487,04121970,DM,complete,2f100c8b07ab414846eda5e0b08e7e3bcd0cd4989fa7272e3e24c976e663b4a7,200.0
488,04124000,UM,complete,862ec1610bd5fb7d1c2ac23846e2e48a1afb0903e3f3e545fb8c396b71e4d8b7,200.0
489,04124000,DM,complete,e7867db147d9e4bb753599dd4ea290f82a9597ce70105175cdcbf4a18aa64dfb,200.0
492,04125460,UM,complete,6da63c8c5f9ce380ea71dce2af1640cc3746eea7b2e8ae77b3839f8160fc73cf,200.0
493,04125460,DM,complete,cb42c4a0a247f30102a7b9857ff060b059f36429ce63dda30fd8d0eef94f834f,200.0
494,04125550,UM,complete,25f9a625540070b13708252d42bf802bb3fd18ecb0fe1cda00178316a8263eaa,200.0
495,04125550,DM,complete,989cf1b3c2553a4c5bd8331b17d7fcb15bf059382cf4fd1797eea84c6fc279e6,200.0
496,04136000,UM,complete,aff2477ff1bdf1e7a7c158ff2c072fa776ea50e8f946ee50d210ea991ca67917,200.0
497,04136000,DM,complete,c26ba5f13acac859af88cb2bcc29b37c0ec447e43a9ab7894241e852cb215877,200.0
498,04136500,UM,complete,441bf08a1fecb5156576358e7025a4c7afd4e4f19240ce8b553653e1df8871e9,200.0
499,04136500,DM,complete,c7148814a94fdecea1f312785538c8ced35a13cedb233f2814d4af99b2dad4f6,200.0
500,04136900,UM,complete,7f791a12a59074846ae90c18586a210d2eb120b914878e9a9b1db5a60ec798ba,200.0
501,04136900,DM,complete,80ab51626310c348a9327f54577ea1700bb6dbef57b02035017fdf85707814ad,200.0
504,04137020,UM,complete,a5d9da8c76388be29098955ef36f45eca7a572858611aba8f0dfb7706147094b,200.0
505,04137020,DM,complete,3ac84bb86249a92684144706b39af947387d1be254e2ce32820994d04f4e0200,200.0
506,04137025,UM,complete,dd1942bd4fbd5d84a560e7a91769f9f44f7fb5b10551e5d44c147ad2331358a7,200.0
507,04137025,DM,complete,81b23c37c5ecc4bc278ba42ff1855f722512d4fc2b3be70d2f2871447830f6ea,200.0
508,04137030,UM,complete,4f93856831669ed34e463b022b2d1221c8a838d7396d315138df2755b75fdbe7,200.0
509,04137030,DM,complete,62436060f02693070c017fb6aafa0b4e094c157c7e92ca14a40530d21bb4a119,200.0
510,04137500,UM,complete,dab3b1537740f3908cff59a43192372fb2b5d6a9f0d60bdec3368afe9fff0ab3,200.0
511,04137500,DM,complete,dc476723107aec36f653c091a1b58e9b9e8925dc807df0b96868e3820175f1bb,200.0
512,04232034,UM,complete,8f49c72c1c5311e51c8f9d471c6614fb69d43e38fb8cb10c7a237084d253dfbe,200.0
513,04232034,DM,complete,40bca29e5eaed15dd3d50416e6b4b25833c2566c73ae63fd1f5051b1ac515638,200.0
516,0423205010,UM,complete,e668c18709d9a7c12c019c0f68a967666e99f7529ec269c8227733c2b3c16f79,200.0
517,0423205010,DM,complete,125157945aaa347156a09c78b15a7442990db25ca2364a14bc2ee5ef115783ef,200.0
518,05382255,UM,complete,5e033383343cf4061ac55d5b1d3ca9e116b20c5705e58a1d7068736cab72aeb8,200.0
519,05382255,DM,complete,5c6e37ae66af8f32ad3d79745e29a3aac273be2aea4ea20799fc1e8a4691fff4,200.0
520,05382257,UM,complete,c27ebe6377f88f36962be915c144b4e21e5987b118c51890684954d6b2007a91,200.0
521,05382257,DM,complete,ac877ef9ec2580b90cd119c7e12bcf43c8130e78694a9911ab5e7db18a0b4728,200.0
524,05382284,UM,complete,811535ef9bca3a797df72744ebcbe6ccbc55beed7a4e37e4b89c677ab4b13025,200.0
525,05382284,DM,complete,c2e3c6716450e9d683b0eee5710374b39190d60bf8813fb7ab4034228d648499,200.0
526,05406460,UM,complete,96d90a428402a892be508248302fe904b78f86d84c984c029ed6753eb1926b2b,200.0
527,05406460,DM,complete,c7d64b804c1e961df80b851be08b1b5a9559ba32a62254d540bbda617d7455cc,200.0
530,05406491,UM,complete,71fb93a3508eb0996ce0c6685a56bf77f58ae488989fb879ae23bdc1d0315958,200.0
531,05406491,DM,complete,4b2ebd976dd3f9c4e8ade99a1b1974d2224ba51e6a74a1ffa9b148f5c31c4d2c,200.0
532,05515500,UM,complete,b1a9937355a03407d3d20725bf6ea1aa2c8890a38a6c28421909660157d51c19,200.0
533,05515500,DM,complete,ece10053f16a262407788476e61f4eb6ae2a58bd97e89fe33183ca91ca306bd7,200.0
534,05516665,UM,complete,857703d1de11ef225ba4632794d0a3d62f8aab5f2b067be4209f54b591427bb4,200.0
535,05516665,DM,complete,82dd69dfc05a9dedc5195f6e5ff449870f22148c5724c3d1c7f2f6030f382ab5,200.0
538,05517010,UM,complete,befa79153bdfc6c39f182728b6436c65eb5b25d0f063b0b09804e00d20d83660,200.0
539,05517010,DM,complete,453bc11edf18cb4b1fbf2d25e7f11559db1a99662150bdd55cc7cb677dd44a5c,200.0
540,05517500,UM,complete,6556dbdfeb9e0fef8164868c675d62741e58cadc3fa083ac672de77a4ec3b5e8,200.0
541,05517500,DM,complete,c4fba3aa298595cf44929794ea51b6153e609882b57a6aed64ecd11afd3cc748,200.0
542,05518000,UM,complete,5165f44bb8ac2243b16d5ef6f57a0b8df8e1bdec207cc46c57bac1e085723205,200.0
543,05518000,DM,complete,0b123dff35b74fc728cdec3d29999cf5e0d3cd2331c5f87718e0308768e02ce2,200.0
544,05527000,UM,complete,60256567e1a11e6b6e942b5773716ef89b95b3b5bc03dacda8becca7ff268727,200.0
545,05527000,DM,complete,a624a4960526f3f9a90a6403bc39d505525f2801d40e1a4e8533c0dc0384f05d,200.0
546,05527500,UM,complete,2e95050e2561dd6c7e0d06d5a2a8e6414b9a030e2bfc04d1ff878b5419d4f444,200.0
547,05527500,DM,complete,a4c0eaeb1e1fc133b163ceed410a2d605074cb43ee3b246a5cc2f317b99ec787,200.0
548,05536995,UM,complete,66b4057d32cc16d11242ebfa265fa8164026191b9378e3493fe619e50c6a81cb,200.0
549,05536995,DM,complete,63bc8208025b9b296033916a2fb1d584940a12290f1bd6ac08b45bbb2e695097,200.0
552,05539670,UM,complete,e354a82901976e5fc5bb7d8626e136abe97feac42dc37e2d2160860a9ccb1d8b,200.0
553,05539670,DM,complete,db8258cca1632e41bca32a8a89339683cf99223d15a14738ef53ba7ce6624cfe,200.0
556,06893060,UM,complete,17650896cb7791ed6761a48bdab96a3a3cee4d2a1585d0e56ea47208dc0a2026,200.0
557,06893060,DM,complete,bfdb99d2db7fc0f919177ca62019aa451e757d61c8e520847fb316514873e572,200.0
558,06893620,UM,complete,f03ca2d1d54e4ce04e58a8a4e0b64ddb49410c0e7a86ca865ddc94ae447a470f,200.0
559,06893620,DM,complete,6f1ea6825b0203cdd73dad810daf369d0578869f82b81765db783a6be416606d,200.0
560,06893820,UM,complete,e4d2715c9c3316445c60c5be0645160d58233fcc9842011e3c7bbe46e8afb079,200.0
561,06893820,DM,complete,f44a085da924b1d10fd5401deac7195e3dcfbffcdffb7c71e5f24f804e73634b,200.0
562,06893890,UM,complete,40281dedf6a8a41d97a899a303c0afef9874b624124dacb73b3f365a4e57e6f1,200.0
563,06893890,DM,complete,896d4ddc34c67f65164258b0dddaadd7356213f03588652cbec14ed0b04a996f,200.0
568,07075270,UM,complete,19f45f486c79cde556a40182416f1b6d8cdf44b2bbad6f246ee87bde38133d22,200.0
569,07075270,DM,complete,8ae7ab152f7ee778f5559bc35ebb118a6c23e2e981843ae82ce8063398e2502e,200.0
570,07076000,UM,complete,b52bb2c85c2a579ef50eacb3cdfcf85da0334dc015707d098bc0a36d5b8005da,200.0
571,07076000,DM,complete,608e2ca2c23b876a60f4a18de445f5fe42e8c1cfd0e9f45d8117a2f8c0f7282f,200.0
572,07096000,UM,complete,1c35e896f4386d94bcefe425d9a32e26b8602ef90f96185e0a66fae537b12ff1,200.0
573,07096000,DM,complete,f19bcb955b4f38f450d4c04cc45c55c0908a281901e9694de03785587ea8ba58,200.0
574,07097000,UM,complete,9ccb91cd013af48e3ae62959e06433ef1b0578d5ec9e57a046c96cc30fc0a0f2,200.0
575,07097000,DM,complete,7313deea0d6ebf68c9da9f968c33d7b821ecdd1b1edbf68664d2bb5223bf78b8,200.0
578,07099969,UM,complete,b9d03f47fe8e09be7b2eb896238d38536dc90de04cfc94ee2c8990115534f325,200.0
579,07099969,DM,complete,5b9d68f4c71c03cd26cf290c8ea3f7abd4660c14edcddab98ce865d02d17c2c1,200.0
580,07105530,UM,complete,72fe95d546b80ae9d6bc1321f24968ee35dfb761af316f1c32017bf5855cee0c,200.0
581,07105530,DM,complete,18fb126b366851eeb41c96a6f46effead3706a7f2154cd36e7bb0d0f261ff959,200.0
582,07106000,UM,complete,430395b192dc61b018286031f174281c224f41a2f211f4124b1435861720eab4,200.0
583,07106000,DM,complete,5b2090d60bdff0b27a2a86e47e54454bff5ce26dffb7662d63d8eb1a96103aad,200.0
584,07106500,UM,complete,46c81189fb91fd5760fe98c89d8f3ef2dceef645b45277e93066f3f57023d5ac,200.0
585,07106500,DM,complete,bd842f42ea4d5b5253d2a7d5a4444dcffb553f3b275940b3d18a138e6c816925,200.0
586,07109500,UM,complete,984a33f950547a1c63a79e1a64f4fd9244c6226d17390429e3b39a8e32c52376,200.0
