request_ordinal,target_station_id,direction,cache_path,status,response_sha256
274,02310650,UM,results/framework/public_catalog/nldi_cache/02310650_UM_200.json,missing,
275,02310650,DM,results/framework/public_catalog/nldi_cache/02310650_DM_200.json,missing,
276,02310673,UM,results/framework/public_catalog/nldi_cache/02310673_UM_200.json,missing,
277,02310673,DM,results/framework/public_catalog/nldi_cache/02310673_DM_200.json,missing,
278,02310674,UM,results/framework/public_catalog/nldi_cache/02310674_UM_200.json,missing,
279,02310674,DM,results/framework/public_catalog/nldi_cache/02310674_DM_200.json,missing,
280,02310689,UM,results/framework/public_catalog/nldi_cache/02310689_UM_200.json,complete,f2a56d794ec42c52f07c57ff44f6db31b4d0c1411fe88604a40b0d1cf55e1db4
281,02310689,DM,results/framework/public_catalog/nldi_cache/02310689_DM_200.json,complete,2cfad79080c2ebdf52149d4761279778a06b9ca59980e81a001dd083c6f36161
282,02310690,UM,results/framework/public_catalog/nldi_cache/02310690_UM_200.json,missing,
283,02310690,DM,results/framework/public_catalog/nldi_cache/02310690_DM_200.json,missing,
284,02310700,UM,results/framework/public_catalog/nldi_cache/02310700_UM_200.json,missing,
285,02310700,DM,results/framework/public_catalog/nldi_cache/02310700_DM_200.json,missing,
286,02310740,UM,results/framework/public_catalog/nldi_cache/02310740_UM_200.json,missing,
287,02310740,DM,results/framework/public_catalog/nldi_cache/02310740_DM_200.json,missing,
288,02310742,UM,results/framework/public_catalog/nldi_cache/02310742_UM_200.json,missing,
289,02310742,DM,results/framework/public_catalog/nldi_cache/02310742_DM_200.json,missing,
290,02310752,UM,results/framework/public_catalog/nldi_cache/02310752_UM_200.json,missing,
291,02310752,DM,results/framework/public_catalog/nldi_cache/02310752_DM_200.json,missing,
292,02313272,UM,results/framework/public_catalog/nldi_cache/02313272_UM_200.json,missing,
293,02313272,DM,results/framework/public_catalog/nldi_cache/02313272_DM_200.json,missing,
294,02388975,UM,results/framework/public_catalog/nldi_cache/02388975_UM_200.json,missing,
295,02388975,DM,results/framework/public_catalog/nldi_cache/02388975_DM_200.json,missing,
296,02388985,UM,results/framework/public_catalog/nldi_cache/02388985_UM_200.json,missing,
297,02388985,DM,results/framework/public_catalog/nldi_cache/02388985_DM_200.json,missing,
298,02389150,UM,results/framework/public_catalog/nldi_cache/02389150_UM_200.json,complete,967f3337c0171485a12ecc511011dda8e151528a8efb1c2dbb3660e7623fa71b
299,02389150,DM,results/framework/public_catalog/nldi_cache/02389150_DM_200.json,complete,338d325443922f50af0ef4efa51f83dc54035c71cd7cd5d4ffcba82cb13bfe59
300,02394000,UM,results/framework/public_catalog/nldi_cache/02394000_UM_200.json,missing,
301,02394000,DM,results/framework/public_catalog/nldi_cache/02394000_DM_200.json,missing,
302,02394682,UM,results/framework/public_catalog/nldi_cache/02394682_UM_200.json,missing,
303,02394682,DM,results/framework/public_catalog/nldi_cache/02394682_DM_200.json,missing,
304,02455980,UM,results/framework/public_catalog/nldi_cache/02455980_UM_200.json,missing,
305,02455980,DM,results/framework/public_catalog/nldi_cache/02455980_DM_200.json,missing,
306,02457595,UM,results/framework/public_catalog/nldi_cache/02457595_UM_200.json,missing,
307,02457595,DM,results/framework/public_catalog/nldi_cache/02457595_DM_200.json,missing,
308,02458148,UM,results/framework/public_catalog/nldi_cache/02458148_UM_200.json,complete,59de4f5b21248296294dab4304b7a68b11046ddde3ce62f2914b1d7c537615bc
309,02458148,DM,results/framework/public_catalog/nldi_cache/02458148_DM_200.json,complete,8a0672d6437ba10c65c2459ec94c5c6d3e618032dc8e16ceb064174bf21ea848
310,02458450,UM,results/framework/public_catalog/nldi_cache/02458450_UM_200.json,missing,
311,02458450,DM,results/framework/public_catalog/nldi_cache/02458450_DM_200.json,missing,
312,03026480,UM,results/framework/public_catalog/nldi_cache/03026480_UM_200.json,missing,
313,03026480,DM,results/framework/public_catalog/nldi_cache/03026480_DM_200.json,missing,
314,03027500,UM,results/framework/public_catalog/nldi_cache/03027500_UM_200.json,missing,
315,03027500,DM,results/framework/public_catalog/nldi_cache/03027500_DM_200.json,missing,
316,03028000,UM,results/framework/public_catalog/nldi_cache/03028000_UM_200.json,complete,bca575ab9278b2c7b32bd861321f7ea3d95532dfa36ba6bbbe33fa864531ef43
317,03028000,DM,results/framework/public_catalog/nldi_cache/03028000_DM_200.json,complete,b4b1672bcb372ddc9dc2d8dada002a66328888ddf380733f472aec058767e466
318,03028500,UM,results/framework/public_catalog/nldi_cache/03028500_UM_200.json,missing,
319,03028500,DM,results/framework/public_catalog/nldi_cache/03028500_DM_200.json,missing,
320,03034000,UM,results/framework/public_catalog/nldi_cache/03034000_UM_200.json,missing,
321,03034000,DM,results/framework/public_catalog/nldi_cache/03034000_DM_200.json,missing,
322,03034500,UM,results/framework/public_catalog/nldi_cache/03034500_UM_200.json,complete,f893fbe12d38ae69f031e6d32ffd3a2c1651214002c8065db3a10bcd76fee59f
323,03034500,DM,results/framework/public_catalog/nldi_cache/03034500_DM_200.json,complete,6e3817a763ac5c353ad6973924d850b6dae319b80e0f4a1f1ecbe62905a2adce
324,03036000,UM,results/framework/public_catalog/nldi_cache/03036000_UM_200.json,missing,
325,03036000,DM,results/framework/public_catalog/nldi_cache/03036000_DM_200.json,missing,
326,03038000,UM,results/framework/public_catalog/nldi_cache/03038000_UM_200.json,missing,
327,03038000,DM,results/framework/public_catalog/nldi_cache/03038000_DM_200.json,missing,
328,03039000,UM,results/framework/public_catalog/nldi_cache/03039000_UM_200.json,missing,
329,03039000,DM,results/framework/public_catalog/nldi_cache/03039000_DM_200.json,missing,
330,03041500,UM,results/framework/public_catalog/nldi_cache/03041500_UM_200.json,missing,
331,03041500,DM,results/framework/public_catalog/nldi_cache/03041500_DM_200.json,missing,
332,03042000,UM,results/framework/public_catalog/nldi_cache/03042000_UM_200.json,missing,
333,03042000,DM,results/framework/public_catalog/nldi_cache/03042000_DM_200.json,missing,
334,03043810,UM,results/framework/public_catalog/nldi_cache/03043810_UM_200.json,complete,cfbef9bd6ffa737b14f8e3f629c005c58ec68189ed5e316bb26eac3eb2c96081
335,03043810,DM,results/framework/public_catalog/nldi_cache/03043810_DM_200.json,complete,f4d43191b945657e240c7fd1e60afdabf18707ab47fd8231b82450cdeccf138d
336,03044000,UM,results/framework/public_catalog/nldi_cache/03044000_UM_200.json,missing,
337,03044000,DM,results/framework/public_catalog/nldi_cache/03044000_DM_200.json,missing,
338,03054500,UM,results/framework/public_catalog/nldi_cache/03054500_UM_200.json,missing,
339,03054500,DM,results/framework/public_catalog/nldi_cache/03054500_DM_200.json,missing,
340,03056000,UM,results/framework/public_catalog/nldi_cache/03056000_UM_200.json,complete,2b646f234c4f3f7811c83aa52534cb6b834b83f04b92e8fadd68743da24d5f59
341,03056000,DM,results/framework/public_catalog/nldi_cache/03056000_DM_200.json,complete,dd35260b258e1d696ea972be0e1c721ce3beef21195b3fcbd0a252dc6d08efae
342,03057000,UM,results/framework/public_catalog/nldi_cache/03057000_UM_200.json,missing,
343,03057000,DM,results/framework/public_catalog/nldi_cache/03057000_DM_200.json,missing,
344,03072000,UM,results/framework/public_catalog/nldi_cache/03072000_UM_200.json,missing,
345,03072000,DM,results/framework/public_catalog/nldi_cache/03072000_DM_200.json,missing,
346,03072655,UM,results/framework/public_catalog/nldi_cache/03072655_UM_200.json,missing,
347,03072655,DM,results/framework/public_catalog/nldi_cache/03072655_DM_200.json,missing,
348,03073000,UM,results/framework/public_catalog/nldi_cache/03073000_UM_200.json,complete,a4eff529433864aaf660cd0a73675c20365e4c9cfe175e4c8303f859c75ed7a6
349,03073000,DM,results/framework/public_catalog/nldi_cache/03073000_DM_200.json,complete,272d34181a9b3c20a754146859f907aba4ff205f42cb519b7b6dbde4f9c56272
350,03075070,UM,results/framework/public_catalog/nldi_cache/03075070_UM_200.json,missing,
351,03075070,DM,results/framework/public_catalog/nldi_cache/03075070_DM_200.json,missing,
352,03076500,UM,results/framework/public_catalog/nldi_cache/03076500_UM_200.json,missing,
353,03076500,DM,results/framework/public_catalog/nldi_cache/03076500_DM_200.json,missing,
354,03077500,UM,results/framework/public_catalog/nldi_cache/03077500_UM_200.json,missing,
355,03077500,DM,results/framework/public_catalog/nldi_cache/03077500_DM_200.json,missing,
356,03079000,UM,results/framework/public_catalog/nldi_cache/03079000_UM_200.json,missing,
357,03079000,DM,results/framework/public_catalog/nldi_cache/03079000_DM_200.json,missing,
358,03081000,UM,results/framework/public_catalog/nldi_cache/03081000_UM_200.json,complete,7a2ea3b9a047fb78d1c9796c424985aa6f17098c957f08330bde749618c9f20f
359,03081000,DM,results/framework/public_catalog/nldi_cache/03081000_DM_200.json,complete,95fc14f60d4ab8ee5fa5499ea4a70491bf1225d35582b036d3964f77c3fc05f8
360,03083500,UM,results/framework/public_catalog/nldi_cache/03083500_UM_200.json,missing,
361,03083500,DM,results/framework/public_catalog/nldi_cache/03083500_DM_200.json,missing,
362,03094704,UM,results/framework/public_catalog/nldi_cache/03094704_UM_200.json,missing,
363,03094704,DM,results/framework/public_catalog/nldi_cache/03094704_DM_200.json,missing,
364,03102850,UM,results/framework/public_catalog/nldi_cache/03102850_UM_200.json,complete,dd0fc76dda0deb6dab64bdd04d84c5aa66e93ce656b675adbffd9e48743fe9c3
365,03102850,DM,results/framework/public_catalog/nldi_cache/03102850_DM_200.json,complete,29ee90b3d208dfd27d9b917f029c751d2cd86fbc7ea068b5924a656c45b4c6a9
366,03102950,UM,results/framework/public_catalog/nldi_cache/03102950_UM_200.json,missing,
367,03102950,DM,results/framework/public_catalog/nldi_cache/03102950_DM_200.json,missing,
368,03103500,UM,results/framework/public_catalog/nldi_cache/03103500_UM_200.json,missing,
369,03103500,DM,results/framework/public_catalog/nldi_cache/03103500_DM_200.json,missing,
370,03104490,UM,results/framework/public_catalog/nldi_cache/03104490_UM_200.json,missing,
371,03104490,DM,results/framework/public_catalog/nldi_cache/03104490_DM_200.json,missing,
372,03119341,UM,results/framework/public_catalog/nldi_cache/03119341_UM_200.json,complete,21041387186db4b910295f8487e5e10dcabe897ff59eed9c469b1a6cf0374ee3
373,03119341,DM,results/framework/public_catalog/nldi_cache/03119341_DM_200.json,complete,b1c889f29cd957b23598cdc7aec1ccbd6421e70361dbe27ec23682c52f2d6c40
374,03119971,UM,results/framework/public_catalog/nldi_cache/03119971_UM_200.json,missing,
375,03119971,DM,results/framework/public_catalog/nldi_cache/03119971_DM_200.json,missing,
376,03119979,UM,results/framework/public_catalog/nldi_cache/03119979_UM_200.json,missing,
377,03119979,DM,results/framework/public_catalog/nldi_cache/03119979_DM_200.json,missing,
378,03120820,UM,results/framework/public_catalog/nldi_cache/03120820_UM_200.json,missing,
379,03120820,DM,results/framework/public_catalog/nldi_cache/03120820_DM_200.json,missing,
380,03120869,UM,results/framework/public_catalog/nldi_cache/03120869_UM_200.json,missing,
381,03120869,DM,results/framework/public_catalog/nldi_cache/03120869_DM_200.json,missing,
382,03120961,UM,results/framework/public_catalog/nldi_cache/03120961_UM_200.json,missing,
383,03120961,DM,results/framework/public_catalog/nldi_cache/03120961_DM_200.json,missing,
384,03125338,UM,results/framework/public_catalog/nldi_cache/03125338_UM_200.json,missing,
385,03125338,DM,results/framework/public_catalog/nldi_cache/03125338_DM_200.json,missing,
386,03126395,UM,results/framework/public_catalog/nldi_cache/03126395_UM_200.json,missing,
387,03126395,DM,results/framework/public_catalog/nldi_cache/03126395_DM_200.json,missing,
388,03127980,UM,results/framework/public_catalog/nldi_cache/03127980_UM_200.json,missing,
389,03127980,DM,results/framework/public_catalog/nldi_cache/03127980_DM_200.json,missing,
390,03127986,UM,results/framework/public_catalog/nldi_cache/03127986_UM_200.json,missing,
391,03127986,DM,results/framework/public_catalog/nldi_cache/03127986_DM_200.json,missing,
392,03127989,UM,results/framework/public_catalog/nldi_cache/03127989_UM_200.json,missing,
393,03127989,DM,results/framework/public_catalog/nldi_cache/03127989_DM_200.json,missing,
394,03140853,UM,results/framework/public_catalog/nldi_cache/03140853_UM_200.json,complete,81f3fc73078e4491b08122c7ecd906227637c923a46c4af94ddc210302332a58
395,03140853,DM,results/framework/public_catalog/nldi_cache/03140853_DM_200.json,complete,7f9e4bf5b7962bd0c56558282bc4856e78f5428d65dca387e5ec2207836158a4
396,03140900,UM,results/framework/public_catalog/nldi_cache/03140900_UM_200.json,missing,
397,03140900,DM,results/framework/public_catalog/nldi_cache/03140900_DM_200.json,missing,
398,03140950,UM,results/framework/public_catalog/nldi_cache/03140950_UM_200.json,missing,
399,03140950,DM,results/framework/public_catalog/nldi_cache/03140950_DM_200.json,missing,
400,03262001,UM,results/framework/public_catalog/nldi_cache/03262001_UM_200.json,complete,e4558b34e59c5356ca4c6496cb621db708813ddd81b108d983f52c402f16ae4a
401,03262001,DM,results/framework/public_catalog/nldi_cache/03262001_DM_200.json,complete,888fd041a1138c7bec191b0d609e04b1fe1e84444585cb8ed5aa41ce0926dd2f
402,03277075,UM,results/framework/public_catalog/nldi_cache/03277075_UM_200.json,missing,
403,03277075,DM,results/framework/public_catalog/nldi_cache/03277075_DM_200.json,missing,
404,03277130,UM,results/framework/public_catalog/nldi_cache/03277130_UM_200.json,missing,
405,03277130,DM,results/framework/public_catalog/nldi_cache/03277130_DM_200.json,missing,
406,03292470,UM,results/framework/public_catalog/nldi_cache/03292470_UM_200.json,missing,
407,03292470,DM,results/framework/public_catalog/nldi_cache/03292470_DM_200.json,missing,
408,03292474,UM,results/framework/public_catalog/nldi_cache/03292474_UM_200.json,complete,88e12ef0a33dd1b52ec03b3bc596ceff9829ba067317470371794361aa141a7a
409,03292474,DM,results/framework/public_catalog/nldi_cache/03292474_DM_200.json,complete,ba3be801cf6ac0ade70a6f4749fceb40c9e95502b07273d8c6ae2e04b558cbd2
410,03292475,UM,results/framework/public_catalog/nldi_cache/03292475_UM_200.json,missing,
411,03292475,DM,results/framework/public_catalog/nldi_cache/03292475_DM_200.json,missing,
412,03292480,UM,results/framework/public_catalog/nldi_cache/03292480_UM_200.json,missing,
413,03292480,DM,results/framework/public_catalog/nldi_cache/03292480_DM_200.json,missing,
414,03292500,UM,results/framework/public_catalog/nldi_cache/03292500_UM_200.json,missing,
415,03292500,DM,results/framework/public_catalog/nldi_cache/03292500_DM_200.json,missing,
416,03293000,UM,results/framework/public_catalog/nldi_cache/03293000_UM_200.json,missing,
417,03293000,DM,results/framework/public_catalog/nldi_cache/03293000_DM_200.json,missing,
418,03293500,UM,results/framework/public_catalog/nldi_cache/03293500_UM_200.json,missing,
419,03293500,DM,results/framework/public_catalog/nldi_cache/03293500_DM_200.json,missing,
420,03293510,UM,results/framework/public_catalog/nldi_cache/03293510_UM_200.json,missing,
421,03293510,DM,results/framework/public_catalog/nldi_cache/03293510_DM_200.json,missing,
422,03293530,UM,results/framework/public_catalog/nldi_cache/03293530_UM_200.json,missing,
423,03293530,DM,results/framework/public_catalog/nldi_cache/03293530_DM_200.json,missing,
424,03297800,UM,results/framework/public_catalog/nldi_cache/03297800_UM_200.json,missing,
425,03297800,DM,results/framework/public_catalog/nldi_cache/03297800_DM_200.json,missing,
426,03297900,UM,results/framework/public_catalog/nldi_cache/03297900_UM_200.json,missing,
427,03297900,DM,results/framework/public_catalog/nldi_cache/03297900_DM_200.json,missing,
428,03298000,UM,results/framework/public_catalog/nldi_cache/03298000_UM_200.json,missing,
429,03298000,DM,results/framework/public_catalog/nldi_cache/03298000_DM_200.json,missing,
430,03298135,UM,results/framework/public_catalog/nldi_cache/03298135_UM_200.json,missing,
431,03298135,DM,results/framework/public_catalog/nldi_cache/03298135_DM_200.json,missing,
432,03298150,UM,results/framework/public_catalog/nldi_cache/03298150_UM_200.json,missing,
433,03298150,DM,results/framework/public_catalog/nldi_cache/03298150_DM_200.json,missing,
434,03298200,UM,results/framework/public_catalog/nldi_cache/03298200_UM_200.json,missing,
435,03298200,DM,results/framework/public_catalog/nldi_cache/03298200_DM_200.json,missing,
436,03298250,UM,results/framework/public_catalog/nldi_cache/03298250_UM_200.json,missing,
437,03298250,DM,results/framework/public_catalog/nldi_cache/03298250_DM_200.json,missing,
438,03301900,UM,results/framework/public_catalog/nldi_cache/03301900_UM_200.json,missing,
439,03301900,DM,results/framework/public_catalog/nldi_cache/03301900_DM_200.json,missing,
440,03301940,UM,results/framework/public_catalog/nldi_cache/03301940_UM_200.json,complete,148fadd9e2ef76edd1b2b2a92db84d0caacf3b15a0d456afd0a7f23b6987e563
441,03301940,DM,results/framework/public_catalog/nldi_cache/03301940_DM_200.json,complete,ed8864113015cc801692deb03efc8ecb7880abf588192861feb0fefe00d1afa8
442,03302000,UM,results/framework/public_catalog/nldi_cache/03302000_UM_200.json,missing,
443,03302000,DM,results/framework/public_catalog/nldi_cache/03302000_DM_200.json,missing,
444,03302030,UM,results/framework/public_catalog/nldi_cache/03302030_UM_200.json,missing,
445,03302030,DM,results/framework/public_catalog/nldi_cache/03302030_DM_200.json,missing,
446,03302050,UM,results/framework/public_catalog/nldi_cache/03302050_UM_200.json,missing,
447,03302050,DM,results/framework/public_catalog/nldi_cache/03302050_DM_200.json,missing,
448,03306000,UM,results/framework/public_catalog/nldi_cache/03306000_UM_200.json,missing,
449,03306000,DM,results/framework/public_catalog/nldi_cache/03306000_DM_200.json,missing,
450,03306500,UM,results/framework/public_catalog/nldi_cache/03306500_UM_200.json,missing,
451,03306500,DM,results/framework/public_catalog/nldi_cache/03306500_DM_200.json,missing,
452,03311500,UM,results/framework/public_catalog/nldi_cache/03311500_UM_200.json,complete,7b8249f9a72e9ab0dfb29e2849cf1160ed8cc9e816b739ca67a4541c709d34a5
453,03311500,DM,results/framework/public_catalog/nldi_cache/03311500_DM_200.json,complete,7dce3f0aa25dbc441b261812e57d66f0e6a741e92852ac8658df234b3f30a933
454,03353200,UM,results/framework/public_catalog/nldi_cache/03353200_UM_200.json,missing,
455,03353200,DM,results/framework/public_catalog/nldi_cache/03353200_DM_200.json,missing,
456,03353611,UM,results/framework/public_catalog/nldi_cache/03353611_UM_200.json,missing,
457,03353611,DM,results/framework/public_catalog/nldi_cache/03353611_DM_200.json,missing,
458,03354000,UM,results/framework/public_catalog/nldi_cache/03354000_UM_200.json,missing,
459,03354000,DM,results/framework/public_catalog/nldi_cache/03354000_DM_200.json,missing,
460,03431083,UM,results/framework/public_catalog/nldi_cache/03431083_UM_200.json,missing,
461,03431083,DM,results/framework/public_catalog/nldi_cache/03431083_DM_200.json,missing,
462,03431091,UM,results/framework/public_catalog/nldi_cache/03431091_UM_200.json,complete,53d97b2d4d5642034a5232bb2490f49039e7003280c731ace092f84804f48519
463,03431091,DM,results/framework/public_catalog/nldi_cache/03431091_DM_200.json,complete,9f25cdfe3f1118381e63d03a380da87bba8c9cd7b0f3e4647574df985fcee5f7
464,03431514,UM,results/framework/public_catalog/nldi_cache/03431514_UM_200.json,missing,
465,03431514,DM,results/framework/public_catalog/nldi_cache/03431514_DM_200.json,missing,
466,04043097,UM,results/framework/public_catalog/nldi_cache/04043097_UM_200.json,missing,
467,04043097,DM,results/framework/public_catalog/nldi_cache/04043097_DM_200.json,missing,
468,04043238,UM,results/framework/public_catalog/nldi_cache/04043238_UM_200.json,complete,da9b457afb7c4ff0514eb877171bdc8422b844e9fabe9f9f2ea5adea5d3f267d
469,04043238,DM,results/framework/public_catalog/nldi_cache/04043238_DM_200.json,complete,45695ffe5a7aa5cad02ad88dd55c84a2453c572ffeddbc223507fd44f862fa4f
470,04043244,UM,results/framework/public_catalog/nldi_cache/04043244_UM_200.json,missing,
471,04043244,DM,results/framework/public_catalog/nldi_cache/04043244_DM_200.json,missing,
472,040871473,UM,results/framework/public_catalog/nldi_cache/040871473_UM_200.json,missing,
473,040871473,DM,results/framework/public_catalog/nldi_cache/040871473_DM_200.json,missing,
474,040871475,UM,results/framework/public_catalog/nldi_cache/040871475_UM_200.json,missing,
475,040871475,DM,results/framework/public_catalog/nldi_cache/040871475_DM_200.json,missing,
476,040871488,UM,results/framework/public_catalog/nldi_cache/040871488_UM_200.json,missing,
477,040871488,DM,results/framework/public_catalog/nldi_cache/040871488_DM_200.json,missing,
478,04121650,UM,results/framework/public_catalog/nldi_cache/04121650_UM_200.json,missing,
479,04121650,DM,results/framework/public_catalog/nldi_cache/04121650_DM_200.json,missing,
480,04121660,UM,results/framework/public_catalog/nldi_cache/04121660_UM_200.json,missing,
481,04121660,DM,results/framework/public_catalog/nldi_cache/04121660_DM_200.json,missing,
482,04121680,UM,results/framework/public_catalog/nldi_cache/04121680_UM_200.json,complete,29f91943289680827aff77ad64bfdadfbf6c675dc716292f920cbe873baf8e57
483,04121680,DM,results/framework/public_catalog/nldi_cache/04121680_DM_200.json,complete,4af86dda097dc9f0d163856f16593227fcbfaa50bbb71b8b553b2daa05380e2e
484,04121944,UM,results/framework/public_catalog/nldi_cache/04121944_UM_200.json,missing,
485,04121944,DM,results/framework/public_catalog/nldi_cache/04121944_DM_200.json,missing,
486,04121970,UM,results/framework/public_catalog/nldi_cache/04121970_UM_200.json,missing,
487,04121970,DM,results/framework/public_catalog/nldi_cache/04121970_DM_200.json,missing,
488,04124000,UM,results/framework/public_catalog/nldi_cache/04124000_UM_200.json,missing,
489,04124000,DM,results/framework/public_catalog/nldi_cache/04124000_DM_200.json,missing,
490,04124200,UM,results/framework/public_catalog/nldi_cache/04124200_UM_200.json,complete,f2d3ee0cd86f6fd53d02fcba23d3be9fbfada11e36683fd6cc7809b3360c9e07
491,04124200,DM,results/framework/public_catalog/nldi_cache/04124200_DM_200.json,complete,252b0be874985045fe384d6dca9c2bb790d11ca394534f9c4d248bee1d8b9497
492,04125460,UM,results/framework/public_catalog/nldi_cache/04125460_UM_200.json,missing,
493,04125460,DM,results/framework/public_catalog/nldi_cache/04125460_DM_200.json,missing,
494,04125550,UM,results/framework/public_catalog/nldi_cache/04125550_UM_200.json,missing,
495,04125550,DM,results/framework/public_catalog/nldi_cache/04125550_DM_200.json,missing,
496,04136000,UM,results/framework/public_catalog/nldi_cache/04136000_UM_200.json,missing,
497,04136000,DM,results/framework/public_catalog/nldi_cache/04136000_DM_200.json,missing,
498,04136500,UM,results/framework/public_catalog/nldi_cache/04136500_UM_200.json,missing,
499,04136500,DM,results/framework/public_catalog/nldi_cache/04136500_DM_200.json,missing,
500,04136900,UM,results/framework/public_catalog/nldi_cache/04136900_UM_200.json,missing,
501,04136900,DM,results/framework/public_catalog/nldi_cache/04136900_DM_200.json,missing,
502,04137005,UM,results/framework/public_catalog/nldi_cache/04137005_UM_200.json,complete,6ed9876d0acf545282676313c83d6e58db68758ba8ed8be9c9b0da9a651ddd93
503,04137005,DM,results/framework/public_catalog/nldi_cache/04137005_DM_200.json,complete,f1aba72dc1ff9a3653f9994f1c8a6ecc724a7895131a6de395fca2d7982562b4
504,04137020,UM,results/framework/public_catalog/nldi_cache/04137020_UM_200.json,missing,
505,04137020,DM,results/framework/public_catalog/nldi_cache/04137020_DM_200.json,missing,
506,04137025,UM,results/framework/public_catalog/nldi_cache/04137025_UM_200.json,missing,
507,04137025,DM,results/framework/public_catalog/nldi_cache/04137025_DM_200.json,missing,
508,04137030,UM,results/framework/public_catalog/nldi_cache/04137030_UM_200.json,missing,
509,04137030,DM,results/framework/public_catalog/nldi_cache/04137030_DM_200.json,missing,
510,04137500,UM,results/framework/public_catalog/nldi_cache/04137500_UM_200.json,missing,
511,04137500,DM,results/framework/public_catalog/nldi_cache/04137500_DM_200.json,missing,
512,04232034,UM,results/framework/public_catalog/nldi_cache/04232034_UM_200.json,missing,
513,04232034,DM,results/framework/public_catalog/nldi_cache/04232034_DM_200.json,missing,
514,04232050,UM,results/framework/public_catalog/nldi_cache/04232050_UM_200.json,complete,d333621430f9c6a9a4622fb0bc4385fff6a6eb8ab13dd45badbdc24bb38011f3
515,04232050,DM,results/framework/public_catalog/nldi_cache/04232050_DM_200.json,complete,d8782668e54a07a37cd2f08c691fc4987e02b5eb1d22f384586c84dd95bbf344
516,0423205010,UM,results/framework/public_catalog/nldi_cache/0423205010_UM_200.json,missing,
517,0423205010,DM,results/framework/public_catalog/nldi_cache/0423205010_DM_200.json,missing,
518,05382255,UM,results/framework/public_catalog/nldi_cache/05382255_UM_200.json,missing,
519,05382255,DM,results/framework/public_catalog/nldi_cache/05382255_DM_200.json,missing,
520,05382257,UM,results/framework/public_catalog/nldi_cache/05382257_UM_200.json,missing,
521,05382257,DM,results/framework/public_catalog/nldi_cache/05382257_DM_200.json,missing,
522,05382267,UM,results/framework/public_catalog/nldi_cache/05382267_UM_200.json,complete,a5fe173b7f5b70ffed1af9677bb17e3a4db002cc2b196d1e62d2f90951fd85b8
523,05382267,DM,results/framework/public_catalog/nldi_cache/05382267_DM_200.json,complete,90038b581c5c4d3f8aa69f5c88d7b3281ba5661223ee491e1e9c350f6b2b0870
524,05382284,UM,results/framework/public_catalog/nldi_cache/05382284_UM_200.json,missing,
525,05382284,DM,results/framework/public_catalog/nldi_cache/05382284_DM_200.json,missing,
526,05406460,UM,results/framework/public_catalog/nldi_cache/05406460_UM_200.json,missing,
527,05406460,DM,results/framework/public_catalog/nldi_cache/05406460_DM_200.json,missing,
528,05406470,UM,results/framework/public_catalog/nldi_cache/05406470_UM_200.json,complete,9e887e4ff24ea175937a8034e8207f4364dc778d68ed84ce1c4c90f605d50154
529,05406470,DM,results/framework/public_catalog/nldi_cache/05406470_DM_200.json,complete,2698f86ed5174150910a58a29af55865069fbc6284a70bb2eb8c77f487ef7855
530,05406491,UM,results/framework/public_catalog/nldi_cache/05406491_UM_200.json,missing,
531,05406491,DM,results/framework/public_catalog/nldi_cache/05406491_DM_200.json,missing,
532,05515500,UM,results/framework/public_catalog/nldi_cache/05515500_UM_200.json,missing,
533,05515500,DM,results/framework/public_catalog/nldi_cache/05515500_DM_200.json,missing,
534,05516665,UM,results/framework/public_catalog/nldi_cache/05516665_UM_200.json,missing,
535,05516665,DM,results/framework/public_catalog/nldi_cache/05516665_DM_200.json,missing,
536,05517000,UM,results/framework/public_catalog/nldi_cache/05517000_UM_200.json,complete,682223c26c78960c9072b240c9745bc78081cdd1f81179af49672df16499792e
537,05517000,DM,results/framework/public_catalog/nldi_cache/05517000_DM_200.json,complete,cffc8277f45603ff401bd9381819a4d342faacbd2d1d7c1fad3e2d54bcc61a7e
538,05517010,UM,results/framework/public_catalog/nldi_cache/05517010_UM_200.json,missing,
539,05517010,DM,results/framework/public_catalog/nldi_cache/05517010_DM_200.json,missing,
540,05517500,UM,results/framework/public_catalog/nldi_cache/05517500_UM_200.json,missing,
541,05517500,DM,results/framework/public_catalog/nldi_cache/05517500_DM_200.json,missing,
542,05518000,UM,results/framework/public_catalog/nldi_cache/05518000_UM_200.json,missing,
543,05518000,DM,results/framework/public_catalog/nldi_cache/05518000_DM_200.json,missing,
544,05527000,UM,results/framework/public_catalog/nldi_cache/05527000_UM_200.json,missing,
545,05527000,DM,results/framework/public_catalog/nldi_cache/05527000_DM_200.json,missing,
546,05527500,UM,results/framework/public_catalog/nldi_cache/05527500_UM_200.json,missing,
547,05527500,DM,results/framework/public_catalog/nldi_cache/05527500_DM_200.json,missing,
548,05536995,UM,results/framework/public_catalog/nldi_cache/05536995_UM_200.json,missing,
549,05536995,DM,results/framework/public_catalog/nldi_cache/05536995_DM_200.json,missing,
550,05537980,UM,results/framework/public_catalog/nldi_cache/05537980_UM_200.json,complete,54c10f041fcc0a082e6efd636bd0dfd4998037f6374b12cbfb7ca810a5be4f20
551,05537980,DM,results/framework/public_catalog/nldi_cache/05537980_DM_200.json,complete,0efe4ab3a2c1ec281314178b11937cede1a2ee5d17d7afe6e7b46c0f48d5e6aa
552,05539670,UM,results/framework/public_catalog/nldi_cache/05539670_UM_200.json,missing,
553,05539670,DM,results/framework/public_catalog/nldi_cache/05539670_DM_200.json,missing,
