network_id,station_id,gap_length,acf_only_new,donor_r2_only_new,additive_d_over_4_heuristic_new,nearest_donor_correlation_new,donor_station_ids,training_years,acf_only_stored,donor_r2_only_stored,additive_d_over_4_heuristic_stored,nearest_donor_correlation_stored,predicted_loss,predicted_dev_only,feature_max_abs_diff,predicted_abs_diff_vs_stored
chmi_berounka,0-203-1-186000,7,0.10252052246010734,0.6484282623228022,0.8376682430924977,0.9465529130750244,0-203-1-187200|0-203-1-194500|0-203-1-198000|0-203-1-198600,2010|2011|2012|2013|2014|2015,0.1025205224601073,0.6484282623228022,0.8376682430924977,0.9465529130750244,0.6589664008570166,0.6589664008570166,4.163336342344337e-17,0.0
chmi_berounka,0-203-1-186000,14,0.1682913865130281,0.6484282623228022,0.7623725309888796,0.9465529130750244,0-203-1-187200|0-203-1-194500|0-203-1-198000|0-203-1-198600,2010|2011|2012|2013|2014|2015,0.1682913865130281,0.6484282623228022,0.7623725309888796,0.9465529130750244,0.85169200567438,0.85169200567438,0.0,0.0
chmi_berounka,0-203-1-186000,30,0.291234977235428,0.6484282623228022,0.6987675743139878,0.9465529130750244,0-203-1-187200|0-203-1-194500|0-203-1-198000|0-203-1-198600,2010|2011|2012|2013|2014|2015,0.291234977235428,0.6484282623228022,0.6987675743139878,0.9465529130750244,1.0160566958248756,1.0160566958248756,0.0,0.0
chmi_berounka,0-203-1-186000,60,0.4432498631000932,0.6484282623228022,0.6702670953458991,0.9465529130750244,0-203-1-187200|0-203-1-194500|0-203-1-198000|0-203-1-198600,2010|2011|2012|2013|2014|2015,0.4432498631000932,0.6484282623228022,0.6702670953458991,0.9465529130750244,1.2089672663228783,1.2089672663228785,0.0,2.220446049250313e-16
chmi_berounka,0-203-1-186000,90,0.5354325788613745,0.6484282623228022,0.6662788257409167,0.9465529130750244,0-203-1-187200|0-203-1-194500|0-203-1-198000|0-203-1-198600,2010|2011|2012|2013|2014|2015,0.5354325788613745,0.6484282623228022,0.6662788257409167,0.9465529130750244,1.451157618420546,1.4511576184205461,0.0,2.220446049250313e-16
chmi_berounka,0-203-1-186000,180,0.669401054572745,0.6484282623228022,0.6520384259506227,0.9465529130750244,0-203-1-187200|0-203-1-194500|0-203-1-198000|0-203-1-198600,2010|2011|2012|2013|2014|2015,0.669401054572745,0.6484282623228022,0.6520384259506227,0.9465529130750244,2.481515162557296,2.481515162557296,0.0,0.0
chmi_berounka,0-203-1-186000,365,0.7678188210127675,0.6484282623228022,0.6509775822101616,0.9465529130750244,0-203-1-187200|0-203-1-194500|0-203-1-198000|0-203-1-198600,2010|2011|2012|2013|2014|2015,0.7678188210127675,0.6484282623228022,0.6509775822101616,0.9465529130750244,4.881215414199343,4.8812154141993425,0.0,8.881784197001252e-16
chmi_berounka,0-203-1-187200,7,0.08691864400896043,0.6236290530462681,0.835161450206005,0.9465529130750244,0-203-1-186000|0-203-1-194500|0-203-1-198000|0-203-1-198600,2010|2011|2012|2013|2014|2015,0.0869186440089604,0.6236290530462681,0.835161450206005,0.9465529130750244,0.6366973081431209,0.6366973081431209,2.7755575615628914e-17,0.0
chmi_berounka,0-203-1-187200,14,0.1441034478626747,0.6236290530462681,0.7481886340393218,0.9465529130750244,0-203-1-186000|0-203-1-194500|0-203-1-198000|0-203-1-198600,2010|2011|2012|2013|2014|2015,0.1441034478626747,0.6236290530462681,0.7481886340393218,0.9465529130750244,0.8831525291205382,0.8831525291205382,0.0,0.0
chmi_berounka,0-203-1-187200,30,0.2547353246366524,0.6236290530462681,0.6693117796352652,0.9465529130750244,0-203-1-186000|0-203-1-194500|0-203-1-198000|0-203-1-198600,2010|2011|2012|2013|2014|2015,0.2547353246366524,0.6236290530462681,0.6693117796352652,0.9465529130750244,1.1200407243665138,1.1200407243665138,0.0,0.0
chmi_berounka,0-203-1-187200,60,0.3999925527750856,0.6236290530462681,0.6453085661762488,0.9465529130750244,0-203-1-186000|0-203-1-194500|0-203-1-198000|0-203-1-198600,2010|2011|2012|2013|2014|2015,0.3999925527750856,0.6236290530462681,0.6453085661762488,0.9465529130750244,1.3132086422111382,1.3132086422111382,0.0,0.0
chmi_berounka,0-203-1-187200,90,0.493773243548313,0.6236290530462681,0.640028926777225,0.9465529130750244,0-203-1-186000|0-203-1-194500|0-203-1-198000|0-203-1-198600,2010|2011|2012|2013|2014|2015,0.493773243548313,0.6236290530462681,0.640028926777225,0.9465529130750244,1.5560379674376548,1.5560379674376548,0.0,0.0
chmi_berounka,0-203-1-187200,180,0.6374153925924093,0.6236290530462681,0.6287770794108034,0.9465529130750244,0-203-1-186000|0-203-1-194500|0-203-1-198000|0-203-1-198600,2010|2011|2012|2013|2014|2015,0.6374153925924093,0.6236290530462681,0.6287770794108034,0.9465529130750244,2.5570815831785496,2.5570815831785496,0.0,0.0
chmi_berounka,0-203-1-187200,365,0.7452898558112359,0.6236290530462681,0.6283756826710122,0.9465529130750244,0-203-1-186000|0-203-1-194500|0-203-1-198000|0-203-1-198600,2010|2011|2012|2013|2014|2015,0.7452898558112359,0.6236290530462681,0.6283756826710122,0.9465529130750244,4.935071493862554,4.935071493862554,0.0,0.0
chmi_berounka,0-203-1-194500,7,0.07798771335574806,0.4001160965054752,0.7539467386552208,0.8684713370464994,0-203-1-186000|0-203-1-187200|0-203-1-198000|0-203-1-198600,2010|2011|2012|2013|2014|2015,0.077987713355748,0.4001160965054752,0.7539467386552208,0.8684713370464994,0.4038825773658621,0.4038825773658621,5.551115123125783e-17,0.0
