subset,method,n,n_networks,station_gap_spearman,network_spearman,calibration_intercept,calibration_slope,r2,rmse
direct_874,empirical_transfer,874,57,0.9453454523265827,0.8049001814882034,0.13832261354048767,0.9383308686836279,0.8132326629922993,0.4553482313539534
direct_874,simple_fitting_period,874,57,0.8458749473414598,0.2475369458128079,-0.046502461201509686,1.157066094206701,0.6477252800223126,0.625365516479053
all_1446,empirical_transfer,1446,57,0.7399228649476387,0.715452424163858,0.2862046930270103,0.9502513594290952,0.23847087348229312,1.3201109690332493
all_1446,simple_fitting_period,1446,57,0.8346255703753276,0.6046149857402127,-0.054772613286336765,1.1503174400140002,0.7564136389267573,0.7466097621559828
