subset,method,n,n_networks,station_gap_spearman,network_spearman,calibration_intercept,calibration_slope,r2,rmse,stored_station_gap_spearman,stored_network_spearman,stored_calibration_slope
direct_874,empirical_transfer,874,57,0.9453454523265827,0.8049001814882034,0.13832261354048767,0.9383308686836279,0.8132326629922993,0.4553482313539534,0.9453454523265827,0.8049001814882034,0.9383308686836279
all_1446,empirical_transfer,1446,57,0.7399228649476387,0.715452424163858,0.2862046930270103,0.9502513594290952,0.23847087348229312,1.3201109690332493,0.7399228649476387,0.715452424163858,0.9502513594290952
