station_id,donor_temperature_R2,expanded_covariate_R2,incremental_R2,donor_only_long_gap_skill,expanded_long_gap_skill,expanded_predictors
B1,0.464408182714103,0.5365802138822007,0.07217203116809767,0.2681586119343229,0.31925057024056247,S2_T;P3_T;B1_Ta;B1_F;B1_L;S2_Ta;P3_Ta;S2_F;P3_F
S2,0.4698037657024676,0.5324806017596496,0.062676836057182,0.27185424927592117,0.3162460981900357,B1_T;P3_T;S2_Ta;S2_F;S2_L;B1_Ta;P3_Ta;B1_F;P3_F
P3,0.10631928223226639,0.14791868155416477,0.04159939932189838,0.05465312304544334,0.07691749098694578,B1_T;S2_T;P3_Ta;P3_F;P3_L;B1_Ta;S2_Ta;B1_F;S2_F
