model,term,odds_ratio,odds_ratio_ci_low,odds_ratio_ci_high,wald_p_value,reporting_status
firth_unadjusted,z_memory_range_index,1.1861718474002962,0.8909649123164146,1.579190866121732,0.24228110479554643,reported_descriptive_null
