station_id,donors,gap_length,average_boundary_distance_days,effective_acf_lag_days,seasonal_variance_fraction,anomaly_sd_degC,R2_donor,rho,donor_component,memory_component,R2_avail,predicted_skill,calibration,post_hoc_state_control
S2,"B1,P3",240,60.0,60.0,0.9732773609154937,0.7338756481028722,0.5237183000296537,0.17888196737086245,0.5237183000296537,0.01524042297647414,0.5389587230061278,0.320999796028107,state_matched_2016_2020,True
S2,"B1,P3",365,91.25,91.25,0.9732773609154937,0.7338756481028722,0.5237183000296537,0.055635093283708234,0.5237183000296537,0.0014742174114966268,0.5251925174411504,0.3109372433813814,state_matched_2016_2020,True
P3,"B1,S2",1,0.25,1.0,0.9449168299537052,0.7852275868747449,0.11346024568387625,0.9745405748871879,0.11346024568387625,0.8419728087480364,0.9554330544319126,0.7888911523216344,state_matched_2016_2020,True
P3,"B1,S2",3,0.75,1.0,0.9449168299537052,0.7852275868747449,0.11346024568387625,0.9745405748871879,0.11346024568387625,0.8419728087480364,0.9554330544319126,0.7888911523216344,state_matched_2016_2020,True
P3,"B1,S2",7,1.75,1.75,0.9449168299537052,0.7852275868747449,0.11346024568387625,0.9549932972989321,0.11346024568387625,0.8085350698470618,0.921995315530938,0.7207068127056051,state_matched_2016_2020,True
P3,"B1,S2",10,2.5,2.5,0.9449168299537052,0.7852275868747449,0.11346024568387625,0.9357189690383143,0.11346024568387625,0.7762276029507004,0.8896878486345766,0.6678672684521693,state_matched_2016_2020,True
P3,"B1,S2",14,3.5,3.5,0.9449168299537052,0.7852275868747449,0.11346024568387625,0.9120666639912478,0.11346024568387625,0.7374819242616133,0.8509421699454895,0.6139199175630651,state_matched_2016_2020,True
P3,"B1,S2",21,5.25,5.25,0.9449168299537052,0.7852275868747449,0.11346024568387625,0.8771485014102796,0.11346024568387625,0.6820943725642121,0.7955546182480884,0.5478436313044881,state_matched_2016_2020,True
P3,"B1,S2",30,7.5,7.5,0.9449168299537052,0.7852275868747449,0.11346024568387625,0.8407825494266876,0.11346024568387625,0.6267085123243473,0.7401687580082236,0.49026355634330354,state_matched_2016_2020,True
P3,"B1,S2",45,11.25,11.25,0.9449168299537052,0.7852275868747449,0.11346024568387625,0.7811258360512632,0.11346024568387625,0.5409289437505173,0.6543891894343935,0.4121132672311728,state_matched_2016_2020,True
