scenario_id,station_id,model,training_seed,mask_seed,gap_length,anchor_id,anchor_year,annual_demeaned_MAE,annual_demeaned_climatology_MAE,n_evaluated,annual_demeaned_skill,denominator_guard_degC,detrending_definition
SCI-DENSE-BLK-B1-T-D120-PUBLISHED_V2-DEVELOPMENT_TEST-R0112,B1,kalman,-1.0,112,120.0,ANCHOR-publishedv2-developmenttest-B1-T-JJA-R0112,2020.0,0.7253670550923421,0.6757499893506368,120,-0.07342518168499712,0.05,separate_truth_and_prediction_calendar_year_anomaly_means_removed
SCI-DENSE-BLK-B1-T-D120-PUBLISHED_V2-DEVELOPMENT_TEST-R0112,B1,linear,-1.0,112,120.0,ANCHOR-publishedv2-developmenttest-B1-T-JJA-R0112,2020.0,0.7650670391447068,0.6757499893506368,120,-0.1321746965618147,0.05,separate_truth_and_prediction_calendar_year_anomaly_means_removed
SCI-DENSE-BLK-B1-T-D120-PUBLISHED_V2-DEVELOPMENT_TEST-R0112,B1,pchip,-1.0,112,120.0,ANCHOR-publishedv2-developmenttest-B1-T-JJA-R0112,2020.0,0.8797445328075634,0.6757499893506368,120,-0.3018787224147137,0.05,separate_truth_and_prediction_calendar_year_anomaly_means_removed
SCI-DENSE-BLK-B1-T-D120-PUBLISHED_V2-DEVELOPMENT_TEST-R0112,B1,random_forest,-1.0,112,120.0,ANCHOR-publishedv2-developmenttest-B1-T-JJA-R0112,2020.0,0.513492469151723,0.6757499893506368,120,0.2401147210595378,0.05,separate_truth_and_prediction_calendar_year_anomaly_means_removed
SCI-DENSE-BLK-B1-T-D120-PUBLISHED_V2-DEVELOPMENT_TEST-R0112,B1,xgboost,-1.0,112,120.0,ANCHOR-publishedv2-developmenttest-B1-T-JJA-R0112,2020.0,0.515014910697937,0.6757499893506368,120,0.2378617553618586,0.05,separate_truth_and_prediction_calendar_year_anomaly_means_removed
SCI-DENSE-BLK-B1-T-D120-PUBLISHED_V2-DEVELOPMENT_TEST-R0113,B1,air_hydro,-1.0,113,120.0,ANCHOR-publishedv2-developmenttest-B1-T-JJA-R0113,2020.0,0.7250632968566104,0.6113958607117335,120,-0.1859146315000486,0.05,separate_truth_and_prediction_calendar_year_anomaly_means_removed
SCI-DENSE-BLK-B1-T-D120-PUBLISHED_V2-DEVELOPMENT_TEST-R0113,B1,air_only,-1.0,113,120.0,ANCHOR-publishedv2-developmenttest-B1-T-JJA-R0113,2020.0,0.6713003978104553,0.6113958607117335,120,-0.0979799520215694,0.05,separate_truth_and_prediction_calendar_year_anomaly_means_removed
SCI-DENSE-BLK-B1-T-D120-PUBLISHED_V2-DEVELOPMENT_TEST-R0113,B1,climatology,-1.0,113,120.0,ANCHOR-publishedv2-developmenttest-B1-T-JJA-R0113,2020.0,0.6113958607117335,0.6113958607117335,120,0.0,0.05,separate_truth_and_prediction_calendar_year_anomaly_means_removed
SCI-DENSE-BLK-B1-T-D120-PUBLISHED_V2-DEVELOPMENT_TEST-R0113,B1,donor_regression,-1.0,113,120.0,ANCHOR-publishedv2-developmenttest-B1-T-JJA-R0113,2020.0,0.4087276133156716,0.6113958607117335,120,0.33148449379446776,0.05,separate_truth_and_prediction_calendar_year_anomaly_means_removed
SCI-DENSE-BLK-B1-T-D120-PUBLISHED_V2-DEVELOPMENT_TEST-R0113,B1,kalman,-1.0,113,120.0,ANCHOR-publishedv2-developmenttest-B1-T-JJA-R0113,2020.0,0.7073998779006693,0.6113958607117335,120,-0.15702431658136562,0.05,separate_truth_and_prediction_calendar_year_anomaly_means_removed
SCI-DENSE-BLK-B1-T-D120-PUBLISHED_V2-DEVELOPMENT_TEST-R0113,B1,linear,-1.0,113,120.0,ANCHOR-publishedv2-developmenttest-B1-T-JJA-R0113,2020.0,0.8356577589820569,0.6113958607117335,120,-0.36680310201848165,0.05,separate_truth_and_prediction_calendar_year_anomaly_means_removed
SCI-DENSE-BLK-B1-T-D120-PUBLISHED_V2-DEVELOPMENT_TEST-R0113,B1,pchip,-1.0,113,120.0,ANCHOR-publishedv2-developmenttest-B1-T-JJA-R0113,2020.0,0.9088226952750821,0.6113958607117335,120,-0.4864717831375409,0.05,separate_truth_and_prediction_calendar_year_anomaly_means_removed
SCI-DENSE-BLK-B1-T-D120-PUBLISHED_V2-DEVELOPMENT_TEST-R0113,B1,random_forest,-1.0,113,120.0,ANCHOR-publishedv2-developmenttest-B1-T-JJA-R0113,2020.0,0.47565929222342246,0.6113958607117335,120,0.2220109379384715,0.05,separate_truth_and_prediction_calendar_year_anomaly_means_removed
SCI-DENSE-BLK-B1-T-D120-PUBLISHED_V2-DEVELOPMENT_TEST-R0113,B1,xgboost,-1.0,113,120.0,ANCHOR-publishedv2-developmenttest-B1-T-JJA-R0113,2020.0,0.4991291586558024,0.6113958607117335,120,0.1836235886929951,0.05,separate_truth_and_prediction_calendar_year_anomaly_means_removed
SCI-DENSE-BLK-B1-T-D120-PUBLISHED_V2-DEVELOPMENT_TEST-R0114,B1,air_hydro,-1.0,114,120.0,ANCHOR-publishedv2-developmenttest-B1-T-JJA-R0114,2020.0,0.7781120257560578,0.6851250143845876,120,-0.13572269209145071,0.05,separate_truth_and_prediction_calendar_year_anomaly_means_removed
SCI-DENSE-BLK-B1-T-D120-PUBLISHED_V2-DEVELOPMENT_TEST-R0114,B1,air_only,-1.0,114,120.0,ANCHOR-publishedv2-developmenttest-B1-T-JJA-R0114,2020.0,0.7028817653583274,0.6851250143845876,120,-0.02591753417394882,0.05,separate_truth_and_prediction_calendar_year_anomaly_means_removed
SCI-DENSE-BLK-B1-T-D120-PUBLISHED_V2-DEVELOPMENT_TEST-R0114,B1,climatology,-1.0,114,120.0,ANCHOR-publishedv2-developmenttest-B1-T-JJA-R0114,2020.0,0.6851250143845876,0.6851250143845876,120,0.0,0.05,separate_truth_and_prediction_calendar_year_anomaly_means_removed
SCI-DENSE-BLK-B1-T-D120-PUBLISHED_V2-DEVELOPMENT_TEST-R0114,B1,donor_regression,-1.0,114,120.0,ANCHOR-publishedv2-developmenttest-B1-T-JJA-R0114,2020.0,0.44284003946026296,0.6851250143845876,120,0.3536361537491909,0.05,separate_truth_and_prediction_calendar_year_anomaly_means_removed
SCI-DENSE-BLK-B1-T-D120-PUBLISHED_V2-DEVELOPMENT_TEST-R0114,B1,kalman,-1.0,114,120.0,ANCHOR-publishedv2-developmenttest-B1-T-JJA-R0114,2020.0,0.7364435779597075,0.6851250143845876,120,-0.07490394088328056,0.05,separate_truth_and_prediction_calendar_year_anomaly_means_removed
SCI-DENSE-BLK-B1-T-D120-PUBLISHED_V2-DEVELOPMENT_TEST-R0114,B1,linear,-1.0,114,120.0,ANCHOR-publishedv2-developmenttest-B1-T-JJA-R0114,2020.0,0.8629339829839843,0.6851250143845876,120,-0.25952777210902633,0.05,separate_truth_and_prediction_calendar_year_anomaly_means_removed
SCI-DENSE-BLK-B1-T-D120-PUBLISHED_V2-DEVELOPMENT_TEST-R0114,B1,pchip,-1.0,114,120.0,ANCHOR-publishedv2-developmenttest-B1-T-JJA-R0114,2020.0,1.164352021180538,0.6851250143845876,120,-0.6994738138796688,0.05,separate_truth_and_prediction_calendar_year_anomaly_means_removed
SCI-DENSE-BLK-B1-T-D120-PUBLISHED_V2-DEVELOPMENT_TEST-R0114,B1,random_forest,-1.0,114,120.0,ANCHOR-publishedv2-developmenttest-B1-T-JJA-R0114,2020.0,0.5252101853337522,0.6851250143845876,120,0.23340970726996246,0.05,separate_truth_and_prediction_calendar_year_anomaly_means_removed
SCI-DENSE-BLK-B1-T-D120-PUBLISHED_V2-DEVELOPMENT_TEST-R0114,B1,xgboost,-1.0,114,120.0,ANCHOR-publishedv2-developmenttest-B1-T-JJA-R0114,2020.0,0.5205857663684421,0.6851250143845876,120,0.24015945201467004,0.05,separate_truth_and_prediction_calendar_year_anomaly_means_removed
SCI-DENSE-BLK-B1-T-D120-PUBLISHED_V2-DEVELOPMENT_TEST-R0115,B1,air_hydro,-1.0,115,120.0,ANCHOR-publishedv2-developmenttest-B1-T-JJA-R0115,2020.0,0.7245343366794986,0.6029166936874389,120,-0.20171550110554426,0.05,separate_truth_and_prediction_calendar_year_anomaly_means_removed
SCI-DENSE-BLK-B1-T-D120-PUBLISHED_V2-DEVELOPMENT_TEST-R0115,B1,air_only,-1.0,115,120.0,ANCHOR-publishedv2-developmenttest-B1-T-JJA-R0115,2020.0,0.661503687938936,0.6029166936874389,120,-0.09717261914441111,0.05,separate_truth_and_prediction_calendar_year_anomaly_means_removed
SCI-DENSE-BLK-B1-T-D120-PUBLISHED_V2-DEVELOPMENT_TEST-R0115,B1,climatology,-1.0,115,120.0,ANCHOR-publishedv2-developmenttest-B1-T-JJA-R0115,2020.0,0.6029166936874389,0.6029166936874389,120,0.0,0.05,separate_truth_and_prediction_calendar_year_anomaly_means_removed
SCI-DENSE-BLK-B1-T-D120-PUBLISHED_V2-DEVELOPMENT_TEST-R0115,B1,donor_regression,-1.0,115,120.0,ANCHOR-publishedv2-developmenttest-B1-T-JJA-R0115,2020.0,0.40277765567829765,0.6029166936874389,120,0.3319513957808844,0.05,separate_truth_and_prediction_calendar_year_anomaly_means_removed
SCI-DENSE-BLK-B1-T-D120-PUBLISHED_V2-DEVELOPMENT_TEST-R0115,B1,kalman,-1.0,115,120.0,ANCHOR-publishedv2-developmenttest-B1-T-JJA-R0115,2020.0,0.7577326907204477,0.6029166936874389,120,-0.25677842171885135,0.05,separate_truth_and_prediction_calendar_year_anomaly_means_removed
SCI-DENSE-BLK-B1-T-D120-PUBLISHED_V2-DEVELOPMENT_TEST-R0115,B1,linear,-1.0,115,120.0,ANCHOR-publishedv2-developmenttest-B1-T-JJA-R0115,2020.0,0.8250000344382392,0.6029166936874389,120,-0.368348302636204,0.05,separate_truth_and_prediction_calendar_year_anomaly_means_removed
SCI-DENSE-BLK-B1-T-D120-PUBLISHED_V2-DEVELOPMENT_TEST-R0115,B1,pchip,-1.0,115,120.0,ANCHOR-publishedv2-developmenttest-B1-T-JJA-R0115,2020.0,1.1439886543821756,0.6029166936874389,120,-0.8974240825636128,0.05,separate_truth_and_prediction_calendar_year_anomaly_means_removed
SCI-DENSE-BLK-B1-T-D120-PUBLISHED_V2-DEVELOPMENT_TEST-R0115,B1,random_forest,-1.0,115,120.0,ANCHOR-publishedv2-developmenttest-B1-T-JJA-R0115,2020.0,0.47531416322440107,0.6029166936874389,120,0.21164205900921518,0.05,separate_truth_and_prediction_calendar_year_anomaly_means_removed
SCI-DENSE-BLK-B1-T-D120-PUBLISHED_V2-DEVELOPMENT_TEST-R0115,B1,xgboost,-1.0,115,120.0,ANCHOR-publishedv2-developmenttest-B1-T-JJA-R0115,2020.0,0.49349887635972767,0.6029166936874389,120,0.1814808222650327,0.05,separate_truth_and_prediction_calendar_year_anomaly_means_removed
SCI-DENSE-BLK-B1-T-D120-PUBLISHED_V2-DEVELOPMENT_TEST-R0116,B1,air_hydro,-1.0,116,120.0,ANCHOR-publishedv2-developmenttest-B1-T-SON-R0116,2019.0,0.8363893698807925,1.1129999375343322,120,0.2485270289110032,0.05,separate_truth_and_prediction_calendar_year_anomaly_means_removed
SCI-DENSE-BLK-B1-T-D120-PUBLISHED_V2-DEVELOPMENT_TEST-R0116,B1,air_only,-1.0,116,120.0,ANCHOR-publishedv2-developmenttest-B1-T-SON-R0116,2019.0,0.8270913806236013,1.1129999375343322,120,0.2568810179307953,0.05,separate_truth_and_prediction_calendar_year_anomaly_means_removed
SCI-DENSE-BLK-B1-T-D120-PUBLISHED_V2-DEVELOPMENT_TEST-R0116,B1,climatology,-1.0,116,120.0,ANCHOR-publishedv2-developmenttest-B1-T-SON-R0116,2019.0,1.1129999375343322,1.1129999375343322,120,0.0,0.05,separate_truth_and_prediction_calendar_year_anomaly_means_removed
SCI-DENSE-BLK-B1-T-D120-PUBLISHED_V2-DEVELOPMENT_TEST-R0116,B1,donor_regression,-1.0,116,120.0,ANCHOR-publishedv2-developmenttest-B1-T-SON-R0116,2019.0,0.4571783802063762,1.1129999375343322,120,0.5892377305795906,0.05,separate_truth_and_prediction_calendar_year_anomaly_means_removed
SCI-DENSE-BLK-B1-T-D120-PUBLISHED_V2-DEVELOPMENT_TEST-R0116,B1,kalman,-1.0,116,120.0,ANCHOR-publishedv2-developmenttest-B1-T-SON-R0116,2019.0,1.477960568376779,1.1129999375343322,120,-0.3279071440479653,0.05,separate_truth_and_prediction_calendar_year_anomaly_means_removed
SCI-DENSE-BLK-B1-T-D120-PUBLISHED_V2-DEVELOPMENT_TEST-R0116,B1,linear,-1.0,116,120.0,ANCHOR-publishedv2-developmenttest-B1-T-SON-R0116,2019.0,1.6950642228400195,1.1129999375343322,120,-0.5229688391494025,0.05,separate_truth_and_prediction_calendar_year_anomaly_means_removed
SCI-DENSE-BLK-B1-T-D120-PUBLISHED_V2-DEVELOPMENT_TEST-R0116,B1,pchip,-1.0,116,120.0,ANCHOR-publishedv2-developmenttest-B1-T-SON-R0116,2019.0,2.1427794699656078,1.1129999375343322,120,-0.9252287423416952,0.05,separate_truth_and_prediction_calendar_year_anomaly_means_removed
SCI-DENSE-BLK-B1-T-D120-PUBLISHED_V2-DEVELOPMENT_TEST-R0116,B1,random_forest,-1.0,116,120.0,ANCHOR-publishedv2-developmenttest-B1-T-SON-R0116,2019.0,0.47247167547373964,1.1129999375343322,120,0.5754971230991957,0.05,separate_truth_and_prediction_calendar_year_anomaly_means_removed
SCI-DENSE-BLK-B1-T-D120-PUBLISHED_V2-DEVELOPMENT_TEST-R0116,B1,xgboost,-1.0,116,120.0,ANCHOR-publishedv2-developmenttest-B1-T-SON-R0116,2019.0,0.4865034121274948,1.1129999375343322,120,0.5628899915257293,0.05,separate_truth_and_prediction_calendar_year_anomaly_means_removed
SCI-DENSE-BLK-B1-T-D120-PUBLISHED_V2-DEVELOPMENT_TEST-R0117,B1,air_hydro,-1.0,117,120.0,ANCHOR-publishedv2-developmenttest-B1-T-SON-R0117,2018.0,0.5974612912023385,0.7487430481778251,120,0.2020476281464686,0.05,separate_truth_and_prediction_calendar_year_anomaly_means_removed
SCI-DENSE-BLK-B1-T-D120-PUBLISHED_V2-DEVELOPMENT_TEST-R0117,B1,air_only,-1.0,117,120.0,ANCHOR-publishedv2-developmenttest-B1-T-SON-R0117,2018.0,0.6712291879234118,0.7487430481778251,120,0.10352531545108101,0.05,separate_truth_and_prediction_calendar_year_anomaly_means_removed
SCI-DENSE-BLK-B1-T-D120-PUBLISHED_V2-DEVELOPMENT_TEST-R0117,B1,climatology,-1.0,117,120.0,ANCHOR-publishedv2-developmenttest-B1-T-SON-R0117,2018.0,0.7487430481778251,0.7487430481778251,120,0.0,0.05,separate_truth_and_prediction_calendar_year_anomaly_means_removed
SCI-DENSE-BLK-B1-T-D120-PUBLISHED_V2-DEVELOPMENT_TEST-R0117,B1,donor_regression,-1.0,117,120.0,ANCHOR-publishedv2-developmenttest-B1-T-SON-R0117,2018.0,0.4985934442080809,0.7487430481778251,120,0.33409272323598815,0.05,separate_truth_and_prediction_calendar_year_anomaly_means_removed
SCI-DENSE-BLK-B1-T-D120-PUBLISHED_V2-DEVELOPMENT_TEST-R0117,B1,kalman,-1.0,117,120.0,ANCHOR-publishedv2-developmenttest-B1-T-SON-R0117,2018.0,0.8652547705002345,0.7487430481778251,120,-0.15560975505009034,0.05,separate_truth_and_prediction_calendar_year_anomaly_means_removed
SCI-DENSE-BLK-B1-T-D120-PUBLISHED_V2-DEVELOPMENT_TEST-R0117,B1,linear,-1.0,117,120.0,ANCHOR-publishedv2-developmenttest-B1-T-SON-R0117,2018.0,0.8351608018482684,0.7487430481778251,120,-0.11541710321151344,0.05,separate_truth_and_prediction_calendar_year_anomaly_means_removed
SCI-DENSE-BLK-B1-T-D120-PUBLISHED_V2-DEVELOPMENT_TEST-R0117,B1,pchip,-1.0,117,120.0,ANCHOR-publishedv2-developmenttest-B1-T-SON-R0117,2018.0,1.598091133908447,0.7487430481778251,120,-1.134365237577342,0.05,separate_truth_and_prediction_calendar_year_anomaly_means_removed
SCI-DENSE-BLK-B1-T-D120-PUBLISHED_V2-DEVELOPMENT_TEST-R0117,B1,random_forest,-1.0,117,120.0,ANCHOR-publishedv2-developmenttest-B1-T-SON-R0117,2018.0,0.45936234433798967,0.7487430481778251,120,0.38648866863483455,0.05,separate_truth_and_prediction_calendar_year_anomaly_means_removed
SCI-DENSE-BLK-B1-T-D120-PUBLISHED_V2-DEVELOPMENT_TEST-R0117,B1,xgboost,-1.0,117,120.0,ANCHOR-publishedv2-developmenttest-B1-T-SON-R0117,2018.0,0.443050812681516,0.7487430481778251,120,0.40827388813860177,0.05,separate_truth_and_prediction_calendar_year_anomaly_means_removed
SCI-DENSE-BLK-B1-T-D120-PUBLISHED_V2-DEVELOPMENT_TEST-R0118,B1,air_hydro,-1.0,118,120.0,ANCHOR-publishedv2-developmenttest-B1-T-SON-R0118,2019.0,0.9207564705481471,1.1585555314355427,120,0.20525478014225484,0.05,separate_truth_and_prediction_calendar_year_anomaly_means_removed
SCI-DENSE-BLK-B1-T-D120-PUBLISHED_V2-DEVELOPMENT_TEST-R0118,B1,air_only,-1.0,118,120.0,ANCHOR-publishedv2-developmenttest-B1-T-SON-R0118,2019.0,0.9260371953467905,1.1585555314355427,120,0.20069675538180154,0.05,separate_truth_and_prediction_calendar_year_anomaly_means_removed
SCI-DENSE-BLK-B1-T-D120-PUBLISHED_V2-DEVELOPMENT_TEST-R0118,B1,climatology,-1.0,118,120.0,ANCHOR-publishedv2-developmenttest-B1-T-SON-R0118,2019.0,1.1585555314355427,1.1585555314355427,120,0.0,0.05,separate_truth_and_prediction_calendar_year_anomaly_means_removed
SCI-DENSE-BLK-B1-T-D120-PUBLISHED_V2-DEVELOPMENT_TEST-R0118,B1,donor_regression,-1.0,118,120.0,ANCHOR-publishedv2-developmenttest-B1-T-SON-R0118,2019.0,0.5026319593991252,1.1585555314355427,120,0.5661563509378578,0.05,separate_truth_and_prediction_calendar_year_anomaly_means_removed
SCI-DENSE-BLK-B1-T-D120-PUBLISHED_V2-DEVELOPMENT_TEST-R0118,B1,kalman,-1.0,118,120.0,ANCHOR-publishedv2-developmenttest-B1-T-SON-R0118,2019.0,1.6395029265226915,1.1585555314355427,120,-0.41512675226815987,0.05,separate_truth_and_prediction_calendar_year_anomaly_means_removed
SCI-DENSE-BLK-B1-T-D120-PUBLISHED_V2-DEVELOPMENT_TEST-R0118,B1,linear,-1.0,118,120.0,ANCHOR-publishedv2-developmenttest-B1-T-SON-R0118,2019.0,1.8333815371366244,1.1585555314355427,120,-0.5824718689702499,0.05,separate_truth_and_prediction_calendar_year_anomaly_means_removed
SCI-DENSE-BLK-B1-T-D120-PUBLISHED_V2-DEVELOPMENT_TEST-R0118,B1,pchip,-1.0,118,120.0,ANCHOR-publishedv2-developmenttest-B1-T-SON-R0118,2019.0,1.5129182137898596,1.1585555314355427,120,-0.30586594491093,0.05,separate_truth_and_prediction_calendar_year_anomaly_means_removed
SCI-DENSE-BLK-B1-T-D120-PUBLISHED_V2-DEVELOPMENT_TEST-R0118,B1,random_forest,-1.0,118,120.0,ANCHOR-publishedv2-developmenttest-B1-T-SON-R0118,2019.0,0.48748941693654346,1.1585555314355427,120,0.5792265422681075,0.05,separate_truth_and_prediction_calendar_year_anomaly_means_removed
SCI-DENSE-BLK-B1-T-D120-PUBLISHED_V2-DEVELOPMENT_TEST-R0118,B1,xgboost,-1.0,118,120.0,ANCHOR-publishedv2-developmenttest-B1-T-SON-R0118,2019.0,0.5161387360095978,1.1585555314355427,120,0.5544980607273431,0.05,separate_truth_and_prediction_calendar_year_anomaly_means_removed
SCI-DENSE-BLK-B1-T-D120-PUBLISHED_V2-DEVELOPMENT_TEST-R0119,B1,air_hydro,-1.0,119,120.0,ANCHOR-publishedv2-developmenttest-B1-T-SON-R0119,2018.0,0.6808438358942224,0.7519720936152671,120,0.09458895925124078,0.05,separate_truth_and_prediction_calendar_year_anomaly_means_removed
SCI-DENSE-BLK-B1-T-D120-PUBLISHED_V2-DEVELOPMENT_TEST-R0119,B1,air_only,-1.0,119,120.0,ANCHOR-publishedv2-developmenttest-B1-T-SON-R0119,2018.0,0.6757479295352842,0.7519720936152671,120,0.10136568195439122,0.05,separate_truth_and_prediction_calendar_year_anomaly_means_removed
SCI-DENSE-BLK-B1-T-D120-PUBLISHED_V2-DEVELOPMENT_TEST-R0119,B1,climatology,-1.0,119,120.0,ANCHOR-publishedv2-developmenttest-B1-T-SON-R0119,2018.0,0.7519720936152671,0.7519720936152671,120,0.0,0.05,separate_truth_and_prediction_calendar_year_anomaly_means_removed
SCI-DENSE-BLK-B1-T-D120-PUBLISHED_V2-DEVELOPMENT_TEST-R0119,B1,donor_regression,-1.0,119,120.0,ANCHOR-publishedv2-developmenttest-B1-T-SON-R0119,2018.0,0.4186885698992355,0.7519720936152671,120,0.443212622577122,0.05,separate_truth_and_prediction_calendar_year_anomaly_means_removed
SCI-DENSE-BLK-B1-T-D120-PUBLISHED_V2-DEVELOPMENT_TEST-R0119,B1,kalman,-1.0,119,120.0,ANCHOR-publishedv2-developmenttest-B1-T-SON-R0119,2018.0,1.0451515363286492,0.7519720936152671,120,-0.38988074850472065,0.05,separate_truth_and_prediction_calendar_year_anomaly_means_removed
SCI-DENSE-BLK-B1-T-D120-PUBLISHED_V2-DEVELOPMENT_TEST-R0119,B1,linear,-1.0,119,120.0,ANCHOR-publishedv2-developmenttest-B1-T-SON-R0119,2018.0,1.3798804251900278,0.7519720936152671,120,-0.8350154705289086,0.05,separate_truth_and_prediction_calendar_year_anomaly_means_removed
SCI-DENSE-BLK-B1-T-D120-PUBLISHED_V2-DEVELOPMENT_TEST-R0119,B1,pchip,-1.0,119,120.0,ANCHOR-publishedv2-developmenttest-B1-T-SON-R0119,2018.0,1.3512970235573833,0.7519720936152671,120,-0.7970042173516483,0.05,separate_truth_and_prediction_calendar_year_anomaly_means_removed
SCI-DENSE-BLK-B1-T-D120-PUBLISHED_V2-DEVELOPMENT_TEST-R0119,B1,random_forest,-1.0,119,120.0,ANCHOR-publishedv2-developmenttest-B1-T-SON-R0119,2018.0,0.485501575597899,0.7519720936152671,120,0.35436224333306554,0.05,separate_truth_and_prediction_calendar_year_anomaly_means_removed
SCI-DENSE-BLK-B1-T-D120-PUBLISHED_V2-DEVELOPMENT_TEST-R0119,B1,xgboost,-1.0,119,120.0,ANCHOR-publishedv2-developmenttest-B1-T-SON-R0119,2018.0,0.4498759933312734,0.7519720936152671,120,0.40173844594631414,0.05,separate_truth_and_prediction_calendar_year_anomaly_means_removed
SCI-DENSE-BLK-B1-T-D120-PUBLISHED_V2-DEVELOPMENT_TEST-R0120,B1,air_hydro,-1.0,120,120.0,ANCHOR-publishedv2-developmenttest-B1-T-SON-R0120,2019.0,0.6896901354807948,1.038263861503866,120,0.3357274956273466,0.05,separate_truth_and_prediction_calendar_year_anomaly_means_removed
SCI-DENSE-BLK-B1-T-D120-PUBLISHED_V2-DEVELOPMENT_TEST-R0120,B1,air_only,-1.0,120,120.0,ANCHOR-publishedv2-developmenttest-B1-T-SON-R0120,2019.0,0.7420377752864316,1.038263861503866,120,0.28530905986496324,0.05,separate_truth_and_prediction_calendar_year_anomaly_means_removed
SCI-DENSE-BLK-B1-T-D120-PUBLISHED_V2-DEVELOPMENT_TEST-R0120,B1,climatology,-1.0,120,120.0,ANCHOR-publishedv2-developmenttest-B1-T-SON-R0120,2019.0,1.038263861503866,1.038263861503866,120,0.0,0.05,separate_truth_and_prediction_calendar_year_anomaly_means_removed
SCI-DENSE-BLK-B1-T-D120-PUBLISHED_V2-DEVELOPMENT_TEST-R0120,B1,donor_regression,-1.0,120,120.0,ANCHOR-publishedv2-developmenttest-B1-T-SON-R0120,2019.0,0.4340578687656377,1.038263861503866,120,0.5819387683041095,0.05,separate_truth_and_prediction_calendar_year_anomaly_means_removed
SCI-DENSE-BLK-B1-T-D120-PUBLISHED_V2-DEVELOPMENT_TEST-R0120,B1,kalman,-1.0,120,120.0,ANCHOR-publishedv2-developmenttest-B1-T-SON-R0120,2019.0,0.891038681519025,1.038263861503866,120,0.1417993878469329,0.05,separate_truth_and_prediction_calendar_year_anomaly_means_removed
SCI-DENSE-BLK-B1-T-D120-PUBLISHED_V2-DEVELOPMENT_TEST-R0120,B1,linear,-1.0,120,120.0,ANCHOR-publishedv2-developmenttest-B1-T-SON-R0120,2019.0,1.100100313475966,1.038263861503866,120,-0.0595575501226957,0.05,separate_truth_and_prediction_calendar_year_anomaly_means_removed
SCI-DENSE-BLK-B1-T-D120-PUBLISHED_V2-DEVELOPMENT_TEST-R0120,B1,pchip,-1.0,120,120.0,ANCHOR-publishedv2-developmenttest-B1-T-SON-R0120,2019.0,0.8016028231829814,1.038263861503866,120,0.2279392041808087,0.05,separate_truth_and_prediction_calendar_year_anomaly_means_removed
SCI-DENSE-BLK-B1-T-D120-PUBLISHED_V2-DEVELOPMENT_TEST-R0120,B1,random_forest,-1.0,120,120.0,ANCHOR-publishedv2-developmenttest-B1-T-SON-R0120,2019.0,0.46478458972704356,1.038263861503866,120,0.5523444405993004,0.05,separate_truth_and_prediction_calendar_year_anomaly_means_removed
SCI-DENSE-BLK-B1-T-D120-PUBLISHED_V2-DEVELOPMENT_TEST-R0120,B1,xgboost,-1.0,120,120.0,ANCHOR-publishedv2-developmenttest-B1-T-SON-R0120,2019.0,0.45748420417308805,1.038263861503866,120,0.5593757799578536,0.05,separate_truth_and_prediction_calendar_year_anomaly_means_removed
SCI-DENSE-BLK-B1-T-D150-PUBLISHED_V2-DEVELOPMENT_TEST-R0101,B1,air_hydro,-1.0,101,150.0,ANCHOR-publishedv2-developmenttest-B1-T-DJF-R0101,2019.0,0.357001821507029,0.33346103721018777,150,-0.07059530700734595,0.05,separate_truth_and_prediction_calendar_year_anomaly_means_removed
SCI-DENSE-BLK-B1-T-D150-PUBLISHED_V2-DEVELOPMENT_TEST-R0101,B1,air_only,-1.0,101,150.0,ANCHOR-publishedv2-developmenttest-B1-T-DJF-R0101,2019.0,0.3276013075588964,0.33346103721018777,150,0.01757245674131902,0.05,separate_truth_and_prediction_calendar_year_anomaly_means_removed
SCI-DENSE-BLK-B1-T-D150-PUBLISHED_V2-DEVELOPMENT_TEST-R0101,B1,climatology,-1.0,101,150.0,ANCHOR-publishedv2-developmenttest-B1-T-DJF-R0101,2019.0,0.33346103721018777,0.33346103721018777,150,0.0,0.05,separate_truth_and_prediction_calendar_year_anomaly_means_removed
SCI-DENSE-BLK-B1-T-D150-PUBLISHED_V2-DEVELOPMENT_TEST-R0101,B1,donor_regression,-1.0,101,150.0,ANCHOR-publishedv2-developmenttest-B1-T-DJF-R0101,2019.0,0.3504597524334651,0.33346103721018777,150,-0.05097661593538039,0.05,separate_truth_and_prediction_calendar_year_anomaly_means_removed
SCI-DENSE-BLK-B1-T-D150-PUBLISHED_V2-DEVELOPMENT_TEST-R0101,B1,kalman,-1.0,101,150.0,ANCHOR-publishedv2-developmenttest-B1-T-DJF-R0101,2019.0,0.47950383957585907,0.33346103721018777,150,-0.43796061929003516,0.05,separate_truth_and_prediction_calendar_year_anomaly_means_removed
SCI-DENSE-BLK-B1-T-D150-PUBLISHED_V2-DEVELOPMENT_TEST-R0101,B1,linear,-1.0,101,150.0,ANCHOR-publishedv2-developmenttest-B1-T-DJF-R0101,2019.0,0.9452703595133518,0.33346103721018777,150,-1.834725062399201,0.05,separate_truth_and_prediction_calendar_year_anomaly_means_removed
