analysis,station_id,gap_length,best_model,mean_skill,skill_ci_lower,skill_ci_upper,mean_MAE_degC,mean_climatology_MAE_degC,n_anchors,n_anchor_year_units
annual_mean_removed,P3,60.0,kalman,0.25946478692915176,0.1183568697363107,0.3979367336385981,0.32951703882370137,0.49568077750123185,20,20
annual_mean_removed,P3,90.0,kalman,0.20987291356746937,0.00746977146274298,0.3995947597562882,0.3956375744449251,0.5846110925247412,20,20
annual_mean_removed,P3,120.0,kalman,0.312556042665192,0.21399869075521502,0.4094636398313454,0.42713575966989614,0.7098622331715839,20,20
annual_mean_removed,P3,150.0,kalman,0.2657200297506055,0.19581807386315242,0.33456868983754373,0.5181335198677732,0.7968868672381931,20,20
annual_mean_removed,P3,180.0,kalman,0.1790320459817613,0.08277633388057896,0.26324085057527885,0.6564081559672941,0.8658128124498697,20,20
annual_mean_removed,P3,240.0,xgboost,0.12779438653067915,0.0936065369059902,0.16465993418513955,0.8548769664414804,0.9969667333970499,20,20
annual_mean_removed,P3,365.0,xgboost,0.16383279894767802,0.13045415528062895,0.19485769460110863,0.9584127623167108,1.1781098341178418,20,20
annual_mean_removed,S2,3.0,climatology,0.0,0.0,0.0,0.12111114660898847,0.12111114660898847,20,20
annual_mean_removed,S2,7.0,kalman,0.16779887884354766,0.0020741809644158208,0.31530334131601667,0.16081661369201022,0.2089796669629155,20,20
annual_mean_removed,S2,10.0,linear,0.24905485511341005,0.11658051784297076,0.3847475361426617,0.1655636657801542,0.24395005917549134,20,20
annual_mean_removed,S2,14.0,donor_regression,0.17773279218037713,0.093313962277288,0.26000842735568835,0.23515096609193403,0.3049235167552014,20,20
annual_mean_removed,S2,21.0,donor_regression,0.1940968749398782,0.10855123928105001,0.27693427159413886,0.27319016890693204,0.36806124883984764,20,20
annual_mean_removed,S2,30.0,donor_regression,0.15642770645979448,0.06043698093255413,0.25816640967019155,0.31718519528453537,0.4194889271789126,20,20
annual_mean_removed,S2,45.0,donor_regression,0.20797822182260278,0.08373563997139878,0.302439569681968,0.35510288299268056,0.48211611348898514,20,20
annual_mean_removed,S2,60.0,xgboost,0.24063865081010052,0.1422312687311729,0.32762212346359654,0.3675725710450878,0.5264084152148765,20,20
annual_mean_removed,S2,90.0,xgboost,0.2543673501626341,0.20499540172907488,0.3049422879694719,0.37797920441170785,0.5284810586057478,20,20
annual_mean_removed,S2,120.0,xgboost,0.2612555975488946,0.2122923631142281,0.311566165514646,0.37609171778333705,0.5288831358192809,20,20
annual_mean_removed,S2,150.0,xgboost,0.25748121435200855,0.2117629115070877,0.3109208094717008,0.37029759659018585,0.5134635726177041,20,20
annual_mean_removed,S2,180.0,xgboost,0.27891520585419577,0.2274819377235292,0.33131110522420554,0.37140213161012847,0.5276726321735563,20,20
annual_mean_removed,S2,240.0,xgboost,0.3046667028547946,0.25400127682439916,0.3563460971400152,0.38095179872553214,0.5636481126782769,20,20
annual_mean_removed,S2,365.0,xgboost,0.33414758024964797,0.3139341020155981,0.35293084906471917,0.40677352784768717,0.6137986466927565,20,20
bridge_2016_2017_climatology,B1,1.0,pchip,0.6900833420780419,0.49191421967825716,0.8395344850571468,0.11830299904434267,0.7699999284744263,20,20
bridge_2016_2017_climatology,B1,3.0,pchip,0.6399924186926957,0.4888956288051487,0.7683456699521592,0.161438101057993,0.7608332991600035,20,20
bridge_2016_2017_climatology,B1,7.0,random_forest,0.3083923633805878,0.10181967924928735,0.4863886419838734,0.44152494004166165,0.7635714183534894,20,20
bridge_2016_2017_climatology,B1,10.0,random_forest,0.33558229701001263,0.13494426613898955,0.4857179018670277,0.4306379535283436,0.771500007867813,20,20
bridge_2016_2017_climatology,B1,14.0,pchip,0.37908198857756314,0.23373042721487491,0.5133141992782078,0.3906544315357793,0.7755356996400016,20,20
bridge_2016_2017_climatology,B1,21.0,random_forest,0.3500799146483546,0.234707235811561,0.45898137781605114,0.46485729413327903,0.7915476075808207,20,20
bridge_2016_2017_climatology,B1,30.0,random_forest,0.3579135779670117,0.23882333248127324,0.4622089279678977,0.4724939308131605,0.8139999926884969,20,20
bridge_2016_2017_climatology,B1,45.0,random_forest,0.3782416546621013,0.29242221823119086,0.4588722662333173,0.4841447741120503,0.8288333290682898,20,20
bridge_2016_2017_climatology,B1,60.0,random_forest,0.4032860669632801,0.3285781446524129,0.46304150828021867,0.4757818786242637,0.8194166640639307,20,20
bridge_2016_2017_climatology,B1,90.0,random_forest,0.3882386986849736,0.3318253267597853,0.43733907844472314,0.47939031669208265,0.7979999861849678,20,20
bridge_2016_2017_climatology,B1,120.0,random_forest,0.36826118500729377,0.32693929761417634,0.40185654008453786,0.49397819069185295,0.798249995201826,20,20
bridge_2016_2017_climatology,B1,150.0,random_forest,0.3547166284089439,0.3313997033815929,0.3787786574802745,0.5046269403100052,0.8051166601101556,20,20
bridge_2016_2017_climatology,B1,180.0,random_forest,0.3553891229913601,0.32723014442087317,0.3829519171127571,0.5061928915687719,0.8029999978012509,20,20
bridge_2016_2017_climatology,B1,240.0,random_forest,0.35564683672231395,0.3302641769613816,0.3784758555637215,0.49734693939136393,0.7804479164232809,20,20
bridge_2016_2017_climatology,B1,365.0,random_forest,0.3451366172340164,0.3345548635392758,0.35660545058736587,0.504916381297337,0.7753219175371405,20,20
bridge_2016_2017_climatology,P3,1.0,pchip,0.9478420656079805,0.9253785803583534,0.9677760900016855,0.05311899173306252,1.4750000667572025,20,20
bridge_2016_2017_climatology,P3,3.0,linear,0.837945085684024,0.7827189073407899,0.893646511210057,0.1366666316986084,1.4874999682108563,20,20
bridge_2016_2017_climatology,P3,7.0,kalman,0.7344085665825706,0.5191325040197575,0.8859059685823362,0.164117926640329,1.4510714013235912,20,20
bridge_2016_2017_climatology,P3,10.0,kalman,0.7066476778994341,0.504493485488065,0.8519242951746229,0.18901657413025336,1.4172500047683718,20,20
bridge_2016_2017_climatology,P3,14.0,pchip,0.7109746549513377,0.6033258958678167,0.8082428348074181,0.21952894364656594,1.3805357088361472,20,20
bridge_2016_2017_climatology,P3,21.0,kalman,0.6096265270629468,0.5124484302917036,0.6998373305344808,0.28416080761095885,1.342619067146665,20,20
bridge_2016_2017_climatology,P3,30.0,linear,0.47952160816801814,0.3264736065840549,0.6108538039535641,0.3684031938737439,1.280750026067098,20,20
bridge_2016_2017_climatology,P3,45.0,kalman,0.504295896586456,0.415588636572336,0.587289907020192,0.3862469367279244,1.2248889189826118,20,20
bridge_2016_2017_climatology,P3,60.0,kalman,0.4289597510997728,0.3040120434169181,0.5356223350227374,0.4363518243833745,1.1896666838328045,20,20
bridge_2016_2017_climatology,P3,90.0,kalman,0.37920517681840354,0.22636171088079063,0.5012900561211747,0.48016754285477947,1.1388889059490628,20,20
bridge_2016_2017_climatology,P3,120.0,kalman,0.17148908848657912,0.02101132996419302,0.3104284986270046,0.6831976065236482,1.0911458540757497,20,20
bridge_2016_2017_climatology,P3,150.0,xgboost,-0.0824177804178183,-0.25126405234091054,0.07120414059633177,0.9129704411824544,1.0563166805903117,20,20
bridge_2016_2017_climatology,P3,180.0,xgboost,-0.11832747107034955,-0.23759154545523722,0.0027357815822149313,0.9182780493630303,1.0156389072736105,20,20
bridge_2016_2017_climatology,P3,240.0,xgboost,-0.18732378205977163,-0.2691367605865648,-0.09861880847921692,0.9611064499616621,0.9735312752723695,20,20
bridge_2016_2017_climatology,P3,365.0,xgboost,-0.3741679471049727,-0.5547929486208988,-0.17719423627114433,1.0513433951547702,0.9079246765032206,20,20
bridge_2016_2017_climatology,S2,1.0,pchip,0.7571057666457973,0.6371591325726919,0.858278430167874,0.14587905668282244,0.8600000095367433,20,20
bridge_2016_2017_climatology,S2,3.0,linear,0.5411814115444524,0.23968576992956958,0.7871041613059188,0.1700000802675883,0.8633333508173628,20,20
bridge_2016_2017_climatology,S2,7.0,pchip,0.5832635392008321,0.43586101612327655,0.7250303228349647,0.20976717104431897,0.8760714571816581,20,20
bridge_2016_2017_climatology,S2,10.0,pchip,0.4655767455000139,0.23073840440607346,0.6703687322292691,0.2908159495119684,0.89349999666214,20,20
bridge_2016_2017_climatology,S2,14.0,pchip,0.4030098538565798,0.18140566258813426,0.5846659603412538,0.36435151044380965,0.9057142979758128,20,20
bridge_2016_2017_climatology,S2,21.0,random_forest,0.3191976256720557,0.2074109334854275,0.4163531449429937,0.5554409168860944,0.919761904761905,20,20
bridge_2016_2017_climatology,S2,30.0,kalman,0.3596447978839627,0.22928210517910283,0.4783774510347157,0.47641874665692796,0.8949999934832255,20,20
bridge_2016_2017_climatology,S2,45.0,xgboost,0.37588806773680694,0.3106810668616403,0.43714265202592617,0.5171739053726196,0.8758888706631132,20,20
bridge_2016_2017_climatology,S2,60.0,xgboost,0.4038469698139414,0.34195072563802237,0.46021236642079666,0.5105643073717753,0.8884166507720949,20,20
bridge_2016_2017_climatology,S2,90.0,xgboost,0.36471240347015826,0.33185272145069733,0.4021741533979885,0.5196253270573086,0.8410277634726631,20,20
bridge_2016_2017_climatology,S2,120.0,xgboost,0.33986302212400243,0.3067112232302197,0.37789329543444306,0.5166897090276082,0.8032083280881246,20,20
bridge_2016_2017_climatology,S2,150.0,xgboost,0.33657591356446837,0.30714193046734617,0.3709303212825818,0.5120379741986593,0.7818333269119264,20,20
bridge_2016_2017_climatology,S2,180.0,xgboost,0.32947524961787183,0.29970349809072966,0.361777280741751,0.51172773109542,0.7735416565206317,20,20
bridge_2016_2017_climatology,S2,240.0,xgboost,0.3433912384872367,0.3207783892001148,0.36781543848879894,0.5176984583338102,0.7910312398870786,20,20
bridge_2016_2017_climatology,S2,365.0,xgboost,0.3427338956921465,0.3282726678939644,0.3580097071162993,0.5144223013316116,0.7825890299392074,20,20
original_training_climatology,B1,1.0,linear,0.6350197414418275,0.5342274889440195,0.8761260460631144,0.1275000512599945,0.7224999666213989,20,20
original_training_climatology,B1,3.0,pchip,0.6376081294503102,0.5931724073797849,0.8904727110249758,0.161438101057993,0.6974999924500783,20,20
original_training_climatology,B1,7.0,random_forest,0.2121693740544314,0.1596352705828232,0.3303011483184734,0.44152494004166165,0.6882142509732927,20,20
original_training_climatology,B1,10.0,random_forest,0.2641901306979951,0.2206951713315428,0.3904926202026983,0.4306379535283436,0.6807499921321869,20,20
original_training_climatology,B1,14.0,random_forest,0.3074449595266916,0.2428511702408922,0.3571280824577643,0.44821931210425453,0.7044642499514988,20,20
original_training_climatology,B1,21.0,random_forest,0.3086134305055478,0.2572855686914858,0.3517856031915817,0.46485729413327903,0.734999961796261,20,20
original_training_climatology,B1,30.0,random_forest,0.3036464771107471,0.2183796207725166,0.3318576786479763,0.4724939308131605,0.7571666431427002,20,20
original_training_climatology,B1,45.0,random_forest,0.2922009810331453,0.167489036436747,0.3122653913565559,0.4841447741120503,0.7706666524542704,20,20
original_training_climatology,B1,60.0,random_forest,0.3018800199164397,0.1690413658745556,0.35936152287251,0.4757818786242637,0.7492083216210207,20,20
original_training_climatology,B1,90.0,random_forest,0.2496693283344928,0.0605889222763594,0.3370607382739554,0.47939031669208265,0.6991110970576603,20,20
original_training_climatology,B1,120.0,random_forest,0.2465993772447863,0.1169630165956597,0.3041079151430453,0.49397819069185295,0.7055208216607571,20,20
original_training_climatology,B1,150.0,random_forest,0.2477087603940593,0.0984405713416561,0.3260736052686206,0.5046269403100052,0.7220666540861129,20,20
original_training_climatology,B1,180.0,random_forest,0.2477531401261384,0.0660588183753336,0.3414303938041716,0.5061928915687719,0.7175138778818978,20,20
original_training_climatology,B1,240.0,random_forest,0.2825353093961594,0.0723287463915007,0.392212460290663,0.49734693939136393,0.7263229056199391,20,20
original_training_climatology,B1,365.0,random_forest,0.3084850596478705,0.0933014808311365,0.4044292094598587,0.504916381297337,0.7450753291828992,20,20
original_training_climatology,P3,1.0,pchip,0.911615489728444,0.8582807687507538,0.9493316218773676,0.05311899173306252,1.2924999475479126,20,20
original_training_climatology,P3,3.0,linear,0.809147381796271,0.5920934519560928,0.9219724698754406,0.1366666316986084,1.2799999634424846,20,20
original_training_climatology,P3,7.0,kalman,0.7063594131445277,0.3179836320714466,0.8868079664403613,0.164117926640329,1.2860714537756783,20,20
original_training_climatology,P3,10.0,kalman,0.6947659993565992,0.3452570898576354,0.8522334369990228,0.18901657413025336,1.2932500410079957,20,20
original_training_climatology,P3,14.0,pchip,0.706143948263089,0.4704852582777183,0.8106289563640451,0.21952894364656594,1.3025000061307634,20,20
original_training_climatology,P3,21.0,kalman,0.6728616117499194,0.5020193598535921,0.7765678490788638,0.28416080761095885,1.3078571319580077,20,20
original_training_climatology,P3,30.0,linear,0.5834328192875831,0.4827755589645081,0.6323342881836277,0.3684031938737439,1.306166684627533,20,20
original_training_climatology,P3,45.0,kalman,0.5924299494645494,0.5490736244669434,0.616541329429103,0.3862469367279244,1.3131666564941407,20,20
original_training_climatology,P3,60.0,kalman,0.5238881253794438,0.3887633995037666,0.5853140023657115,0.4363518243833745,1.32858332157135,20,20
original_training_climatology,P3,90.0,kalman,0.4791047953869548,0.4205682127447068,0.5105635973420681,0.48016754285477947,1.2955555327733355,20,20
original_training_climatology,P3,120.0,kalman,0.3467380298480146,0.2025907317870666,0.5097860617005043,0.6831976065236482,1.2506041512886683,20,20
original_training_climatology,P3,150.0,xgboost,0.2261464343947873,0.1808126610676762,0.2670973868792703,0.9129704411824544,1.2288666542371114,20,20
original_training_climatology,P3,180.0,xgboost,0.2165722231752277,0.1879301491427492,0.2355860198739737,0.9182780493630303,1.2178888705041675,20,20
original_training_climatology,P3,240.0,xgboost,0.207267166721064,0.1574529487706955,0.2416878333026881,0.9611064499616621,1.2355104019244514,20,20
original_training_climatology,P3,365.0,xgboost,0.2085251650075607,0.1297367398785947,0.2957149156276979,1.0513433951547702,1.3474931415139813,20,20
original_training_climatology,S2,1.0,pchip,0.7338302173359776,0.6538984774715614,0.919646891805146,0.14587905668282244,0.700000011920929,20,20
original_training_climatology,S2,3.0,linear,0.5126531982117257,-0.0625770532953289,0.7145134375634884,0.1700000802675883,0.6958333770434062,20,20
original_training_climatology,S2,7.0,pchip,0.5676385982092074,0.3797375347912528,0.7602897736758868,0.20976717104431897,0.6935714704649789,20,20
original_training_climatology,S2,10.0,pchip,0.4425713603847316,0.3493405849062639,0.6653687023370956,0.2908159495119684,0.6955000388622284,20,20
original_training_climatology,S2,14.0,pchip,0.3352451759296687,0.2649576271688636,0.5148236509149503,0.36435151044380965,0.7012500337191991,20,20
original_training_climatology,S2,21.0,xgboost,0.2072653829812987,0.1950751644327412,0.2341117178965922,0.5131822415760585,0.7041666706403096,20,20
original_training_climatology,S2,30.0,kalman,0.2103256186293444,-0.2161649921141553,0.5384562272462396,0.47641874665692796,0.6738333268960316,20,20
original_training_climatology,S2,45.0,xgboost,0.2089188912883061,0.1752862204670239,0.274116396747239,0.5171739053726196,0.6681111065546672,20,20
original_training_climatology,S2,60.0,xgboost,0.2284631138643448,0.1653276698491487,0.2599172865426654,0.5105643073717753,0.6838749907414119,20,20
original_training_climatology,S2,90.0,xgboost,0.2153931343354521,0.1800656190989646,0.2595208104065505,0.5196253270573086,0.6735277616977692,20,20
original_training_climatology,S2,120.0,xgboost,0.2125366404497206,0.1817644375692234,0.3036613447173924,0.5166897090276082,0.6641874947150548,20,20
original_training_climatology,S2,150.0,xgboost,0.2086847177726661,0.1417500276249463,0.3386470004623614,0.5120379741986593,0.6481499947706857,20,20
original_training_climatology,S2,180.0,xgboost,0.2168298614143827,0.1409913597933781,0.3201364937645162,0.51172773109542,0.6510416666666667,20,20
original_training_climatology,S2,240.0,xgboost,0.2323082303381301,0.1577302891856652,0.3093528513741487,0.5176984583338102,0.671864584883054,20,20
original_training_climatology,S2,365.0,xgboost,0.2555166286426978,0.1813365755059163,0.3171225347882757,0.5144223013316116,0.6866986261002005,20,20
state_matched_2016_2020_climatology,B1,1.0,pchip,0.6512629280908294,0.4767264739204541,0.7994239370629163,0.11830299904434267,0.5274999284744263,20,20
state_matched_2016_2020_climatology,B1,3.0,pchip,0.5629590073269184,0.4366966339285248,0.6854062036734812,0.161438101057993,0.5366666197776796,20,20
state_matched_2016_2020_climatology,B1,7.0,random_forest,-0.02511439676980093,-0.30423343152457827,0.24745555150766432,0.44152494004166165,0.5428571326392038,20,20
state_matched_2016_2020_climatology,B1,10.0,random_forest,0.09182104627407242,-0.08976030309146524,0.26937665965910834,0.4306379535283436,0.5480000150203705,20,20
state_matched_2016_2020_climatology,B1,14.0,pchip,0.14046833402361797,-0.005183481360837018,0.29366050923047793,0.3906544315357793,0.5467857142857142,20,20
state_matched_2016_2020_climatology,B1,21.0,random_forest,0.0646520889101331,-0.07403362335261549,0.1984197460139208,0.46485729413327903,0.5692857157616388,20,20
state_matched_2016_2020_climatology,B1,30.0,random_forest,0.11285905692657879,-0.02596624686670533,0.2417690769246702,0.4724939308131605,0.6121666703224182,20,20
state_matched_2016_2020_climatology,B1,45.0,random_forest,0.1583206464554763,0.02561338484202616,0.2852833041580572,0.4841447741120503,0.6531111182901594,20,20
state_matched_2016_2020_climatology,B1,60.0,random_forest,0.21405990349019977,0.0949556800600183,0.3058759100188317,0.4757818786242637,0.6500416815479597,20,20
state_matched_2016_2020_climatology,B1,90.0,random_forest,0.20801703035934058,0.11400428496970788,0.2802437033338569,0.47939031669208265,0.6366388964785469,20,20
state_matched_2016_2020_climatology,B1,120.0,random_forest,0.17924941102261913,0.09958963419851906,0.2321559119788681,0.49397819069185295,0.6347083479265373,20,20
state_matched_2016_2020_climatology,B1,150.0,random_forest,0.16709983283966784,0.12092774400036573,0.21105820099934575,0.5046269403100052,0.6356333491881688,20,20
state_matched_2016_2020_climatology,B1,180.0,random_forest,0.1755741831520218,0.1261445998376237,0.2218531232011375,0.5061928915687719,0.6349166857931349,20,20
state_matched_2016_2020_climatology,B1,240.0,random_forest,0.1842005398452135,0.14545557256558508,0.21787655211298607,0.49734693939136393,0.6206562680155039,20,20
state_matched_2016_2020_climatology,B1,365.0,random_forest,0.16799310183642283,0.15067539763677235,0.18674123404354934,0.504916381297337,0.6130548113502867,20,20
state_matched_2016_2020_climatology,P3,1.0,pchip,0.9331215738965714,0.8900142562465205,0.9632305706016633,0.05311899173306252,1.2150000286102298,20,20
state_matched_2016_2020_climatology,P3,3.0,linear,0.8046652586028566,0.7272336872242473,0.8692445724251893,0.1366666316986084,1.2283332633972168,20,20
state_matched_2016_2020_climatology,P3,7.0,linear,0.6998286148520076,0.5031655100418011,0.8508515194425291,0.165357209954943,1.1864285496303013,20,20
state_matched_2016_2020_climatology,P3,10.0,kalman,0.6786355647289988,0.5137845248183761,0.8093807111894233,0.18901657413025336,1.155500023841858,20,20
state_matched_2016_2020_climatology,P3,14.0,pchip,0.6460069177931034,0.5120031004225588,0.7627989703672354,0.21952894364656594,1.1192857388087682,20,20
state_matched_2016_2020_climatology,P3,21.0,kalman,0.5025189931688996,0.35289536587555076,0.6403051267874299,0.28416080761095885,1.0840476585569834,20,20
state_matched_2016_2020_climatology,P3,30.0,linear,0.3140100018142692,0.07309287706363166,0.5174198182835918,0.3684031938737439,1.0378333886464437,20,20
state_matched_2016_2020_climatology,P3,45.0,kalman,0.3387086968512961,0.14269830194210775,0.49967031363824643,0.3862469367279244,0.9904445046318902,20,20
state_matched_2016_2020_climatology,P3,60.0,kalman,0.2090780130754762,-0.0883230729171934,0.43706893064426167,0.4363518243833745,0.9518333791097005,20,20
state_matched_2016_2020_climatology,P3,90.0,kalman,0.0950642812349899,-0.29842472232869727,0.36817955754586573,0.48016754285477947,0.8953333751890394,20,20
state_matched_2016_2020_climatology,P3,120.0,kalman,-0.12481162398333141,-0.4496501294243188,0.14474780333996848,0.6831976065236482,0.8699583775997164,20,20
state_matched_2016_2020_climatology,P3,150.0,xgboost,-0.3807537559249997,-0.6279578595491433,-0.16697454672728282,0.9129704411824544,0.8334000413894653,20,20
state_matched_2016_2020_climatology,P3,180.0,xgboost,-0.40582147607625163,-0.5790514076878767,-0.24396359615566024,0.9182780493630303,0.798583374818166,20,20
state_matched_2016_2020_climatology,P3,240.0,xgboost,-0.42631614026103,-0.538889031966492,-0.3169371326954141,0.9611064499616621,0.7720833812554677,20,20
state_matched_2016_2020_climatology,P3,365.0,xgboost,-0.5883876364998011,-0.7285480685705729,-0.4335777902126279,1.0513433951547702,0.7235205890185213,20,20
state_matched_2016_2020_climatology,S2,1.0,linear,0.5336381923925423,0.07717739025152173,0.8143212209640956,0.14500008821487426,0.7050000476837159,20,20
state_matched_2016_2020_climatology,S2,3.0,linear,0.408578155449069,-0.10448761977895568,0.7659316791253713,0.1700000802675883,0.7033333953221639,20,20
state_matched_2016_2020_climatology,S2,7.0,pchip,0.5162544296395962,0.3622019705872706,0.6647195521950784,0.20976717104431897,0.71535719871521,20,20
state_matched_2016_2020_climatology,S2,10.0,pchip,0.371754674789619,0.12224765967513714,0.5940936903871945,0.2908159495119684,0.7305000300407409,20,20
state_matched_2016_2020_climatology,S2,14.0,pchip,0.2737791417209473,0.04444306699739262,0.4699086655549567,0.36435151044380965,0.7387500408717564,20,20
state_matched_2016_2020_climatology,S2,21.0,donor_regression,0.16872939141426033,0.03234764934458181,0.2917454822062007,0.5603472658188889,0.7585714567275275,20,20
state_matched_2016_2020_climatology,S2,30.0,kalman,0.21348484927442296,0.06712222677020589,0.3472933489020345,0.47641874665692796,0.7474166868527731,20,20
state_matched_2016_2020_climatology,S2,45.0,xgboost,0.21342885714525522,0.11891215391474998,0.2967910366541566,0.5171739053726196,0.7225000086890325,20,20
state_matched_2016_2020_climatology,S2,60.0,xgboost,0.24033839591615608,0.16345060190243238,0.30995870045823165,0.5105643073717753,0.7158333411216736,20,20
state_matched_2016_2020_climatology,S2,90.0,xgboost,0.1825903964572476,0.1324080665442749,0.23621432912240903,0.5196253270573086,0.6714444564183553,20,20
state_matched_2016_2020_climatology,S2,120.0,xgboost,0.1500490748541668,0.08971237649729054,0.20780915932415867,0.5166897090276082,0.6410833535194397,20,20
state_matched_2016_2020_climatology,S2,150.0,xgboost,0.15606815093869736,0.10727475593383268,0.20795979470357867,0.5120379741986593,0.6244666898727418,20,20
state_matched_2016_2020_climatology,S2,180.0,xgboost,0.15248427601198355,0.11598444169408768,0.1943321936353484,0.51172773109542,0.6149861311117807,20,20
state_matched_2016_2020_climatology,S2,240.0,xgboost,0.1645713804443281,0.13356078072318672,0.19707065503444676,0.5176984583338102,0.6246041848063469,20,20
state_matched_2016_2020_climatology,S2,365.0,xgboost,0.17857617134733608,0.16184839813011664,0.19778020463891816,0.5144223013316116,0.626301386428206,20,20
