station_id,predicted_type,validation_selected_model,observed_selected_skill_30d,observed_selected_skill_90d,observed_selected_skill_180d,observed_best_skill_30d,observed_best_skill_90d,observed_best_skill_180d,observed_30_to_180d_decline,best_model_30d,best_model_90d,best_model_180d,evaluate_once,model_selection_on_confirmatory,selection_source,primary_external_estimand,best_envelope_role,frozen_best_envelope_consistent,qualitative_prediction_consistent,consistency_rule
02334430,memory_dominated,xgboost,-0.2092320360256421,-0.3803484777664832,-0.3000379323989495,0.5356631171210151,0.15580244439513724,0.14054398468854823,0.3951191324324669,kalman,kalman,kalman,True,False,post_frozen_2021_2022_validation_placement_diagnostic,validation_selected_fixed_model,descriptive_only,True,True,validation-selected fixed model: memory site is weakest at 90 and 180 days
02335000,donor_dominated,xgboost,0.4700593319336229,0.6259011173385791,0.7261172002719034,0.4700593319336229,0.6259011173385791,0.7261172002719034,-0.2560578683382805,xgboost,xgboost,xgboost,True,False,post_frozen_2021_2022_validation_placement_diagnostic,validation_selected_fixed_model,descriptive_only,True,True,validation-selected fixed model: memory site is weakest at 90 and 180 days
02335450,donor_dominated,xgboost,0.512528976985282,0.6261096008559551,0.5545213788822932,0.512528976985282,0.6261096008559551,0.5545213788822932,-0.041992401897011256,xgboost,xgboost,xgboost,True,False,post_frozen_2021_2022_validation_placement_diagnostic,validation_selected_fixed_model,descriptive_only,True,True,validation-selected fixed model: memory site is weakest at 90 and 180 days
02336000,donor_dominated,xgboost,0.44708664494343264,0.8885243170398014,0.746371281154182,0.44708664494343264,0.8885243170398014,0.746371281154182,-0.2992846362107494,xgboost,xgboost,xgboost,True,False,post_frozen_2021_2022_validation_placement_diagnostic,validation_selected_fixed_model,descriptive_only,True,True,validation-selected fixed model: memory site is weakest at 90 and 180 days
02337170,donor_dominated,xgboost,0.8399430249945371,0.8004172319382209,0.7242522460397955,0.8399430249945371,0.8009471518944362,0.7289312458225748,0.11101177917196225,xgboost,random_forest,random_forest,True,False,post_frozen_2021_2022_validation_placement_diagnostic,validation_selected_fixed_model,descriptive_only,True,True,validation-selected fixed model: memory site is weakest at 90 and 180 days
