analysis,station_id,gap_length,best_model,mean_skill,skill_ci_lower,skill_ci_upper,mean_MAE_degC,mean_climatology_MAE_degC,n_anchors,n_anchor_year_units,R2_donor,rho,predicted_skill,calibration,best_exceeds_budget,best_lower_ci_exceeds_budget,prediction_error
state_matched_2016_2020_climatology,P3,7.0,linear,0.6998286148520076,0.5031655100418011,0.8508515194425291,0.165357209954943,1.1864285496303013,20,20,0.11346024568387625,0.9549932972989321,0.7207068127056051,state_matched_2016_2020,False,False,-0.020878197853597458
state_matched_2016_2020_climatology,P3,10.0,kalman,0.6786355647289988,0.5137845248183761,0.8093807111894233,0.18901657413025336,1.155500023841858,20,20,0.11346024568387625,0.9357189690383143,0.6678672684521693,state_matched_2016_2020,True,False,0.010768296276829514
state_matched_2016_2020_climatology,P3,14.0,pchip,0.6460069177931034,0.5120031004225588,0.7627989703672354,0.21952894364656594,1.1192857388087682,20,20,0.11346024568387625,0.9120666639912478,0.6139199175630651,state_matched_2016_2020,True,False,0.0320870002300383
state_matched_2016_2020_climatology,P3,21.0,kalman,0.5025189931688996,0.35289536587555076,0.6403051267874299,0.28416080761095885,1.0840476585569834,20,20,0.11346024568387625,0.8771485014102796,0.5478436313044881,state_matched_2016_2020,False,False,-0.04532463813558851
state_matched_2016_2020_climatology,P3,30.0,linear,0.3140100018142692,0.07309287706363166,0.5174198182835918,0.3684031938737439,1.0378333886464437,20,20,0.11346024568387625,0.8407825494266876,0.49026355634330354,state_matched_2016_2020,False,False,-0.17625355452903435
state_matched_2016_2020_climatology,P3,45.0,kalman,0.3387086968512961,0.14269830194210775,0.49967031363824643,0.3862469367279244,0.9904445046318902,20,20,0.11346024568387625,0.7811258360512632,0.4121132672311728,state_matched_2016_2020,False,False,-0.07340457037987669
state_matched_2016_2020_climatology,P3,60.0,kalman,0.2090780130754762,-0.0883230729171934,0.43706893064426167,0.4363518243833745,0.9518333791097005,20,20,0.11346024568387625,0.7258887262603112,0.3523819385228171,state_matched_2016_2020,False,False,-0.14330392544734089
state_matched_2016_2020_climatology,P3,90.0,kalman,0.0950642812349899,-0.29842472232869727,0.36817955754586573,0.48016754285477947,0.8953333751890394,20,20,0.11346024568387625,0.6384534307258622,0.2753166538139876,state_matched_2016_2020,False,False,-0.18025237257899773
state_matched_2016_2020_climatology,P3,120.0,kalman,-0.12481162398333141,-0.4496501294243188,0.14474780333996848,0.6831976065236482,0.8699583775997164,20,20,0.11346024568387625,0.562942644303878,0.2218024756015894,state_matched_2016_2020,False,False,-0.3466140995849208
state_matched_2016_2020_climatology,P3,150.0,xgboost,-0.3807537559249997,-0.6279578595491433,-0.16697454672728282,0.9129704411824544,0.8334000413894653,20,20,0.11346024568387625,0.4994288761597821,0.18427280874523821,state_matched_2016_2020,False,False,-0.5650265646702379
state_matched_2016_2020_climatology,P3,180.0,xgboost,-0.40582147607625163,-0.5790514076878767,-0.24396359615566024,0.9182780493630303,0.798583374818166,20,20,0.11346024568387625,0.44829179770456146,0.15834934949058865,state_matched_2016_2020,False,False,-0.5641708255668403
state_matched_2016_2020_climatology,P3,240.0,xgboost,-0.42631614026103,-0.538889031966492,-0.3169371326954141,0.9611064499616621,0.7720833812554677,20,20,0.11346024568387625,0.3861381867750249,0.13146428747959504,state_matched_2016_2020,False,False,-0.5577804277406251
state_matched_2016_2020_climatology,P3,365.0,xgboost,-0.5883876364998011,-0.7285480685705729,-0.4335777902126279,1.0513433951547702,0.7235205890185213,20,20,0.11346024568387625,0.15108911946905706,0.06924659875171568,state_matched_2016_2020,False,False,-0.6576342352515168
state_matched_2016_2020_climatology,S2,1.0,linear,0.5336381923925423,0.07717739025152173,0.8143212209640956,0.14500008821487426,0.7050000476837159,20,20,0.5237183000296537,0.9148520521290618,0.7213322875040773,state_matched_2016_2020,False,False,-0.187694095111535
state_matched_2016_2020_climatology,S2,3.0,linear,0.408578155449069,-0.10448761977895568,0.7659316791253713,0.1700000802675883,0.7033333953221639,20,20,0.5237183000296537,0.9148520521290618,0.7213322875040773,state_matched_2016_2020,False,False,-0.3127541320550083
state_matched_2016_2020_climatology,S2,7.0,pchip,0.5162544296395962,0.3622019705872706,0.6647195521950784,0.20976717104431897,0.71535719871521,20,20,0.5237183000296537,0.8487024939305561,0.6350096806967873,state_matched_2016_2020,False,False,-0.11875525105719109
state_matched_2016_2020_climatology,S2,10.0,pchip,0.371754674789619,0.12224765967513714,0.5940936903871945,0.2908159495119684,0.7305000300407409,20,20,0.5237183000296537,0.7842959747834775,0.5718514080022155,state_matched_2016_2020,False,False,-0.20009673321259647
state_matched_2016_2020_climatology,S2,14.0,pchip,0.2737791417209473,0.04444306699739262,0.4699086655549567,0.36435151044380965,0.7387500408717564,20,20,0.5237183000296537,0.7024843918547645,0.5088338888408312,state_matched_2016_2020,False,False,-0.23505474711988394
state_matched_2016_2020_climatology,S2,21.0,donor_regression,0.16872939141426033,0.03234764934458181,0.2917454822062007,0.5603472658188889,0.7585714567275275,20,20,0.5237183000296537,0.5796877351420343,0.4376540105399678,state_matched_2016_2020,False,False,-0.2689246191257074
state_matched_2016_2020_climatology,S2,30.0,kalman,0.21348484927442296,0.06712222677020589,0.3472933489020345,0.47641874665692796,0.7474166868527731,20,20,0.5237183000296537,0.4527399538000052,0.38464921447510403,state_matched_2016_2020,False,False,-0.17116436520068107
state_matched_2016_2020_climatology,S2,45.0,xgboost,0.21342885714525522,0.11891215391474998,0.2967910366541566,0.5171739053726196,0.7225000086890325,20,20,0.5237183000296537,0.33168714000891963,0.34893708325999073,state_matched_2016_2020,False,False,-0.1355082261147355
state_matched_2016_2020_climatology,S2,60.0,xgboost,0.24033839591615608,0.16345060190243238,0.30995870045823165,0.5105643073717753,0.7158333411216736,20,20,0.5237183000296537,0.2880922204504186,0.33912808578394993,state_matched_2016_2020,False,False,-0.09878968986779385
state_matched_2016_2020_climatology,S2,90.0,xgboost,0.1825903964572476,0.1324080665442749,0.23621432912240903,0.5196253270573086,0.6714444564183553,20,20,0.5237183000296537,0.2217997101639712,0.327057975254334,state_matched_2016_2020,False,False,-0.1444675787970864
state_matched_2016_2020_climatology,S2,120.0,xgboost,0.1500490748541668,0.08971237649729054,0.20780915932415867,0.5166897090276082,0.6410833535194397,20,20,0.5237183000296537,0.18356805403568136,0.32159575048397615,state_matched_2016_2020,False,False,-0.17154667562980935
state_matched_2016_2020_climatology,S2,150.0,xgboost,0.15606815093869736,0.10727475593383268,0.20795979470357867,0.5120379741986593,0.6244666898727418,20,20,0.5237183000296537,0.12775520538941543,0.3155234705246539,state_matched_2016_2020,False,False,-0.15945531958595655
state_matched_2016_2020_climatology,S2,180.0,xgboost,0.15248427601198355,0.11598444169408768,0.1943321936353484,0.51172773109542,0.6149861311117807,20,20,0.5237183000296537,0.1069221994620538,0.31382460138198054,state_matched_2016_2020,False,False,-0.16134032536999698
state_matched_2016_2020_climatology,S2,240.0,xgboost,0.1645713804443281,0.13356078072318672,0.19707065503444676,0.5176984583338102,0.6246041848063469,20,20,0.5237183000296537,0.17888196737086245,0.320999796028107,state_matched_2016_2020,False,False,-0.15642841558377893
state_matched_2016_2020_climatology,S2,365.0,xgboost,0.17857617134733608,0.16184839813011664,0.19778020463891816,0.5144223013316116,0.626301386428206,20,20,0.5237183000296537,0.055635093283708234,0.3109372433813814,state_matched_2016_2020,False,False,-0.13236107203404532
