analysis,station_id,gap_length,best_model,mean_skill,skill_ci_lower,skill_ci_upper,mean_MAE_degC,mean_climatology_MAE_degC,n_anchors,n_anchor_year_units,R2_donor,rho,predicted_skill,calibration,best_exceeds_budget,best_lower_ci_exceeds_budget,prediction_error
bridge_2016_2017_climatology,S2,90.0,xgboost,0.36471240347015826,0.33185272145069733,0.4021741533979885,0.5196253270573086,0.8410277634726631,20,20,0.5762100608364376,0.009906294900580363,0.34904043852627487,bridge_2016_2017,True,False,0.0156719649438834
bridge_2016_2017_climatology,S2,120.0,xgboost,0.33986302212400243,0.3067112232302197,0.37789329543444306,0.5166897090276082,0.8032083280881246,20,20,0.5762100608364376,-0.11031654836101802,0.35298181985946286,bridge_2016_2017,False,False,-0.01311879773546043
bridge_2016_2017_climatology,S2,150.0,xgboost,0.33657591356446837,0.30714193046734617,0.3709303212825818,0.5120379741986593,0.7818333269119264,20,20,0.5762100608364376,-0.21498664906211828,0.36423063766233366,bridge_2016_2017,False,False,-0.02765472409786529
bridge_2016_2017_climatology,S2,180.0,xgboost,0.32947524961787183,0.29970349809072966,0.361777280741751,0.51172773109542,0.7735416565206317,20,20,0.5762100608364376,-0.15755450343467373,0.3571391885843582,bridge_2016_2017,False,False,-0.02766393896648639
bridge_2016_2017_climatology,S2,240.0,xgboost,0.3433912384872367,0.3207783892001148,0.36781543848879894,0.5176984583338102,0.7910312398870786,20,20,0.5762100608364376,0.23873148337809577,0.3678315119114721,bridge_2016_2017,False,False,-0.024440273424235437
bridge_2016_2017_climatology,S2,365.0,xgboost,0.3427338956921465,0.3282726678939644,0.3580097071162993,0.5144223013316116,0.7825890299392074,20,20,0.5762100608364376,0.0030871031690558747,0.3490115973704666,bridge_2016_2017,False,False,-0.006277701678320091
state_matched_2016_2020_climatology,B1,1.0,pchip,0.6512629280908294,0.4767264739204541,0.7994239370629163,0.11830299904434267,0.5274999284744263,20,20,0.48164785276505895,0.8927002739702035,0.6755463382033522,state_matched_2016_2020,False,False,-0.024283410112522774
state_matched_2016_2020_climatology,B1,3.0,pchip,0.5629590073269184,0.4366966339285248,0.6854062036734812,0.161438101057993,0.5366666197776796,20,20,0.48164785276505895,0.8927002739702035,0.6755463382033522,state_matched_2016_2020,False,False,-0.1125873308764338
state_matched_2016_2020_climatology,B1,7.0,random_forest,-0.02511439676980093,-0.30423343152457827,0.24745555150766432,0.44152494004166165,0.5428571326392038,20,20,0.48164785276505895,0.8015347082608122,0.5694971298600796,state_matched_2016_2020,False,False,-0.5946115266298806
state_matched_2016_2020_climatology,B1,10.0,random_forest,0.09182104627407242,-0.08976030309146524,0.26937665965910834,0.4306379535283436,0.5480000150203705,20,20,0.48164785276505895,0.7125727573702538,0.49487259539496276,state_matched_2016_2020,False,False,-0.40305154912089036
state_matched_2016_2020_climatology,B1,14.0,pchip,0.14046833402361797,-0.005183481360837018,0.29366050923047793,0.3906544315357793,0.5467857142857142,20,20,0.48164785276505895,0.5952751946163874,0.421490935017406,state_matched_2016_2020,False,False,-0.281022600993788
state_matched_2016_2020_climatology,B1,21.0,random_forest,0.0646520889101331,-0.07403362335261549,0.1984197460139208,0.46485729413327903,0.5692857157616388,20,20,0.48164785276505895,0.417811509293723,0.3458859050141395,state_matched_2016_2020,False,False,-0.28123381610400644
state_matched_2016_2020_climatology,B1,30.0,random_forest,0.11285905692657879,-0.02596624686670533,0.2417690769246702,0.4724939308131605,0.6121666703224182,20,20,0.48164785276505895,0.24963997992842585,0.3028282998891867,state_matched_2016_2020,False,False,-0.18996924296260792
state_matched_2016_2020_climatology,B1,45.0,random_forest,0.1583206464554763,0.02561338484202616,0.2852833041580572,0.4841447741120503,0.6531111182901594,20,20,0.48164785276505895,0.08355051727134472,0.28255056475342744,state_matched_2016_2020,False,False,-0.12422991829795113
state_matched_2016_2020_climatology,B1,60.0,random_forest,0.21405990349019977,0.0949556800600183,0.3058759100188317,0.4757818786242637,0.6500416815479597,20,20,0.48164785276505895,0.029091954162487797,0.28033796532874167,state_matched_2016_2020,False,False,-0.0662780618385419
state_matched_2016_2020_climatology,B1,90.0,random_forest,0.20801703035934058,0.11400428496970788,0.2802437033338569,0.47939031669208265,0.6366388964785469,20,20,0.48164785276505895,0.14081662298114578,0.28720719984218135,state_matched_2016_2020,False,False,-0.07919016948284077
state_matched_2016_2020_climatology,B1,120.0,random_forest,0.17924941102261913,0.09958963419851906,0.2321559119788681,0.49397819069185295,0.6347083479265373,20,20,0.48164785276505895,0.06810918529597369,0.2817050859070539,state_matched_2016_2020,False,False,-0.10245567488443477
state_matched_2016_2020_climatology,B1,150.0,random_forest,0.16709983283966784,0.12092774400036573,0.21105820099934575,0.5046269403100052,0.6356333491881688,20,20,0.48164785276505895,0.005286320632745523,0.2800432917266066,state_matched_2016_2020,False,False,-0.11294345888693874
state_matched_2016_2020_climatology,B1,180.0,random_forest,0.1755741831520218,0.1261445998376237,0.2218531232011375,0.5061928915687719,0.6349166857931349,20,20,0.48164785276505895,-0.036510689643120646,0.2805132606957964,state_matched_2016_2020,False,False,-0.1049390775437746
state_matched_2016_2020_climatology,B1,240.0,random_forest,0.1842005398452135,0.14545557256558508,0.21787655211298607,0.49734693939136393,0.6206562680155039,20,20,0.48164785276505895,0.14878626695696398,0.28804690979567604,state_matched_2016_2020,False,False,-0.10384636995046254
state_matched_2016_2020_climatology,B1,365.0,random_forest,0.16799310183642283,0.15067539763677235,0.18674123404354934,0.504916381297337,0.6130548113502867,20,20,0.48164785276505895,0.015398068295971385,0.2801185891565897,state_matched_2016_2020,False,False,-0.11212548732016689
state_matched_2016_2020_climatology,P3,1.0,pchip,0.9331215738965714,0.8900142562465205,0.9632305706016633,0.05311899173306252,1.2150000286102298,20,20,0.11346024568387625,0.9745405748871879,0.7888911523216344,state_matched_2016_2020,True,True,0.14423042157493693
state_matched_2016_2020_climatology,P3,3.0,linear,0.8046652586028566,0.7272336872242473,0.8692445724251893,0.1366666316986084,1.2283332633972168,20,20,0.11346024568387625,0.9745405748871879,0.7888911523216344,state_matched_2016_2020,True,False,0.015774106281222222
