method,metric,selected_point_date,all_tied_maximizing_dates,statistic,asymptotic_p_value_iid,permutation_p_value,permutation_exceedances,n_years,value_2015_degC,pre_2015_median_degC,endpoint_change_from_pre_2015_median_degC,event_date,interpretation
annual_metric_pettitt_sensitivity,annual_minimum_degC,2012-01-01,2012-01-01,17.0,0.4134509240660289,0.2208,2207,10,12.4,9.6,2.8000000000000007,2014-12-20,low-power annual sensitivity; only one frozen-training year is fully post-commissioning
annual_metric_pettitt_sensitivity,annual_amplitude_degC,2011-01-01,2011-01-01,9.0,1.0,0.8607,8606,10,10.700000000000001,13.1,-2.3999999999999986,2014-12-20,low-power annual sensitivity; only one frozen-training year is fully post-commissioning
