gap_length,n_stations,conditional_variance_lower_bound,simple_prediction,realized_loss,model_and_drift_remainder
7.0,61,0.379041334019247,0.5635625744434662,0.544406598163684,0.16536526414443697
14.0,61,0.40843329529804207,0.7024316698412773,0.6666181335559671,0.25818483825792504
30.0,61,0.43066648727042933,0.7980299499727372,0.8150469661723988,0.38438047890196947
60.0,61,0.44173540968343944,1.02906996305258,0.9754990524706779,0.5337636427872385
90.0,61,0.44548472471301304,1.3407297566912801,1.2400737622056202,0.7945890374926071
180.0,61,0.44923553855213255,2.4390042854077745,2.431933466189678,1.9826979276375454
365.0,61,0.4511366440350148,4.918358276185157,4.71865723945837,4.267520595423355
