log_gap,gap_days,duration_effect_log1p,duration_effect_mae
1.0986122886681096,2.9999999999999996,0.3076789938544502,0.3602642656566243
1.0998358076124557,3.0036728032470323,0.3080063448252002,0.36070962237446347
1.1010593265568016,3.0073501029886276,0.3083335218060483,0.36115488807689505
1.1022828455011477,3.011031904729701,0.308660524796995,0.36160006257916794
1.1035063644454939,3.0147182139819044,0.30898735379803954,0.36204514569651625
1.1047298833898398,3.018409036263637,0.30931400880918225,0.36249013724416324
1.105953402334186,3.0221043771000575,0.30964048983042375,0.3629350370373198
1.1071769212785318,3.025804242023085,0.30996679686176276,0.36337984489118175
1.108400440222878,3.0295086365714137,0.3102929299032009,0.36382456062093654
1.1096239591672241,3.033217566290518,0.3106188889547363,0.3642691840417548
1.11084747811157,3.0369310367326596,0.3109446740163704,0.3647137149687993
1.1120709970559162,3.0406490534569017,0.31127028508810306,0.36515815321721906
1.1132945160002623,3.044371622029109,0.3115957221699335,0.36560249860215005
1.1145180349446082,3.048098748021962,0.3119209852618624,0.3660467509387189
1.1157415538889544,3.051830437014966,0.31224607436388907,0.3664909100420384
1.1169650728333003,3.0555666945944524,0.3125709894760146,0.36693497572721245
1.1181885917776464,3.059307526353596,0.31289573059823794,0.3673789478093309
1.1194121107219925,3.0630529378924165,0.3132202977305597,0.3678228261034744
1.1206356296663385,3.0668029348177903,0.3135446908729798,0.36826661042471165
1.1218591486106846,3.0705575227434596,0.31386891002549755,0.36871030058809956
1.1230826675550307,3.074316707290037,0.31419295518811474,0.36915389640868773
1.1243061864993766,3.0780804940850164,0.31451682636082906,0.36959739770150923
1.1255297054437228,3.081848888762784,0.3148405235436422,0.3700408042815922
1.126753224388069,3.085621896964621,0.3151640467365532,0.3704841159639504
1.1279767433324148,3.0893995243387153,0.3154873959395622,0.37092733256358934
1.129200262276761,3.0931817765401726,0.31581057115267075,0.3713704538955056
1.1304237812211069,3.096968659231018,0.31613357237587597,0.3718134797746801
1.131647300165453,3.100760178080212,0.3164563996091805,0.372256410016091
1.1328708191097991,3.104556338763653,0.31677905285258257,0.372699244434701
1.134094338054145,3.1083571469641873,0.3171015321060829,0.373141982845466
1.1353178569984912,3.112162608371623,0.3174238373696822,0.37358462506333284
1.1365413759428373,3.1159727286827295,0.317745968643379,0.3740271709032355
1.1377648948871832,3.1197875136012523,0.31806792592717437,0.3744696201801023
1.1389884138315294,3.123606968837921,0.3183897092210679,0.37491197270885046
1.1402119327758755,3.1274311001104547,0.3187113185250594,0.3753542283043881
1.1414354517202214,3.1312599131435728,0.3190327538391497,0.37579638678161603
