lam_s,rmse_conf_log1p,monotone,max_neg_diff
0.1,0.2753616756406409,True,7.224969311714347e-08
0.3,0.27536171199049825,True,7.224735876221189e-08
1.0,0.2753618457207117,True,7.223919074039742e-08
3.0,0.2753622193417353,True,7.197379237044998e-08
10.0,0.275363522870908,True,7.213463093513894e-08
