predictor,n_station_gaps,n_networks,network_spearman,pooled_spearman,calibration_intercept,calibration_slope,r2,rmse
surface_first_panel_1440,1440,42,0.8983874888582773,0.9079523896169549,-0.45058576648173576,1.5584428910084505,0.6794271580191722,0.7079484652574358
old_empirical_first_panel_1440,1440,42,0.766631553358723,0.6333593455063955,0.3937119898702933,0.8291303560017649,0.14463461952342094,1.1564160625447537
surface_fallback_cells,660,42,0.8742403370877564,0.8893590107054957,-0.6372234564088263,1.810982274804381,0.607348606341467,0.9759161199814455
old_fallback_cells,660,42,0.5040920508872864,0.18298157338921028,0.8183419637607001,0.6926192942987277,-0.13898686896290924,1.6621425932173548
