pair_id,regulated_network_id,regulated_id,control_network_id,control_id,regulated_t2_primary_y,control_t2_primary_y,delta_t2_primary_y_regulated_minus_control
huc8_07120004:05536995|huc8_05120201:03353200,huc8_07120004,05536995,huc8_05120201,03353200,-0.5093486633686084,-0.6439121120356226,0.1345634486670142
huc8_16050102:10348200|huc8_16020102:10133650,huc8_16050102,10348200,huc8_16020102,10133650,-0.21247314183813787,-0.10827072185750344,-0.10420241998063443
huc8_16050102:10351600|huc8_16020102:10133980,huc8_16050102,10351600,huc8_16020102,10133980,-0.18690365151628002,-0.4004807720526522,0.21357712053637218
