network_id,role,site_id,variable,information_group,target_start,request_start,request_end,n_target_calendar_days,n_expected_provider_days,n_provider_rows,n_provider_eligible_rows,provider_row_coverage,eligible_coverage,pre_power_archive_days,source_status
huc8_04070007,development,04136000,Ta,M,1996-07-12,1996-07-12,2026-05-31,10916,10916,10916,10916,1.0,1.0,0,materialized
huc8_04070007,development,04136000,P,M,1996-07-12,1996-07-12,2026-05-31,10916,10916,10916,10916,1.0,1.0,0,materialized
huc8_04070007,development,04136000,W,M,1996-07-12,1996-07-12,2026-05-31,10916,10916,10916,10916,1.0,1.0,0,materialized
huc8_04070007,development,04136000,RH,M,1996-07-12,1996-07-12,2026-05-31,10916,10916,10916,10916,1.0,1.0,0,materialized
huc8_04070007,development,04136000,Rs,M,1996-07-12,1996-07-12,2026-05-31,10916,10916,10916,10916,1.0,1.0,0,materialized
huc8_04070007,development,04136000,F,H,1996-07-12,1996-07-12,2026-05-31,10916,10916,10916,10772,1.0,0.9868083547086846,0,materialized
huc8_04070007,development,04136000,L,H,1996-07-12,1996-07-12,2026-05-31,10916,10916,0,0,0.0,0.0,0,failed_or_unavailable
huc8_04070007,development,04136500,Ta,M,1996-07-11,1996-07-11,2026-01-04,10770,10770,10770,10770,1.0,1.0,0,materialized
huc8_04070007,development,04136500,P,M,1996-07-11,1996-07-11,2026-01-04,10770,10770,10770,10770,1.0,1.0,0,materialized
huc8_04070007,development,04136500,W,M,1996-07-11,1996-07-11,2026-01-04,10770,10770,10770,10770,1.0,1.0,0,materialized
huc8_04070007,development,04136500,RH,M,1996-07-11,1996-07-11,2026-01-04,10770,10770,10770,10770,1.0,1.0,0,materialized
huc8_04070007,development,04136500,Rs,M,1996-07-11,1996-07-11,2026-01-04,10770,10770,10770,10770,1.0,1.0,0,materialized
huc8_04070007,development,04136500,F,H,1996-07-11,1996-07-11,2026-01-04,10770,10770,10770,10743,1.0,0.9974930362116992,0,materialized
huc8_04070007,development,04136500,L,H,1996-07-11,1996-07-11,2026-01-04,10770,10770,0,0,0.0,0.0,0,failed_or_unavailable
huc8_04070007,development,04136900,Ta,M,1996-10-01,1996-10-01,2026-04-28,10802,10802,10802,10802,1.0,1.0,0,materialized
huc8_04070007,development,04136900,P,M,1996-10-01,1996-10-01,2026-04-28,10802,10802,10802,10802,1.0,1.0,0,materialized
huc8_04070007,development,04136900,W,M,1996-10-01,1996-10-01,2026-04-28,10802,10802,10802,10802,1.0,1.0,0,materialized
huc8_04070007,development,04136900,RH,M,1996-10-01,1996-10-01,2026-04-28,10802,10802,10802,10802,1.0,1.0,0,materialized
huc8_04070007,development,04136900,Rs,M,1996-10-01,1996-10-01,2026-04-28,10802,10802,10802,10802,1.0,1.0,0,materialized
huc8_04070007,development,04136900,F,H,1996-10-01,1996-10-01,2026-04-28,10802,10802,10799,10639,0.9997222736530272,0.9849102018144787,0,materialized
huc8_04070007,development,04136900,L,H,1996-10-01,1996-10-01,2026-04-28,10802,10802,0,0,0.0,0.0,0,failed_or_unavailable
huc8_04070007,development,04137005,Ta,M,1996-10-01,1996-10-01,2026-05-31,10835,10835,10835,10835,1.0,1.0,0,materialized
huc8_04070007,development,04137005,P,M,1996-10-01,1996-10-01,2026-05-31,10835,10835,10835,10835,1.0,1.0,0,materialized
huc8_04070007,development,04137005,W,M,1996-10-01,1996-10-01,2026-05-31,10835,10835,10835,10835,1.0,1.0,0,materialized
huc8_04070007,development,04137005,RH,M,1996-10-01,1996-10-01,2026-05-31,10835,10835,10835,10835,1.0,1.0,0,materialized
huc8_04070007,development,04137005,Rs,M,1996-10-01,1996-10-01,2026-05-31,10835,10835,10835,10835,1.0,1.0,0,materialized
huc8_04070007,development,04137005,F,H,1996-10-01,1996-10-01,2026-05-31,10835,10835,10835,10640,1.0,0.9820027688047993,0,materialized
huc8_04070007,development,04137005,L,H,1996-10-01,1996-10-01,2026-05-31,10835,10835,0,0,0.0,0.0,0,failed_or_unavailable
huc8_04070007,development,04137020,Ta,M,1996-07-10,1996-07-10,2026-04-29,10886,10886,10886,10886,1.0,1.0,0,materialized
huc8_04070007,development,04137020,P,M,1996-07-10,1996-07-10,2026-04-29,10886,10886,10886,10886,1.0,1.0,0,materialized
huc8_04070007,development,04137020,W,M,1996-07-10,1996-07-10,2026-04-29,10886,10886,10886,10886,1.0,1.0,0,materialized
huc8_04070007,development,04137020,RH,M,1996-07-10,1996-07-10,2026-04-29,10886,10886,10886,10886,1.0,1.0,0,materialized
huc8_04070007,development,04137020,Rs,M,1996-07-10,1996-07-10,2026-04-29,10886,10886,10886,10886,1.0,1.0,0,materialized
huc8_04070007,development,04137020,F,H,1996-07-10,1996-07-10,2026-04-29,10886,10886,0,0,0.0,0.0,0,failed_or_unavailable
huc8_04070007,development,04137020,L,H,1996-07-10,1996-07-10,2026-04-29,10886,10886,0,0,0.0,0.0,0,failed_or_unavailable
huc8_04070007,development,04137025,Ta,M,1996-07-11,1996-07-11,2026-07-13,10960,10960,10960,10960,1.0,1.0,0,materialized
huc8_04070007,development,04137025,P,M,1996-07-11,1996-07-11,2026-07-13,10960,10960,10960,10960,1.0,1.0,0,materialized
huc8_04070007,development,04137025,W,M,1996-07-11,1996-07-11,2026-07-13,10960,10960,10960,10960,1.0,1.0,0,materialized
huc8_04070007,development,04137025,RH,M,1996-07-11,1996-07-11,2026-07-13,10960,10960,10960,10960,1.0,1.0,0,materialized
huc8_04070007,development,04137025,Rs,M,1996-07-11,1996-07-11,2026-07-13,10960,10960,10960,10917,1.0,0.9960766423357664,0,materialized
huc8_04070007,development,04137025,F,H,1996-07-11,1996-07-11,2026-07-13,10960,10960,0,0,0.0,0.0,0,failed_or_unavailable
huc8_04070007,development,04137025,L,H,1996-07-11,1996-07-11,2026-07-13,10960,10960,0,0,0.0,0.0,0,failed_or_unavailable
huc8_04070007,development,04137030,Ta,M,1996-07-10,1996-07-10,2025-12-14,10750,10750,10750,10750,1.0,1.0,0,materialized
huc8_04070007,development,04137030,P,M,1996-07-10,1996-07-10,2025-12-14,10750,10750,10750,10750,1.0,1.0,0,materialized
huc8_04070007,development,04137030,W,M,1996-07-10,1996-07-10,2025-12-14,10750,10750,10750,10750,1.0,1.0,0,materialized
huc8_04070007,development,04137030,RH,M,1996-07-10,1996-07-10,2025-12-14,10750,10750,10750,10750,1.0,1.0,0,materialized
huc8_04070007,development,04137030,Rs,M,1996-07-10,1996-07-10,2025-12-14,10750,10750,10750,10750,1.0,1.0,0,materialized
huc8_04070007,development,04137030,F,H,1996-07-10,1996-07-10,2025-12-14,10750,10750,0,0,0.0,0.0,0,failed_or_unavailable
huc8_04070007,development,04137030,L,H,1996-07-10,1996-07-10,2025-12-14,10750,10750,0,0,0.0,0.0,0,failed_or_unavailable
huc8_04070007,development,04137500,Ta,M,1996-07-12,1996-07-12,2025-11-13,10717,10717,10717,10717,1.0,1.0,0,materialized
huc8_04070007,development,04137500,P,M,1996-07-12,1996-07-12,2025-11-13,10717,10717,10717,10717,1.0,1.0,0,materialized
huc8_04070007,development,04137500,W,M,1996-07-12,1996-07-12,2025-11-13,10717,10717,10717,10717,1.0,1.0,0,materialized
huc8_04070007,development,04137500,RH,M,1996-07-12,1996-07-12,2025-11-13,10717,10717,10717,10717,1.0,1.0,0,materialized
huc8_04070007,development,04137500,Rs,M,1996-07-12,1996-07-12,2025-11-13,10717,10717,10717,10717,1.0,1.0,0,materialized
huc8_04070007,development,04137500,F,H,1996-07-12,1996-07-12,2025-11-13,10717,10717,10717,10717,1.0,1.0,0,materialized
