network_id,role,site_id,variable,information_group,target_start,request_start,request_end,n_target_calendar_days,n_expected_provider_days,n_provider_rows,n_provider_eligible_rows,provider_row_coverage,eligible_coverage,pre_power_archive_days,source_status
huc8_02040103,development,01428750,Ta,M,1988-07-05,1988-07-05,2025-09-16,13588,13588,13588,13588,1.0,1.0,0,materialized
huc8_02040103,development,01428750,P,M,1988-07-05,1988-07-05,2025-09-16,13588,13588,13588,13588,1.0,1.0,0,materialized
huc8_02040103,development,01428750,W,M,1988-07-05,1988-07-05,2025-09-16,13588,13588,13588,13588,1.0,1.0,0,materialized
huc8_02040103,development,01428750,RH,M,1988-07-05,1988-07-05,2025-09-16,13588,13588,13588,13588,1.0,1.0,0,materialized
huc8_02040103,development,01428750,Rs,M,1988-07-05,1988-07-05,2025-09-16,13588,13588,13588,13588,1.0,1.0,0,materialized
huc8_02040103,development,01428750,F,H,1988-07-05,1988-07-05,2025-09-16,13588,13588,13588,13418,1.0,0.9874889608478069,0,materialized
huc8_02040103,development,01428750,L,H,1988-07-05,1988-07-05,2025-09-16,13588,13588,0,0,0.0,0.0,0,failed_or_unavailable
huc8_02040103,development,01429000,Ta,M,1987-10-06,1987-10-06,2025-11-17,13923,13923,13923,13923,1.0,1.0,0,materialized
huc8_02040103,development,01429000,P,M,1987-10-06,1987-10-06,2025-11-17,13923,13923,13923,13923,1.0,1.0,0,materialized
huc8_02040103,development,01429000,W,M,1987-10-06,1987-10-06,2025-11-17,13923,13923,13923,13923,1.0,1.0,0,materialized
huc8_02040103,development,01429000,RH,M,1987-10-06,1987-10-06,2025-11-17,13923,13923,13923,13923,1.0,1.0,0,materialized
huc8_02040103,development,01429000,Rs,M,1987-10-06,1987-10-06,2025-11-17,13923,13923,13923,13923,1.0,1.0,0,materialized
huc8_02040103,development,01429000,F,H,1987-10-06,1987-10-06,2025-11-17,13923,13923,13923,13923,1.0,1.0,0,materialized
huc8_02040103,development,01429000,L,H,1987-10-06,1987-10-06,2025-11-17,13923,13923,0,0,0.0,0.0,0,failed_or_unavailable
huc8_02040103,development,01431500,Ta,M,2007-08-23,2007-08-23,2025-11-18,6663,6663,6663,6663,1.0,1.0,0,materialized
huc8_02040103,development,01431500,P,M,2007-08-23,2007-08-23,2025-11-18,6663,6663,6663,6663,1.0,1.0,0,materialized
huc8_02040103,development,01431500,W,M,2007-08-23,2007-08-23,2025-11-18,6663,6663,6663,6663,1.0,1.0,0,materialized
huc8_02040103,development,01431500,RH,M,2007-08-23,2007-08-23,2025-11-18,6663,6663,6663,6663,1.0,1.0,0,materialized
huc8_02040103,development,01431500,Rs,M,2007-08-23,2007-08-23,2025-11-18,6663,6663,6663,6663,1.0,1.0,0,materialized
huc8_02040103,development,01431500,F,H,2007-08-23,2007-08-23,2025-11-18,6663,6663,6663,6431,1.0,0.965180849467207,0,materialized
huc8_02040103,development,01431500,L,H,2007-08-23,2007-08-23,2025-11-18,6663,6663,0,0,0.0,0.0,0,failed_or_unavailable
