network_id,station_id,gap_length,min_loss,L_seasonal_boundary_ridge,L_donor_blup_ridge,L_xgboost,best_family,best_fixed_xgboost,best_fixed_xgboost_released,global_CV,global_CV_released,per_network_CV,per_network_CV_released,gap_rule,gap_rule_released,oracle,oracle_released,proposed_l0,proposed_l0_released,proposed_l0.5,proposed_l0.5_released,proposed_l1,proposed_l1_released,proposed_l0_abstain,proposed_l0_abstain_released,proposed_l0.5_abstain,proposed_l0.5_abstain_released,proposed_l1_abstain,proposed_l1_abstain_released
arso_bistrica,2432,7,0.45655644343277657,0.5127951684464345,0.45655644343277657,0.4788344656569616,1,2,True,1,True,1,True,2,True,1,True,2,True,2,True,2,True,2,True,2,True,2,True
arso_bistrica,2432,14,0.5227606035981859,0.6099717723976967,0.5264891174338577,0.5227606035981859,2,2,True,1,True,1,True,2,True,2,True,2,True,2,True,2,True,2,False,2,False,2,False
arso_bistrica,2432,30,0.7739441061019898,0.9353056568789408,0.7957018667017901,0.7739441061019898,2,2,True,1,True,1,True,2,True,2,True,2,True,2,True,2,True,2,False,2,True,2,True
arso_bistrica,2432,60,0.9956336359182993,1.2081123424379552,0.9990883142671791,0.9956336359182993,2,2,True,1,True,1,True,2,True,2,True,2,True,2,True,2,True,2,False,2,False,2,False
arso_bistrica,2432,90,1.3204570425285234,1.6096324928227272,1.327883602081188,1.3204570425285234,2,2,True,1,True,1,True,2,True,2,True,2,True,2,True,2,True,2,False,2,True,2,True
arso_bistrica,2432,180,2.6442924778157257,3.23374275041301,2.6442924778157257,2.72858769436015,1,2,True,1,True,1,True,2,True,1,True,2,True,2,True,2,True,2,False,2,False,2,False
arso_bistrica,2432,365,4.689651267587484,5.748613637002954,4.689651267587484,4.857278912271539,1,2,True,1,True,2,True,1,True,1,True,2,True,2,True,2,True,2,False,2,False,2,False
arso_bistrica,3320,7,0.41895350660596564,0.4656231124637964,0.43061814060498127,0.41895350660596564,2,2,True,1,True,1,True,2,True,2,True,2,True,2,True,2,True,2,True,2,True,2,True
arso_bistrica,3320,14,0.478181584742118,0.5029173537589435,0.478181584742118,0.5338090571335383,1,2,True,1,True,1,True,2,True,1,True,2,True,2,True,2,True,2,False,2,False,2,False
arso_bistrica,3320,30,0.693423771460851,0.7290649009945178,0.7070791787819677,0.693423771460851,2,2,True,1,True,1,True,2,True,2,True,2,True,2,True,2,True,2,True,2,True,2,True
arso_bistrica,3320,60,1.0037632116476696,1.0952171397245496,1.0399720570541306,1.0037632116476696,2,2,True,1,True,1,True,2,True,2,True,2,True,2,True,2,True,2,False,2,False,2,False
arso_bistrica,3320,90,1.0112821312745413,1.1339158702503949,1.0734435211400726,1.0112821312745413,2,2,True,1,True,1,True,2,True,2,True,2,True,2,True,2,True,2,False,2,True,2,True
arso_bistrica,3320,180,1.6581015358368556,1.9938154987633243,1.8853610269736172,1.6581015358368556,2,2,True,1,True,1,True,2,True,2,True,2,True,2,True,2,True,2,False,2,True,2,True
arso_bistrica,3320,365,2.1368955681226027,2.581902682777703,2.43494158603055,2.1368955681226027,2,2,True,1,True,1,True,1,True,2,True,2,True,2,True,2,True,2,False,2,False,2,False
arso_bistrica,4791,7,0.5637518166748061,0.816646383821569,0.5637518166748061,0.6157699011053357,1,2,True,1,True,1,True,2,True,1,True,2,True,2,True,2,True,2,False,2,True,2,True
arso_bistrica,4791,14,0.5990972479795645,0.8978877593656989,0.5990972479795645,0.6586931934526988,1,2,True,1,True,1,True,2,True,1,True,2,True,2,True,2,True,2,False,2,False,2,False
arso_bistrica,4791,30,0.7381237530352079,1.2507490483132024,0.7381237530352079,0.8304836812019347,1,2,True,1,True,1,True,2,True,1,True,2,True,2,True,2,True,2,False,2,True,2,True
arso_bistrica,4791,60,0.8724159317771729,1.4969767771568745,0.8724159317771729,1.0098000770807265,1,2,True,1,True,2,True,2,True,1,True,2,True,2,True,2,True,2,False,2,False,2,False
arso_bistrica,4791,90,1.0950074120218742,1.845553444252328,1.0950074120218742,1.2593497608767616,1,2,True,1,True,2,True,2,True,1,True,2,True,2,True,2,True,2,False,2,True,2,True
arso_bistrica,4791,180,2.0085656434228785,3.477226003192129,2.0085656434228785,2.370922903643714,1,2,True,1,True,2,True,2,True,1,True,2,True,2,True,2,True,2,False,2,False,2,True
arso_bistrica,4791,365,3.4708536695458414,6.102991052567235,3.4708536695458414,3.8651649505928773,1,2,True,1,True,2,True,1,True,1,True,2,True,2,True,2,True,2,False,2,False,2,False
arso_bistrica,7440,7,0.5655430783544269,0.7109595348590367,0.6450685410614426,0.5655430783544269,2,2,True,1,True,1,True,2,True,2,True,2,True,2,True,2,True,2,False,2,True,2,True
arso_bistrica,7440,14,0.6793232921191624,0.8632975928959169,0.7495798628720827,0.6793232921191624,2,2,True,1,True,1,True,2,True,2,True,2,True,2,True,2,True,2,False,2,False,2,False
arso_bistrica,7440,30,0.7788592091401418,1.1115626094551863,0.8763520688194475,0.7788592091401418,2,2,True,1,True,1,True,2,True,2,True,2,True,2,True,2,True,2,False,2,True,2,True
arso_bistrica,7440,60,1.0179885732730232,1.458624733047488,1.1141749467571365,1.0179885732730232,2,2,True,1,True,1,True,2,True,2,True,2,True,2,True,2,True,2,False,2,False,2,False
arso_bistrica,7440,90,1.1643933293554518,1.6672443072115393,1.264853397714376,1.1643933293554518,2,2,True,1,True,1,True,2,True,2,True,2,True,2,True,2,True,2,False,2,True,2,True
arso_bistrica,7440,180,2.3438610178629555,3.1741740608315077,2.4524969112525112,2.3438610178629555,2,2,True,1,True,1,True,2,True,2,True,2,True,2,True,2,True,2,False,2,False,2,True
arso_bistrica,7440,365,3.86467266313997,5.301345616289308,4.109494819851891,3.86467266313997,2,2,True,1,True,1,True,1,True,2,True,2,True,2,True,2,True,2,False,2,False,2,False
arso_drava,2005,7,0.257049412727356,0.2690192630020019,0.2650888738644391,0.257049412727356,2,2,True,1,True,2,True,2,True,2,True,1,True,1,True,1,True,1,True,1,True,1,True
arso_drava,2005,14,0.3707619529111045,0.37590142133580096,0.37258915481947225,0.3707619529111045,2,2,True,1,True,2,True,2,True,2,True,2,True,2,True,2,True,2,False,2,False,2,False
arso_drava,2005,30,0.6861897234916687,0.7069232900092782,0.6992965358684788,0.6861897234916687,2,2,True,1,True,2,True,2,True,2,True,1,True,1,True,1,True,1,False,1,False,1,False
arso_drava,2005,60,1.2232642935117086,1.2468297723649815,1.235688480887522,1.2232642935117086,2,2,True,1,True,2,True,2,True,2,True,2,True,2,True,2,True,2,False,2,False,2,False
arso_drava,2005,90,1.6346127682261997,1.651782087981029,1.6368831645998827,1.6346127682261997,2,2,True,1,True,2,True,2,True,2,True,2,True,2,True,2,True,2,True,2,True,2,False
arso_drava,2005,180,3.335869243608581,3.3745159575170818,3.3476422854491004,3.335869243608581,2,2,True,1,True,2,True,2,True,2,True,0,True,1,True,1,True,0,False,1,False,1,False
arso_drava,2005,365,6.46225387598717,6.5976073263129065,6.551269851976537,6.46225387598717,2,2,True,1,True,2,True,1,True,2,True,2,True,2,True,2,True,2,False,2,False,2,False
arso_drava,2150,7,0.3717570430891855,0.4683297063368877,0.4330099555929161,0.3717570430891855,2,2,True,1,True,2,True,2,True,2,True,2,True,2,True,1,True,2,True,2,False,1,False
arso_drava,2150,14,0.4225110185146332,0.6033434854350237,0.495412754374495,0.4225110185146332,2,2,True,1,True,2,True,2,True,2,True,2,True,2,True,2,True,2,False,2,False,2,False
arso_drava,2150,30,0.5822953581015269,0.86599135985703,0.6908270774628557,0.5822953581015269,2,2,True,1,True,2,True,2,True,2,True,2,True,2,True,2,True,2,True,2,True,2,False
arso_drava,2150,60,0.8533801112572352,1.2680100297544041,1.0218757253433286,0.8533801112572352,2,2,True,1,True,2,True,2,True,2,True,2,True,2,True,2,True,2,False,2,False,2,False
arso_drava,2150,90,1.2278578781021967,1.7124201128036005,1.367566556908345,1.2278578781021967,2,2,True,1,True,2,True,2,True,2,True,2,True,2,True,2,True,2,True,2,True,2,True
arso_drava,2150,180,2.2665417430003485,3.321486519656792,2.687329450229903,2.2665417430003485,2,2,True,1,True,2,True,2,True,2,True,2,True,2,True,2,True,2,True,2,True,2,True
arso_drava,2150,365,3.318465428097608,6.3652855643178805,5.1859774118146085,3.318465428097608,2,2,True,1,True,2,True,1,True,2,True,2,True,2,True,2,True,2,False,2,False,2,False
arso_drava,2160,7,0.4547396971498216,0.6354615429723259,0.6001170842295178,0.4547396971498216,2,2,True,1,True,2,True,2,True,2,True,2,True,2,True,1,True,2,True,2,False,1,False
arso_drava,2160,14,0.5874994298389979,0.7367769959765951,0.6456064247166821,0.5874994298389979,2,2,True,1,True,2,True,2,True,2,True,2,True,2,True,2,True,2,False,2,False,2,False
arso_drava,2160,30,0.7734984753926595,1.0740037994879976,0.9094411836878473,0.7734984753926595,2,2,True,1,True,2,True,2,True,2,True,2,True,2,True,1,True,2,True,2,False,1,False
