station_id,n_approved_days,n_qualifying_years,first_date,last_date,median_annual_amplitude_degC,anomaly_sd_degC,acf30,acf90,n_exact_pairs_30d,n_exact_pairs_90d,seasonal_variance_fraction,observed_temperature_range_degC,memory_range_index_per_degC,STANAME,DRAIN_SQKM,LAT_GAGE,LNG_GAGE,STATE,CLASS,AGGECOREGION,NDAMS_2009,STOR_NID_2009,STOR_NOR_2009,MAJ_NDAMS_2009,RAW_DIS_NEAREST_DAM,RAW_DIS_NEAREST_MAJ_DAM,upstream_major_dam_2009
07178200,6471,17,2000-09-30,2019-12-31,27.700000000000003,2.28818900645136,0.12966083154513008,0.040781508984945966,6217,6106,0.920925792024664,30.599999999999998,0.0042372820766382385,"Bird Ck at State Highway 266 near Catoosa, OK",2910.0,36.223151,-95.819432,OK,Non-ref,WestPlains,52.0,455.97,165.69,8.0,6.1,9.3,1
071912213,5482,15,2004-11-16,2019-12-31,15.600000000000001,1.183293510405094,0.36413296745497686,0.24792960055426672,5410,5353,0.9360199575176731,20.3,0.017937584603693442,"Spavinaw Creek near Colcord, OK",421.0,36.322581,-94.685224,OK,Non-ref,EastHghlnds,4.0,3.41,2.5,1.0,16.8,21.6,1
07191222,4968,11,2005-03-08,2019-12-31,20.0,1.2916244558802648,0.33901030134928256,0.20391065050422097,4705,4594,0.9538061335320309,23.900000000000002,0.014184531437208475,"Beaty Creek near Jay, OK",153.8,36.355359,-94.776339,OK,Ref,EastHghlnds,0.0,0.0,0.0,0.0,,,0
07227500,6116,12,2000-01-01,2019-12-27,27.75,2.280284585673226,0.026970253106559372,0.011937513535387575,5253,5091,0.918825228659376,29.599999999999998,0.0009111571995459248,"Canadian Rv nr Amarillo, TX",49264.4,35.470326,-101.879628,TX,Non-ref,WestPlains,119.0,33.34,11.55,20.0,14.6,16.1,1
07263296,4407,12,2007-09-30,2019-12-31,27.75,2.1184718489022516,0.19292078672715354,0.08865578757078764,4316,4252,0.9320537172248735,30.9,0.006243391156218562,"Maumelle River near Wye, AR",185.5,34.884256,-92.701831,AR,Non-ref,EastHghlnds,3.0,3.08,2.12,0.0,6.3,,0
0728875070,6140,16,2001-12-08,2019-04-05,28.55,2.3730429673304445,0.09907060332532154,0.06553236148872943,5966,5862,0.9188396080318508,33.7,0.0029397805141044963,"DEER CREEK EAST OF LELAND, MS",219.9,33.401111,-90.891944,MS,Non-ref,SECstPlain,2.0,14.91,0.0,0.0,19.0,,0
07311700,4122,11,2000-01-01,2011-09-29,30.3,2.5314942461944234,0.03192749934697728,-0.004983501174218666,3933,3867,0.916685162393091,32.900000000000006,0.0009704407096345675,"N Wichita Rv nr Truscott, TX",2456.6,33.820642,-99.786482,TX,Non-ref,WestPlains,13.0,59.32,54.07,1.0,5.4,5.4,1
07311782,6934,19,2000-01-04,2019-12-31,26.5,2.170116608609411,0.12075791648071944,0.08992516193948136,6591,6508,0.9059852746103683,31.099999999999998,0.003882891205167828,"S Wichita Rv at LowFlow Dam Div Pipe nr Guthrie,TX",568.8,33.62203,-100.209,TX,Non-ref,WestPlains,2.0,0.9,0.44,0.0,5.7,,0
07311900,4586,11,2000-01-01,2014-09-29,30.4,2.7469467872059714,0.04388221393621275,0.018975160988754756,4278,4119,0.8928008421453628,32.8,0.0013378723761040474,"Wichita Rv nr Seymour, TX",4771.7,33.70037,-99.388691,TX,Ref,WestPlains,22.0,30.99,28.04,2.0,2.9,2.9,1
07312100,4130,10,2000-01-01,2011-09-29,24.950000000000003,1.9433580064609748,0.0007058092417680487,0.02294529184752712,3984,3913,0.9235649992676512,27.5,2.5665790609747225e-05,"Wichita Rv nr Mabelle, TX",5275.7,33.760093,-99.142849,TX,Non-ref,WestPlains,30.0,280.61,88.28,3.0,0.8,0.8,1
07312500,6071,16,2000-01-01,2019-12-31,30.4,2.558783953015049,0.024826241829944515,0.0030296496736731105,5880,5760,0.9085599844739927,32.800000000000004,0.000756897616766601,"Wichita Rv at Wichita Falls, TX",8146.3,33.909542,-98.533666,TX,Non-ref,WestPlains,63.0,220.01,68.07,8.0,13.4,17.8,1
07312700,5186,12,2000-01-01,2018-09-30,31.549999999999997,2.5709962860818423,0.04586831402220026,0.03245185730009016,4963,4790,0.9164913016813973,33.8,0.0013570507107159842,"Wichita Rv nr Charlie, TX",8852.9,34.05315,-98.296714,TX,Non-ref,WestPlains,79.0,210.88,64.14,9.0,8.0,32.1,1
08049500,6819,17,2000-01-01,2019-12-31,23.5,2.0054309374266888,0.12854403805892609,0.028338892252974895,6529,6350,0.9090972306784514,27.9,0.004607313192076204,"W Fk Trinity Rv at Grand Prairie, TX",7908.3,32.798741,-97.02973,TX,Non-ref,WestPlains,232.0,397.53,124.85,34.0,3.6,17.8,1
08062500,6585,17,2000-01-01,2019-12-31,23.900000000000002,2.0567671224082957,0.14520142985640302,0.045918819581418205,6222,6025,0.9136297711192399,29.3,0.004955680199877236,"Trinity Rv nr Rosser, TX",21047.8,32.42653,-96.463042,TX,Non-ref,WestPlains,938.0,585.48,215.09,112.0,6.7,28.2,1
08065350,6864,18,2000-01-01,2019-12-31,24.950000000000003,1.9809578567919006,0.1297388507545097,0.08186837573460114,6530,6388,0.9323828369011264,29.7,0.004368311473215814,"Trinity Rv nr Crockett, TX",35967.2,31.338513,-95.656341,TX,Non-ref,WestPlains,1597.0,492.16,199.34,154.0,7.7,7.7,1
08068275,4843,10,2000-01-01,2015-10-03,22.0,2.21778796747231,0.08317258981672503,0.0598532047096243,4398,4195,0.8768060639776076,27.3,0.0030466150116016492,"Spring Ck nr Tomball, TX",483.0,30.119939,-95.646056,TX,Non-ref,SEPlains,11.0,16.47,4.49,1.0,6.6,15.7,1
08068400,5726,15,2000-01-01,2015-10-03,20.1,2.126962455357351,0.16278142018369682,0.11449340486335466,5667,5607,0.8365135628937788,23.6,0.006897517804393932,"Panther Br at Gosling Rd, The Woodlands, TX",67.0,30.192159,-95.483829,TX,Non-ref,SEPlains,2.0,106.24,11.87,1.0,5.1,5.1,1
08068500,6787,18,2000-01-01,2019-12-31,23.95,2.2677622144600598,0.11505270995690102,0.09562443237397886,6478,6348,0.8794089106694252,27.300000000000004,0.004214384980106264,"Spring Ck nr Spring, TX",1046.3,30.110495,-95.436327,TX,Non-ref,SEPlains,29.0,21.95,6.13,2.0,4.9,13.6,1
08070200,5423,14,2000-01-01,2019-12-31,22.4,2.004037920441125,0.14149936311921707,0.06225804340538647,5339,5221,0.8998263329517658,26.299999999999997,0.005380203920882779,"E Fk San Jacinto Rv nr New Caney, TX",989.4,30.145493,-95.124376,TX,Ref,SEPlains,13.0,3.26,1.64,0.0,33.3,,0
08123850,5888,12,2000-01-01,2019-12-31,27.799999999999997,2.37606603490575,0.04908324967586041,0.04534816891217733,5310,4948,0.9030853348222189,31.099999999999998,0.0015782395394167337,"Colorado Rv abv Silver, TX",38861.5,32.053744,-100.762052,TX,Non-ref,WestPlains,45.0,28.49,12.5,9.0,4.8,26.8,1
08126380,6184,13,2001-02-09,2019-12-31,26.8,2.2343515647651175,0.024404334809356686,0.02998722904245708,5922,5615,0.9190414560316194,31.799999999999997,0.000767431912243921,"Colorado Rv nr Ballinger, TX",42597.4,31.71543,-100.026476,TX,Non-ref,WestPlains,88.0,54.58,27.89,14.0,1.4,2.2,1
08180700,4379,12,2001-11-02,2014-01-01,16.950000000000003,1.4208110171881965,0.12296833945831458,0.02047465892401334,4284,4226,0.9243826283631567,20.1,0.0061178278337469935,"Medina Rv nr Macdona, TX",2234.0,29.334958,-98.689744,TX,Non-ref,WestPlains,45.0,189.67,146.56,4.0,4.7,28.3,1
08181500,5614,14,2000-01-01,2019-12-31,17.049999999999997,1.6023398490884215,0.2447242018213524,0.13629869562463226,5500,5398,0.8874968928144605,19.900000000000002,0.012297698583987557,"Medina Rv at San Antonio, TX",3399.7,29.264128,-98.490849,TX,Non-ref,WestPlains,61.0,128.11,97.85,5.0,0.9,0.9,1
08181800,6948,19,2000-01-01,2019-12-31,17.5,1.7806648757766856,0.19751589649239643,0.12901530317011864,6598,6550,0.8674430981491364,21.200000000000003,0.009316787570396057,"San Antonio Rv nr Elmendorf, TX",4528.5,29.222185,-98.355846,TX,Non-ref,WestPlains,87.0,137.13,81.71,19.0,2.8,2.8,1
08317400,5790,16,2003-09-30,2019-12-31,20.450000000000003,0.7642974045357281,0.27891892590149536,0.07333948656864081,5627,5563,0.9875225177816804,21.700000000000003,0.012853406723571213,"RIO GRANDE BELOW COCHITI DAM, NM",37162.6,35.617809,-106.324471,NM,Non-ref,WestMnts,119.0,110.76,41.77,46.0,0.6,0.6,1
09144250,3810,10,2009-07-02,2019-12-31,20.1,1.6372674543785768,0.36921766604826606,0.10388887333195143,3755,3695,0.9235366325692806,21.3,0.017334162725270705,"GUNNISON RIVER AT DELTA, CO.",14613.8,38.753039,-108.078403,CO,Non-ref,WestMnts,180.0,88.11,86.09,25.0,6.4,13.4,1
09149500,3816,10,2009-07-02,2019-12-31,20.5,1.4223519096713968,0.16516759497262531,0.06741115013607622,3768,3710,0.9446162192308882,21.9,0.007541899313818508,"UNCOMPAHGRE RIVER AT DELTA, CO.",2899.5,38.741928,-108.080903,CO,Non-ref,WestXeric,15.0,27.76,26.8,6.0,4.7,32.2,1
09163500,7186,20,2000-01-01,2019-12-31,25.0,1.7517701422196919,0.31288804302433826,0.08820746833722927,7061,6984,0.9466926087528333,26.2,0.011942291718486193,COLORADO RIVER NEAR COLORADO-UTAH STATE LINE,46273.9,39.13276,-109.027055,CO,Non-ref,WestMnts,485.0,75.87,70.87,83.0,14.3,21.9,1
09171100,7198,20,2000-01-01,2019-12-31,26.400000000000002,1.8348661330464207,0.1762802228556959,0.011624874989573278,7075,7001,0.9520526344996268,27.7,0.006363906962299491,"DOLORES RIVER NEAR BEDROCK, CO.",5549.5,38.356934,-108.833435,CO,Non-ref,WestXeric,15.0,97.62,91.73,3.0,20.4,79.0,1
09180000,4823,13,2006-07-19,2019-12-31,26.400000000000002,1.8683524135202678,0.24636359204294617,0.11325169799972974,4709,4652,0.9481403067694338,28.0,0.008798699715819506,"DOLORES RIVER NEAR CISCO, UT",11837.9,38.797208,-109.195114,UT,Non-ref,WestXeric,39.0,49.72,46.0,8.0,28.8,43.6,1
09234500,6539,17,2000-01-01,2019-12-31,12.6,1.046193021747294,0.4458661202532364,0.03432749181350842,6247,6084,0.9332007065590712,14.7,0.03033102858865554,"GREEN RIVER NEAR GREENDALE, UT",39136.6,40.908293,-109.422914,UT,Non-ref,WestXeric,121.0,131.37,128.83,27.0,0.8,0.8,1
09302000,7035,19,2000-01-01,2019-12-31,26.2,1.9027989549660052,0.245209548228558,0.07981417418391513,6817,6692,0.9522891357594903,28.400000000000002,0.008634139022132323,"DUCHESNE RIVER NEAR RANDLETT, UT",9771.9,40.215517,-109.783476,UT,Non-ref,WestXeric,60.0,187.3,179.65,13.0,1.6,11.0,1
09314500,6098,13,2000-11-17,2019-12-31,26.5,1.9200343224187135,0.15191752522272323,0.01729441523228668,5641,5493,0.9511927615932436,29.299999999999997,0.005184898471765298,"PRICE RIVER AT WOODSIDE, UT",4494.2,39.263858,-110.346546,UT,Non-ref,WestXeric,23.0,20.44,20.14,2.0,32.0,40.3,1
09406000,5340,14,2004-10-09,2019-12-31,24.15,1.9066496070787755,0.2997428758902806,0.0880119813176637,5122,5041,0.9214763100588592,26.7,0.011226324939710883,"VIRGIN RIVER AT VIRGIN, UT",2454.7,37.204149,-113.180779,UT,Non-ref,WestXeric,7.0,4.86,4.01,4.0,16.2,16.2,1
10129900,6612,18,2001-10-16,2019-12-31,18.5,1.937222429581221,0.378280359998981,0.10880699364594505,6543,6484,0.8741682283434737,20.0,0.018914017999949052,"SILVER CREEK NEAR SILVER CREEK JUNCTION, UT",41.1,40.73523,-111.47603,UT,Non-ref,WestMnts,4.0,6.24,6.24,0.0,2.8,,0
10133800,6621,18,2001-10-18,2019-12-31,19.5,1.4841697954558621,0.28469571442943153,0.1946079874023241,6563,6503,0.941256203751229,21.8,0.013059436441717042,"EAST CANYON CREEK NEAR JEREMY RANCH, UT",147.8,40.75967,-111.564091,UT,Non-ref,WestMnts,8.0,3.18,2.61,0.0,2.3,,0
10133980,4548,12,2007-07-12,2019-12-31,20.85,1.5639646674919925,0.2182175022597244,0.11834918098650109,4510,4450,0.9430150036046978,22.7,0.009613105826419577,"EAST CANYON CREEK AB EAST CYN RES NR MORGAN, UTAH",285.2,40.87078,-111.585204,UT,Non-ref,WestMnts,8.0,1.65,1.35,0.0,12.5,,0
10172200,3844,10,2000-01-01,2019-12-31,15.4,1.3573964185438419,0.10212990853991774,0.05971109294902278,3764,3664,0.9211014373916919,16.6,0.006152404128910707,"RED BUTTE CREEK AT FORT DOUGLAS, NEAR SLC, UT",18.7,40.779946,-111.806045,UT,Ref,WestMnts,0.0,0.0,0.0,0.0,,,0
10301500,7009,18,2000-01-01,2019-12-31,26.0,1.91067407512417,0.09689325337126567,0.05252447164506536,6810,6653,0.942872808764206,27.6,0.003510625122147307,"WALKER RV NR WABUSKA, NV",7032.1,39.152461,-119.098889,NV,Non-ref,WestXeric,18.0,12.68,12.19,4.0,3.3,17.1,1
10348200,6800,18,2000-10-01,2019-12-31,21.65,1.854827799904809,0.33472889298627945,0.17884965900524546,6622,6502,0.9146290567743715,26.900000000000002,0.012443453270865407,"TRUCKEE R NR SPARKS, NV",2762.5,39.517617,-119.741644,NV,Non-ref,WestMnts,34.0,519.55,485.4,18.0,7.6,9.3,1
10351600,5717,14,2001-10-01,2019-12-31,23.75,1.84263456423063,0.2634845084973922,0.12411852660476075,5456,5217,0.9253488845578399,26.4,0.009980473806719401,"TRUCKEE R BL DERBY DAM NR WADSWORTH, NV",4132.7,39.584634,-119.441287,NV,Non-ref,WestMnts,55.0,350.73,327.09,19.0,0.6,11.9,1
10351700,6720,17,2000-10-01,2019-12-31,24.5,2.056322541504473,0.2950834114899005,0.08036056147062003,6469,6321,0.9180163658399463,27.0,0.010929015240366687,"TRUCKEE R NR NIXON, NV",4479.1,39.777372,-119.337522,NV,Non-ref,WestMnts,57.0,323.62,301.81,19.0,8.7,34.9,1
11261500,5816,15,2001-12-05,2019-12-31,21.8,1.6816654578144354,0.07758912586261563,0.01913642537160838,5703,5586,0.9277900180216951,28.3,0.002741665224827407,SAN JOAQUIN R A FREMONT FORD BRIDGE CA,21971.8,37.309939,-120.931037,CA,Non-ref,WestXeric,65.0,149.89,143.59,31.0,35.9,35.9,1
11274550,6077,14,2000-01-01,2019-12-31,20.5,1.7560639745739866,0.16326781355248496,0.0971926206638871,5879,5683,0.9100471551739835,25.2,0.006478881490177974,SAN JOAQUIN R NR CROWS LANDING CA,30039.7,37.43188,-121.01382,CA,Non-ref,WestXeric,81.0,247.47,238.33,39.0,32.3,36.1,1
11467000,4181,11,2002-01-25,2019-12-31,16.5,1.2906106827031638,0.12708320382373525,-0.011031485312895762,3958,3843,0.9240634176430195,20.1,0.006322547453917176,RUSSIAN R NR GUERNEVILLE CA,3465.2,38.508523,-122.927774,CA,Non-ref,WestXeric,60.0,222.24,120.83,16.0,6.6,13.2,1
11501000,5350,14,2005-04-28,2019-12-31,24.75,1.824730981440633,0.11998423532125933,0.012273305172808936,5310,5249,0.9437831546435017,26.6,0.004510685538393208,"SPRAGUE RIVER NEAR CHILOQUIN, OR",4121.3,42.584581,-121.849737,OR,Non-ref,WestMnts,13.0,3.21,2.99,0.0,17.5,,0
11502500,4187,10,2007-10-17,2019-12-31,17.5,1.3481933177680483,0.10277362996153193,-0.039124240136384096,4123,4005,0.926900643656178,19.1,0.005380818322593294,"WILLIAMSON RIVER BLW SPRAGUE RIVER NR CHILOQUIN,OR",7820.4,42.564859,-121.879459,OR,Non-ref,WestMnts,14.0,1.71,1.59,0.0,1.4,,0
11507500,5860,16,2003-09-30,2019-12-31,24.15,1.789247659634395,0.1460918066761668,0.006597430033038004,5761,5695,0.9416496921863287,26.6,0.005492173183314541,"LINK RIVER AT KLAMATH FALLS, OR",9786.5,42.223478,-121.794171,OR,Non-ref,WestMnts,18.0,73.91,73.79,3.0,1.3,1.3,1
11509500,4996,14,2005-12-21,2019-12-31,23.200000000000003,1.5173502526572997,0.18594438370567262,-0.011162673520487179,4880,4778,0.9582525775530635,25.0,0.0074377753482269045,"KLAMATH RIVER AT KENO, OR",18081.2,42.133199,-121.962231,OR,Non-ref,WestMnts,64.0,88.77,74.18,7.0,1.2,1.2,1
12056500,5186,13,2000-01-01,2019-12-31,11.4,1.0167615533241146,0.39610043112778603,0.23692221278505354,4980,4815,0.8945016364947587,13.3,0.029781987302841054,"NF SKOKOMISH R BL STAIRCASE RPDS NR HOODSPORT, WA",147.0,47.514257,-123.329887,WA,Ref,WestMnts,0.0,0.0,0.0,0.0,,,0
12115000,6896,18,2000-01-01,2019-12-31,10.15,1.0020554412024216,0.4808991563917406,0.32465986778321265,6796,6673,0.8854639373491608,14.6,0.03293829838299593,"CEDAR RIVER NEAR CEDAR FALLS, WA",102.8,47.370107,-121.625101,WA,Ref,WestMnts,0.0,0.0,0.0,0.0,,,0
12116500,7127,19,2000-01-01,2019-12-31,16.5,1.247754968210101,0.4086248201490635,0.15109906333240214,6995,6861,0.9396850824403894,22.1,0.01848981086647346,"CEDAR RIVER AT CEDAR FALLS, WA",220.1,47.417047,-121.792054,WA,Non-ref,WestMnts,1.0,980.56,526.14,1.0,3.0,3.0,1
12117600,6778,18,2001-05-05,2019-12-31,9.75,0.9129693414971759,0.3485896331022107,0.19946996572715198,6711,6654,0.8878390335559245,13.600000000000001,0.025631590669280196,"CEDAR RIVER BELOW DIVERSION NEAR LANDSBURG, WA",345.9,47.379546,-121.983448,WA,Non-ref,WestMnts,2.0,623.85,334.74,1.0,1.7,17.9,1
12119000,7177,19,2000-01-01,2019-12-31,14.3,1.1745369730210053,0.33272251685536086,0.21182339051671337,7096,7052,0.901229109781705,18.099999999999998,0.01838245949477132,"CEDAR RIVER AT RENTON, WA",448.4,47.4826,-122.203455,WA,Non-ref,WestMnts,2.0,481.26,258.24,1.0,21.8,35.1,1
12137800,3679,10,2009-09-30,2019-12-31,11.55,1.1553087193444986,0.318685076810003,0.14032810096891274,3587,3528,0.8754507010863553,13.5,0.02360630198592615,"SULTAN RIVER BELOW DIVERSION DAM NEAR SULTAN, WA",198.5,47.959268,-121.797345,WA,Non-ref,WestMnts,1.0,1201.63,952.04,1.0,8.6,8.6,1
12138160,6244,14,2000-01-01,2019-12-31,11.55,1.061939373469625,0.4662101166499911,0.31287478013356956,5915,5586,0.902902238917748,13.799999999999999,0.03378334178623124,"SULTAN RIVER BELOW POWERPLANT NEAR SULTAN, WA",243.5,47.907324,-121.815399,WA,Non-ref,WestMnts,5.0,1081.0,869.43,2.0,3.8,4.3,1
12147500,7083,20,2000-01-04,2019-12-31,9.4,0.9196684364261519,0.32884380767816124,0.17747037811607094,6886,6801,0.876893197287039,12.100000000000001,0.027177174188277784,"NORTH FORK TOLT RIVER NEAR CARNATION, WA",102.9,47.712324,-121.788727,WA,Ref,WestMnts,0.0,0.0,0.0,0.0,,,0
12147600,7154,20,2000-01-01,2019-12-31,14.25,1.341281755454535,0.4281711069119001,0.2532368788599865,6987,6923,0.8818836698979544,16.9,0.02533556845632545,"SOUTH FORK TOLT RIVER NEAR INDEX, WA",14.1,47.706771,-121.600107,WA,Ref,WestMnts,0.0,0.0,0.0,0.0,,,0
12148000,7215,20,2000-01-01,2019-12-31,10.900000000000002,1.1184647281439404,0.3970976684925653,0.11446726965429578,7101,7036,0.8766420976310652,15.799999999999999,0.025132763828643375,"SOUTH FORK TOLT RIVER NEAR CARNATION, WA",51.8,47.689269,-121.713446,WA,Non-ref,WestMnts,0.0,0.0,0.0,0.0,,,0
12148300,7273,20,2000-01-01,2019-12-31,11.600000000000001,1.1087485523193488,0.33351996450207716,0.13985833218698435,7211,7151,0.8812100114418077,15.4,0.021657140552082933,"SF TOLT RIVER BL REGULATING BASIN NR CARNATION, WA",76.8,47.696768,-121.787338,WA,Non-ref,WestMnts,1.0,17.67,14.17,1.0,0.5,0.5,1
12205000,4335,12,2007-11-28,2019-12-31,11.05,1.1012000901638037,0.3978490604034645,0.28724924928883827,4226,4163,0.8396293519600535,12.3,0.032345452065322314,"NF NOOKSACK RIVER BL CASCADE CREEK NR GLACIER, WA",272.5,48.905957,-121.84431,WA,Non-ref,WestMnts,1.0,0.89,0.63,0.0,12.9,,0
12209490,3954,10,2008-04-17,2019-12-31,15.3,1.534948173204096,0.37081398309738123,0.1486576188764416,3805,3709,0.8391350191716389,17.6,0.021068976312351204,"SKOOKUM CREEK ABOVE DIVERSION NEAR WICKERSHAM, WA",58.1,48.6715,-122.1396,WA,Ref,WestMnts,0.0,0.0,0.0,0.0,,,0
12210000,3754,10,2008-09-30,2019-12-31,19.25,1.868372589759401,0.380489533431954,0.13537529122485745,3653,3547,0.8549830128390371,22.3,0.017062310916231123,"SF NOOKSACK RIVER AT SAXON BRIDGE, WA",332.1,48.677613,-122.166545,WA,Ref,WestMnts,0.0,0.0,0.0,0.0,,,0
12210700,4208,11,2008-05-29,2019-12-31,15.0,1.4151419998174162,0.3339722588339671,0.1734004011715709,4152,4092,0.8604408560136809,17.1,0.019530541452278775,"NOOKSACK RIVER AT NORTH CEDARVILLE, WA",1524.8,48.841782,-122.294326,WA,Ref,WestMnts,1.0,0.16,0.11,0.0,45.4,,0
12210900,4062,11,2008-05-01,2019-12-31,19.2,1.8162440187421072,0.16178339714242923,0.07882520196888575,3904,3772,0.8683630660827092,20.2,0.008009079066456893,"ANDERSON CREEK AT SMITH ROAD NEAR GOSHEN, WA",25.7,48.83261,-122.33905,WA,Non-ref,WestMnts,0.0,0.0,0.0,0.0,,,0
12213100,4383,12,2007-12-01,2019-12-31,17.200000000000003,1.5828588057187636,0.299363787385665,0.1639877031412118,4322,4262,0.8658793658364569,19.5,0.015351989096700769,"NOOKSACK RIVER AT FERNDALE, WA",1904.4,48.844832,-122.589339,WA,Non-ref,WestMnts,2.0,0.19,0.11,0.0,11.4,,0
12323770,7105,19,2000-07-07,2019-12-31,17.3,1.668973233005572,0.17284248954462353,0.08221065758085223,7063,7003,0.8947937339407092,19.2,0.009002212997115809,Warm Springs Creek at Warm Springs MT,414.0,46.180301,-112.785949,MT,Non-ref,WestMnts,4.0,60.27,58.42,1.0,19.7,35.0,1
12340000,6361,13,2000-01-01,2019-12-31,20.0,1.373171397772454,0.1631130272310875,0.05575492780663149,6110,5774,0.953394535818712,21.5,0.0075866524293529075,Blackfoot River near Bonner MT,5925.4,46.89965,-113.756487,MT,Non-ref,WestMnts,22.0,4.08,2.77,2.0,9.9,73.2,1
12362500,7039,18,2000-01-01,2019-12-31,13.5,1.4025261753130942,0.19190147341654784,-0.007772565090071309,6887,6761,0.903237813162434,17.0,0.011288321965679285,S F Flathead River nr Columbia Falls MT,4318.2,48.356631,-114.037618,MT,Non-ref,WestMnts,1.0,1024.51,990.25,1.0,2.6,2.6,1
12413360,4218,10,2000-03-29,2013-10-29,11.9,0.8476926171428878,0.24075699566108422,0.12704663867717786,4143,4023,0.9396835527409101,13.5,0.01783385153045068,EF PINE CREEK ABV GILBERT CR NEAR PINEHURST ID,9.0,47.440278,-116.175278,ID,Ref,WestMnts,0.0,0.0,0.0,0.0,,,0
12413370,6543,17,2000-01-01,2019-12-31,16.7,1.4165287316347044,0.2134170580831659,0.11230360741488149,6451,6331,0.921452363088578,28.4,0.007514685143773448,EF PINE CREEK ABV NABOB CR NEAR PINEHURST ID,74.2,47.476667,-116.221667,ID,Non-ref,WestMnts,0.0,0.0,0.0,0.0,,,0
12413445,4993,12,2000-01-01,2015-10-03,10.4,0.7141592473947519,0.4652114535266369,0.14684419193763543,4901,4781,0.9546147809018619,12.1,0.038447227564184866,PINE CREEK BELOW AMY GULCH NEAR PINEHURST ID,189.7,47.514444,-116.241944,ID,Non-ref,WestMnts,0.0,0.0,0.0,0.0,,,0
13032500,3642,10,2005-11-02,2015-11-03,15.45,1.0861333198766292,0.549706339238677,-0.05822430928804977,3600,3540,0.9579467671014193,18.0,0.030539241068815386,SNAKE RIVER NR IRWIN ID,13424.3,43.350833,-111.218889,ID,Non-ref,WestMnts,15.0,193.04,190.59,5.0,2.5,2.5,1
13056500,4804,12,2000-04-14,2016-12-30,22.45,1.5953583175453652,0.1079529107358855,0.056726856608629805,4595,4397,0.9521670111301213,23.900000000000002,0.004516858189786004,HENRYS FORK NR REXBURG ID,8336.9,43.825833,-111.905,ID,Non-ref,WestMnts,29.0,13.91,13.72,3.0,23.8,43.1,1
13057000,3973,10,2004-10-22,2015-09-30,18.5,1.4080584778262952,0.1446875256047206,0.059627973637456075,3920,3860,0.9522726589358839,20.5,0.007057928078279053,SNAKE RIVER NR MENAN ID,23703.2,43.752778,-111.979167,ID,Non-ref,WestMnts,46.0,114.23,112.78,8.0,25.7,53.0,1
13068500,4578,11,2001-05-04,2015-10-13,24.6,1.9680287543867983,0.13119667858861797,0.0746942627918576,4437,4269,0.9404293476632483,28.1,0.004668920946214163,BLACKFOOT RIVER NR BLACKFOOT ID,2753.5,43.130556,-112.476667,ID,Non-ref,WestXeric,5.0,213.85,213.4,2.0,16.1,63.1,1
13069500,4288,10,2000-04-28,2015-10-13,17.150000000000002,1.699823532910148,0.44563424944315483,0.15595769385463268,4092,3865,0.9099536103548129,22.1,0.02016444567616085,SNAKE RIVER NR BLACKFOOT ID,31558.4,43.125192,-112.519149,ID,Non-ref,WestMnts,65.0,110.94,109.62,16.0,19.6,47.3,1
13150430,4481,10,2001-05-10,2019-12-31,20.650000000000002,1.6032763312172875,0.06731427918207597,0.013572256145906394,4295,4048,0.9306760701170489,23.0,0.0029267077905250423,SILVER CREEK AT SPORTSMAN ACCESS NR PICABO ID,184.9,43.322222,-114.106667,ID,Non-ref,WestXeric,0.0,0.0,0.0,0.0,,,0
13168500,4252,10,2000-07-26,2015-10-13,22.9,1.931309994764904,0.3421975596283927,0.18757649342625843,4186,4089,0.9229694471410295,28.0,0.01222134141529974,BRUNEAU RIVER NR HOT SPRING ID,6958.4,42.771111,-115.720278,ID,Non-ref,WestXeric,11.0,2.11,2.08,0.0,37.4,,0
13340000,6829,18,2000-01-01,2019-12-31,25.15,1.7581865498812628,0.23750265606010457,0.008009038120911773,6669,6549,0.9458872579685806,27.5,0.008636460220367438,CLEARWATER RIVER AT OROFINO ID,14268.9,46.478333,-116.2575,ID,Ref,WestMnts,2.0,0.01,0.01,0.0,41.4,,0
13340600,7105,19,2000-01-01,2019-12-31,20.5,1.5401501965996598,0.32310935193727414,0.13814248276561383,6981,6920,0.940547255325966,23.400000000000002,0.013808091963131371,NF CLEARWATER RIVER NR CANYON RANGER STATION ID,3354.6,46.840466,-115.620703,ID,Ref,WestMnts,0.0,0.0,0.0,0.0,,,0
13341050,6248,17,2002-10-01,2019-12-31,14.0,1.0243471471937058,0.05025759671149238,-0.0261071218375089,6169,6116,0.9147258000835391,17.8,0.002823460489409684,CLEARWATER RIVER NR PECK ID,20665.1,46.500278,-116.3925,ID,Non-ref,WestMnts,5.0,212.5,207.01,1.0,7.6,7.6,1
13342500,7184,19,2000-01-01,2019-12-31,15.4,1.2165538306606467,0.1366336369871129,0.03676510982582636,7075,6973,0.9030309431443548,19.5,0.007006853178826302,CLEARWATER RIVER AT SPALDING ID,24064.8,46.448498,-116.827375,ID,Non-ref,WestMnts,14.0,182.88,178.12,3.0,17.7,32.0,1
14034470,3702,10,2009-06-17,2019-12-31,21.0,1.943337765102361,0.1810234094286745,0.017702438969213995,3553,3487,0.9044635412927571,24.3,0.007449523021756152,"WILLOW CREEK ABV WILLOW CR LAKE, NR HEPPNER, OR",176.2,45.340683,-119.515854,OR,Non-ref,WestXeric,0.0,0.0,0.0,0.0,,,0
