lambda,abstention,fraction_abstained,n_released,proposed_net_balanced_regret,best_fixed_net_balanced_regret,global_cv_net_balanced_regret,per_net_cv_net_balanced_regret,gap_rule_net_balanced_regret,common_scale_net_balanced_regret,random_net_balanced_regret
0.5,ambiguous,0.3159722222222222,985,0.099759799800361,0.10361248591613471,0.10361248591613471,0.051219212587816004,0.10925820331025135,0.09976759819150696,0.32331224123533675
0.5,ambiguous+support_any,0.9145833333333333,123,0.006720237495858092,0.15079234513014153,0.15079234513014153,0.16359053456298875,0.14474471547936235,0.006761179049374372,0.34072983648505883
0.5,ambiguous+support_winner,0.6701388888888888,475,0.04763107616226249,0.08056184362152727,0.08056184362152727,0.08745184949623824,0.0920904622289447,0.04764043423163763,0.35328315932864124
