network_id,station_id,reason
huc8_05140102,03297800,"donor_r2 must lie in [0, 1]"
huc8_05140102,03298135,"donor_r2 must lie in [0, 1]"
huc8_05140102,03298150,"donor_r2 must lie in [0, 1]"
huc8_05140102,03301900,"donor_r2 must lie in [0, 1]"
huc8_05140102,03301940,"donor_r2 must lie in [0, 1]"
huc8_05140102,03302000,"donor_r2 must lie in [0, 1]"
huc8_05140102,03302030,"donor_r2 must lie in [0, 1]"
huc8_03040206,02110802,"donor_r2 must lie in [0, 1]"
huc8_03040206,02110815,"donor_r2 must lie in [0, 1]"
