network_id,role,site_id,variable,information_group,target_start,request_start,request_end,n_target_calendar_days,n_expected_provider_days,n_provider_rows,n_provider_eligible_rows,provider_row_coverage,eligible_coverage,pre_power_archive_days,source_status
huc8_01090004,development,01115098,Ta,M,2000-01-29,2000-01-29,2025-12-04,9442,9442,9442,9442,1.0,1.0,0,materialized
huc8_01090004,development,01115098,P,M,2000-01-29,2000-01-29,2025-12-04,9442,9442,9442,9442,1.0,1.0,0,materialized
huc8_01090004,development,01115098,W,M,2000-01-29,2000-01-29,2025-12-04,9442,9442,9442,9442,1.0,1.0,0,materialized
huc8_01090004,development,01115098,RH,M,2000-01-29,2000-01-29,2025-12-04,9442,9442,9442,9442,1.0,1.0,0,materialized
huc8_01090004,development,01115098,Rs,M,2000-01-29,2000-01-29,2025-12-04,9442,9442,9442,9442,1.0,1.0,0,materialized
huc8_01090004,development,01115098,F,H,2000-01-29,2000-01-29,2025-12-04,9442,9442,9442,9442,1.0,1.0,0,materialized
huc8_01090004,development,01115098,L,H,2000-01-29,2000-01-29,2025-12-04,9442,9442,0,0,0.0,0.0,0,failed_or_unavailable
huc8_01090004,development,01115110,Ta,M,2000-01-29,2000-01-29,2025-12-04,9442,9442,9442,9442,1.0,1.0,0,materialized
huc8_01090004,development,01115110,P,M,2000-01-29,2000-01-29,2025-12-04,9442,9442,9442,9442,1.0,1.0,0,materialized
huc8_01090004,development,01115110,W,M,2000-01-29,2000-01-29,2025-12-04,9442,9442,9442,9442,1.0,1.0,0,materialized
huc8_01090004,development,01115110,RH,M,2000-01-29,2000-01-29,2025-12-04,9442,9442,9442,9442,1.0,1.0,0,materialized
huc8_01090004,development,01115110,Rs,M,2000-01-29,2000-01-29,2025-12-04,9442,9442,9442,9442,1.0,1.0,0,materialized
huc8_01090004,development,01115110,F,H,2000-01-29,2000-01-29,2025-12-04,9442,9442,6271,6271,0.664160135564499,0.664160135564499,0,materialized
huc8_01090004,development,01115110,L,H,2000-01-29,2000-01-29,2025-12-04,9442,9442,0,0,0.0,0.0,0,failed_or_unavailable
huc8_01090004,development,01115170,Ta,M,2000-03-10,2000-03-10,2025-04-17,9170,9170,9170,9170,1.0,1.0,0,materialized
huc8_01090004,development,01115170,P,M,2000-03-10,2000-03-10,2025-04-17,9170,9170,9170,9170,1.0,1.0,0,materialized
huc8_01090004,development,01115170,W,M,2000-03-10,2000-03-10,2025-04-17,9170,9170,9170,9170,1.0,1.0,0,materialized
huc8_01090004,development,01115170,RH,M,2000-03-10,2000-03-10,2025-04-17,9170,9170,9170,9170,1.0,1.0,0,materialized
huc8_01090004,development,01115170,Rs,M,2000-03-10,2000-03-10,2025-04-17,9170,9170,9170,9170,1.0,1.0,0,materialized
huc8_01090004,development,01115170,F,H,2000-03-10,2000-03-10,2025-04-17,9170,9170,6041,6041,0.6587786259541984,0.6587786259541984,0,materialized
huc8_01090004,development,01115170,L,H,2000-03-10,2000-03-10,2025-04-17,9170,9170,0,0,0.0,0.0,0,failed_or_unavailable
huc8_01090004,development,01115183,Ta,M,2000-01-25,2000-01-25,2025-06-19,9278,9278,9278,9278,1.0,1.0,0,materialized
huc8_01090004,development,01115183,P,M,2000-01-25,2000-01-25,2025-06-19,9278,9278,9278,9278,1.0,1.0,0,materialized
huc8_01090004,development,01115183,W,M,2000-01-25,2000-01-25,2025-06-19,9278,9278,9278,9278,1.0,1.0,0,materialized
huc8_01090004,development,01115183,RH,M,2000-01-25,2000-01-25,2025-06-19,9278,9278,9278,9278,1.0,1.0,0,materialized
huc8_01090004,development,01115183,Rs,M,2000-01-25,2000-01-25,2025-06-19,9278,9278,9278,9278,1.0,1.0,0,materialized
huc8_01090004,development,01115183,F,H,2000-01-25,2000-01-25,2025-06-19,9278,9278,6104,6104,0.6579004095710282,0.6579004095710282,0,materialized
huc8_01090004,development,01115183,L,H,2000-01-25,2000-01-25,2025-06-19,9278,9278,0,0,0.0,0.0,0,failed_or_unavailable
huc8_01090004,development,01115184,Ta,M,2009-05-28,2009-05-28,2023-10-17,5256,5256,5256,5256,1.0,1.0,0,materialized
huc8_01090004,development,01115184,P,M,2009-05-28,2009-05-28,2023-10-17,5256,5256,5256,5256,1.0,1.0,0,materialized
huc8_01090004,development,01115184,W,M,2009-05-28,2009-05-28,2023-10-17,5256,5256,5256,5256,1.0,1.0,0,materialized
huc8_01090004,development,01115184,RH,M,2009-05-28,2009-05-28,2023-10-17,5256,5256,5256,5256,1.0,1.0,0,materialized
huc8_01090004,development,01115184,Rs,M,2009-05-28,2009-05-28,2023-10-17,5256,5256,5256,5256,1.0,1.0,0,materialized
huc8_01090004,development,01115184,F,H,2009-05-28,2009-05-28,2023-10-17,5256,5256,3076,3075,0.5852359208523592,0.5850456621004566,0,materialized
huc8_01090004,development,01115184,L,H,2009-05-28,2009-05-28,2023-10-17,5256,5256,0,0,0.0,0.0,0,failed_or_unavailable
huc8_01090004,development,01115190,Ta,M,2000-02-09,2000-02-09,2025-07-08,9282,9282,9282,9282,1.0,1.0,0,materialized
huc8_01090004,development,01115190,P,M,2000-02-09,2000-02-09,2025-07-08,9282,9282,9282,9282,1.0,1.0,0,materialized
huc8_01090004,development,01115190,W,M,2000-02-09,2000-02-09,2025-07-08,9282,9282,9282,9282,1.0,1.0,0,materialized
huc8_01090004,development,01115190,RH,M,2000-02-09,2000-02-09,2025-07-08,9282,9282,9282,9282,1.0,1.0,0,materialized
huc8_01090004,development,01115190,Rs,M,2000-02-09,2000-02-09,2025-07-08,9282,9282,9282,9282,1.0,1.0,0,materialized
huc8_01090004,development,01115190,F,H,2000-02-09,2000-02-09,2025-07-08,9282,9282,6125,6125,0.6598793363499246,0.6598793363499246,0,materialized
huc8_01090004,development,01115190,L,H,2000-02-09,2000-02-09,2025-07-08,9282,9282,0,0,0.0,0.0,0,failed_or_unavailable
huc8_01090004,development,01115265,Ta,M,2000-02-01,2000-02-01,2025-07-08,9290,9290,9290,9290,1.0,1.0,0,materialized
huc8_01090004,development,01115265,P,M,2000-02-01,2000-02-01,2025-07-08,9290,9290,9290,9290,1.0,1.0,0,materialized
huc8_01090004,development,01115265,W,M,2000-02-01,2000-02-01,2025-07-08,9290,9290,9290,9290,1.0,1.0,0,materialized
huc8_01090004,development,01115265,RH,M,2000-02-01,2000-02-01,2025-07-08,9290,9290,9290,9290,1.0,1.0,0,materialized
huc8_01090004,development,01115265,Rs,M,2000-02-01,2000-02-01,2025-07-08,9290,9290,9290,9290,1.0,1.0,0,materialized
huc8_01090004,development,01115265,F,H,2000-02-01,2000-02-01,2025-07-08,9290,9290,6125,6125,0.6593110871905274,0.6593110871905274,0,materialized
huc8_01090004,development,01115265,L,H,2000-02-01,2000-02-01,2025-07-08,9290,9290,0,0,0.0,0.0,0,failed_or_unavailable
huc8_01090004,development,01115275,Ta,M,2000-01-15,2000-01-15,2023-10-17,8677,8677,8677,8677,1.0,1.0,0,materialized
huc8_01090004,development,01115275,P,M,2000-01-15,2000-01-15,2023-10-17,8677,8677,8677,8677,1.0,1.0,0,materialized
huc8_01090004,development,01115275,W,M,2000-01-15,2000-01-15,2023-10-17,8677,8677,8677,8677,1.0,1.0,0,materialized
huc8_01090004,development,01115275,RH,M,2000-01-15,2000-01-15,2023-10-17,8677,8677,8677,8677,1.0,1.0,0,materialized
huc8_01090004,development,01115275,Rs,M,2000-01-15,2000-01-15,2023-10-17,8677,8677,8677,8677,1.0,1.0,0,materialized
huc8_01090004,development,01115275,F,H,2000-01-15,2000-01-15,2023-10-17,8677,8677,1840,1840,0.2120548576697015,0.2120548576697015,0,materialized
huc8_01090004,development,01115275,L,H,2000-01-15,2000-01-15,2023-10-17,8677,8677,0,0,0.0,0.0,0,failed_or_unavailable
huc8_01090004,development,01115276,Ta,M,2009-04-18,2009-04-18,2025-07-08,5926,5926,5926,5926,1.0,1.0,0,materialized
huc8_01090004,development,01115276,P,M,2009-04-18,2009-04-18,2025-07-08,5926,5926,5926,5926,1.0,1.0,0,materialized
