gap_length,n_stations,conditional_risk,simple_prediction,realized_mae,realized_rmse,realized_rmse_sd_across_rows,remainder,conditional_sd,expected_gaussian_mae,remainder_mae,remainder_rmse,mae_over_expected,expected_mae_if_sd_reading,remainder_mae_if_sd_reading
7.0,61,0.379041334019247,0.5635625744434662,0.544406598163684,0.6310730210004103,0.2547090518540576,0.16536526414443697,0.4750578625532489,0.379041334019247,0.16536526414443697,0.1560151584471614,1.4362723779777538,0.3024312283200791,0.24197536984360485
14.0,61,0.40843329529804207,0.7024316698412773,0.6666181335559671,0.7984380959821143,0.2994067101019117,0.25818483825792504,0.5118952231473926,0.40843329529804207,0.25818483825792504,0.2865428728347218,1.6321346502114191,0.3258826204361453,0.3407355131198218
30.0,61,0.43066648727042933,0.7980299499727372,0.8150469661723988,0.9894359089462463,0.3525316004397945,0.38438047890196947,0.539760396964035,0.43066648727042933,0.38438047890196947,0.44967551198221134,1.8925247036011061,0.3436221410482793,0.4714248251241195
60.0,61,0.44173540968343944,1.02906996305258,0.9754990524706779,1.1877901239915931,0.38093618245738764,0.5337636427872385,0.5536332339091089,0.44173540968343944,0.5337636427872385,0.6341568900824842,2.2083333848417297,0.3524538633463449,0.623045189124333
90.0,61,0.44548472471301304,1.3407297566912801,1.2400737622056202,1.4904609319349342,0.4833436033966804,0.7945890374926071,0.558332303440923,0.44548472471301304,0.7945890374926071,0.9321286284940112,2.7836504674868294,0.3554453839220278,0.8846283782835924
180.0,61,0.44923553855213255,2.4390042854077745,2.431933466189678,2.848842659077291,1.0340236093721513,1.9826979276375454,0.5630332514519302,0.44923553855213255,1.9826979276375454,2.2858094076253606,5.4134930509453865,0.35843810037470697,2.073495365814971
365.0,61,0.4511366440350148,4.918358276185157,4.71865723945837,5.75536808392771,2.555488434454172,4.267520595423355,0.5654159338301544,0.4511366440350148,4.267520595423355,5.189952150097556,10.459485616717345,0.35995496308795644,4.358702276370414
