gap_length,n_stations,conditional_risk,simple_prediction,realized_mae,realized_rmse,realized_rmse_sd_across_rows,remainder
7.0,61,0.379041334019247,0.5635625744434662,0.544406598163684,0.6310730210004103,0.2547090518540576,0.16536526414443697
14.0,61,0.40843329529804207,0.7024316698412773,0.6666181335559671,0.7984380959821143,0.2994067101019117,0.25818483825792504
30.0,61,0.43066648727042933,0.7980299499727372,0.8150469661723988,0.9894359089462463,0.3525316004397945,0.38438047890196947
60.0,61,0.44173540968343944,1.02906996305258,0.9754990524706779,1.1877901239915931,0.38093618245738764,0.5337636427872385
90.0,61,0.44548472471301304,1.3407297566912801,1.2400737622056202,1.4904609319349342,0.4833436033966804,0.7945890374926071
180.0,61,0.44923553855213255,2.4390042854077745,2.431933466189678,2.848842659077291,1.0340236093721513,1.9826979276375454
365.0,61,0.4511366440350148,4.918358276185157,4.71865723945837,5.75536808392771,2.555488434454172,4.267520595423355
