network_id,role,site_id,variable,information_group,target_start,request_start,request_end,n_target_calendar_days,n_expected_provider_days,n_provider_rows,n_provider_eligible_rows,provider_row_coverage,eligible_coverage,pre_power_archive_days,source_status
huc8_05040005,development,03140853,Ta,M,2015-06-29,2015-06-29,2025-11-16,3794,3794,3794,3794,1.0,1.0,0,materialized
huc8_05040005,development,03140853,P,M,2015-06-29,2015-06-29,2025-11-16,3794,3794,3794,3794,1.0,1.0,0,materialized
huc8_05040005,development,03140853,W,M,2015-06-29,2015-06-29,2025-11-16,3794,3794,3794,3794,1.0,1.0,0,materialized
huc8_05040005,development,03140853,RH,M,2015-06-29,2015-06-29,2025-11-16,3794,3794,3794,3794,1.0,1.0,0,materialized
huc8_05040005,development,03140853,Rs,M,2015-06-29,2015-06-29,2025-11-16,3794,3794,3794,3794,1.0,1.0,0,materialized
huc8_05040005,development,03140853,F,H,2015-06-29,2015-06-29,2025-11-16,3794,3794,0,0,0.0,0.0,0,failed_or_unavailable
huc8_05040005,development,03140853,L,H,2015-06-29,2015-06-29,2025-11-16,3794,3794,2795,2795,0.7366895097522403,0.7366895097522403,0,materialized
huc8_05040005,development,03140900,Ta,M,2015-06-24,2015-06-24,2025-11-16,3799,3799,3799,3799,1.0,1.0,0,materialized
huc8_05040005,development,03140900,P,M,2015-06-24,2015-06-24,2025-11-16,3799,3799,3799,3799,1.0,1.0,0,materialized
huc8_05040005,development,03140900,W,M,2015-06-24,2015-06-24,2025-11-16,3799,3799,3799,3799,1.0,1.0,0,materialized
huc8_05040005,development,03140900,RH,M,2015-06-24,2015-06-24,2025-11-16,3799,3799,3799,3799,1.0,1.0,0,materialized
huc8_05040005,development,03140900,Rs,M,2015-06-24,2015-06-24,2025-11-16,3799,3799,3799,3799,1.0,1.0,0,materialized
huc8_05040005,development,03140900,F,H,2015-06-24,2015-06-24,2025-11-16,3799,3799,0,0,0.0,0.0,0,failed_or_unavailable
huc8_05040005,development,03140900,L,H,2015-06-24,2015-06-24,2025-11-16,3799,3799,2703,2703,0.711503027112398,0.711503027112398,0,materialized
huc8_05040005,development,03140950,Ta,M,2015-06-27,2015-06-27,2025-11-16,3796,3796,3796,3796,1.0,1.0,0,materialized
huc8_05040005,development,03140950,P,M,2015-06-27,2015-06-27,2025-11-16,3796,3796,3796,3796,1.0,1.0,0,materialized
huc8_05040005,development,03140950,W,M,2015-06-27,2015-06-27,2025-11-16,3796,3796,3796,3796,1.0,1.0,0,materialized
huc8_05040005,development,03140950,RH,M,2015-06-27,2015-06-27,2025-11-16,3796,3796,3796,3796,1.0,1.0,0,materialized
huc8_05040005,development,03140950,Rs,M,2015-06-27,2015-06-27,2025-11-16,3796,3796,3796,3796,1.0,1.0,0,materialized
huc8_05040005,development,03140950,F,H,2015-06-27,2015-06-27,2025-11-16,3796,3796,0,0,0.0,0.0,0,failed_or_unavailable
huc8_05040005,development,03140950,L,H,2015-06-27,2015-06-27,2025-11-16,3796,3796,2927,2927,0.7710748155953635,0.7710748155953635,0,materialized
