network_id,role,site_id,variable,information_group,target_start,request_start,request_end,n_target_calendar_days,n_expected_provider_days,n_provider_rows,n_provider_eligible_rows,provider_row_coverage,eligible_coverage,pre_power_archive_days,source_status
huc8_02070010,development,01649190,Ta,M,2007-10-01,2007-10-01,2026-06-03,6821,6821,6821,6821,1.0,1.0,0,materialized
huc8_02070010,development,01649190,P,M,2007-10-01,2007-10-01,2026-06-03,6821,6821,6821,6821,1.0,1.0,0,materialized
huc8_02070010,development,01649190,W,M,2007-10-01,2007-10-01,2026-06-03,6821,6821,6821,6821,1.0,1.0,0,materialized
huc8_02070010,development,01649190,RH,M,2007-10-01,2007-10-01,2026-06-03,6821,6821,6821,6821,1.0,1.0,0,materialized
huc8_02070010,development,01649190,Rs,M,2007-10-01,2007-10-01,2026-06-03,6821,6821,6821,6818,1.0,0.9995601817915262,0,materialized
huc8_02070010,development,01649190,F,H,2007-10-01,2007-10-01,2026-06-03,6821,6821,0,0,0.0,0.0,0,failed_or_unavailable
huc8_02070010,development,01649190,L,H,2007-10-01,2007-10-01,2026-06-03,6821,6821,0,0,0.0,0.0,0,failed_or_unavailable
huc8_02070010,development,01649500,Ta,M,2003-12-18,2003-12-18,2026-04-08,8148,8148,8148,8148,1.0,1.0,0,materialized
huc8_02070010,development,01649500,P,M,2003-12-18,2003-12-18,2026-04-08,8148,8148,8148,8148,1.0,1.0,0,materialized
huc8_02070010,development,01649500,W,M,2003-12-18,2003-12-18,2026-04-08,8148,8148,8148,8148,1.0,1.0,0,materialized
huc8_02070010,development,01649500,RH,M,2003-12-18,2003-12-18,2026-04-08,8148,8148,8148,8148,1.0,1.0,0,materialized
huc8_02070010,development,01649500,Rs,M,2003-12-18,2003-12-18,2026-04-08,8148,8148,8148,8148,1.0,1.0,0,materialized
huc8_02070010,development,01649500,F,H,2003-12-18,2003-12-18,2026-04-08,8148,8148,0,0,0.0,0.0,0,failed_or_unavailable
huc8_02070010,development,01649500,L,H,2003-12-18,2003-12-18,2026-04-08,8148,8148,0,0,0.0,0.0,0,failed_or_unavailable
huc8_02070010,development,01654500,Ta,M,2013-02-08,2013-02-08,2026-01-06,4716,4716,4716,4716,1.0,1.0,0,materialized
huc8_02070010,development,01654500,P,M,2013-02-08,2013-02-08,2026-01-06,4716,4716,4716,4716,1.0,1.0,0,materialized
huc8_02070010,development,01654500,W,M,2013-02-08,2013-02-08,2026-01-06,4716,4716,4716,4716,1.0,1.0,0,materialized
huc8_02070010,development,01654500,RH,M,2013-02-08,2013-02-08,2026-01-06,4716,4716,4716,4716,1.0,1.0,0,materialized
huc8_02070010,development,01654500,Rs,M,2013-02-08,2013-02-08,2026-01-06,4716,4716,4716,4716,1.0,1.0,0,materialized
huc8_02070010,development,01654500,F,H,2013-02-08,2013-02-08,2026-01-06,4716,4716,0,0,0.0,0.0,0,failed_or_unavailable
huc8_02070010,development,01654500,L,H,2013-02-08,2013-02-08,2026-01-06,4716,4716,0,0,0.0,0.0,0,failed_or_unavailable
huc8_02070010,development,01656903,Ta,M,2007-09-30,2007-09-30,2025-06-03,6457,6457,6457,6457,1.0,1.0,0,materialized
huc8_02070010,development,01656903,P,M,2007-09-30,2007-09-30,2025-06-03,6457,6457,6457,6457,1.0,1.0,0,materialized
huc8_02070010,development,01656903,W,M,2007-09-30,2007-09-30,2025-06-03,6457,6457,6457,6457,1.0,1.0,0,materialized
huc8_02070010,development,01656903,RH,M,2007-09-30,2007-09-30,2025-06-03,6457,6457,6457,6457,1.0,1.0,0,materialized
huc8_02070010,development,01656903,Rs,M,2007-09-30,2007-09-30,2025-06-03,6457,6457,6457,6457,1.0,1.0,0,materialized
huc8_02070010,development,01656903,F,H,2007-09-30,2007-09-30,2025-06-03,6457,6457,0,0,0.0,0.0,0,failed_or_unavailable
huc8_02070010,development,01656903,L,H,2007-09-30,2007-09-30,2025-06-03,6457,6457,0,0,0.0,0.0,0,failed_or_unavailable
