network_id,role,site_id,variable,information_group,target_start,request_start,request_end,n_target_calendar_days,n_expected_provider_days,n_provider_rows,n_provider_eligible_rows,provider_row_coverage,eligible_coverage,pre_power_archive_days,source_status
huc8_02040106,development,01447500,Ta,M,1980-10-09,1981-01-01,2026-01-21,16541,16457,16457,16457,1.0,1.0,84,materialized
huc8_02040106,development,01447500,P,M,1980-10-09,1981-01-01,2026-01-21,16541,16457,16457,16457,1.0,1.0,84,materialized
huc8_02040106,development,01447500,W,M,1980-10-09,1981-01-01,2026-01-21,16541,16457,16457,16457,1.0,1.0,84,materialized
huc8_02040106,development,01447500,RH,M,1980-10-09,1981-01-01,2026-01-21,16541,16457,16457,16457,1.0,1.0,84,materialized
huc8_02040106,development,01447500,Rs,M,1980-10-09,1981-01-01,2026-01-21,16541,16457,16457,15362,1.0,0.9334629640882299,84,materialized
huc8_02040106,development,01447500,F,H,1980-10-09,1980-10-09,2026-01-21,16541,16541,16541,16541,1.0,1.0,0,materialized
huc8_02040106,development,01447500,L,H,1980-10-09,1980-10-09,2026-01-21,16541,16541,0,0,0.0,0.0,0,failed_or_unavailable
huc8_02040106,development,01447720,Ta,M,1980-06-27,1981-01-01,2025-03-31,16349,16161,16161,16161,1.0,1.0,188,materialized
huc8_02040106,development,01447720,P,M,1980-06-27,1981-01-01,2025-03-31,16349,16161,16161,16161,1.0,1.0,188,materialized
huc8_02040106,development,01447720,W,M,1980-06-27,1981-01-01,2025-03-31,16349,16161,16161,16161,1.0,1.0,188,materialized
huc8_02040106,development,01447720,RH,M,1980-06-27,1981-01-01,2025-03-31,16349,16161,16161,16161,1.0,1.0,188,materialized
huc8_02040106,development,01447720,Rs,M,1980-06-27,1981-01-01,2025-03-31,16349,16161,16161,15066,1.0,0.9322442918136254,188,materialized
huc8_02040106,development,01447720,F,H,1980-06-27,1980-06-27,2025-03-31,16349,16349,16349,16349,1.0,1.0,0,materialized
huc8_02040106,development,01447720,L,H,1980-06-27,1980-06-27,2025-03-31,16349,16349,0,0,0.0,0.0,0,failed_or_unavailable
huc8_02040106,development,01447800,Ta,M,1987-10-01,1987-10-01,2025-03-25,13691,13691,13691,13691,1.0,1.0,0,materialized
huc8_02040106,development,01447800,P,M,1987-10-01,1987-10-01,2025-03-25,13691,13691,13691,13691,1.0,1.0,0,materialized
huc8_02040106,development,01447800,W,M,1987-10-01,1987-10-01,2025-03-25,13691,13691,13691,13691,1.0,1.0,0,materialized
huc8_02040106,development,01447800,RH,M,1987-10-01,1987-10-01,2025-03-25,13691,13691,13691,13691,1.0,1.0,0,materialized
huc8_02040106,development,01447800,Rs,M,1987-10-01,1987-10-01,2025-03-25,13691,13691,13691,13691,1.0,1.0,0,materialized
huc8_02040106,development,01447800,F,H,1987-10-01,1987-10-01,2025-03-25,13691,13691,13691,13691,1.0,1.0,0,materialized
huc8_02040106,development,01447800,L,H,1987-10-01,1987-10-01,2025-03-25,13691,13691,0,0,0.0,0.0,0,failed_or_unavailable
huc8_02040106,development,01449360,Ta,M,1968-10-11,1981-01-01,2026-08-03,21116,16651,16651,16651,1.0,1.0,4465,materialized
huc8_02040106,development,01449360,P,M,1968-10-11,1981-01-01,2026-08-03,21116,16651,16651,16651,1.0,1.0,4465,materialized
huc8_02040106,development,01449360,W,M,1968-10-11,1981-01-01,2026-08-03,21116,16651,16651,16651,1.0,1.0,4465,materialized
huc8_02040106,development,01449360,RH,M,1968-10-11,1981-01-01,2026-08-03,21116,16651,16651,16651,1.0,1.0,4465,materialized
huc8_02040106,development,01449360,Rs,M,1968-10-11,1981-01-01,2026-08-03,21116,16651,16651,15492,1.0,0.9303945708966428,4465,materialized
huc8_02040106,development,01449360,F,H,1968-10-11,1968-10-11,2026-08-03,21116,21116,21116,21116,1.0,1.0,0,materialized
huc8_02040106,development,01449360,L,H,1968-10-11,1968-10-11,2026-08-03,21116,21116,0,0,0.0,0.0,0,failed_or_unavailable
huc8_02040106,development,01449800,Ta,M,2017-10-01,2017-10-01,2026-05-18,3152,3152,3152,3152,1.0,1.0,0,materialized
huc8_02040106,development,01449800,P,M,2017-10-01,2017-10-01,2026-05-18,3152,3152,3152,3152,1.0,1.0,0,materialized
huc8_02040106,development,01449800,W,M,2017-10-01,2017-10-01,2026-05-18,3152,3152,3152,3152,1.0,1.0,0,materialized
huc8_02040106,development,01449800,RH,M,2017-10-01,2017-10-01,2026-05-18,3152,3152,3152,3152,1.0,1.0,0,materialized
huc8_02040106,development,01449800,Rs,M,2017-10-01,2017-10-01,2026-05-18,3152,3152,3152,3152,1.0,1.0,0,materialized
huc8_02040106,development,01449800,F,H,2017-10-01,2017-10-01,2026-05-18,3152,3152,3152,3152,1.0,1.0,0,materialized
huc8_02040106,development,01449800,L,H,2017-10-01,2017-10-01,2026-05-18,3152,3152,0,0,0.0,0.0,0,failed_or_unavailable
