gap_length,n_stations,conditional_variance_lower_bound,simple_prediction,realized_mae,original_remainder,conditional_sd_mean_of_sqrt,conditional_sd_sqrt_mean_var,expected_mae,expected_mae_sqrt_mean_var,realized_rmse_pooled,realized_rmse_mean,remainder_mae,remainder_rmse_pooled,remainder_rmse_mean
7.0,61,0.379041334019247,0.5635625744434662,0.544406598163684,0.16536526414443697,0.6042369112345075,0.6156633284671477,0.482111302541225,0.49122826443644035,0.7226218923444768,0.6310730210004103,0.062295295622459,0.11838498110996931,0.026836109765902783
14.0,61,0.40843329529804207,0.7024316698412773,0.6666181335559671,0.25818483825792504,0.6259512588585806,0.6390878619548661,0.4994368452583793,0.5099183380503006,0.8878734367433284,0.7984380959821143,0.16718128829758783,0.2619221778847478,0.17248683712353374
30.0,61,0.43066648727042933,0.7980299499727372,0.8150469661723988,0.38438047890196947,0.6414616708756993,0.6562518474415362,0.5118123635385295,0.5236132170719592,1.0820174480309137,0.9894359089462463,0.30323460263386925,0.44055577715521443,0.34797423807054706
60.0,61,0.44173540968343944,1.02906996305258,0.9754990524706779,0.5337636427872385,0.6488401005600952,0.6646317850384824,0.5176994986666786,0.530299439901054,1.265806896622995,1.1877901239915931,0.4577995538039993,0.6169667960628997,0.5389500234314979
90.0,61,0.44548472471301304,1.3407297566912801,1.2400737622056202,0.7945890374926071,0.6512903737581193,0.6674464208556466,0.519654533821131,0.5325451943638521,1.5888815732622643,1.4904609319349342,0.7204192283844891,0.937591199504145,0.839170558176815
180.0,61,0.44923553855213255,2.4390042854077745,2.431933466189678,1.9826979276375454,0.6537193903592726,0.67025035513018,0.5215926086651251,0.5347824102310083,3.0493615434474277,2.848842659077291,1.9103408575245528,2.395642153088155,2.195123268718018
365.0,61,0.4511366440350148,4.918358276185157,4.71865723945837,4.267520595423355,0.6549423622790543,0.6716670633840957,0.5225683990782144,0.5359127798739696,5.933188518990853,5.75536808392771,4.196088840380155,5.278246156711799,5.100425721648656
