n_train,n_reps,n_test,sigma_true,mean_sigma_hat_raw,bias_raw,sd_sigma_hat_raw,q05_sigma_hat_raw,q50_sigma_hat_raw,q95_sigma_hat_raw,underestimate_fraction_raw,mean_sigma_hat_ridge,bias_ridge,underestimate_fraction_ridge,mean_expected_mae_hat,realized_test_mae,realized_test_rmse
10,3000,5000,0.8048183177290894,0.6334539047586633,-0.17136441297042615,0.18910459451103628,0.33736335479893687,0.6226319735454485,0.9582003490626978,0.8146666666666667,0.6813998852039337,-0.12341843252515572,0.7606666666666667,0.5054230905872261,0.8030652016436546,1.0039182819486256
20,2000,5000,0.8048183177290894,0.7233028465534742,-0.0815154711756152,0.1319393443872868,0.5157726536155929,0.7193648787732152,0.9482587249624875,0.733,0.7597456492663879,-0.045072668462701526,0.655,0.5771121740497811,0.7092537330432346,0.8860981507621836
40,1500,5000,0.8048183177290894,0.7703209652383942,-0.03449735249069519,0.09162679461812236,0.6239853749068457,0.7686671039002585,0.9225422276892482,0.6526666666666666,0.8031155402273576,-0.001702777501731756,0.52,0.6146272050264755,0.675869319935165,0.8440239911097737
80,1200,5000,0.8048183177290894,0.7883501263362143,-0.016468191392875142,0.0638788468197306,0.6874244215195792,0.7880115951265781,0.894248274173414,0.5991666666666666,0.8194250547121273,0.014606736983037938,0.4025,0.6290123943106538,0.6614841895225303,0.8258191904750993
160,900,5000,0.8048183177290894,0.7972103384935273,-0.007607979235562112,0.043954136728000116,0.7257956374913143,0.7966330942772444,0.8725310490194634,0.5666666666666667,0.8276825470572291,0.022864229328139696,0.29333333333333333,0.6360818207964117,0.6552574133797342,0.817859778510868
320,700,5000,0.8048183177290894,0.8021562158190428,-0.002662101910046566,0.03341561019014429,0.7478991024281041,0.8025024292526663,0.8578113632211367,0.5328571428571428,0.832293251805697,0.027474934076607616,0.20142857142857143,0.6400280599540655,0.6521402658942489,0.8138607610793117
640,500,5000,0.8048183177290894,0.8007372872890756,-0.004081030440013844,0.021965870836923775,0.7663229994650762,0.7999399402473166,0.8364824406401971,0.58,0.8308265615969369,0.026008243867847503,0.104,0.6388959187871219,0.6507134889244495,0.8120473061514214
