river,target,geometry,network_endpoint,v_donor,v_boundary,tau,recoverability_none,recoverability_boundary,recoverability_donor,recoverability_both,sign,epsilon
endpoint_upstream_origin,0,downstream_only,True,0.24582971026315825,0.041818572152442446,-1.7712786661172522,0.0,0.13333847994123194,0.33734961805194774,0.3791681902043902,donor_dominant,1e-06
endpoint_downstream_terminus,2,upstream_only,True,0.056473022052155986,0.1327460477941229,0.8546646753051826,0.0,0.14085291854861703,0.06457989280665011,0.19732594060077302,boundary_dominant,1e-06
advection_chain,2,mixed_or_unbalanced,False,0.2550427652988191,0.009610861373484436,-3.278437263518763,0.0,0.029461361034719857,0.2748932649600545,0.28450412633353894,donor_dominant,1e-06
