criterion,c,method,released_units,released_networks,unit_coverage,network_coverage,network_balanced_regret,pooled_regret,selection_accuracy,top2_hit,top2_hit_pen_t09,abstention_cost_units,abstention_cost_networks,note
b_mean_width,0.5,global_cv,720,25,0.5,0.5952380952380952,0.04617615485647567,0.07610906597265485,0.5430555555555555,0.9861111111111112,,0.5,0.40476190476190477,
b_mean_width,0.5,per_net_cv,720,25,0.5,0.5952380952380952,0.02183238641720348,0.020902647269062515,0.7083333333333334,0.9888888888888889,,0.5,0.40476190476190477,
b_mean_width,0.5,gap_rule,720,25,0.5,0.5952380952380952,0.07390828220892444,0.07851598550095297,0.4597222222222222,0.9805555555555555,,0.5,0.40476190476190477,
b_mean_width,0.5,random,720,25,0.5,0.5952380952380952,0.20231081733599413,0.22255365988962023,0.32625000000000004,0.6621527777777778,,0.5,0.40476190476190477,
b_mean_width,0.5,oracle,720,25,0.5,0.5952380952380952,0.0,0.0,1.0,1.0,,0.5,0.40476190476190477,
b_mean_width,0.6,proposed,864,30,0.6,0.7142857142857143,0.07409454746417272,0.0770478028137991,0.48842592592592593,0.9780092592592593,0.8668981481481481,0.4,0.2857142857142857,
b_mean_width,0.6,best_fixed,864,30,0.6,0.7142857142857143,0.05270760892220251,0.07558727932281327,0.5601851851851852,0.9826388888888888,,0.4,0.2857142857142857,
b_mean_width,0.6,global_cv,864,30,0.6,0.7142857142857143,0.05270760892220251,0.07558727932281327,0.5601851851851852,0.9826388888888888,,0.4,0.2857142857142857,
b_mean_width,0.6,per_net_cv,864,30,0.6,0.7142857142857143,0.022632585570677585,0.02294926133670008,0.7002314814814815,0.9872685185185185,,0.4,0.2857142857142857,
b_mean_width,0.6,gap_rule,864,30,0.6,0.7142857142857143,0.08567162258779139,0.08465647720153821,0.44328703703703703,0.9803240740740741,,0.4,0.2857142857142857,
b_mean_width,0.6,random,864,30,0.6,0.7142857142857143,0.20887523959134988,0.21955798964404533,0.32609953703703703,0.6634259259259259,,0.4,0.2857142857142857,
b_mean_width,0.6,oracle,864,30,0.6,0.7142857142857143,0.0,0.0,1.0,1.0,,0.4,0.2857142857142857,
b_mean_width,0.7,proposed,1008,35,0.7,0.8333333333333334,0.0661641553230797,0.07370930673497048,0.49007936507936506,0.9761904761904762,0.8809523809523809,0.30000000000000004,0.16666666666666663,
b_mean_width,0.7,best_fixed,1008,35,0.7,0.8333333333333334,0.05606021554671852,0.07086521448497321,0.5634920634920635,0.9712301587301587,,0.30000000000000004,0.16666666666666663,
b_mean_width,0.7,global_cv,1008,35,0.7,0.8333333333333334,0.05606021554671852,0.07086521448497321,0.5634920634920635,0.9712301587301587,,0.30000000000000004,0.16666666666666663,
b_mean_width,0.7,per_net_cv,1008,35,0.7,0.8333333333333334,0.02778646532719902,0.02386720627889141,0.691468253968254,0.9811507936507936,,0.30000000000000004,0.16666666666666663,
b_mean_width,0.7,gap_rule,1008,35,0.7,0.8333333333333334,0.07608656622188677,0.0821649266286316,0.44543650793650796,0.9811507936507936,,0.30000000000000004,0.16666666666666663,
b_mean_width,0.7,random,1008,35,0.7,0.8333333333333334,0.19297662777470637,0.2107030523406288,0.3256448412698413,0.6623015873015874,,0.30000000000000004,0.16666666666666663,
