catalog_schema_version,pair_id,anchor_id,event_id,control_id,station_id,target,event_type,season,episode_length,raw_episode_length,window_length,episode_component_count,raw_episode_start_index,raw_episode_end_index,raw_episode_start_date,raw_episode_end_date,window_start_index,window_end_index,window_center_index,window_start_date,window_end_date,window_center_date,event_start_index,event_end_index,event_center_index,event_start_date,event_end_date,event_center_date,event_peak_index,event_peak_date,event_peak_value,event_min_index,event_min_date,event_min_value,event_intensity,rising_phase_start_index,rising_phase_end_index,rising_phase_start_date,rising_phase_end_date,peak_phase_start_index,peak_phase_end_index,peak_phase_start_date,peak_phase_end_date,recession_phase_start_index,recession_phase_end_index,recession_phase_start_date,recession_phase_end_date,control_start_index,control_end_index,control_center_index,control_start_date,control_end_date,control_center_date,threshold,threshold_quantile,threshold_operator,threshold_reference_split,threshold_reference_scope,threshold_training_samples,minimum_training_samples,event_definition,minimum_duration_days,merge_gap_days,fixed_window_length,climatology_half_window_days,threshold_doy_half_window_days,event_climatology_value,control_context_days,event_window_eligible,event_left_context_available,event_right_context_available,analysis_eligible,analysis_exclusion_reason,episode_boundary_policy,control_match_year_distance,control_match_day_of_year_distance,control_reuse_policy,data_version,evaluation_split,source_split
event_catalog_v2,M7BPAIR-M7BEVENT201805252018051720180531A12048912C83-M7BCONTROL2018053120180502201805168FF645C6C8FA-A1B45F4F54A7,M7BANCHOR-M7BEVENT201805252018051720180531A12048912C83-M7BCONTROL2018053120180502201805168FF645C6C8FA-A1B45F4F54A7,M7BEVENT-20180525-20180517-20180531-A12048912C83,M7BCONTROL-20180531-20180502-20180516-8FF645C6C8FA,B1,F,flood,MAM,15,2,15,1,4526,4527,2018-05-24,2018-05-25,4519,4533,4526,2018-05-17,2018-05-31,2018-05-24,4519,4533,4526,2018-05-17,2018-05-31,2018-05-24,4526,2018-05-24,784,,,,21.299999999999841,,,,,4526,4526,2018-05-24,2018-05-24,4527,4527,2018-05-25,2018-05-25,4504,4518,4511,2018-05-02,2018-05-16,2018-05-09,762.70000000000016,0.90000000000000002,>=,train,station_season,920,30,F >= train-only station-season q90; exceedance runs separated by <=2 days form one flood process; audit window is 15 days centered on the process peak,1,2,15,0,0,,1,True,True,True,True,,catalog_all_analyze_only_complete_window_and_context,0,15,no_exact_window_reuse_within_station_event,published_v1,development_test,test
event_catalog_v2,M7BPAIR-M7BEVENT201807142018070620180720D630FBDE3179-M7BCONTROL20180720201806212018070555460C0555D9-C0A5B46D8BE3,M7BANCHOR-M7BEVENT201807142018070620180720D630FBDE3179-M7BCONTROL20180720201806212018070555460C0555D9-C0A5B46D8BE3,M7BEVENT-20180714-20180706-20180720-D630FBDE3179,M7BCONTROL-20180720-20180621-20180705-55460C0555D9,B1,F,flood,JJA,15,8,15,1,4570,4577,2018-07-07,2018-07-14,4569,4583,4576,2018-07-06,2018-07-20,2018-07-13,4569,4583,4576,2018-07-06,2018-07-20,2018-07-13,4576,2018-07-13,3940,,,,730,4570,4575,2018-07-07,2018-07-12,4576,4576,2018-07-13,2018-07-13,4577,4577,2018-07-14,2018-07-14,4554,4568,4561,2018-06-21,2018-07-05,2018-06-28,3210,0.90000000000000002,>=,train,station_season,920,30,F >= train-only station-season q90; exceedance runs separated by <=2 days form one flood process; audit window is 15 days centered on the process peak,1,2,15,0,0,,1,True,True,True,True,,catalog_all_analyze_only_complete_window_and_context,0,15,no_exact_window_reuse_within_station_event,published_v1,development_test,test
event_catalog_v2,M7BPAIR-M7BEVENT201810062018090720180921EBFA0658167B-M7BCONTROL201809212018102120181104F5555DC9FBDD-854041C615FA,M7BANCHOR-M7BEVENT201810062018090720180921EBFA0658167B-M7BCONTROL201809212018102120181104F5555DC9FBDD-854041C615FA,M7BEVENT-20181006-20180907-20180921-EBFA0658167B,M7BCONTROL-20180921-20181021-20181104-F5555DC9FBDD,B1,F,flood,SON,15,36,15,1,4626,4661,2018-09-01,2018-10-06,4632,4646,4639,2018-09-07,2018-09-21,2018-09-14,4632,4646,4639,2018-09-07,2018-09-21,2018-09-14,4639,2018-09-14,4300,,,,1969,4626,4638,2018-09-01,2018-09-13,4639,4639,2018-09-14,2018-09-14,4640,4661,2018-09-15,2018-10-06,4676,4690,4683,2018-10-21,2018-11-04,2018-10-28,2331,0.90000000000000002,>=,train,station_season,910,30,F >= train-only station-season q90; exceedance runs separated by <=2 days form one flood process; audit window is 15 days centered on the process peak,1,2,15,0,0,,1,True,True,True,True,,catalog_all_analyze_only_complete_window_and_context,0,44,no_exact_window_reuse_within_station_event,published_v1,development_test,test
event_catalog_v2,M7BPAIR-M7BEVENT201810132018100620181020101AAE968D8B-M7BCONTROL20181020201810222018110500C6A5A30362-2A5C5540B411,M7BANCHOR-M7BEVENT201810132018100620181020101AAE968D8B-M7BCONTROL20181020201810222018110500C6A5A30362-2A5C5540B411,M7BEVENT-20181013-20181006-20181020-101AAE968D8B,M7BCONTROL-20181020-20181022-20181105-00C6A5A30362,B1,F,flood,SON,15,1,15,1,4668,4668,2018-10-13,2018-10-13,4661,4675,4668,2018-10-06,2018-10-20,2018-10-13,4661,4675,4668,2018-10-06,2018-10-20,2018-10-13,4668,2018-10-13,2980,,,,649,,,,,4668,4668,2018-10-13,2018-10-13,,,,,4677,4691,4684,2018-10-22,2018-11-05,2018-10-29,2331,0.90000000000000002,>=,train,station_season,910,30,F >= train-only station-season q90; exceedance runs separated by <=2 days form one flood process; audit window is 15 days centered on the process peak,1,2,15,0,0,,1,True,True,True,True,,catalog_all_analyze_only_complete_window_and_context,0,16,no_exact_window_reuse_within_station_event,published_v1,development_test,test
event_catalog_v2,M7BPAIR-M7BEVENT2018111420181107201811218C3324B97270-M7BCONTROL201811212018102320181106691D7A869AAC-BAA209B90D39,M7BANCHOR-M7BEVENT2018111420181107201811218C3324B97270-M7BCONTROL201811212018102320181106691D7A869AAC-BAA209B90D39,M7BEVENT-20181114-20181107-20181121-8C3324B97270,M7BCONTROL-20181121-20181023-20181106-691D7A869AAC,B1,F,flood,SON,15,1,15,1,4700,4700,2018-11-14,2018-11-14,4693,4707,4700,2018-11-07,2018-11-21,2018-11-14,4693,4707,4700,2018-11-07,2018-11-21,2018-11-14,4700,2018-11-14,5760,,,,3429,,,,,4700,4700,2018-11-14,2018-11-14,,,,,4678,4692,4685,2018-10-23,2018-11-06,2018-10-30,2331,0.90000000000000002,>=,train,station_season,910,30,F >= train-only station-season q90; exceedance runs separated by <=2 days form one flood process; audit window is 15 days centered on the process peak,1,2,15,0,0,,1,True,True,True,True,,catalog_all_analyze_only_complete_window_and_context,0,15,no_exact_window_reuse_within_station_event,published_v1,development_test,test
event_catalog_v2,M7BPAIR-M7BEVENT2018123020181124201812080E314BE8492C-M7BCONTROL2018120820180102201801162CD7A1EF1A75-48D7631F3B92,M7BANCHOR-M7BEVENT2018123020181124201812080E314BE8492C-M7BCONTROL2018120820180102201801162CD7A1EF1A75-48D7631F3B92,M7BEVENT-20181230-20181124-20181208-0E314BE8492C,M7BCONTROL-20181208-20180102-20180116-2CD7A1EF1A75,B1,F,flood,DJF,15,30,15,1,4717,4746,2018-12-01,2018-12-30,4710,4724,4717,2018-11-24,2018-12-08,2018-12-01,4710,4724,4717,2018-11-24,2018-12-08,2018-12-01,4717,2018-12-01,618,,,,239.10000000000002,,,,,4717,4717,2018-12-01,2018-12-01,4718,4746,2018-12-02,2018-12-30,4384,4398,4391,2018-01-02,2018-01-16,2018-01-09,378.89999999999998,0.90000000000000002,>=,train,station_season,902,30,F >= train-only station-season q90; exceedance runs separated by <=2 days form one flood process; audit window is 15 days centered on the process peak,1,2,15,0,0,,1,True,True,True,True,,catalog_all_analyze_only_complete_window_and_context,0,39,no_exact_window_reuse_within_station_event,published_v1,development_test,test
event_catalog_v2,M7BPAIR-M7BEVENT2019051220190429201905136ED454357548-M7BCONTROL2019051320190405201904196D5EEA2B67F2-B5E8FC7EE5F9,M7BANCHOR-M7BEVENT2019051220190429201905136ED454357548-M7BCONTROL2019051320190405201904196D5EEA2B67F2-B5E8FC7EE5F9,M7BEVENT-20190512-20190429-20190513-6ED454357548,M7BCONTROL-20190513-20190405-20190419-6D5EEA2B67F2,B1,F,flood,MAM,15,23,15,1,4857,4879,2019-04-20,2019-05-12,4866,4880,4873,2019-04-29,2019-05-13,2019-05-06,4866,4880,4873,2019-04-29,2019-05-13,2019-05-06,4873,2019-05-06,1190,,,,427.29999999999984,4857,4872,2019-04-20,2019-05-05,4873,4873,2019-05-06,2019-05-06,4874,4879,2019-05-07,2019-05-12,4842,4856,4849,2019-04-05,2019-04-19,2019-04-12,762.70000000000016,0.90000000000000002,>=,train,station_season,920,30,F >= train-only station-season q90; exceedance runs separated by <=2 days form one flood process; audit window is 15 days centered on the process peak,1,2,15,0,0,,1,True,True,True,True,,catalog_all_analyze_only_complete_window_and_context,0,24,no_exact_window_reuse_within_station_event,published_v1,development_test,test
event_catalog_v2,M7BPAIR-M7BEVENT201905312019052220190605FBF08D5A6660-M7BCONTROL201906052019040420190418AA2BEAEA1436-09785630E763,M7BANCHOR-M7BEVENT201905312019052220190605FBF08D5A6660-M7BCONTROL201906052019040420190418AA2BEAEA1436-09785630E763,M7BEVENT-20190531-20190522-20190605-FBF08D5A6660,M7BCONTROL-20190605-20190404-20190418-AA2BEAEA1436,B1,F,flood,MAM,15,12,15,1,4887,4898,2019-05-20,2019-05-31,4889,4903,4896,2019-05-22,2019-06-05,2019-05-29,4889,4903,4896,2019-05-22,2019-06-05,2019-05-29,4896,2019-05-29,1010,,,,247.29999999999984,4887,4895,2019-05-20,2019-05-28,4896,4896,2019-05-29,2019-05-29,4897,4898,2019-05-30,2019-05-31,4841,4855,4848,2019-04-04,2019-04-18,2019-04-11,762.70000000000016,0.90000000000000002,>=,train,station_season,920,30,F >= train-only station-season q90; exceedance runs separated by <=2 days form one flood process; audit window is 15 days centered on the process peak,1,2,15,0,0,,1,True,True,True,True,,catalog_all_analyze_only_complete_window_and_context,0,48,no_exact_window_reuse_within_station_event,published_v1,development_test,test
event_catalog_v2,M7BPAIR-M7BEVENT2019092620190914201909286ACAC673A986-M7BCONTROL20190928201908302019091315A10AC58009-C5FCA23C7638,M7BANCHOR-M7BEVENT2019092620190914201909286ACAC673A986-M7BCONTROL20190928201908302019091315A10AC58009-C5FCA23C7638,M7BEVENT-20190926-20190914-20190928-6ACAC673A986,M7BCONTROL-20190928-20190830-20190913-15A10AC58009,B1,F,flood,SON,15,12,15,1,5005,5016,2019-09-15,2019-09-26,5004,5018,5011,2019-09-14,2019-09-28,2019-09-21,5004,5018,5011,2019-09-14,2019-09-28,2019-09-21,5011,2019-09-21,2820,,,,489,5005,5010,2019-09-15,2019-09-20,5011,5011,2019-09-21,2019-09-21,5012,5016,2019-09-22,2019-09-26,4989,5003,4996,2019-08-30,2019-09-13,2019-09-06,2331,0.90000000000000002,>=,train,station_season,910,30,F >= train-only station-season q90; exceedance runs separated by <=2 days form one flood process; audit window is 15 days centered on the process peak,1,2,15,0,0,,1,True,True,True,True,,catalog_all_analyze_only_complete_window_and_context,0,15,no_exact_window_reuse_within_station_event,published_v1,development_test,test
event_catalog_v2,M7BPAIR-M7BEVENT20191219201911242019120838163E57CFDF-M7BCONTROL20191208201912202020010353CC75E3BCDF-6815C87619A6,M7BANCHOR-M7BEVENT20191219201911242019120838163E57CFDF-M7BCONTROL20191208201912202020010353CC75E3BCDF-6815C87619A6,M7BEVENT-20191219-20191124-20191208-38163E57CFDF,M7BCONTROL-20191208-20191220-20200103-53CC75E3BCDF,B1,F,flood,DJF,15,19,15,2,5082,5100,2019-12-01,2019-12-19,5075,5089,5082,2019-11-24,2019-12-08,2019-12-01,5075,5089,5082,2019-11-24,2019-12-08,2019-12-01,5082,2019-12-01,552,,,,173.10000000000002,,,,,5082,5082,2019-12-01,2019-12-01,5083,5100,2019-12-02,2019-12-19,5101,5115,5108,2019-12-20,2020-01-03,2019-12-27,378.89999999999998,0.90000000000000002,>=,train,station_season,902,30,F >= train-only station-season q90; exceedance runs separated by <=2 days form one flood process; audit window is 15 days centered on the process peak,1,2,15,0,0,,1,True,True,True,True,,catalog_all_analyze_only_complete_window_and_context,0,26,no_exact_window_reuse_within_station_event,published_v1,development_test,test
event_catalog_v2,M7BPAIR-M7BEVENT202004232020041620200430C388D3E4962C-M7BCONTROL202004302020040120200415E876DB6C7BE0-7E46FED80313,M7BANCHOR-M7BEVENT202004232020041620200430C388D3E4962C-M7BCONTROL202004302020040120200415E876DB6C7BE0-7E46FED80313,M7BEVENT-20200423-20200416-20200430-C388D3E4962C,M7BCONTROL-20200430-20200401-20200415-E876DB6C7BE0,B1,F,flood,MAM,15,1,15,1,5226,5226,2020-04-23,2020-04-23,5219,5233,5226,2020-04-16,2020-04-30,2020-04-23,5219,5233,5226,2020-04-16,2020-04-30,2020-04-23,5226,2020-04-23,765,,,,2.2999999999998408,,,,,5226,5226,2020-04-23,2020-04-23,,,,,5204,5218,5211,2020-04-01,2020-04-15,2020-04-08,762.70000000000016,0.90000000000000002,>=,train,station_season,920,30,F >= train-only station-season q90; exceedance runs separated by <=2 days form one flood process; audit window is 15 days centered on the process peak,1,2,15,0,0,,1,True,True,True,True,,catalog_all_analyze_only_complete_window_and_context,0,15,no_exact_window_reuse_within_station_event,published_v1,development_test,test
event_catalog_v2,M7BPAIR-M7BEVENT202005122020050120200515C7DD108263E7-M7BCONTROL202005152020033120200414EF6207C16109-712AA22076B1,M7BANCHOR-M7BEVENT202005122020050120200515C7DD108263E7-M7BCONTROL202005152020033120200414EF6207C16109-712AA22076B1,M7BEVENT-20200512-20200501-20200515-C7DD108263E7,M7BCONTROL-20200515-20200331-20200414-EF6207C16109,B1,F,flood,MAM,15,6,15,1,5240,5245,2020-05-07,2020-05-12,5234,5248,5241,2020-05-01,2020-05-15,2020-05-08,5234,5248,5241,2020-05-01,2020-05-15,2020-05-08,5241,2020-05-08,903,,,,140.29999999999984,5240,5240,2020-05-07,2020-05-07,5241,5241,2020-05-08,2020-05-08,5242,5245,2020-05-09,2020-05-12,5203,5217,5210,2020-03-31,2020-04-14,2020-04-07,762.70000000000016,0.90000000000000002,>=,train,station_season,920,30,F >= train-only station-season q90; exceedance runs separated by <=2 days form one flood process; audit window is 15 days centered on the process peak,1,2,15,0,0,,1,True,True,True,True,,catalog_all_analyze_only_complete_window_and_context,0,31,no_exact_window_reuse_within_station_event,published_v1,development_test,test
event_catalog_v2,M7BPAIR-M7BEVENT202005312020051920200602637910BEB468-M7BCONTROL202006022020033020200413654FF7CA6019-E09C2E618188,M7BANCHOR-M7BEVENT202005312020051920200602637910BEB468-M7BCONTROL202006022020033020200413654FF7CA6019-E09C2E618188,M7BEVENT-20200531-20200519-20200602-637910BEB468,M7BCONTROL-20200602-20200330-20200413-654FF7CA6019,B1,F,flood,MAM,15,12,15,1,5253,5264,2020-05-20,2020-05-31,5252,5266,5259,2020-05-19,2020-06-02,2020-05-26,5252,5266,5259,2020-05-19,2020-06-02,2020-05-26,5259,2020-05-26,1190,,,,427.29999999999984,5253,5258,2020-05-20,2020-05-25,5259,5259,2020-05-26,2020-05-26,5260,5264,2020-05-27,2020-05-31,5202,5216,5209,2020-03-30,2020-04-13,2020-04-06,762.70000000000016,0.90000000000000002,>=,train,station_season,920,30,F >= train-only station-season q90; exceedance runs separated by <=2 days form one flood process; audit window is 15 days centered on the process peak,1,2,15,0,0,,1,True,True,True,True,,catalog_all_analyze_only_complete_window_and_context,0,50,no_exact_window_reuse_within_station_event,published_v1,development_test,test
event_catalog_v2,M7BPAIR-M7BEVENT2020062420200616202006300ED36263952A-M7BCONTROL2020063020200820202009032CBB78E79B4C-75B7BB6BC5D9,M7BANCHOR-M7BEVENT2020062420200616202006300ED36263952A-M7BCONTROL2020063020200820202009032CBB78E79B4C-75B7BB6BC5D9,M7BEVENT-20200624-20200616-20200630-0ED36263952A,M7BCONTROL-20200630-20200820-20200903-2CBB78E79B4C,B1,F,flood,JJA,15,3,15,1,5286,5288,2020-06-22,2020-06-24,5280,5294,5287,2020-06-16,2020-06-30,2020-06-23,5280,5294,5287,2020-06-16,2020-06-30,2020-06-23,5287,2020-06-23,3290,,,,80,5286,5286,2020-06-22,2020-06-22,5287,5287,2020-06-23,2020-06-23,5288,5288,2020-06-24,2020-06-24,5345,5359,5352,2020-08-20,2020-09-03,2020-08-27,3210,0.90000000000000002,>=,train,station_season,920,30,F >= train-only station-season q90; exceedance runs separated by <=2 days form one flood process; audit window is 15 days centered on the process peak,1,2,15,0,0,,1,True,True,True,True,,catalog_all_analyze_only_complete_window_and_context,0,65,no_exact_window_reuse_within_station_event,published_v1,development_test,test
event_catalog_v2,M7BPAIR-M7BEVENT202008192020071620200730DF68CA202BCE-M7BCONTROL202007302020082120200904DC3A6456658A-B7EE0B7E4ACD,M7BANCHOR-M7BEVENT202008192020071620200730DF68CA202BCE-M7BCONTROL202007302020082120200904DC3A6456658A-B7EE0B7E4ACD,M7BEVENT-20200819-20200716-20200730-DF68CA202BCE,M7BCONTROL-20200730-20200821-20200904-DC3A6456658A,B1,F,flood,JJA,15,40,15,2,5305,5344,2020-07-11,2020-08-19,5310,5324,5317,2020-07-16,2020-07-30,2020-07-23,5310,5324,5317,2020-07-16,2020-07-30,2020-07-23,5317,2020-07-23,4190,,,,980,5305,5316,2020-07-11,2020-07-22,5317,5317,2020-07-23,2020-07-23,5318,5344,2020-07-24,2020-08-19,5346,5360,5353,2020-08-21,2020-09-04,2020-08-28,3210,0.90000000000000002,>=,train,station_season,920,30,F >= train-only station-season q90; exceedance runs separated by <=2 days form one flood process; audit window is 15 days centered on the process peak,1,2,15,0,0,,1,True,True,True,True,,catalog_all_analyze_only_complete_window_and_context,0,36,no_exact_window_reuse_within_station_event,published_v1,development_test,test
event_catalog_v2,M7BPAIR-M7BEVENT2020091920200910202009243DC83F169701-M7BCONTROL2020092420200826202009091659154A6EBF-D2584F207849,M7BANCHOR-M7BEVENT2020091920200910202009243DC83F169701-M7BCONTROL2020092420200826202009091659154A6EBF-D2584F207849,M7BEVENT-20200919-20200910-20200924-3DC83F169701,M7BCONTROL-20200924-20200826-20200909-1659154A6EBF,B1,F,flood,SON,15,4,15,1,5372,5375,2020-09-16,2020-09-19,5366,5380,5373,2020-09-10,2020-09-24,2020-09-17,5366,5380,5373,2020-09-10,2020-09-24,2020-09-17,5373,2020-09-17,2540,,,,209,5372,5372,2020-09-16,2020-09-16,5373,5373,2020-09-17,2020-09-17,5374,5375,2020-09-18,2020-09-19,5351,5365,5358,2020-08-26,2020-09-09,2020-09-02,2331,0.90000000000000002,>=,train,station_season,910,30,F >= train-only station-season q90; exceedance runs separated by <=2 days form one flood process; audit window is 15 days centered on the process peak,1,2,15,0,0,,1,True,True,True,True,,catalog_all_analyze_only_complete_window_and_context,0,15,no_exact_window_reuse_within_station_event,published_v1,development_test,test
event_catalog_v2,M7BPAIR-M7BEVENT202010022020092220201006EF52E0480CB9-M7BCONTROL202010062020100720201021C0A5CA36330B-4C57B326CB80,M7BANCHOR-M7BEVENT202010022020092220201006EF52E0480CB9-M7BCONTROL202010062020100720201021C0A5CA36330B-4C57B326CB80,M7BEVENT-20201002-20200922-20201006-EF52E0480CB9,M7BCONTROL-20201006-20201007-20201021-C0A5CA36330B,B1,F,flood,SON,15,6,15,1,5383,5388,2020-09-27,2020-10-02,5378,5392,5385,2020-09-22,2020-10-06,2020-09-29,5378,5392,5385,2020-09-22,2020-10-06,2020-09-29,5385,2020-09-29,2470,,,,139,5383,5384,2020-09-27,2020-09-28,5385,5385,2020-09-29,2020-09-29,5386,5388,2020-09-30,2020-10-02,5393,5407,5400,2020-10-07,2020-10-21,2020-10-14,2331,0.90000000000000002,>=,train,station_season,910,30,F >= train-only station-season q90; exceedance runs separated by <=2 days form one flood process; audit window is 15 days centered on the process peak,1,2,15,0,0,,1,True,True,True,True,,catalog_all_analyze_only_complete_window_and_context,0,15,no_exact_window_reuse_within_station_event,published_v1,development_test,test
event_catalog_v2,M7BPAIR-M7BEVENT202012202020112420201208BFEF45E7134A-M7BCONTROL2020120820191225202001082E8EE9AA24CD-A0C4E9CD74CC,M7BANCHOR-M7BEVENT202012202020112420201208BFEF45E7134A-M7BCONTROL2020120820191225202001082E8EE9AA24CD-A0C4E9CD74CC,M7BEVENT-20201220-20201124-20201208-BFEF45E7134A,M7BCONTROL-20201208-20191225-20200108-2E8EE9AA24CD,B1,F,flood,DJF,15,20,15,1,5448,5467,2020-12-01,2020-12-20,5441,5455,5448,2020-11-24,2020-12-08,2020-12-01,5441,5455,5448,2020-11-24,2020-12-08,2020-12-01,5448,2020-12-01,519,,,,140.10000000000002,,,,,5448,5448,2020-12-01,2020-12-01,5449,5467,2020-12-02,2020-12-20,5106,5120,5113,2019-12-25,2020-01-08,2020-01-01,378.89999999999998,0.90000000000000002,>=,train,station_season,902,30,F >= train-only station-season q90; exceedance runs separated by <=2 days form one flood process; audit window is 15 days centered on the process peak,1,2,15,0,0,,1,True,True,True,True,,catalog_all_analyze_only_complete_window_and_context,0,31,no_exact_window_reuse_within_station_event,published_v1,development_test,test
event_catalog_v2,M7BPAIR-M7BEVENT201801202018011720180120C8CBF74F1BA2-M7BCONTROL201801202018011320180116515E52B19990-F36FD18D2E29,M7BANCHOR-M7BEVENT201801202018011720180120C8CBF74F1BA2-M7BCONTROL201801202018011320180116515E52B19990-F36FD18D2E29,M7BEVENT-20180120-20180117-20180120-C8CBF74F1BA2,M7BCONTROL-20180120-20180113-20180116-515E52B19990,B1,T,high_temperature,DJF,4,4,4,1,4399,4402,2018-01-17,2018-01-20,4399,4402,4400,2018-01-17,2018-01-20,2018-01-18,4399,4402,4400,2018-01-17,2018-01-20,2018-01-18,4400,2018-01-18,3,,,,0.16133333333333222,,,,,,,,,,,,,4395,4398,4396,2018-01-13,2018-01-16,2018-01-14,0.90400000000000125,0.90000000000000002,>=,train,station_doy_window,310,30,T minus train-only 15-day DOY-window mean climatology >= the train-only 31-day DOY-window anomaly q90 for >=3 consecutive days; qualifying episodes separated by <=2 days are merged,3,2,0,7,15,1.9346666666666665,1,True,True,True,True,,catalog_all_analyze_only_complete_window_and_context,0,4,no_exact_window_reuse_within_station_event,published_v1,development_test,test
event_catalog_v2,M7BPAIR-M7BEVENT2018030720180302201803078944E6E8084C-M7BCONTROL20180307201803082018031345FEB5CB21C8-CF8E5C9D936D,M7BANCHOR-M7BEVENT2018030720180302201803078944E6E8084C-M7BCONTROL20180307201803082018031345FEB5CB21C8-CF8E5C9D936D,M7BEVENT-20180307-20180302-20180307-8944E6E8084C,M7BCONTROL-20180307-20180308-20180313-45FEB5CB21C8,B1,T,high_temperature,MAM,6,6,6,1,4443,4448,2018-03-02,2018-03-07,4443,4448,4445,2018-03-02,2018-03-07,2018-03-04,4443,4448,4445,2018-03-02,2018-03-07,2018-03-04,4446,2018-03-05,7.2000000000000002,,,,0.56193521126760559,,,,,,,,,,,,,4449,4454,4451,2018-03-08,2018-03-13,2018-03-10,0.91060000000000019,0.90000000000000002,>=,train,station_doy_window,302,30,T minus train-only 15-day DOY-window mean climatology >= the train-only 31-day DOY-window anomaly q90 for >=3 consecutive days; qualifying episodes separated by <=2 days are merged,3,2,0,7,15,5.7274647887323944,1,True,True,True,True,,catalog_all_analyze_only_complete_window_and_context,0,6,no_exact_window_reuse_within_station_event,published_v1,development_test,test
event_catalog_v2,M7BPAIR-M7BEVENT2018040620180326201804067A1926A59C82-M7BCONTROL201804062018031420180325450B2D2DC1FC-73390F218392,M7BANCHOR-M7BEVENT2018040620180326201804067A1926A59C82-M7BCONTROL201804062018031420180325450B2D2DC1FC-73390F218392,M7BEVENT-20180406-20180326-20180406-7A1926A59C82,M7BCONTROL-20180406-20180314-20180325-450B2D2DC1FC,B1,T,high_temperature,MAM,12,12,12,1,4467,4478,2018-03-26,2018-04-06,4467,4478,4472,2018-03-26,2018-04-06,2018-03-31,4467,4478,4472,2018-03-26,2018-04-06,2018-03-31,4478,2018-04-06,9.8000000000000007,,,,0.39900000000000035,,,,,,,,,,,,,4455,4466,4460,2018-03-14,2018-03-25,2018-03-19,0.70299999999999996,0.90000000000000002,>=,train,station_doy_window,310,30,T minus train-only 15-day DOY-window mean climatology >= the train-only 31-day DOY-window anomaly q90 for >=3 consecutive days; qualifying episodes separated by <=2 days are merged,3,2,0,7,15,8.6980000000000004,1,True,True,True,True,,catalog_all_analyze_only_complete_window_and_context,0,12,no_exact_window_reuse_within_station_event,published_v1,development_test,test
event_catalog_v2,M7BPAIR-M7BEVENT2018042720180422201804270C7087AB6718-M7BCONTROL201804272018041620180421601FD00A7131-AB29DAD85829,M7BANCHOR-M7BEVENT2018042720180422201804270C7087AB6718-M7BCONTROL201804272018041620180421601FD00A7131-AB29DAD85829,M7BEVENT-20180427-20180422-20180427-0C7087AB6718,M7BCONTROL-20180427-20180416-20180421-601FD00A7131,B1,T,high_temperature,MAM,6,6,6,1,4494,4499,2018-04-22,2018-04-27,4494,4499,4496,2018-04-22,2018-04-27,2018-04-24,4494,4499,4496,2018-04-22,2018-04-27,2018-04-24,4496,2018-04-24,11.699999999999999,,,,0.93373333333333475,,,,,,,,,,,,,4488,4493,4490,2018-04-16,2018-04-21,2018-04-18,0.95426666666666515,0.90000000000000002,>=,train,station_doy_window,310,30,T minus train-only 15-day DOY-window mean climatology >= the train-only 31-day DOY-window anomaly q90 for >=3 consecutive days; qualifying episodes separated by <=2 days are merged,3,2,0,7,15,9.8119999999999994,1,True,True,True,True,,catalog_all_analyze_only_complete_window_and_context,0,6,no_exact_window_reuse_within_station_event,published_v1,development_test,test
event_catalog_v2,M7BPAIR-M7BEVENT2018052820180518201805286BE9C207F04B-M7BCONTROL201805282018050720180517265400A56948-8361AD660902,M7BANCHOR-M7BEVENT2018052820180518201805286BE9C207F04B-M7BCONTROL201805282018050720180517265400A56948-8361AD660902,M7BEVENT-20180528-20180518-20180528-6BE9C207F04B,M7BCONTROL-20180528-20180507-20180517-265400A56948,B1,T,high_temperature,MAM,11,11,11,1,4520,4530,2018-05-18,2018-05-28,4520,4530,4525,2018-05-18,2018-05-28,2018-05-23,4520,4530,4525,2018-05-18,2018-05-28,2018-05-23,4525,2018-05-23,15.5,,,,1.1700666666666697,,,,,,,,,,,,,4509,4519,4514,2018-05-07,2018-05-17,2018-05-12,1.0459333333333314,0.90000000000000002,>=,train,station_doy_window,310,30,T minus train-only 15-day DOY-window mean climatology >= the train-only 31-day DOY-window anomaly q90 for >=3 consecutive days; qualifying episodes separated by <=2 days are merged,3,2,0,7,15,13.283999999999999,1,True,True,True,True,,catalog_all_analyze_only_complete_window_and_context,0,11,no_exact_window_reuse_within_station_event,published_v1,development_test,test
event_catalog_v2,M7BPAIR-M7BEVENT20180703201806262018070347476F3FAF66-M7BCONTROL201807032018061820180625FF7F4CAD3272-339E9094A648,M7BANCHOR-M7BEVENT20180703201806262018070347476F3FAF66-M7BCONTROL201807032018061820180625FF7F4CAD3272-339E9094A648,M7BEVENT-20180703-20180626-20180703-47476F3FAF66,M7BCONTROL-20180703-20180618-20180625-FF7F4CAD3272,B1,T,high_temperature,JJA,8,8,8,2,4559,4566,2018-06-26,2018-07-03,4559,4566,4562,2018-06-26,2018-07-03,2018-06-29,4559,4566,4562,2018-06-26,2018-07-03,2018-06-29,4559,2018-06-26,17.300000000000001,,,,0.31699999999999817,,,,,,,,,,,,,4551,4558,4554,2018-06-18,2018-06-25,2018-06-21,1.3563333333333321,0.90000000000000002,>=,train,station_doy_window,310,30,T minus train-only 15-day DOY-window mean climatology >= the train-only 31-day DOY-window anomaly q90 for >=3 consecutive days; qualifying episodes separated by <=2 days are merged,3,2,0,7,15,15.62666666666667,1,True,True,True,True,,catalog_all_analyze_only_complete_window_and_context,0,8,no_exact_window_reuse_within_station_event,published_v1,development_test,test
