catalog_schema_version,pair_id,anchor_id,event_id,control_id,station_id,target,event_type,season,episode_length,raw_episode_length,window_length,episode_component_count,raw_episode_start_index,raw_episode_end_index,raw_episode_start_date,raw_episode_end_date,window_start_index,window_end_index,window_center_index,window_start_date,window_end_date,window_center_date,event_start_index,event_end_index,event_center_index,event_start_date,event_end_date,event_center_date,event_peak_index,event_peak_date,event_peak_value,event_min_index,event_min_date,event_min_value,event_intensity,rising_phase_start_index,rising_phase_end_index,rising_phase_start_date,rising_phase_end_date,peak_phase_start_index,peak_phase_end_index,peak_phase_start_date,peak_phase_end_date,recession_phase_start_index,recession_phase_end_index,recession_phase_start_date,recession_phase_end_date,control_start_index,control_end_index,control_center_index,control_start_date,control_end_date,control_center_date,threshold,threshold_quantile,threshold_operator,threshold_reference_split,threshold_reference_scope,threshold_training_samples,minimum_training_samples,event_definition,minimum_duration_days,merge_gap_days,fixed_window_length,climatology_half_window_days,threshold_doy_half_window_days,event_climatology_value,control_context_days,event_window_eligible,event_left_context_available,event_right_context_available,analysis_eligible,analysis_exclusion_reason,episode_boundary_policy,control_match_year_distance,control_match_day_of_year_distance,control_reuse_policy,data_version,evaluation_split,source_split
event_catalog_v2,M7BPAIR-M7BEVENT2019093020190929201909305275C197F31C-M7BCONTROL201909302019092720190928A4F18397F63B-7B60DAC9CCAD,M7BANCHOR-M7BEVENT2019093020190929201909305275C197F31C-M7BCONTROL201909302019092720190928A4F18397F63B-7B60DAC9CCAD,M7BEVENT-20190930-20190929-20190930-5275C197F31C,M7BCONTROL-20190930-20190927-20190928-A4F18397F63B,B1,T,rapid_warming,SON,2,2,2,1,5019,5020,2019-09-29,2019-09-30,5019,5020,5019,2019-09-29,2019-09-30,2019-09-29,5019,5020,5019,2019-09-29,2019-09-30,2019-09-29,5020,2019-09-30,11.1,,,,0.099999999999997868,,,,,,,,,,,,,5017,5018,5017,2019-09-27,2019-09-28,2019-09-27,0.20000000000000107,0.90000000000000002,>=,train,station_season,910,30,quality-approved daily T increase >= train-only station-season q90,1,0,0,0,0,,1,True,True,True,True,,catalog_all_analyze_only_complete_window_and_context,0,2,no_exact_window_reuse_within_station_event,published_v1,development_test,test
event_catalog_v2,M7BPAIR-M7BEVENT201910052019100220191005C2D51F777DF2-M7BCONTROL201910052019092520190928E7598DC2F865-A5BD8FD0033E,M7BANCHOR-M7BEVENT201910052019100220191005C2D51F777DF2-M7BCONTROL201910052019092520190928E7598DC2F865-A5BD8FD0033E,M7BEVENT-20191005-20191002-20191005-C2D51F777DF2,M7BCONTROL-20191005-20190925-20190928-E7598DC2F865,B1,T,rapid_warming,SON,4,4,4,1,5022,5025,2019-10-02,2019-10-05,5022,5025,5023,2019-10-02,2019-10-05,2019-10-03,5022,5025,5023,2019-10-02,2019-10-05,2019-10-03,5025,2019-10-05,12.800000000000001,,,,0.40000000000000036,,,,,,,,,,,,,5015,5018,5016,2019-09-25,2019-09-28,2019-09-26,0.20000000000000107,0.90000000000000002,>=,train,station_season,910,30,quality-approved daily T increase >= train-only station-season q90,1,0,0,0,0,,1,True,True,True,True,,catalog_all_analyze_only_complete_window_and_context,0,7,no_exact_window_reuse_within_station_event,published_v1,development_test,test
event_catalog_v2,M7BPAIR-M7BEVENT2019100820191008201910088205C2581726-M7BCONTROL201910082019100720191007C05F5DC963FE-38D19CD02B2E,M7BANCHOR-M7BEVENT2019100820191008201910088205C2581726-M7BCONTROL201910082019100720191007C05F5DC963FE-38D19CD02B2E,M7BEVENT-20191008-20191008-20191008-8205C2581726,M7BCONTROL-20191008-20191007-20191007-C05F5DC963FE,B1,T,rapid_warming,SON,1,1,1,1,5028,5028,2019-10-08,2019-10-08,5028,5028,5028,2019-10-08,2019-10-08,2019-10-08,5028,5028,5028,2019-10-08,2019-10-08,2019-10-08,5028,2019-10-08,13.4,,,,0.19999999999999929,,,,,,,,,,,,,5027,5027,5027,2019-10-07,2019-10-07,2019-10-07,0.20000000000000107,0.90000000000000002,>=,train,station_season,910,30,quality-approved daily T increase >= train-only station-season q90,1,0,0,0,0,,1,True,True,True,True,,catalog_all_analyze_only_complete_window_and_context,0,1,no_exact_window_reuse_within_station_event,published_v1,development_test,test
event_catalog_v2,M7BPAIR-M7BEVENT201910242019102420191024FBC46F6A7118-M7BCONTROL201910242019102320191023A4DB48142FBC-E5A8A66FE170,M7BANCHOR-M7BEVENT201910242019102420191024FBC46F6A7118-M7BCONTROL201910242019102320191023A4DB48142FBC-E5A8A66FE170,M7BEVENT-20191024-20191024-20191024-FBC46F6A7118,M7BCONTROL-20191024-20191023-20191023-A4DB48142FBC,B1,T,rapid_warming,SON,1,1,1,1,5044,5044,2019-10-24,2019-10-24,5044,5044,5044,2019-10-24,2019-10-24,2019-10-24,5044,5044,5044,2019-10-24,2019-10-24,2019-10-24,5044,2019-10-24,8.8000000000000007,,,,0,,,,,,,,,,,,,5043,5043,5043,2019-10-23,2019-10-23,2019-10-23,0.20000000000000107,0.90000000000000002,>=,train,station_season,910,30,quality-approved daily T increase >= train-only station-season q90,1,0,0,0,0,,1,True,True,True,True,,catalog_all_analyze_only_complete_window_and_context,0,1,no_exact_window_reuse_within_station_event,published_v1,development_test,test
event_catalog_v2,M7BPAIR-M7BEVENT202001092020010920200109A6C2898C94AA-M7BCONTROL2020010920200108202001086C2C389D2EC6-983678484584,M7BANCHOR-M7BEVENT202001092020010920200109A6C2898C94AA-M7BCONTROL2020010920200108202001086C2C389D2EC6-983678484584,M7BEVENT-20200109-20200109-20200109-A6C2898C94AA,M7BCONTROL-20200109-20200108-20200108-6C2C389D2EC6,B1,T,rapid_warming,DJF,1,1,1,1,5121,5121,2020-01-09,2020-01-09,5121,5121,5121,2020-01-09,2020-01-09,2020-01-09,5121,5121,5121,2020-01-09,2020-01-09,2020-01-09,5121,2020-01-09,1.8999999999999999,,,,4.4408920985006262e-16,,,,,,,,,,,,,5120,5120,5120,2020-01-08,2020-01-08,2020-01-08,0.39999999999999947,0.90000000000000002,>=,train,station_season,901,30,quality-approved daily T increase >= train-only station-season q90,1,0,0,0,0,,1,True,True,True,True,,catalog_all_analyze_only_complete_window_and_context,0,1,no_exact_window_reuse_within_station_event,published_v1,development_test,test
event_catalog_v2,M7BPAIR-M7BEVENT2020021320200213202002136140C9F9743F-M7BCONTROL202002132020021220200212EC7C2C541D0B-717CB81D779C,M7BANCHOR-M7BEVENT2020021320200213202002136140C9F9743F-M7BCONTROL202002132020021220200212EC7C2C541D0B-717CB81D779C,M7BEVENT-20200213-20200213-20200213-6140C9F9743F,M7BCONTROL-20200213-20200212-20200212-EC7C2C541D0B,B1,T,rapid_warming,DJF,1,1,1,1,5156,5156,2020-02-13,2020-02-13,5156,5156,5156,2020-02-13,2020-02-13,2020-02-13,5156,5156,5156,2020-02-13,2020-02-13,2020-02-13,5156,2020-02-13,3.1000000000000001,,,,0.10000000000000053,,,,,,,,,,,,,5155,5155,5155,2020-02-12,2020-02-12,2020-02-12,0.39999999999999947,0.90000000000000002,>=,train,station_season,901,30,quality-approved daily T increase >= train-only station-season q90,1,0,0,0,0,,1,True,True,True,True,,catalog_all_analyze_only_complete_window_and_context,0,1,no_exact_window_reuse_within_station_event,published_v1,development_test,test
event_catalog_v2,M7BPAIR-M7BEVENT2020021620200216202002162209FBDAC8A5-M7BCONTROL20200216202002152020021554BFD13FA6AC-30D2B297970B,M7BANCHOR-M7BEVENT2020021620200216202002162209FBDAC8A5-M7BCONTROL20200216202002152020021554BFD13FA6AC-30D2B297970B,M7BEVENT-20200216-20200216-20200216-2209FBDAC8A5,M7BCONTROL-20200216-20200215-20200215-54BFD13FA6AC,B1,T,rapid_warming,DJF,1,1,1,1,5159,5159,2020-02-16,2020-02-16,5159,5159,5159,2020-02-16,2020-02-16,2020-02-16,5159,5159,5159,2020-02-16,2020-02-16,2020-02-16,5159,2020-02-16,4,,,,0.20000000000000062,,,,,,,,,,,,,5158,5158,5158,2020-02-15,2020-02-15,2020-02-15,0.39999999999999947,0.90000000000000002,>=,train,station_season,901,30,quality-approved daily T increase >= train-only station-season q90,1,0,0,0,0,,1,True,True,True,True,,catalog_all_analyze_only_complete_window_and_context,0,1,no_exact_window_reuse_within_station_event,published_v1,development_test,test
event_catalog_v2,M7BPAIR-M7BEVENT202002212020022120200221BE1A9D6193FC-M7BCONTROL202002212020022020200220871E12DC249E-1F556EC57D88,M7BANCHOR-M7BEVENT202002212020022120200221BE1A9D6193FC-M7BCONTROL202002212020022020200220871E12DC249E-1F556EC57D88,M7BEVENT-20200221-20200221-20200221-BE1A9D6193FC,M7BCONTROL-20200221-20200220-20200220-871E12DC249E,B1,T,rapid_warming,DJF,1,1,1,1,5164,5164,2020-02-21,2020-02-21,5164,5164,5164,2020-02-21,2020-02-21,2020-02-21,5164,5164,5164,2020-02-21,2020-02-21,2020-02-21,5164,2020-02-21,5,,,,0.20000000000000018,,,,,,,,,,,,,5163,5163,5163,2020-02-20,2020-02-20,2020-02-20,0.39999999999999947,0.90000000000000002,>=,train,station_season,901,30,quality-approved daily T increase >= train-only station-season q90,1,0,0,0,0,,1,True,True,True,True,,catalog_all_analyze_only_complete_window_and_context,0,1,no_exact_window_reuse_within_station_event,published_v1,development_test,test
event_catalog_v2,M7BPAIR-M7BEVENT202002262020022620200226F8CAFDCCC488-M7BCONTROL20200226202002252020022521480CF48C69-ACF899E47022,M7BANCHOR-M7BEVENT202002262020022620200226F8CAFDCCC488-M7BCONTROL20200226202002252020022521480CF48C69-ACF899E47022,M7BEVENT-20200226-20200226-20200226-F8CAFDCCC488,M7BCONTROL-20200226-20200225-20200225-21480CF48C69,B1,T,rapid_warming,DJF,1,1,1,1,5169,5169,2020-02-26,2020-02-26,5169,5169,5169,2020-02-26,2020-02-26,2020-02-26,5169,5169,5169,2020-02-26,2020-02-26,2020-02-26,5169,2020-02-26,5.2000000000000002,,,,8.8817841970012523e-16,,,,,,,,,,,,,5168,5168,5168,2020-02-25,2020-02-25,2020-02-25,0.39999999999999947,0.90000000000000002,>=,train,station_season,901,30,quality-approved daily T increase >= train-only station-season q90,1,0,0,0,0,,1,True,True,True,True,,catalog_all_analyze_only_complete_window_and_context,0,1,no_exact_window_reuse_within_station_event,published_v1,development_test,test
event_catalog_v2,M7BPAIR-M7BEVENT2020032920200329202003299A9FEA4AA426-M7BCONTROL20200329202003282020032853F72C506793-A949FCB70837,M7BANCHOR-M7BEVENT2020032920200329202003299A9FEA4AA426-M7BCONTROL20200329202003282020032853F72C506793-A949FCB70837,M7BEVENT-20200329-20200329-20200329-9A9FEA4AA426,M7BCONTROL-20200329-20200328-20200328-53F72C506793,B1,T,rapid_warming,MAM,1,1,1,1,5201,5201,2020-03-29,2020-03-29,5201,5201,5201,2020-03-29,2020-03-29,2020-03-29,5201,5201,5201,2020-03-29,2020-03-29,2020-03-29,5201,2020-03-29,9,,,,0,,,,,,,,,,,,,5200,5200,5200,2020-03-28,2020-03-28,2020-03-28,0.5,0.90000000000000002,>=,train,station_season,920,30,quality-approved daily T increase >= train-only station-season q90,1,0,0,0,0,,1,True,True,True,True,,catalog_all_analyze_only_complete_window_and_context,0,1,no_exact_window_reuse_within_station_event,published_v1,development_test,test
event_catalog_v2,M7BPAIR-M7BEVENT20200402202004022020040213B4F29994BE-M7BCONTROL202004022020040120200401D25426DF10F8-1B73D0409D61,M7BANCHOR-M7BEVENT20200402202004022020040213B4F29994BE-M7BCONTROL202004022020040120200401D25426DF10F8-1B73D0409D61,M7BEVENT-20200402-20200402-20200402-13B4F29994BE,M7BCONTROL-20200402-20200401-20200401-D25426DF10F8,B1,T,rapid_warming,MAM,1,1,1,1,5205,5205,2020-04-02,2020-04-02,5205,5205,5205,2020-04-02,2020-04-02,2020-04-02,5205,5205,5205,2020-04-02,2020-04-02,2020-04-02,5205,2020-04-02,9.5999999999999996,,,,0.29999999999999893,,,,,,,,,,,,,5204,5204,5204,2020-04-01,2020-04-01,2020-04-01,0.5,0.90000000000000002,>=,train,station_season,920,30,quality-approved daily T increase >= train-only station-season q90,1,0,0,0,0,,1,True,True,True,True,,catalog_all_analyze_only_complete_window_and_context,0,1,no_exact_window_reuse_within_station_event,published_v1,development_test,test
event_catalog_v2,M7BPAIR-M7BEVENT2020041920200419202004197F5B8518F189-M7BCONTROL202004192020041820200418C1BB3882EE13-257B3EFD172C,M7BANCHOR-M7BEVENT2020041920200419202004197F5B8518F189-M7BCONTROL202004192020041820200418C1BB3882EE13-257B3EFD172C,M7BEVENT-20200419-20200419-20200419-7F5B8518F189,M7BCONTROL-20200419-20200418-20200418-C1BB3882EE13,B1,T,rapid_warming,MAM,1,1,1,1,5222,5222,2020-04-19,2020-04-19,5222,5222,5222,2020-04-19,2020-04-19,2020-04-19,5222,5222,5222,2020-04-19,2020-04-19,2020-04-19,5222,2020-04-19,10.199999999999999,,,,0.099999999999999645,,,,,,,,,,,,,5221,5221,5221,2020-04-18,2020-04-18,2020-04-18,0.5,0.90000000000000002,>=,train,station_season,920,30,quality-approved daily T increase >= train-only station-season q90,1,0,0,0,0,,1,True,True,True,True,,catalog_all_analyze_only_complete_window_and_context,0,1,no_exact_window_reuse_within_station_event,published_v1,development_test,test
event_catalog_v2,M7BPAIR-M7BEVENT2020042820200428202004284BFA4D1CBD33-M7BCONTROL2020042820200427202004274B1441146B03-852001CC66F1,M7BANCHOR-M7BEVENT2020042820200428202004284BFA4D1CBD33-M7BCONTROL2020042820200427202004274B1441146B03-852001CC66F1,M7BEVENT-20200428-20200428-20200428-4BFA4D1CBD33,M7BCONTROL-20200428-20200427-20200427-4B1441146B03,B1,T,rapid_warming,MAM,1,1,1,1,5231,5231,2020-04-28,2020-04-28,5231,5231,5231,2020-04-28,2020-04-28,2020-04-28,5231,5231,5231,2020-04-28,2020-04-28,2020-04-28,5231,2020-04-28,8.5999999999999996,,,,0.89999999999999947,,,,,,,,,,,,,5230,5230,5230,2020-04-27,2020-04-27,2020-04-27,0.5,0.90000000000000002,>=,train,station_season,920,30,quality-approved daily T increase >= train-only station-season q90,1,0,0,0,0,,1,True,True,True,True,,catalog_all_analyze_only_complete_window_and_context,0,1,no_exact_window_reuse_within_station_event,published_v1,development_test,test
event_catalog_v2,M7BPAIR-M7BEVENT202005012020043020200501CE2C0D4DF371-M7BCONTROL2020050120200502202005033A4EE864CA75-06860062E248,M7BANCHOR-M7BEVENT202005012020043020200501CE2C0D4DF371-M7BCONTROL2020050120200502202005033A4EE864CA75-06860062E248,M7BEVENT-20200501-20200430-20200501-CE2C0D4DF371,M7BCONTROL-20200501-20200502-20200503-3A4EE864CA75,B1,T,rapid_warming,MAM,2,2,2,1,5233,5234,2020-04-30,2020-05-01,5233,5234,5233,2020-04-30,2020-05-01,2020-04-30,5233,5234,5233,2020-04-30,2020-05-01,2020-04-30,5233,2020-04-30,9.5999999999999996,,,,0.59999999999999964,,,,,,,,,,,,,5235,5236,5235,2020-05-02,2020-05-03,2020-05-02,0.5,0.90000000000000002,>=,train,station_season,920,30,quality-approved daily T increase >= train-only station-season q90,1,0,0,0,0,,1,True,True,True,True,,catalog_all_analyze_only_complete_window_and_context,0,2,no_exact_window_reuse_within_station_event,published_v1,development_test,test
event_catalog_v2,M7BPAIR-M7BEVENT20200507202005062020050773433A2CF175-M7BCONTROL2020050720200504202005051D25421B2DDD-01D2C929AFDC,M7BANCHOR-M7BEVENT20200507202005062020050773433A2CF175-M7BCONTROL2020050720200504202005051D25421B2DDD-01D2C929AFDC,M7BEVENT-20200507-20200506-20200507-73433A2CF175,M7BCONTROL-20200507-20200504-20200505-1D25421B2DDD,B1,T,rapid_warming,MAM,2,2,2,1,5239,5240,2020-05-06,2020-05-07,5239,5240,5239,2020-05-06,2020-05-07,2020-05-06,5239,5240,5239,2020-05-06,2020-05-07,2020-05-06,5240,2020-05-07,12.4,,,,0.90000000000000036,,,,,,,,,,,,,5237,5238,5237,2020-05-04,2020-05-05,2020-05-04,0.5,0.90000000000000002,>=,train,station_season,920,30,quality-approved daily T increase >= train-only station-season q90,1,0,0,0,0,,1,True,True,True,True,,catalog_all_analyze_only_complete_window_and_context,0,2,no_exact_window_reuse_within_station_event,published_v1,development_test,test
event_catalog_v2,M7BPAIR-M7BEVENT2020051820200518202005183A03145B0215-M7BCONTROL202005182020051720200517B538769A681E-BAC2A45EDEDC,M7BANCHOR-M7BEVENT2020051820200518202005183A03145B0215-M7BCONTROL202005182020051720200517B538769A681E-BAC2A45EDEDC,M7BEVENT-20200518-20200518-20200518-3A03145B0215,M7BCONTROL-20200518-20200517-20200517-B538769A681E,B1,T,rapid_warming,MAM,1,1,1,1,5251,5251,2020-05-18,2020-05-18,5251,5251,5251,2020-05-18,2020-05-18,2020-05-18,5251,5251,5251,2020-05-18,2020-05-18,2020-05-18,5251,2020-05-18,12.6,,,,0.099999999999999645,,,,,,,,,,,,,5250,5250,5250,2020-05-17,2020-05-17,2020-05-17,0.5,0.90000000000000002,>=,train,station_season,920,30,quality-approved daily T increase >= train-only station-season q90,1,0,0,0,0,,1,True,True,True,True,,catalog_all_analyze_only_complete_window_and_context,0,1,no_exact_window_reuse_within_station_event,published_v1,development_test,test
event_catalog_v2,M7BPAIR-M7BEVENT2020052120200520202005218C80F2A5B897-M7BCONTROL202005212020052220200523DE4D41D1CD04-D1E4D1B34F0D,M7BANCHOR-M7BEVENT2020052120200520202005218C80F2A5B897-M7BCONTROL202005212020052220200523DE4D41D1CD04-D1E4D1B34F0D,M7BEVENT-20200521-20200520-20200521-8C80F2A5B897,M7BCONTROL-20200521-20200522-20200523-DE4D41D1CD04,B1,T,rapid_warming,MAM,2,2,2,1,5253,5254,2020-05-20,2020-05-21,5253,5254,5253,2020-05-20,2020-05-21,2020-05-20,5253,5254,5253,2020-05-20,2020-05-21,2020-05-20,5254,2020-05-21,13.800000000000001,,,,0.30000000000000071,,,,,,,,,,,,,5255,5256,5255,2020-05-22,2020-05-23,2020-05-22,0.5,0.90000000000000002,>=,train,station_season,920,30,quality-approved daily T increase >= train-only station-season q90,1,0,0,0,0,,1,True,True,True,True,,catalog_all_analyze_only_complete_window_and_context,0,2,no_exact_window_reuse_within_station_event,published_v1,development_test,test
event_catalog_v2,M7BPAIR-M7BEVENT2020053020200530202005303683EC148DE5-M7BCONTROL20200530202005292020052994525FAFDE78-D6B37CB446E8,M7BANCHOR-M7BEVENT2020053020200530202005303683EC148DE5-M7BCONTROL20200530202005292020052994525FAFDE78-D6B37CB446E8,M7BEVENT-20200530-20200530-20200530-3683EC148DE5,M7BCONTROL-20200530-20200529-20200529-94525FAFDE78,B1,T,rapid_warming,MAM,1,1,1,1,5263,5263,2020-05-30,2020-05-30,5263,5263,5263,2020-05-30,2020-05-30,2020-05-30,5263,5263,5263,2020-05-30,2020-05-30,2020-05-30,5263,2020-05-30,11.699999999999999,,,,0.19999999999999929,,,,,,,,,,,,,5262,5262,5262,2020-05-29,2020-05-29,2020-05-29,0.5,0.90000000000000002,>=,train,station_season,920,30,quality-approved daily T increase >= train-only station-season q90,1,0,0,0,0,,1,True,True,True,True,,catalog_all_analyze_only_complete_window_and_context,0,1,no_exact_window_reuse_within_station_event,published_v1,development_test,test
event_catalog_v2,M7BPAIR-M7BEVENT202006092020060920200609D5AB0DAF9EB7-M7BCONTROL2020060920200608202006086E4B99B547D6-4E69778DA574,M7BANCHOR-M7BEVENT202006092020060920200609D5AB0DAF9EB7-M7BCONTROL2020060920200608202006086E4B99B547D6-4E69778DA574,M7BEVENT-20200609-20200609-20200609-D5AB0DAF9EB7,M7BCONTROL-20200609-20200608-20200608-6E4B99B547D6,B1,T,rapid_warming,JJA,1,1,1,1,5273,5273,2020-06-09,2020-06-09,5273,5273,5273,2020-06-09,2020-06-09,2020-06-09,5273,5273,5273,2020-06-09,2020-06-09,2020-06-09,5273,2020-06-09,14,,,,0.40000000000000036,,,,,,,,,,,,,5272,5272,5272,2020-06-08,2020-06-08,2020-06-08,0.59999999999999964,0.90000000000000002,>=,train,station_season,920,30,quality-approved daily T increase >= train-only station-season q90,1,0,0,0,0,,1,True,True,True,True,,catalog_all_analyze_only_complete_window_and_context,0,1,no_exact_window_reuse_within_station_event,published_v1,development_test,test
event_catalog_v2,M7BPAIR-M7BEVENT202006132020061220200613328F3CCC33AE-M7BCONTROL202006132020061020200611F513E00C1899-B47653A2E20B,M7BANCHOR-M7BEVENT202006132020061220200613328F3CCC33AE-M7BCONTROL202006132020061020200611F513E00C1899-B47653A2E20B,M7BEVENT-20200613-20200612-20200613-328F3CCC33AE,M7BCONTROL-20200613-20200610-20200611-F513E00C1899,B1,T,rapid_warming,JJA,2,2,2,1,5276,5277,2020-06-12,2020-06-13,5276,5277,5276,2020-06-12,2020-06-13,2020-06-12,5276,5277,5276,2020-06-12,2020-06-13,2020-06-12,5277,2020-06-13,15,,,,0.20000000000000107,,,,,,,,,,,,,5274,5275,5274,2020-06-10,2020-06-11,2020-06-10,0.59999999999999964,0.90000000000000002,>=,train,station_season,920,30,quality-approved daily T increase >= train-only station-season q90,1,0,0,0,0,,1,True,True,True,True,,catalog_all_analyze_only_complete_window_and_context,0,2,no_exact_window_reuse_within_station_event,published_v1,development_test,test
event_catalog_v2,M7BPAIR-M7BEVENT202007262020072620200726BC881C6B1B59-M7BCONTROL202007262020072520200725C0B663EB80B6-3D9CEB281067,M7BANCHOR-M7BEVENT202007262020072620200726BC881C6B1B59-M7BCONTROL202007262020072520200725C0B663EB80B6-3D9CEB281067,M7BEVENT-20200726-20200726-20200726-BC881C6B1B59,M7BCONTROL-20200726-20200725-20200725-C0B663EB80B6,B1,T,rapid_warming,JJA,1,1,1,1,5320,5320,2020-07-26,2020-07-26,5320,5320,5320,2020-07-26,2020-07-26,2020-07-26,5320,5320,5320,2020-07-26,2020-07-26,2020-07-26,5320,2020-07-26,16.100000000000001,,,,1.7763568394002505e-15,,,,,,,,,,,,,5319,5319,5319,2020-07-25,2020-07-25,2020-07-25,0.59999999999999964,0.90000000000000002,>=,train,station_season,920,30,quality-approved daily T increase >= train-only station-season q90,1,0,0,0,0,,1,True,True,True,True,,catalog_all_analyze_only_complete_window_and_context,0,1,no_exact_window_reuse_within_station_event,published_v1,development_test,test
event_catalog_v2,M7BPAIR-M7BEVENT202008062020080620200806F6DC0BD95A11-M7BCONTROL2020080620200805202008050AF1B2720AAC-CDFB91F7DB8A,M7BANCHOR-M7BEVENT202008062020080620200806F6DC0BD95A11-M7BCONTROL2020080620200805202008050AF1B2720AAC-CDFB91F7DB8A,M7BEVENT-20200806-20200806-20200806-F6DC0BD95A11,M7BCONTROL-20200806-20200805-20200805-0AF1B2720AAC,B1,T,rapid_warming,JJA,1,1,1,1,5331,5331,2020-08-06,2020-08-06,5331,5331,5331,2020-08-06,2020-08-06,2020-08-06,5331,5331,5331,2020-08-06,2020-08-06,2020-08-06,5331,2020-08-06,17,,,,0.90000000000000036,,,,,,,,,,,,,5330,5330,5330,2020-08-05,2020-08-05,2020-08-05,0.59999999999999964,0.90000000000000002,>=,train,station_season,920,30,quality-approved daily T increase >= train-only station-season q90,1,0,0,0,0,,1,True,True,True,True,,catalog_all_analyze_only_complete_window_and_context,0,1,no_exact_window_reuse_within_station_event,published_v1,development_test,test
event_catalog_v2,M7BPAIR-M7BEVENT2020081020200810202008107F4C25CC80C7-M7BCONTROL2020081020200809202008099AD2A8438920-5CB808DB06AB,M7BANCHOR-M7BEVENT2020081020200810202008107F4C25CC80C7-M7BCONTROL2020081020200809202008099AD2A8438920-5CB808DB06AB,M7BEVENT-20200810-20200810-20200810-7F4C25CC80C7,M7BCONTROL-20200810-20200809-20200809-9AD2A8438920,B1,T,rapid_warming,JJA,1,1,1,1,5335,5335,2020-08-10,2020-08-10,5335,5335,5335,2020-08-10,2020-08-10,2020-08-10,5335,5335,5335,2020-08-10,2020-08-10,2020-08-10,5335,2020-08-10,18.100000000000001,,,,0.1000000000000032,,,,,,,,,,,,,5334,5334,5334,2020-08-09,2020-08-09,2020-08-09,0.59999999999999964,0.90000000000000002,>=,train,station_season,920,30,quality-approved daily T increase >= train-only station-season q90,1,0,0,0,0,,1,True,True,True,True,,catalog_all_analyze_only_complete_window_and_context,0,1,no_exact_window_reuse_within_station_event,published_v1,development_test,test
event_catalog_v2,M7BPAIR-M7BEVENT202009042020090420200904476B0A28AC17-M7BCONTROL20200904202009032020090307052EA9F454-0F2F32C6033C,M7BANCHOR-M7BEVENT202009042020090420200904476B0A28AC17-M7BCONTROL20200904202009032020090307052EA9F454-0F2F32C6033C,M7BEVENT-20200904-20200904-20200904-476B0A28AC17,M7BCONTROL-20200904-20200903-20200903-07052EA9F454,B1,T,rapid_warming,SON,1,1,1,1,5360,5360,2020-09-04,2020-09-04,5360,5360,5360,2020-09-04,2020-09-04,2020-09-04,5360,5360,5360,2020-09-04,2020-09-04,2020-09-04,5360,2020-09-04,16.699999999999999,,,,0.19999999999999751,,,,,,,,,,,,,5359,5359,5359,2020-09-03,2020-09-03,2020-09-03,0.20000000000000107,0.90000000000000002,>=,train,station_season,910,30,quality-approved daily T increase >= train-only station-season q90,1,0,0,0,0,,1,True,True,True,True,,catalog_all_analyze_only_complete_window_and_context,0,1,no_exact_window_reuse_within_station_event,published_v1,development_test,test
event_catalog_v2,M7BPAIR-M7BEVENT2020091020200910202009105B42914AA5BF-M7BCONTROL20200910202009092020090907FB8C6A2FB6-168F621C2F27,M7BANCHOR-M7BEVENT2020091020200910202009105B42914AA5BF-M7BCONTROL20200910202009092020090907FB8C6A2FB6-168F621C2F27,M7BEVENT-20200910-20200910-20200910-5B42914AA5BF,M7BCONTROL-20200910-20200909-20200909-07FB8C6A2FB6,B1,T,rapid_warming,SON,1,1,1,1,5366,5366,2020-09-10,2020-09-10,5366,5366,5366,2020-09-10,2020-09-10,2020-09-10,5366,5366,5366,2020-09-10,2020-09-10,2020-09-10,5366,2020-09-10,16.600000000000001,,,,0.099999999999999645,,,,,,,,,,,,,5365,5365,5365,2020-09-09,2020-09-09,2020-09-09,0.20000000000000107,0.90000000000000002,>=,train,station_season,910,30,quality-approved daily T increase >= train-only station-season q90,1,0,0,0,0,,1,True,True,True,True,,catalog_all_analyze_only_complete_window_and_context,0,1,no_exact_window_reuse_within_station_event,published_v1,development_test,test
event_catalog_v2,M7BPAIR-M7BEVENT20200922202009222020092208D8F1A0CC32-M7BCONTROL202009222020092120200921B0A384ADD2F8-7B3F057E2EBC,M7BANCHOR-M7BEVENT20200922202009222020092208D8F1A0CC32-M7BCONTROL202009222020092120200921B0A384ADD2F8-7B3F057E2EBC,M7BEVENT-20200922-20200922-20200922-08D8F1A0CC32,M7BCONTROL-20200922-20200921-20200921-B0A384ADD2F8,B1,T,rapid_warming,SON,1,1,1,1,5378,5378,2020-09-22,2020-09-22,5378,5378,5378,2020-09-22,2020-09-22,2020-09-22,5378,5378,5378,2020-09-22,2020-09-22,2020-09-22,5378,2020-09-22,15.199999999999999,,,,0.19999999999999751,,,,,,,,,,,,,5377,5377,5377,2020-09-21,2020-09-21,2020-09-21,0.20000000000000107,0.90000000000000002,>=,train,station_season,910,30,quality-approved daily T increase >= train-only station-season q90,1,0,0,0,0,,1,True,True,True,True,,catalog_all_analyze_only_complete_window_and_context,0,1,no_exact_window_reuse_within_station_event,published_v1,development_test,test
