source_family,1_linear_pchip_boundary,2_seasonal_boundary_ridge,3_donor_covariance_ridge,4_xgboost,5_bilstm,6_air2stream
1_linear_pchip_boundary,0.897653634464188,0.5991343732170128,0.4441509912435034,0.6439826036476676,0.38564284240177443,
1_pchip_record_variant,0.850542121034679,0.5244061139846222,0.36946246266960425,0.5942216801594195,0.1361922082676213,
2_seasonal_boundary_ridge,0.9666889716100978,0.6635287481360456,0.4968234018812629,0.6893458714057391,0.3495517711091647,
3_donor_covariance_ridge,1.1378459597322779,0.7917776662782124,0.7356838299995392,0.9082047481901779,0.5715390263516431,
4_xgboost,1.2608033982528182,0.933669554400039,0.755782164348402,1.01385033300056,1.6753561101636618,0.022943815055108348
5_bilstm,0.09155385504537637,0.15687653417487757,0.11385358657628196,0.055230336974676476,0.5033162241027557,
