source_family,1_linear_pchip_boundary,2_seasonal_boundary_ridge,3_donor_covariance_ridge,4_xgboost,5_bilstm,6_air2stream
1_linear_pchip_boundary,0.916580485242457,0.9039810119754017,0.8394957076584004,0.8780697002527987,0.07510227936879017,
1_pchip_record_variant,0.9362708887356774,0.8612271319143687,0.7419971333014811,0.8912841852982698,-0.015577934631119903,
2_seasonal_boundary_ridge,0.8863759479956662,0.9033491053126397,0.8446742598215249,0.8498883745362618,0.052638283205203126,
3_donor_covariance_ridge,0.7738106963459075,0.7672271627390843,0.9002358090717137,0.849145572737122,0.10524659443420402,
4_xgboost,0.880802882563446,0.9042647493351721,0.898380313124095,0.9395539906103285,0.3526802439718863,0.17261563230947377
5_bilstm,0.19038364438347288,0.28196820897033514,0.1872430900070872,0.1016319414673183,0.31689007021254295,
