network_id,role,site_id,variable,information_group,target_start,request_start,request_end,n_target_calendar_days,n_expected_provider_days,n_provider_rows,n_provider_eligible_rows,provider_row_coverage,eligible_coverage,pre_power_archive_days,source_status
huc8_04040003,development,040871473,Ta,M,1996-11-12,1996-11-12,2017-10-30,7658,7658,7658,7658,1.0,1.0,0,materialized
huc8_04040003,development,040871473,P,M,1996-11-12,1996-11-12,2017-10-30,7658,7658,7658,7658,1.0,1.0,0,materialized
huc8_04040003,development,040871473,W,M,1996-11-12,1996-11-12,2017-10-30,7658,7658,7658,7658,1.0,1.0,0,materialized
huc8_04040003,development,040871473,RH,M,1996-11-12,1996-11-12,2017-10-30,7658,7658,7658,7658,1.0,1.0,0,materialized
huc8_04040003,development,040871473,Rs,M,1996-11-12,1996-11-12,2017-10-30,7658,7658,7658,7658,1.0,1.0,0,materialized
huc8_04040003,development,040871473,F,H,1996-11-12,1996-11-12,2017-10-30,7658,7658,0,0,0.0,0.0,0,failed_or_unavailable
huc8_04040003,development,040871473,L,H,1996-11-12,1996-11-12,2017-10-30,7658,7658,0,0,0.0,0.0,0,failed_or_unavailable
huc8_04040003,development,040871475,Ta,M,1996-11-14,1996-11-14,2014-09-29,6529,6529,6529,6529,1.0,1.0,0,materialized
huc8_04040003,development,040871475,P,M,1996-11-14,1996-11-14,2014-09-29,6529,6529,6529,6529,1.0,1.0,0,materialized
huc8_04040003,development,040871475,W,M,1996-11-14,1996-11-14,2014-09-29,6529,6529,6529,6529,1.0,1.0,0,materialized
huc8_04040003,development,040871475,RH,M,1996-11-14,1996-11-14,2014-09-29,6529,6529,6529,6529,1.0,1.0,0,materialized
huc8_04040003,development,040871475,Rs,M,1996-11-14,1996-11-14,2014-09-29,6529,6529,6529,6529,1.0,1.0,0,materialized
huc8_04040003,development,040871475,F,H,1996-11-14,1996-11-14,2014-09-29,6529,6529,0,0,0.0,0.0,0,failed_or_unavailable
huc8_04040003,development,040871475,L,H,1996-11-14,1996-11-14,2014-09-29,6529,6529,0,0,0.0,0.0,0,failed_or_unavailable
huc8_04040003,development,040871488,Ta,M,1996-11-19,1996-11-19,2017-11-19,7671,7671,7671,7671,1.0,1.0,0,materialized
huc8_04040003,development,040871488,P,M,1996-11-19,1996-11-19,2017-11-19,7671,7671,7671,7671,1.0,1.0,0,materialized
huc8_04040003,development,040871488,W,M,1996-11-19,1996-11-19,2017-11-19,7671,7671,7671,7671,1.0,1.0,0,materialized
huc8_04040003,development,040871488,RH,M,1996-11-19,1996-11-19,2017-11-19,7671,7671,7671,7671,1.0,1.0,0,materialized
huc8_04040003,development,040871488,Rs,M,1996-11-19,1996-11-19,2017-11-19,7671,7671,7671,7671,1.0,1.0,0,materialized
huc8_04040003,development,040871488,F,H,1996-11-19,1996-11-19,2017-11-19,7671,7671,0,0,0.0,0.0,0,failed_or_unavailable
huc8_04040003,development,040871488,L,H,1996-11-19,1996-11-19,2017-11-19,7671,7671,0,0,0.0,0.0,0,failed_or_unavailable
